,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-09-30,0.11190,0.87080,37.44180,28.60680,0.00790,3.23880,2.81940,0.25270,2.36780,42.93210,2.022,1.8891
2016-06-30,0.06310,1.01880,38.54920,28.34100,0.00800,3.19350,2.77160,0.25490,2.45130,42.11950,0.6593,0.5303
2016-03-31,0.06650,0.72290,38.02940,27.38160,0.00830,3.25050,2.79830,0.25360,2.45670,40.90330,0.84220,0.73700
2015-12-31,0.43690,0.79340,37.67170,25.83490,0.00820,2.96950,2.62100,0.23740,1.38210,39.05060,0.6571,0.507
2015-09-30,0.07360,0.90590,39.24660,26.32050,0.00820,3.06830,2.62910,0.24350,2.32010,37.78980,1.6407,1.5744
2015-06-30,0.07520,0.99770,39.96850,26.67930,0.00830,3.07200,2.62380,0.24730,2.30720,36.97660,1.5387,1.4474
2015-03-31,0.07800,1.05510,37.80020,24.82000,0.00800,2.76940,2.40810,0.22700,2.10580,35.71300,0.47430,0.41970
2014-12-31,0.54430,1.19440,39.35860,25.22770,0.00830,2.96890,2.55840,0.23880,1.10110,34.55920,1.6837,1.5811
2014-09-30,0.08540,1.21920,44.19300,28.59030,0.00920,3.58290,3.07830,0.29140,2.65470,33.91610,1.1058,1.0274
2014-06-30,0.08690,1.30430,42.63300,27.54480,0.00840,3.26530,2.79280,0.26140,2.40380,33.26660,0.758,0.6986
2014-03-31,0.55880,1.26650,41.94360,26.91130,0.00840,3.18220,2.71140,0.25870,1.12610,32.67890,0.12670,0.06760
2013-12-31,0.01030,1.24830,44.67950,28.22040,0.00860,3.52540,2.96320,0.27380,2.74310,31.33320,1.2216,1.1213
2013-09-30,0.57260,1.33980,45.51890,28.81000,0.00860,3.50390,3.10120,0.27290,1.23130,29.34500,0.605,0.4895
2013-06-30,0.53740,1.25930,46.45170,29.13730,0.00950,3.63090,3.20770,0.30140,1.37390,28.72910,3.0721,2.9841
2013-03-31,0.49890,1.22610,48.73170,31.54610,0.01040,4.06020,3.78700,0.34930,1.74550,26.75600,-0.76320,-0.90500
2012-12-31,0.48530,0.96510,52.37700,30.01370,0.00990,3.75110,3.49080,0.31640,1.64690,25.90100,0.4682,0.3302
2012-09-30,0.01900,1.01540,45.30520,29.74940,0.01000,3.65090,3.42320,0.31520,3.18570,24.14970,2.0487,1.9574
2012-06-30,0.03710,1.06910,45.07800,25.80860,0.01010,3.63980,3.41160,0.31800,3.10380,23.41660,0.5808,0.4899
2012-03-31,0.04180,1.10880,44.90920,29.86250,0.01010,3.47870,3.44230,0.31180,3.10090,21.98680,0.17750,0.08740
2011-12-31,0.04730,0.89750,50.43810,31.12360,0.01080,3.62470,3.88920,0.33850,3.45310,20.05860,-0.2765,-0.3686
2011-09-30,0.03430,0.87910,48.95330,30.95230,0.01060,3.57010,3.85630,0.33190,3.44790,19.25680,0.0563,-0.0395
2011-06-30,0.03610,0.49570,48.76650,31.30640,0.01140,3.58320,3.89470,0.36140,3.45400,18.62610,0.2689,0.1883
2011-03-31,0.03770,0.42730,51.43350,31.93850,0.01180,3.88390,4.24440,0.38200,3.73760,17.99570,0.45480,0.37520
2010-12-31,0.04050,0.31190,43.89100,26.31620,0.01290,3.41460,3.75850,0.33950,3.27640,17.26520,0.3813,0.3477
2010-09-30,,,45.68570,26.47670,,,,,,,1.1418,0.9802
2010-06-30,,,48.62410,27.25970,,,,,,,0,0
2010-03-31,,,53.92620,30.59580,,,,,,,0.00000,
2009-12-31,,,,,,,,,,,0,0
