,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.37630,0.60320,36.88260,36.88260,60.68830,30.28870,0.02900,1.56010,1.61170,0.88750,0.97310,36.20110,0.7378,0.2744
2022-09-30,0.37560,0.60160,37.82840,37.82840,25.46740,28.80960,0.02790,1.43330,1.48210,0.81520,0.89490,36.32200,1.1788,0.9048
2022-06-30,0.37590,0.60220,39.73110,39.73110,25.77240,34.69110,0.02770,1.70780,1.76880,0.97220,1.06590,36.35340,1.0685,0.1689
2022-03-31,0.37460,0.59890,39.97460,39.97460,27.04520,64.33970,0.02800,3.17150,3.28010,1.81560,1.98360,36.30420,0.83240,0.34440
2021-12-31,0.37840,0.60870,38.33810,38.33810,29.11150,22.85400,0.02750,1.12900,1.16980,0.63920,0.70180,35.77560,0.8823,-1.289
2021-09-30,0.37900,0.61030,43.61710,43.61710,31.84580,38.19630,0.02830,1.93450,1.99090,1.09500,1.20140,35.98310,1.0692,0.3275
2021-06-30,0.37670,0.60440,38.50310,38.50310,26.68070,33.25340,0.02700,1.60320,1.64940,0.91010,0.99930,35.67590,1.0918,0.8489
2021-03-31,0.37670,0.60440,34.11360,34.11360,21.20870,29.36120,0.02590,1.35070,1.39190,0.76820,0.84190,35.68140,0.81970,0.63810
2020-12-31,0.39300,0.64760,24.32830,24.32830,29.44170,14.89090,0.02360,0.64730,0.66810,0.35860,0.39290,35.80040,0.7414,0.5526
2020-09-30,0.39480,0.65250,24.72300,24.72300,0.80550,5.22260,0.02210,0.21770,0.22510,0.12110,0.13180,36.12810,0.9247,0.6809
2020-06-30,0.40930,0.69280,19.70810,19.70810,4.02490,8.24100,0.02030,0.31590,0.32720,0.17190,0.18660,36.62690,0.5307,0.2327
2020-03-31,0.41300,0.70350,-10.95090,-10.95090,-26.16040,-8.93050,0.02450,-0.39490,-0.40990,-0.21420,-0.23180,37.09400,0.74850,0.31330
