,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.69520,0.54090,1.22610,39.06280,18.46410,18.46410,14.11420,11.58760,0.12670,2.11800,42.49350,4.39280,-8.16950,1.46790,2.01680,30.03320,2.5864,1.7237
2022-06-30,0.72940,0.55700,1.29160,39.52430,17.27210,17.27210,14.00570,10.89470,0.12100,2.06300,43.62640,4.03430,-6.95080,1.31780,1.78700,29.16460,2.7077,1.7292
2022-03-31,0.75100,0.51680,1.07050,40.63930,18.88310,18.88310,15.90540,11.85660,0.11930,2.27300,39.59480,3.91670,-8.57040,1.41440,1.89260,28.45060,2.22450,1.22410
2021-12-31,0.70820,0.51530,1.06400,38.71450,16.99010,16.99010,9.37720,10.60310,0.11830,2.32260,38.75040,3.48680,-7.62580,1.25470,1.69010,28.30930,2.0316,0.7686
2021-09-30,0.67260,0.51040,1.04350,40.55690,19.23040,19.23040,16.04350,11.93970,0.12010,2.31930,38.80500,3.95090,-8.58650,1.43600,1.93430,27.95620,2.0594,1.1386
2021-06-30,0.63980,0.50140,1.02110,41.32210,18.41550,18.41550,15.19750,11.77330,0.11760,2.41630,37.24750,3.77990,-8.50800,1.38780,1.88450,27.55150,2.5669,1.719
2021-03-31,0.67160,0.49870,1.01440,40.91450,18.96840,18.96840,15.41280,11.39870,0.11160,2.36980,37.97760,3.43120,-8.25530,1.27470,1.72000,27.07930,2.06690,1.03850
2020-12-31,0.66690,0.50800,1.05250,39.87250,16.81560,16.81560,7.82290,9.14810,0.10980,2.35790,38.16920,2.78370,-6.33390,1.00840,1.36950,26.62740,1.7574,0.8191
2020-09-30,0.80990,0.50650,1.04830,40.30560,17.41380,17.41380,12.39070,10.10850,0.11130,2.34420,38.39200,3.10720,-7.50830,1.12590,1.53340,26.29230,1.7988,1.1057
2020-06-30,0.75930,0.51090,1.05190,40.19310,16.10980,16.10980,12.22700,9.18760,0.10750,2.30140,39.10730,2.74940,-6.34020,0.99140,1.34470,25.86710,2.3117,1.4482
2020-03-31,0.88550,0.52440,1.10550,39.30850,16.95840,16.95840,12.63170,9.64410,0.11150,2.33170,38.59860,3.03930,-6.71140,1.07730,1.44560,25.52720,1.86070,0.71420
2019-12-31,0.52400,0.48860,1.06990,40.07990,17.82190,17.82190,11.05720,11.22800,0.11360,2.28850,39.32740,3.57100,-7.95300,1.27840,1.82630,25.47330,1.7501,0.8558
2019-09-30,0.49170,0.49130,1.08020,38.36560,17.67350,17.67350,13.95970,11.26980,0.11850,2.27610,39.54100,3.73500,-7.85020,1.33460,1.90000,24.97970,2.0366,1.0488
2019-06-30,0.41280,0.46390,1.06160,37.93420,16.78890,16.78890,12.61280,9.65340,0.11840,2.27140,39.62310,3.15390,-6.83970,1.14060,1.69080,24.79800,1.8064,0.9196
2019-03-31,0.41660,0.46190,1.05990,39.03910,17.11330,17.11330,12.66090,9.47950,0.11340,2.30100,39.11320,2.96490,-6.48160,1.07840,1.59530,24.62730,1.71160,0.79910
2018-12-31,0.57540,0.49090,1.05150,39.69720,19.09560,19.09560,14.12700,11.89380,0.11700,2.29430,39.22800,3.79720,-8.41740,1.39290,1.93310,24.58760,1.4857,0.8039
2018-09-30,0.55770,0.48810,1.04090,38.51970,17.16100,17.16100,13.26340,10.26620,0.11990,2.21950,40.55030,3.31790,-6.79710,1.22840,1.69830,24.41100,1.7215,0.8715
2018-06-30,0.68830,0.51140,1.05210,37.35800,16.21260,16.21260,12.41560,9.32960,0.11870,2.26380,39.75610,3.00300,-6.52560,1.11160,1.46720,24.10570,1.8721,1.0182
2018-03-31,0.52890,0.48660,1.03690,39.45210,16.65090,16.65090,12.79510,9.79200,0.11500,2.30710,39.01050,3.00600,-6.72780,1.12700,1.54340,24.08490,1.75020,0.96840
2017-12-31,0.54530,0.48440,1.02840,37.77340,15.89060,15.89060,11.55470,25.95700,0.12110,2.31490,38.87930,8.34680,-19.01070,3.14230,4.30330,24.00090,1.5533,0.9109
2017-09-30,0.53900,0.48240,1.02390,38.32550,17.49030,17.49030,13.92270,8.71190,0.12230,2.27350,39.58670,2.90980,-6.01640,1.06590,1.50610,22.88070,1.4971,0.6918
2017-06-30,0.50840,0.48000,1.01510,38.36230,16.84010,16.84010,13.19510,8.03020,0.12170,2.35170,38.26970,2.65360,-5.49640,0.97970,1.37980,22.74510,1.2861,0.4831
2017-03-31,0.69460,0.49930,0.99800,37.97640,16.21950,16.21950,12.37880,7.84850,0.11620,2.35190,38.26730,2.44350,-5.11490,0.91180,1.22350,22.68510,1.29980,0.64870
2016-12-31,0.70890,0.49870,0.99550,38.41370,16.47680,16.47680,12.38700,7.96520,0.11530,2.39150,37.63270,2.46440,-5.19200,0.91910,1.23540,22.66850,1.413,0.8733
2016-09-30,0.71600,0.50320,1.01360,38.70830,17.34530,17.34530,5.26710,3.55290,0.11660,2.36970,37.97910,1.12150,-2.30190,0.41480,0.55720,22.42220,1.5065,0.8479
2016-06-30,0.68160,0.49510,0.98140,38.71190,16.25470,16.25470,12.40910,7.69130,0.11390,2.37300,37.92660,2.33310,-5.01270,0.87670,1.17790,22.63790,1.2012,0.5087
2016-03-31,0.65360,0.49310,0.97350,38.56620,15.36510,15.36510,11.23370,6.96880,0.10950,2.40490,37.42330,2.02040,-4.34110,0.76390,1.02410,22.54250,1.24460,0.46990
2015-12-31,0.67050,0.49190,0.96870,38.70840,15.45280,15.45280,11.43570,7.51900,0.11150,2.37840,37.83990,2.21690,-4.76860,0.83950,1.12650,22.50170,0.999,0.4092
2015-09-30,0.76000,0.49200,0.96910,40.69110,18.89510,18.89510,14.96590,9.17240,0.11270,2.37060,37.96590,2.75820,-6.00330,1.03500,1.40120,22.43950,1.221,0.5752
2015-06-30,0.74990,0.49290,0.97270,38.54810,16.83830,16.83830,12.92290,8.23310,0.11180,2.38440,37.74600,2.45080,-5.27090,0.92080,1.24280,22.22930,1.1617,0.5176
2015-03-31,0.76500,0.49310,0.97420,39.87740,17.18450,17.18450,13.11420,7.94690,0.10530,2.33170,38.59870,2.22160,-4.76490,0.83760,1.12600,22.07140,1.39830,0.64740
2014-12-31,0.76180,0.47650,0.91140,30.89280,7.46080,7.46080,3.54420,2.25660,0.11090,2.39570,37.56660,0.65180,-1.49320,0.25130,0.34120,21.96710,1.1926,0.7544
2014-09-30,0.78890,0.46950,0.88640,38.22040,16.86140,16.86140,13.02530,8.19260,0.11350,2.37430,37.90640,2.34260,-5.97620,0.92960,1.24270,22.31030,1.0593,0.4925
2014-06-30,0.71830,0.47270,0.89770,38.23350,16.97020,16.97020,13.04060,8.02980,0.11220,2.38980,37.66020,2.27870,-5.61340,0.90060,1.20150,22.09710,0.9219,0.2032
2014-03-31,0.76990,0.47250,0.89630,36.22670,14.73620,14.73620,10.60080,6.37880,0.10470,2.37880,37.83360,1.69460,-4.13840,0.66830,0.89400,21.90570,1.09810,0.51300
2013-12-31,0.82810,0.46970,0.88770,40.04200,18.79990,18.79990,14.63460,11.04830,0.10730,2.40430,37.43310,2.99390,-7.55310,1.18650,1.58770,21.93700,1.1273,0.6336
2013-09-30,0.72940,0.47580,0.90950,39.15210,16.26950,16.26950,12.16400,7.91540,0.10920,2.38800,37.68910,2.21080,-5.18420,0.86300,1.15900,21.49830,1.043,0.4258
2013-06-30,0.72470,0.47620,0.91120,33.22920,8.58080,8.58080,4.31410,2.66610,0.10680,2.40920,37.35620,0.73120,-1.69670,0.28520,0.38300,21.31310,0.9368,0.271
2013-03-31,0.73020,0.47540,0.90930,38.80220,13.71960,13.71960,9.17140,6.23440,0.10180,2.43170,37.01140,1.61490,-3.77840,0.63600,0.84720,21.40120,1.15300,0.57180
2012-12-31,0.72640,0.47780,0.91760,36.72350,14.23780,14.23780,9.81560,6.26110,0.10340,2.42460,37.11990,1.64810,-3.79900,0.64740,0.86060,21.33950,1.2298,0.7163
2012-09-30,0.74740,0.47700,0.91770,37.44200,15.53080,15.53080,10.89940,7.46010,0.10430,2.39630,37.55830,1.97380,-4.61840,0.77820,1.03230,21.23310,0.9997,0.3318
2012-06-30,0.70440,0.47960,0.92590,39.89610,18.78090,18.78090,8.66740,7.24060,0.10520,2.43770,36.91980,1.94590,-4.41850,0.76310,1.01270,21.03120,0.9869,0.5143
2012-03-31,0.68730,0.46980,0.89050,39.30590,16.49010,16.49010,11.25400,7.20840,0.10190,2.45230,36.70100,1.84170,-4.33060,0.73400,0.97650,20.91070,0.89720,0.17400
2011-12-31,0.66700,0.47270,0.90090,40.37130,18.11180,18.11180,12.78890,9.43120,0.10360,2.45240,36.69860,2.48590,-5.66230,0.97690,1.31090,20.77160,1.2445,0.6513
2011-09-30,0.67530,0.47970,0.92340,40.45930,19.30350,19.30350,13.98730,9.14370,0.10880,2.34790,38.33140,2.54250,-5.59570,0.99510,1.32280,20.53530,1.3414,0.7703
2011-06-30,0.67130,0.47400,0.95290,40.67860,19.22750,19.22750,4.37550,2.22850,0.10600,2.39210,37.62440,0.60260,-1.35380,0.23470,0.31700,20.36310,0.9634,0.4952
2011-03-31,0.51050,0.44260,0.87310,40.97920,19.14600,19.14600,13.23220,8.05130,0.10130,2.34060,38.45230,2.02750,-4.79880,0.81510,1.13010,20.56330,1.12940,0.37340
2010-12-31,0.46560,0.42770,0.85920,41.36970,19.26960,19.26960,12.90580,7.30400,0.10380,2.43790,36.91660,1.88430,-4.54000,0.75990,1.07850,20.45580,1.2267,0.6952
2010-09-30,0.46920,0.42840,0.88980,40.58790,17.82990,17.82990,11.14130,6.50920,0.10600,2.30180,39.10030,1.72750,-4.06160,0.69120,0.98740,20.27080,0.95,0.4841
2010-06-30,0.52260,0.45530,0.92600,41.04240,19.39600,19.39600,13.08070,7.72840,0.10560,2.30010,39.12890,2.08040,-4.64660,0.81700,1.13320,20.08860,0.7658,0.3251
2010-03-31,0.56140,0.46730,0.93990,41.93190,19.47690,19.47690,5.93550,3.32020,0.10060,2.30130,39.10870,0.86140,-1.82130,0.33500,0.45890,19.84450,0.78030,0.25200
2009-12-31,0.49630,0.45900,0.92010,39.91500,16.46820,16.46820,4.02700,1.78090,0.10230,2.31070,38.94900,0.47440,-0.99720,0.18370,0.25670,19.12330,1.0089,0.2873
2009-09-30,0.66940,0.47420,0.93400,41.76510,18.65930,18.65930,10.22910,5.81140,0.10620,2.23390,40.28840,1.60170,-3.45990,0.61960,0.84220,19.89600,0.8465,0.3736
2009-06-30,0.57310,0.47460,0.94690,40.61760,25.20210,25.20210,18.00490,10.93360,0.10620,2.26170,39.79240,3.01860,-6.32620,1.16320,1.58600,19.77200,0.4612,0.0666
2009-03-31,0.55080,0.49270,1.03380,41.33950,17.13180,17.13180,9.72580,5.48410,0.10370,2.34790,38.33240,1.54730,-3.11810,0.57090,0.78490,19.34720,1.34880,0.85260
