Date,current-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,inventory-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2013-03-31,4.8427,92.8586,-28.5846,-28.5846,-28.3701,-28.3701,0.123,0.1214,1.2495,72.0308,-6.9723,-6.9723,-3.4899,-6.9723,1.926,-0.248,-0.2999
2012-12-31,4.3833,94.4517,-16.7543,-16.7543,-16.579,-16.5791,0.1356,0.0939,1.8614,48.3515,-4.6854,-4.6854,-2.2477,-4.6854,1.8891,0.4242,0.3748
2012-09-30,5.2267,93.2674,-27.6068,-27.6068,-27.396,-27.3961,0.12,0.0978,1.3596,66.196,-6.1336,-6.1336,-3.287,-6.1336,1.8702,-0.2075,-0.2272
2012-06-30,4.6677,92.8374,-35.4157,-35.4157,-35.303,-35.303,0.1162,0.1361,1.5054,59.7849,-7.8877,-7.8877,-4.1035,-7.8877,1.8525,0.115,0.1043
2012-03-31,5.2328,93.6346,-32.1235,-32.1235,-25.4907,-25.4907,0.1169,0.1949,0.8402,107.112,-5.5854,-5.5854,-2.9809,-5.5854,1.8852,-0.2394,-0.2485
2011-12-31,4.3843,95.1091,-38.2453,-38.2453,-55.5669,-55.5669,0.115,0.2525,0.8793,102.3511,-12.4127,-12.4127,-6.3885,-12.4127,1.8863,-0.3389,-0.3947
2011-09-30,5.234,96.4967,-198.0693,-198.0693,-196.8692,-196.8692,0.0491,0.2112,1.2555,71.6873,-17.594,-17.594,-9.6756,-17.594,2.0124,-0.3646,-0.3944
2011-06-30,6.1525,100.0,-396.706,-396.706,-394.5611,-394.5611,0.0288,,1.0697,84.1328,-19.5078,-19.5078,-11.3541,-19.5078,2.3076,-0.305,-0.3161
2011-03-31,7.6085,100.0,-270.9391,-270.9391,-268.4578,-268.4578,0.0253,,1.2358,72.8297,-10.7188,-10.7188,-6.7987,-10.7188,2.6855,-0.0882,-0.091
2010-12-31,5.5474,100.0,-428.3818,-428.3819,-424.0853,-424.0853,0.0247,,0.4061,221.6412,-21.3883,-21.3883,-10.4705,-21.3883,1.5896,-0.2168,-0.2209
2010-09-30,6.3042,100.0,-220.9618,-220.9618,-217.9726,-217.9726,0.0459,,0.9802,91.8179,-18.3659,-18.3659,-9.9955,-18.3659,1.8728,-0.1054,-0.114
2010-06-30,7.4358,100.0,-24.0686,-24.0686,-22.569,-22.569,0.1029,,2.2571,39.875,-3.8082,-3.8082,-2.3219,-3.8082,2.1612,-0.043,-0.0552
2010-03-31,5.4258,100.0,23.4808,23.4808,24.669,24.669,0.1263,,2.8664,31.3988,5.1592,5.1592,3.1149,5.1592,2.2061,0.4326,0.4224
2009-12-31,3.3357,100.0,-58.3445,-58.3445,-55.6617,-55.6617,0.0561,,0.2672,336.8313,-5.8763,-5.8763,-3.1203,-5.8763,2.0506,-0.1912,-0.2001
2009-09-30,5.4984,100.0,-176.6529,-176.6529,-170.2473,-170.2473,0.0357,,2.1715,41.4451,-9.1985,-9.1985,-6.0741,-9.1985,2.1447,-0.1289,-0.1333
2009-06-30,3.2123,100.0,-247.906,-247.906,-238.8499,-238.8499,0.0442,,1.1757,76.5497,-22.4508,-22.4508,-10.5586,-22.4508,1.152,-0.1365,-0.1511
2009-03-31,3.2975,100.0,-309.1227,-309.1227,-298.2717,-298.2717,0.0414,,0.6574,136.9099,-25.3677,-25.3677,-12.3418,-25.3677,1.2554,-0.2221,-0.2447
