Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,inventory-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-10-31,1.3766,0.2924,0.4556,29.8967,5.4943,5.4943,5.0202,3.8459,0.3029,0.8599,3.2253,8.3592,1.165,2.282,37.4109,0.9781,-0.8032
2022-07-31,1.4558,0.2894,0.4072,31.4339,7.4669,7.4669,7.0134,5.3173,0.2985,0.8559,4.2863,10.8659,1.5871,3.0459,37.5011,-0.0647,-1.3034
2022-04-30,1.4644,0.2932,0.4147,33.9437,10.5975,10.5975,10.1049,7.771,0.3085,0.9497,6.5085,16.9897,2.3976,4.6005,36.5477,2.3785,1.2465
2022-01-31,1.343,0.3069,0.4427,30.2277,8.1744,8.1744,7.0502,6.4147,0.326,1.1312,5.8846,17.2431,2.091,4.0788,34.2892,1.7396,0.5912
2021-10-31,1.2524,0.3084,0.446,27.5177,4.8382,4.8382,4.3146,3.3782,0.3,1.0778,2.9927,10.0412,1.0136,2.0696,32.2117,1.3041,-0.0366
2021-07-31,1.2486,0.3153,0.4606,29.3858,6.3407,6.3407,5.8204,4.452,0.3103,1.2213,4.0276,14.658,1.3813,2.7575,31.177,0.8345,-0.1824
2021-04-30,1.3595,0.3034,0.4355,30.3563,8.0235,8.0235,7.5142,5.7796,0.3078,1.2519,5.0531,16.1027,1.779,3.52,31.9728,2.3729,1.4125
2021-01-31,1.354,0.3069,0.4428,31.809,10.0711,10.0711,9.5657,7.4292,0.327,1.3467,6.9016,22.8452,2.4295,4.7833,31.2161,4.1592,3.3838
2020-10-31,1.2792,0.3166,0.5064,31.1543,7.536,7.536,6.9176,5.3424,0.2991,1.1214,4.7406,17.5719,1.5979,3.2396,29.5965,1.2522,0.2569
2020-07-31,1.2229,0.3212,0.5906,30.5244,5.972,5.972,5.4145,4.1656,0.3037,1.3314,3.8379,15.1104,1.2651,2.6051,28.713,1.9957,1.0108
2020-04-30,1.1468,0.3308,0.6554,28.5503,5.8201,5.8201,5.1727,3.9384,0.3071,1.4044,3.7972,17.204,1.2095,2.5411,27.4899,4.0396,3.0459
2020-01-31,1.2038,0.3603,0.6031,31.0437,3.9492,3.9492,3.3173,1.9477,0.3226,1.2365,1.9665,10.4994,0.6284,1.2581,26.422,3.5748,2.5305
2019-10-31,1.0939,0.3651,0.6976,29.6631,6.2372,6.2372,5.5149,4.4516,0.2911,1.0409,4.1789,35.2925,1.2957,2.6531,25.861,0.7298,-0.4562
2019-07-31,1.0603,0.3749,0.7277,28.7165,4.6842,4.6842,3.9787,3.1408,0.2945,1.179,3.0738,38.4106,0.9249,1.9213,24.7707,0.9734,-0.273
2019-04-30,1.067,0.3793,0.7413,29.7347,6.6366,6.6366,5.9204,4.612,0.3001,1.2273,4.6544,74.4166,1.3842,2.8891,24.2252,2.5684,1.6947
2019-01-31,2.0486,0.4305,0.7559,30.8145,-34.6065,-34.6065,-35.3591,-37.1785,0.4596,1.2141,-40.8832,5441.113,-17.0874,-23.2838,23.7015,3.0207,2.1826
2018-10-31,2.2239,0.3884,0.635,30.1852,7.0015,7.0015,6.1385,5.0877,0.3327,1.0407,3.5477,-56.9178,1.6926,2.1699,33.3744,1.1805,0.2398
2018-07-31,2.2401,0.3973,0.6593,30.1126,6.9223,6.9223,6.1116,4.9569,0.3431,1.1744,3.5816,-33.7773,1.7009,2.1585,32.1459,1.5969,0.7021
2018-04-30,2.1083,0.4066,0.6852,30.603,7.8794,7.8794,3.7344,2.89,0.3509,1.1865,2.182,-14.287,1.0141,1.2948,30.9323,1.6252,0.8658
2018-01-31,1.6006,0.3987,0.7906,33.0315,12.0366,12.0366,10.8716,16.3522,0.3894,1.344,14.4814,-78.903,6.3682,8.7078,30.2634,3.8614,3.0932
2017-10-31,1.9474,0.476,0.9356,31.3358,7.9976,7.9976,6.6791,4.5123,0.338,1.0744,,-9.9515,1.5251,2.0551,25.7971,-0.3521,-1.1067
2017-07-31,1.8301,0.4884,0.9831,30.8225,7.9433,7.9433,6.5061,4.427,0.34,1.2475,,-8.6905,1.5053,2.041,24.7475,1.0291,0.349
2017-04-30,1.9094,0.5223,1.1228,30.7749,7.3538,7.3538,5.9352,3.7922,0.3306,1.2715,,-6.7695,1.2535,1.7077,23.6967,1.815,1.3595
2017-01-31,1.87,0.5337,1.173,32.0682,10.4072,10.4072,8.8315,5.7085,0.3589,1.3359,5.969,-10.029,2.0488,2.7831,22.8237,4.3002,3.8125
2016-10-31,2.0347,0.5789,1.4034,30.4003,6.8458,6.8458,4.6025,3.4309,0.3088,1.0633,,-4.8011,1.0596,1.4317,21.3886,-0.108,-0.5115
2016-07-31,2.041,0.5957,1.5033,30.2704,7.1493,7.1493,5.402,3.4065,0.306,1.171,,-4.4895,1.0423,1.4168,20.6063,1.5585,0.8007
2016-04-30,2.0361,0.6069,1.5698,30.5675,8.2327,8.2327,6.5201,4.5755,0.3167,1.2054,,-5.8105,1.4489,1.9589,19.82,1.3156,0.5761
2016-01-31,1.8784,0.6216,1.667,30.8016,8.7563,8.7563,6.57,4.2682,0.3374,1.2867,5.1964,-5.338,1.4401,1.9665,18.7553,3.7136,2.9954
2015-10-31,2.1414,0.6657,2.0143,28.3103,4.5236,4.5236,2.5216,1.6562,0.2961,1.113,,-1.787,0.4904,0.661,17.6414,-0.0091,-0.6579
2015-07-31,2.1824,0.6713,2.0629,28.4006,4.098,4.098,-4.7224,-3.2545,0.1818,0.7632,,2.1017,-0.5916,-0.7959,17.2433,-0.8401,-1.2977
2015-04-30,9.1958,0.8069,4.1799,34.4053,10.6951,10.6951,5.2005,3.1929,0.2003,1.3057,,4.0801,0.6394,0.7172,9.0727,0.7262,0.4032
2015-01-31,2.315,0.2767,0.3825,37.0819,15.4952,15.4952,13.1079,8.3374,0.7088,1.5039,11.563,12.7494,5.9095,8.3641,8.6784,2.6742,2.3321
2014-10-31,2.0728,0.3232,0.4776,34.6172,10.4859,10.4859,9.9895,6.3478,0.6221,1.0498,,9.402,3.9493,5.6787,7.7059,0.1122,-0.3369
