Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.6322,1.7186,54.0902,54.0902,48.6841,44.1782,0.0421,5.8026,5.8026,1.9942,2.1344,30.3865,2.2131,-2.7524
2022-06-30,0.6213,1.6407,58.0362,58.0362,53.359,48.8048,0.043,6.3658,6.3658,2.2451,2.4106,29.0757,2.4561,0.933
2022-03-31,0.6079,1.5504,53.0501,53.0501,49.7919,45.8964,0.0419,5.6139,5.6139,2.0555,2.2012,28.8874,2.0304,0.4871
2021-12-31,0.6114,1.5736,72.9493,72.9493,67.3522,62.9222,0.0408,7.4976,7.4976,2.71,2.9132,28.27,1.609,-0.4109
2021-09-30,0.6227,1.6506,54.8563,54.8563,50.0839,45.5805,0.0425,5.9068,5.9068,2.0582,2.2285,25.2795,1.8908,0.2528
2021-06-30,0.6151,1.598,51.9845,51.9845,48.5963,44.2955,0.04,5.3133,5.3133,1.8871,2.0451,25.1209,1.8428,0.6688
2021-03-31,0.6152,1.5991,67.178,67.178,61.2049,56.5679,0.0384,6.5015,6.5015,2.3081,2.5014,24.793,1.4597,1.1461
2020-12-31,0.6618,1.9571,55.3761,55.3761,48.1219,44.1472,0.0376,5.6642,5.6642,1.77,1.9155,22.3521,1.4605,0.2995
2020-09-30,0.6561,1.9077,47.5789,47.5789,37.4642,33.4184,0.0392,4.4748,4.4748,1.4137,1.5389,21.4402,1.4537,0.514
2020-06-30,0.6492,1.8506,45.8349,45.8349,34.9688,31.4476,0.0384,4.0523,4.0523,1.3043,1.4216,21.2715,1.6574,1.3931
2020-03-31,0.6488,1.8474,47.2823,47.2823,35.5964,32.5397,0.0389,4.1866,4.1866,1.3587,1.4703,21.5023,1.38,1.04
2019-12-31,0.6333,1.7272,49.0306,49.0306,36.6309,33.4371,0.0394,4.1168,4.1168,1.4097,1.5095,22.5554,1.222,0.5878
2019-09-30,0.6233,1.6548,48.1883,48.1883,35.569,32.0253,0.0406,3.9888,3.9888,1.3944,1.5025,22.4711,1.2861,0.9106
2019-06-30,0.6404,1.781,49.1956,49.1956,35.6623,32.3941,0.0386,3.9836,3.9836,1.343,1.4324,22.0119,1.4179,1.2074
2019-03-31,0.6432,1.803,47.6581,47.6581,33.3732,30.4193,0.0383,3.683,3.683,1.2562,1.314,21.7738,1.261,-0.4486
2018-12-31,0.6333,1.7274,50.9762,50.9762,36.5759,33.0116,0.0392,3.9222,3.9222,1.3921,1.4381,21.9145,1.1492,0.2631
2018-09-30,0.6322,1.7189,60.0737,60.0737,46.367,42.4879,0.0394,5.0427,5.0427,1.7912,1.8547,21.8971,1.3821,0.9869
2018-06-30,0.6371,1.7555,48.7566,48.7566,35.3118,32.0582,0.0384,3.7821,3.7821,1.3301,1.3726,21.529,1.2654,-0.0891
2018-03-31,0.6243,1.6617,46.9068,46.9068,33.8974,30.9144,0.0382,3.5128,3.5128,1.2774,1.3197,21.5489,1.2934,0.6331
2017-12-31,0.6257,1.672,90.087,90.087,80.763,76.6248,0.0378,8.4189,8.4189,3.0735,3.1508,21.6163,1.0732,-0.8106
2017-09-30,0.6263,1.6758,49.2268,49.2268,36.6834,32.9974,0.0401,3.9272,3.9272,1.4262,1.4677,20.4253,1.2027,0.9195
2017-06-30,0.6245,1.6631,49.4223,49.4223,33.7413,31.5236,0.0392,3.6491,3.6491,1.3371,1.3702,20.4693,1.3239,0.9985
2017-03-31,0.624,1.6596,47.224,47.224,35.3062,31.285,0.0374,3.4702,3.4702,1.2757,1.3048,20.5367,0.853,0.5086
2016-12-31,0.6239,1.6587,50.4371,50.4371,36.4955,31.5701,0.0368,3.4827,3.4827,1.275,1.3099,20.624,1.3947,-1.5327
2016-09-30,0.6121,1.5782,47.7186,47.7186,51.2056,45.9159,0.0381,5.0299,5.0299,1.8871,1.9509,20.1079,1.0716,-1.0801
2016-06-30,0.6085,1.5541,45.1552,45.1552,38.405,33.9964,0.0378,3.6853,3.6853,1.394,1.4429,19.5084,1.0918,-0.3613
2016-03-31,0.6029,1.5182,40.8138,40.8138,40.1791,36.003,0.0365,3.6863,3.6863,1.4211,1.4639,19.3831,0.7235,-1.1125
2015-12-31,0.5984,1.4902,17.8549,17.8549,6.5991,3.8426,0.0372,0.495,0.495,0.1934,0.1988,19.1154,0.6988,-0.1552
2015-09-30,0.5923,1.4526,49.2686,49.2686,41.3986,36.3135,0.0329,3.2756,3.2756,1.3027,1.3356,19.357,0.7229,0.5854
2015-06-30,0.4857,0.9444,43.9078,43.9078,33.9723,29.7746,0.0385,2.5154,2.5154,1.2611,1.2937,19.7279,0.7593,-0.6061
2015-03-31,0.5605,1.2752,43.5659,43.5659,35.1618,31.0371,0.0388,3.0747,3.0747,1.3135,1.3514,16.3755,0.7132,0.0492
2014-12-31,0.5514,1.229,42.4307,42.4307,31.3873,27.3837,0.0376,2.5882,2.5882,1.1293,1.1612,16.4316,0.6703,-0.8882
2014-09-30,0.5298,1.1269,45.8357,45.8357,34.4165,32.0749,0.04,3.0613,3.0613,1.4007,1.4394,16.6641,0.7261,0.4216
2014-06-30,0.5284,1.1206,43.9642,43.9642,30.8112,25.9233,0.0382,2.383,2.383,1.0931,1.1237,16.6416,0.8501,0.4644
2014-03-31,0.5231,1.0971,39.5827,39.5827,28.8616,24.4713,0.037,2.1427,2.1427,0.9994,1.0218,16.5978,0.5334,-1.598
2013-12-31,0.5019,1.0076,40.3814,40.3814,59.8933,54.2083,0.0357,4.2534,4.2534,2.0661,2.1186,16.6894,0.6786,-1.7037
2013-09-30,0.518,1.0745,42.1182,42.1182,26.0181,21.9704,0.0378,1.9785,1.9785,0.9196,0.9537,14.7,0.6092,0.3933
2013-06-30,0.526,1.1096,42.2786,42.2786,31.6517,27.3007,0.0368,2.3337,2.3337,1.0808,1.1062,14.2937,0.6659,0.287
2013-03-31,0.5049,1.0198,39.1621,39.1621,30.1193,26.3363,0.037,2.1847,2.1847,1.0508,1.0816,14.0018,0.4446,0.2743
2012-12-31,0.5052,1.0209,37.9283,37.9283,35.231,31.7383,0.0353,2.5155,2.5155,1.2059,1.2448,13.955,0.6739,-1.788
2012-09-30,0.5445,1.1954,39.6062,39.6062,39.3557,35.1632,0.0364,3.1239,3.1239,1.3792,1.4229,12.7505,0.5381,-2.4201
2012-06-30,0.5003,1.001,39.889,39.889,27.7817,23.6048,0.0351,1.888,1.888,0.9137,0.9435,12.5858,0.4602,0.2032
2012-03-31,0.5597,1.2711,36.0161,36.0161,25.7927,22.2164,0.0361,2.0855,2.0855,0.8925,0.9183,11.3606,0.4082,0.2178
2011-12-31,0.5595,1.27,36.8826,36.8826,20.3472,17.4634,0.037,1.7149,1.7149,0.7314,0.7555,11.3285,0.5216,-0.4838
2011-09-30,0.5391,1.1696,37.1179,37.1179,20.5596,18.1469,0.0354,1.6338,1.6338,0.7308,0.753,11.2557,0.3391,0.071
2011-06-30,0.5292,1.124,33.1266,33.1266,16.5659,13.5943,0.0338,1.182,1.182,0.5417,0.5565,11.2363,0.3557,-0.5006
2011-03-31,0.5681,1.3155,32.2633,32.2633,13.9552,11.1451,0.0331,1.0706,1.0706,0.45,0.4623,10.6965,0.3233,0.2419
2010-12-31,0.5704,1.3278,32.2402,32.2402,15.8611,12.188,0.0325,1.1488,1.1488,0.4795,0.4935,10.7216,0.3281,-0.2481
2010-09-30,0.5564,1.2542,32.7332,32.7332,14.6848,10.6517,0.0331,1.0152,1.0152,0.4359,0.4504,10.6692,0.3115,0.108
2010-06-30,0.5567,1.2557,33.1593,33.1593,13.2879,8.9856,0.0316,0.8424,0.8424,0.3637,0.3734,10.7539,0.3244,0.0339
2010-03-31,0.5688,1.319,30.8684,30.8684,9.2089,5.2791,0.0302,0.5508,0.5508,0.2315,0.2375,10.7977,0.1747,0.2471
2009-12-31,0.5972,1.4827,34.4636,34.4636,13.3214,8.3879,0.0294,0.7861,0.7861,0.3089,0.3166,10.9109,0.1692,-0.061
2009-09-30,0.5881,1.4278,32.648,32.648,11.6716,8.3909,0.03,0.7983,0.7983,0.3197,0.3288,10.9762,0.1856,-0.0149
