Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.4782,0.9166,12.5744,12.5744,47.1938,8.7786,7.1818,0.1131,2.1888,4.2738,0.9168,1.0959,62.1933,-0.4403,-5.4996
2021-12-31,0.4212,0.7278,15.6736,15.6736,50.8736,41.1079,37.9752,0.1217,9.8473,16.5799,4.8046,5.4735,64.9642,-0.4903,3.3298
2020-12-31,0.419,0.7213,14.2823,14.2823,51.2331,10.2668,6.7461,0.1082,2.0733,3.5859,1.0055,1.1424,65.8116,-0.7267,1.4241
2019-12-31,0.4883,0.9542,18.5158,18.5158,56.8861,19.0455,15.3622,0.1391,6.532,8.2708,2.5976,2.8905,50.7805,0.5242,-0.8606
2018-12-31,0.5055,1.0224,18.0467,18.0467,59.2634,11.2654,8.2039,0.1282,3.5501,5.2397,1.4353,1.5534,52.601,0.852,4.1033
2017-12-31,0.436,0.7827,18.3608,18.3608,54.0974,10.7476,7.0445,0.1148,2.615,3.3456,1.1973,1.3081,53.7765,-0.1965,1.3479
2016-12-31,0.5322,1.1376,23.2137,23.2137,56.8672,20.6439,15.5021,0.1757,10.4835,9.8612,3.5419,3.9363,32.2747,0.3093,-3.7232
2015-12-31,0.5653,1.3003,22.7927,22.7927,55.5751,17.4693,12.3213,0.1545,9.2901,7.1708,2.6418,2.89,30.9904,0.8302,1.3497
2014-12-31,0.5442,1.1939,16.0022,16.0022,50.4827,12.9082,8.2105,0.1697,7.0972,5.1968,2.1352,2.3688,28.8605,-0.2149,1.1305
2013-12-31,0.5764,1.3607,25.7588,25.7588,58.6009,21.7061,18.3222,0.154,10.8565,8.7878,3.3287,3.7225,28.3875,0.4426,12.657
2012-12-31,0.5502,1.223,28.6207,28.6207,59.424,17.0979,13.4209,0.145,7.3845,6.1756,2.4497,2.778,27.9556,0.6372,-10.838
2011-12-31,0.5317,1.1394,28.6353,28.6353,59.4433,15.252,12.3146,0.1743,8.0634,6.283,2.6584,2.9423,24.3346,-0.131,13.2213
2010-12-31,0.5765,1.3661,27.9993,27.9993,60.5224,12.3946,6.7413,0.1624,6.7906,5.1304,1.9779,2.1729,22.5393,0.4893,-13.0539
2009-12-31,0.5219,1.0915,27.9041,27.9041,61.0704,14.4822,7.4172,0.1701,9.3817,5.5807,2.4361,2.6683,21.2829,3.6848,1.8932
