Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,1.0615,0.4022,0.6899,55.8212,18.9243,18.9243,14.4312,10.6463,0.0597,0.2582,348.5657,1.5912,-2.783,0.6518,0.9512,48.7138,1.8544,0.9089
2022-06-30,1.0481,0.3967,0.6764,54.0674,19.3258,19.3258,13.8876,13.4382,0.0576,0.249,361.4764,1.9146,-3.3766,0.7887,1.1551,49.4697,1.5334,0.9365
2022-03-31,1.0402,0.3908,0.6589,52.3441,20.4447,20.4447,16.2881,16.1672,0.0548,0.2562,351.2784,2.1327,-3.7885,0.9037,1.2991,49.425,1.2401,1.0027
2021-12-31,1.0314,0.3956,0.6705,48.2499,12.5206,12.5206,9.3493,7.8224,0.0558,0.2578,349.0909,1.1209,-1.8913,0.4656,0.6775,40.398,1.9884,1.4766
2021-09-30,1.0491,0.3885,0.6493,50.7326,15.2774,15.2774,11.4821,10.2811,0.0549,1.4905,60.3819,1.3798,-2.4442,0.5886,0.8437,48.9758,1.0258,0.5446
2021-06-30,1.0276,0.3857,0.6407,51.4441,15.8973,15.8973,11.6021,6.6403,0.0535,1.5212,59.1632,0.873,-1.5069,0.3748,0.5363,49.2163,1.5922,1.2021
2021-03-31,1.0336,0.39,0.6507,49.2144,12.6498,12.6498,8.522,8.0959,0.0502,0.2615,344.1331,0.9759,-1.6925,0.4249,0.5952,48.8839,1.4002,1.056
2020-12-31,1.0372,0.3804,0.6255,87.4739,13.4656,13.4656,8.7683,7.8288,0.0514,0.2737,328.8805,0.9465,-1.6819,0.4195,0.5865,49.506,1.7157,1.4115
2020-09-30,1.0575,0.3918,0.6556,50.6603,14.3159,14.3159,10.0634,6.9731,0.0523,1.6298,55.2219,0.8511,-1.4429,0.3814,0.5176,48.3798,1.5338,1.2378
2020-06-30,1.0431,0.3945,0.6623,4.8485,4.7619,4.7619,-0.2309,0.0577,0.0449,1.3794,65.2468,0.0272,-0.0457,0.0117,0.0165,49.3397,1.534,1.1731
2020-03-31,1.0672,0.3939,0.66,42.5047,16.6888,16.6888,12.2579,10.4006,0.0519,1.4597,61.6556,1.1326,-1.9421,0.5193,0.6865,49.3872,1.2847,0.9288
2019-12-31,1.0839,0.3845,0.633,47.8616,11.8171,11.8171,6.8727,6.1063,0.0522,1.454,61.8986,0.6966,-1.2628,0.3108,0.4288,51.0176,2.6393,1.9817
2019-09-30,1.0798,0.3959,0.6662,48.3056,11.9565,11.9565,8.1841,6.3299,0.0402,0.2001,449.7986,0.6665,-1.1542,0.289,0.4026,49.5887,1.2601,1.0635
2019-06-30,4.9703,0.8437,5.403,48.082,25.3968,25.3968,19.246,14.7487,0.077,1.5288,58.8691,8.7588,-4.2412,1.1354,1.3687,6.4899,0.5143,0.2343
2019-03-31,1.0731,0.7102,2.4541,46.8708,24.8336,24.8336,17.1771,14.98,0.1286,1.4387,62.5566,9.3985,-4.1467,1.927,2.7233,6.1025,0.9346,0.6891
2018-12-31,1.1065,0.722,2.5988,47.0019,27.7885,27.7885,23.9845,18.4397,0.1377,1.0104,89.0716,12.4727,-5.1513,2.5395,3.4675,5.842,1.3704,1.1386
2018-09-30,1.0078,0.6444,1.9823,46.9547,25.2125,25.2125,21.5298,16.0765,0.1314,1.4879,60.4887,8.5306,-4.9445,2.112,3.0331,6.6359,0.909,0.6764
2018-06-30,1.09,0.6277,1.6863,47.9577,25.2113,25.2113,22.2535,17.6761,0.139,1.5236,59.0704,8.807,-5.6544,2.4564,3.2789,7.018,0.5897,0.3666
2018-03-31,1.0505,0.6077,1.5496,47.2917,42.2222,42.2222,39.0972,29.375,0.1416,1.6401,54.875,14.2376,-9.751,4.1605,5.5849,7.2287,0.8824,0.6997
2017-12-31,1.0191,0.642,1.7942,66.8865,28.0343,28.0343,25.066,36.0158,0.1473,1.5206,59.1887,19.48,-11.2213,5.1706,6.9743,6.5791,1.073,0.8923
2017-09-30,1.0108,0.6811,2.1749,46.7143,26.4286,26.4286,23.2143,16.5714,0.1373,1.559,57.7286,9.8723,-4.5049,2.2747,3.1488,5.6274,0.7677,0.5975
2017-06-30,0.9561,0.6602,1.9829,26.1183,26.8398,26.8398,23.8095,15.9452,0.1431,1.6402,54.8701,9.243,-4.5558,2.2819,3.1405,5.6713,0.5418,0.4006
2017-03-31,0.9022,0.6523,1.9134,46.0545,26.1836,26.1836,23.1707,17.7188,0.1438,1.619,55.5882,10.1898,-5.097,2.5474,3.5433,5.6928,1.0559,0.8826
2016-12-31,0.9495,0.6374,1.7954,46.8204,26.2055,26.2055,23.2704,15.0245,0.1469,1.5865,56.7296,8.4612,-4.6088,2.2067,3.0679,5.8956,0.8561,0.7092
2016-09-30,1.0336,0.6428,1.8023,46.5942,26.7391,26.7391,23.7681,15.5073,0.1432,1.6627,54.1304,8.3301,-4.5785,2.2206,2.9751,5.8976,0.8169,0.6376
2016-06-30,1.0234,0.6325,1.7237,46.6618,26.5591,26.5591,23.6244,15.5539,0.143,1.6786,53.617,8.0242,-4.5778,2.2246,2.9485,5.9882,0.4015,0.2386
2016-03-31,0.9572,0.6235,1.6576,44.8535,25.4696,25.4696,21.9384,21.713,0.1393,1.6534,54.4328,10.7675,-6.2758,3.0255,4.0539,6.0179,1.1211,0.9626
2015-12-31,1.0027,0.6172,1.6139,49.7838,28.5979,28.5979,31.3774,25.139,0.1733,2.0187,44.5831,15.3008,-9.2248,4.3576,5.8578,5.9032,0.991,0.8054
2015-09-30,1.085,0.5959,1.4761,45.6969,26.0472,26.0472,22.9246,16.6032,0.1399,1.6769,53.671,7.5985,-5.1439,2.3224,3.0709,6.2505,0.7669,0.573
2015-06-30,1.2829,0.5738,1.3478,45.3005,25.1156,25.1156,14.792,9.7843,0.1354,1.7399,51.7257,4.0407,-3.1742,1.3246,1.7223,6.6815,0.536,0.299
2015-03-31,0.998,0.5386,1.197,43.2941,24.6275,24.6275,21.4902,13.9608,0.1366,1.6667,54.0,5.5314,-4.4949,1.9068,2.552,6.769,0.7119,0.5267
2014-12-31,0.9717,0.5288,1.1502,42.8571,24.0882,24.0882,20.9726,13.7538,0.1414,1.6491,54.5745,5.4932,-4.6209,1.9446,2.5883,6.856,0.6798,0.5488
2014-09-30,1.1303,0.5204,1.1115,44.1805,24.9406,24.9406,21.6944,18.9232,0.1338,1.6885,53.3017,6.9035,-6.3027,2.5323,3.3112,7.0567,0.7836,0.6327
2014-06-30,1.1148,0.5194,1.1073,43.8947,24.5012,24.5012,21.3089,13.2482,0.1333,1.7164,52.4342,4.777,-4.3547,1.7654,2.2957,6.9751,0.5581,0.3976
2014-03-31,1.0758,0.5217,1.1176,41.5721,21.9611,21.9611,18.6386,13.6143,0.1303,1.641,54.846,4.8795,-4.3377,1.7735,2.3337,6.8422,0.5646,0.4292
