,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,1468.507,85.414,66.404,151.818,0,0,0,-492.867,-492.867,1140.187,-163.378,-119.955,17.743,0,17.743,-1.657,-267.247,-17.082,-17.082,-410.403,-410.403,-235.98,1.253,-662.212,228.606,73.084,-235.98
2022-09-30,1425.87900,75.75100,-62.50600,13.24500,,,,-246.78500,-246.78500,1189.58800,-140.06300,,14.69500,,14.69500,-2.43500,-127.80300,-1.85400,-1.85400,-102.98300,-102.98300,-205.61500,-0.48900,-310.94100,733.91900,71.11000,-205.61500
2022-06-30,1208.934,87.932,-104.399,-16.467,-1287.68,-1351.344,167.884,1565.571,-782.107,443.934,-125.746,0,23.486,0,23.486,26.323,-75.937,-2.032,-2.032,-813.294,-813.294,-208.056,-0.152,-1023.534,-672.22,69.588,-208.056
2022-03-31,1021.778,84.228,11.665,95.893,0,0,0,-356.84,-356.84,757.71,-145.368,0,79.184,0,79.184,-28.38,-94.564,-1.821,-1.821,-1337.514,-1337.514,-210.587,0.214,-1549.708,-891.652,68.543,-210.587
2021-12-31,1194.83,81.705,49.284,130.989,0,0,0,181.201,181.201,1440.506,-138.493,0,325.171,0,325.171,-0.595,186.083,-1.698,-1.698,-364.984,-364.984,-211.216,-0.205,-578.103,1043.808,62.834,-211.216
2021-09-30,1179.74400,79.87400,45.07600,124.95000,,,,-838.48000,-838.48000,457.52400,-136.42700,,738.04300,,738.04300,-4.92300,596.69300,-6.33800,-6.33800,-1236.01100,-1236.01100,-185.43100,0.18800,-1427.59200,-377.15100,58.09900,-185.43100
2021-06-30,1144.657,78.397,-89.708,-11.311,-928.928,-792.591,184.615,1457.935,330.3749,1435.935,-104.622,0,799.9651,0,799.9651,-6.282,689.061,-822.046,-822.046,-374.074,-374.074,-185.385,-0.269,-1381.774,743.924,56.321,-185.385
2021-03-31,1071.121,79.453,54.61,134.063,0,0,0,-39.469,-39.469,1165.08,-89.596,0,233.5291,0,233.5291,-27.997,115.936,-16.245,-16.245,-1084.945,-1084.945,-186.551,-0.665,-1288.406,-13.146,55.746,-186.551
2020-12-31,869.229,76.389,49.647,126.036,0,0,0,-657.318,-657.318,344.637,-92.072,0,168.1018,0,168.1018,-6.09,69.94,-4.596,-4.596,-673.755,-673.755,-187.927,0.961,-865.317,-442.553,52.109,-187.927
2020-09-30,823.45100,72.91200,54.13800,127.05000,,,,-312.32900,-312.32900,642.51100,-62.80600,,-737.07390,,-737.07390,-1.78600,-801.66600,-19.17300,-19.17300,-443.04300,-443.04300,-167.12900,-2.14000,-631.48500,-786.55800,55.98800,-167.12900
2020-06-30,696.673,66.472,-39.14,27.332,-641.827,-411.608,208.478,727.653,93.925,813.048,-50.554,0,-354.3499,0,-354.3499,-25.305,-430.209,721.703,721.703,7.844,7.844,-167.739,1.592,563.4,953.342,53.153,-167.739
2020-03-31,574.781,68.609,47.414,116.023,0,0,0,-157.187,-157.187,541.428,-51.375,0,211.1589,0,211.1589,9.988,169.772,632.363,632.363,-243.719,-243.719,-163.51,0.328,225.462,925.947,47.414,-163.51
2019-12-31,514.51,67.105,123.233,190.338,0,0,0,-396.593,-396.593,307.928,-62.054,0,-662.2869,0,-662.2869,-9.988,-734.329,-17.987,-17.987,-965.988,-965.988,-166.721,0,-1150.696,-1572.042,45.725,-166.721
2019-09-30,465.78900,66.33900,39.91300,106.25200,,,,-112.02000,-112.02000,464.04700,-39.25600,,790.47800,,790.47800,-0.54000,750.68200,-28.96500,-28.96500,-74.26300,-74.26300,-158.86800,,-262.09600,948.44000,42.90500,-158.86800
2019-06-30,541.825,60.271,114.97,175.241,732.138,281.355,-131.472,-526.211,161.251,880.487,-65.948,0,-555.468,0,-555.468,-2.067,-623.483,-301.157,-301.157,-1061.825,-1061.825,-164.873,-0.001,-1527.856,-1273.989,44.845,-164.873
2019-03-31,547.39,85.135,40.839,125.974,0,0,0,260.951,260.951,932.821,-75.522,0,-931.38,0,-931.38,-1.269,-1008.171,2744.345,2744.345,-929.627,-929.627,-171.196,0,1643.522,1572.3,53.24,-171.196
2018-12-31,568.855,82.825,59.603,142.428,0,0,0,-67.521,-67.521,642.419,-105.923,0,773.2229,0,773.2229,-0.369,666.931,-365.958,-365.958,31.51,31.51,-167.907,-13.198,-515.553,791.076,38.806,-167.907
2018-09-30,533.36000,81.05000,-33.15800,47.89200,,,,136.84300,136.84300,720.28600,-56.09800,,-612.58290,,-612.58290,-3.65000,-672.33100,-79.91700,-79.91700,-1735.89500,-1735.89500,-174.37200,-0.00900,-1990.19300,-1944.54900,50.34300,-174.37200
2018-06-30,1021.146,86.078,259.474,345.552,-501.628,-701.008,35.655,-243.516,-658.731,718.358,-79.655,0,1341.475,0,1341.475,-0.826,1260.994,-816.6459,-816.6459,-1262.116,-1262.116,-82.005,-0.002,-2160.769,-187.024,47.214,-82.005
2018-03-31,778.8,86.578,102.611,189.189,0,0,0,64.524,64.524,1050.379,-49.057,0,2134.8861,0,2134.8861,0.638,2086.467,-29.1421,-29.1421,-77.588,-77.588,-79.739,0.007,-186.462,2954.425,41.095,-79.739
2017-12-31,-9.955,84.437,-229.354,-144.917,0,0,0,184.684,184.684,28.704,-84.693,-0.084,-205.7011,0,-205.7011,-4.396,-294.874,751.425,751.425,-1074.32,-1074.32,-73.127,0,-396.022,-661.35,42.124,-73.127
2017-09-30,590.69000,83.73000,84.98700,168.71700,,,,92.33000,92.33000,858.30600,-60.06400,-115.61300,-117.77400,,-117.77400,-10.60000,-304.05100,-301.72700,-301.72700,-154.34300,-154.34300,-72.73800,0.00400,-528.80400,28.76800,41.78300,-72.73800
2017-06-30,526.424,85.15,78.747,163.897,-411.287,-307.875,126.819,572.712,30.676,729.272,-33.52,0,93.858,0,93.858,4.548,64.886,-2.445,-2.445,-502.289,-502.289,-73.709,38.634,-539.809,254.748,43.802,-73.709
2017-03-31,574.713,82.378,62.942,145.32,0,0,0,-292.607,-292.607,422.688,-44.116,0,-418.566,0,-418.566,-4.568,-467.25,-69.227,-69.227,-191.185,-191.185,-73.337,-0.07,-333.819,-375.39,35.323,-73.337
2016-12-31,332.791,83.267,103.195,186.462,0,0,0,-113.863,-113.863,404.098,-36.513,0,-1990.928,0,-1990.928,0.224,-2027.217,-1616.27,-1616.27,-45.227,-45.227,-48.397,-19.364,-1729.258,-3357.741,32.255,-48.397
2016-09-30,263.83500,81.39200,46.22800,127.62000,,,,64.96200,64.96200,473.22400,-41.97900,,431.75000,,431.75000,-13.01900,376.75200,-0.37100,-0.37100,-0.39500,-0.39500,-48.05200,19.31000,-29.50800,822.37900,38.59500,-48.05200
2016-06-30,258.939,89.56,-22.646,66.914,-169.034,-66.371,41.645,111.746,79.052,423.824,28.004,0,605.891,0,605.891,-112.381,521.514,1923.596,1923.596,-5.207,-5.207,-47.308,-9.194,1861.887,2807.301,39.288,-47.308
2016-03-31,143.451,96.122,29.808,125.93,0,0,0,-95.776,-95.776,182.911,-46.007,0,181.938,0,181.938,-0.2,135.731,-8.479,-8.479,-3.397,-3.397,-47.539,2.255,-57.16,264.148,34.716,-47.539
2015-12-31,222.98,95.447,40.773,136.22,0,0,0,-75.207,-75.207,294.545,-28.143,0,39.202,0,39.202,3.336,14.395,-28.374,-28.374,-11.625,-11.625,-47.896,2.159,-85.736,223.548,32.57,-47.896
2015-09-30,288.67900,80.42100,30.18400,110.60500,,,,39.70200,39.70200,448.99700,-49.45400,,-28.20300,,-28.20300,-1.50000,-79.15700,-0.09600,-0.09600,-78.76300,-78.76300,-47.65900,3.27200,-123.24600,242.78600,35.77400,-47.65900
2015-06-30,131.271,159.52,35.23,194.75,-294.155,-207.462,76.617,405.615,-37.576,292.066,-63.133,0,-278.3791,0,-278.3791,1.056,-340.456,-0.27,-0.27,-56.104,-56.104,-28.714,-2.469,-87.557,-134.097,39.734,-28.714
2015-03-31,206.285,79.674,45.923,125.597,0,0,0,-131.745,-142.747,191.037,-31.898,0,-359.416,0,-359.416,-3.322,-394.636,991.761,991.761,-102.606,-102.606,-28.724,2.204,862.635,654.361,32.948,-28.724
2014-12-31,176.94,79.974,23.492,103.466,0,0,0,-131.776,-120.774,161.239,-61.363,0,-321.59,0,-321.59,4.078,-378.875,-0.674,-0.674,-61.313,-61.313,-29.381,0.599,-90.769,-312.403,30.632,-29.381
2014-09-30,141.08100,75.74600,27.25200,102.99800,,,,-108.44400,-108.44400,141.16100,-41.87100,40.07500,9.64500,,9.64500,0.02200,7.87100,-0.10700,-0.10700,-286.89400,-286.89400,-29.24000,10.40400,-305.83700,-158.99900,32.04000,-29.24000
2014-06-30,233.395,81.945,-54.201,27.7439,-201.549,-190.058,18.704,270.806,-23.489,245.891,92.998,-11.839,-155.035,0,-155.035,-0.637,-74.513,-0.739,-0.739,-16.995,-16.995,0,6.361,-11.373,160.376,33.085,0
2014-03-31,164.396,81.569,27.518,109.087,0,0,0,13.986,13.986,290.21,-41.638,0,-82.744,0,-82.744,28.572,-95.81,-0.112,-0.112,-34.094,-34.094,0,-0.296,-34.502,159.746,24.334,0
2013-12-31,148.992,81.769,36.131,117.9,0,0,0,-135.441,-135.441,129.023,-16.688,-18.388,-88.754,0,-88.754,10,-113.83,-0.719,-0.719,-39.496,-39.496,0,0,-40.215,-23.629,23.046,0
2013-09-30,85.50600,82.45300,30.23900,112.69200,,,,-150.38800,-150.38800,51.92500,-23.77800,,42.56700,,42.56700,0.15000,18.93900,-0.08800,-0.08800,-76.55700,-76.55700,,,-76.64500,-6.28900,23.23500,
2013-06-30,85.707,86.441,2.413,88.854,162.634,76.351,-58.081,-142.011,-4.859,174.988,-43.14,-0.8,-6.4421,0,-6.4421,-10.328,-60.71,-0.698,-0.698,27.284,27.284,0,0.364,26.95,143.364,25.241,0
2013-03-31,18.996,82.796,1.425,84.221,0,0,0,-6.931,-6.931,102.457,-34.766,-0.4,-12.075,0,-12.075,-0.032,-47.273,-0.756,-0.756,-219.671,-219.671,0,-0.903,-221.33,-171.08,25.648,0
2012-12-31,6.408,86.231,16.707,102.938,0,0,0,66.542,66.542,193.226,-38.264,-8.716,-23.25,0,-23.25,0.033,-70.197,-0.115,-0.115,-348.427,-348.427,0,0,-348.542,-221.277,24.027,0
2012-09-30,2.76800,82.56800,12.39700,94.96500,,,,143.12300,143.12300,249.26200,-43.96500,,-16.63800,,-16.63800,0.14600,-60.45700,-0.66500,-0.66500,-344.20300,-344.20300,,,-344.86800,-153.28600,24.41400,
2012-06-30,18.069,41.59,68.699,110.289,66.064,73.987,12.145,-71.936,-39.715,96.715,-36.88,418.681,329.689,0,329.689,-0.029,711.461,-1.101,-1.101,-652.294,-652.294,0,0.394,-653.001,154.485,29.174,0
2012-03-31,45.604,29.267,18.955,48.222,0,0,0,51.406,51.406,146.397,-27.978,0,-282.225,0,-282.225,0.003,-310.2,-1.024,-1.024,-10.706,-10.706,0,79.326,67.596,-96.661,16.417,0
2011-12-31,33.212,29.043,16.998,46.041,0,0,0,88.68,88.68,169.016,-24.005,0,-14.934,8.375,-6.559,0.003,-30.561,-1.576,-1.576,-19.331,-19.331,0,51.209,30.302,167.61,18.224,0
2011-09-30,71.83800,27.95300,19.90100,47.85400,,,,-34.21500,-34.21500,86.90000,-15.73200,,-85.25900,,-85.25900,0.01700,-100.97400,-1.56400,-1.56400,-63.03100,-63.03100,,-73.04900,-137.64400,-152.81400,17.74400,
2011-06-30,125.928,23.526,26.463,49.989,-89.716,-77.461,42.32,8.491,21.714,198.108,-34.571,0,-317.206,0,-317.206,0.409,-351.368,701.625,701.625,89.774,89.774,0,-91.405,699.994,549.422,14.788,0
2011-03-31,182.24,18.176,15.172,33.348,0,0,0,25.259,25.259,241.593,-35.769,0,-11.068,0,-11.068,-0.421,-47.258,-1.038,-1.038,3.884,3.884,0,11.878,14.724,213.65,12.456,0
