,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-11-30,324.293,101.208,28.991,130.199,-54.5,-40.79,19.74,-56.039,-133.499,320.993,-76.388,-8.397,0,0.748,0.748,-0.792,-84.829,-71.954,-71.954,-28.348,-28.348,-117.362,-2.505,-220.169,15.241,25.255,-117.362
2022-08-31,351.68900,100.04600,41.11100,141.15700,-79.39700,-2.47600,41.68100,-102.96800,-194.69000,298.15600,-70.01600,-7.06000,,-5.93000,-5.93000,-3.58900,-86.59500,196.00000,196.00000,-320.33400,-320.33400,-97.65500,-4.21000,-226.19900,-15.91300,26.28200,-97.65500
2022-05-31,294.461,102.378,35.079,137.4569,-1.169,13.883,16.529,15.121,118.652,550.57,-74.821,-13.384,0,-0.052,-0.052,1.933,-86.324,-57.504,-57.504,-304.032,-304.032,-98.197,0.364,-459.369,6.335,25.621,-98.197
2022-02-28,315.448,100.684,5.354,106.038,-21.88,-11.095,-5.232,-37.543,-28.213,393.273,-41.875,-105.174,0,-0.057,-0.057,-17.61,-164.716,392.21,392.21,-557.115,-557.115,-98.973,5.18,-258.698,-29.034,22.794,-98.973
2021-11-30,294.669,98.69,31.5,130.19,-49.601,-1.58,37.672,-41.493,-93.218,331.641,-74.951,-9.945,0,2.771,2.771,14.851,-67.274,-159,-159,-5.491,-5.491,-98.814,33.513,-229.792,33.421,24.397,-98.814
2021-08-31,331.17900,97.94900,47.20500,145.15400,-27.74200,14.98600,-26.27200,-75.99800,-214.19200,262.14100,-33.67800,-35.72500,,-8.73800,-8.73800,-6.18000,-84.32100,76.00000,76.00000,-659.23500,-659.23500,-79.13500,72.28600,-590.08400,-413.89100,36.49600,-79.13500
2021-05-31,267.722,98.13,27.576,125.706,30.602,48.177,-7.717,-55.019,62.497,455.925,-43.845,-2.468,0,3.574,3.574,-5.812,-48.551,0,0,-399.631,-399.631,-79.509,9.367,-469.773,-59.971,28.614,-79.509
2021-02-28,258.384,97.167,8.761,105.928,-23.286,1.271,-37.115,-23.031,-32.461,331.851,-10.261,-0.638,0,-0.668,-0.668,-25.855,-37.422,0,0,-83.108,-83.108,-371.818,10.37,-444.556,-149.564,25.819,-371.818
2020-11-30,284.857,96.475,-3.799,92.676,-47.01,-47.005,21.87,-34.484,-116.861,260.672,-26.783,-4.948,0,-2.265,-2.265,22.696,-11.3,0,0,-2.371,-2.371,0,34.589,32.218,281.633,28.547,0
2020-08-31,300.00500,96.17900,20.33900,116.51800,7.11800,-77.94400,20.35800,-25.72500,-104.23100,312.29200,-30.87600,-1.98400,,-4.94000,-4.94000,-2.14200,-39.94200,,,-69.01100,-69.01100,,71.25400,2.24300,276.14000,29.05500,0.00000
2020-05-31,144.585,96.56,6.962,103.522,70.816,-56.993,-11.642,31.426,108.827,356.934,-40.91,-5.87,0,0.43,0.43,-2.568,-48.918,-200,-200,-203.191,-203.191,0.086,8.19,-394.915,-89.039,19.007,0.086
2020-02-29,234.52,96.163,24.411,120.574,6.805,-4.378,-13.784,-27.748,8.104,363.198,-49.912,-41.268,0,-0.34,-0.34,-13.287,-104.807,-112.5,0,-2.586,-2.586,-268.042,20.328,-250.3,7.906,27.03,-268.042
2019-11-30,246.12,94.336,28.725,123.061,-31.304,-11.676,14.698,-47.92,-74.731,294.45,-61.424,-2.686,0,-0.73,-0.73,11.306,-53.534,0,-139,-1.911,-1.911,0,24.526,-116.385,124.404,29.003,0
2019-08-31,250.81200,91.99400,48.30500,140.29900,-6.63600,-1.72600,13.35700,-53.23300,-114.21000,276.90100,-64.74300,-3.89600,,-9.39100,-9.39100,-0.10900,-78.13900,,26.50000,-256.83000,-256.83000,,36.72300,-193.60700,5.48600,40.39500,
2019-05-31,226.119,93.764,39.505,133.269,-33.816,10.677,12.197,-33.534,37.757,397.145,-65.714,-5.61,-17.841,17.544,-0.297,-1.003,-72.624,312.5,95,-408.076,-408.076,-0.004,5.073,-308.007,15.786,33.657,-0.004
2019-02-28,203.334,91.658,34.202,125.86,24.646,-17.489,2.034,-41.614,-3.044,326.15,-70.191,2.377,0,-3.473,-3.473,-5.087,-76.374,0,44,-100.095,-100.095,-220.76,18.936,-257.919,-7.62,30.769,-220.76
2018-11-30,243.013,88.376,-30.556,57.82,-70.697,-18.598,-1.626,-45.896,-119.251,181.582,-73.086,1.033,-1.558,59.271,57.713,-1.515,-15.855,0,173.5,-368.661,-368.661,0,0.29,-194.871,-29.877,28.612,0
2018-08-31,212.51500,86.29500,55.19400,141.48900,-15.05100,-34.62900,-0.32900,-69.94900,-191.01900,162.98500,-64.52800,-7.61300,1.55800,,1.55800,-0.20200,-70.78500,,,-139.46800,-139.46800,,26.96000,-112.50800,-20.36800,46.17200,
2018-05-31,186.171,74.514,30.584,105.098,-26.221,-7.334,35.855,-17.85,12.027,303.296,-75.659,-7.048,37.375,0,37.375,-0.383,-45.715,0,-187.5,-90.269,-90.269,0,5.919,-271.85,-13.839,26.791,0
2018-02-28,302.095,66.063,-131.75,-65.687,-15.246,1.416,8.126,-10.108,45.447,281.855,-63.574,-11.199,-11.608,0,-11.608,2.616,-83.765,-300,-112.5,-1.353,-1.353,-175.589,6.673,-282.769,-83.439,30.84,-175.589
2017-11-30,137.109,70.33,45.007,115.337,-33.755,8.422,-26.39,-22.798,-127.803,124.643,-69.949,-1.473,-6.852,0,-6.852,-0.566,-78.84,0,-7.5,-0.657,-0.657,0,10.069,1.912,44.588,26.574,0
2017-08-31,217.21100,68.50900,-46.70100,21.80800,8.95500,-5.82700,17.68400,-29.06900,15.34700,254.36600,-62.51700,128.20900,7.23400,,7.23400,-0.30400,72.62200,-250.00000,-293.00000,-35.04000,-35.04000,,16.60700,-311.43300,22.14800,28.63000,
2017-05-31,84.235,64.881,133.655,198.536,-64.911,22.696,-1.812,26.909,-2.642,280.129,-54.696,-2080.341,-9.613,0,-9.613,-0.224,-2144.874,1932.229,1883.229,-0.67,-0.67,0.011,3.566,1886.136,22.022,25.29,0.011
2017-02-28,118.005,44.664,24.357,69.021,16.274,-8.748,0.087,-5.173,-4.989,182.037,-63.448,24.024,-7.826,-25.876,-33.702,-0.304,-73.43,0,33.5,-0.824,-0.824,-142.444,5.206,-104.562,3.671,23.996,-142.444
2016-11-30,140.377,43.882,-12.876,31.006,-21.974,-1.599,-2.029,1.26,-27.25,144.133,-76.593,-6.787,64.815,25.876,90.691,1.25,8.561,0,-97.8,-0.36,-0.36,0,-7.884,-106.044,44.364,18.803,0
2016-08-31,138.09100,43.16800,22.74900,65.91700,-22.94600,-13.01700,17.48000,-7.52700,-46.42000,157.58800,-78.58000,-10.99100,-10.11700,,-10.11700,-0.91800,-100.60600,-250.00000,-86.20000,-18.87000,-18.87000,,8.04200,-97.02800,-40.14800,20.77900,
2016-05-31,130.898,42.608,33.029,75.637,-11.239,6.092,-37.934,1.214,-37.844,168.691,-67.883,-2.268,-2.95,0,-2.95,-0.296,-73.397,0,0,-277.712,-277.712,0,5.303,-272.409,-175.759,22.124,0
2016-02-29,117.341,41.777,40.811,82.588,-2.105,-4.168,18.002,4.777,-167.812,32.117,-85.685,547.763,2.243,-578.257,-576.014,2.446,-111.49,0,0,-100.146,-100.146,-115.273,5.323,-210.096,-291.669,16.928,-115.273
2015-11-30,345.1,41.126,-462.928,-421.802,-20.163,-11.732,3.837,-2.299,198.656,121.954,-59.186,35.535,-16.147,578.257,562.11,-23.329,515.13,0,0,-180.695,-180.695,0,6.195,-174.5,459.925,16.324,0
2015-08-31,100.18100,39.76800,39.22200,78.99000,-19.25500,-8.10900,15.53100,-10.96300,-36.08800,143.08300,-62.63100,-121.43400,-43.11300,,-43.11300,25.31600,-201.86200,-0.01600,-0.01600,-221.59800,-221.59800,,11.89500,-209.71900,-270.21300,23.91700,
2015-05-31,105.215,39.042,12.168,51.21,1.725,8.415,0.17,-11.384,46.205,202.63,-54.68,1.84,27.703,0,27.703,113.2,88.063,-0.062,-0.062,-237.322,-237.322,0.05,6.724,-230.61,58.753,10.986,0.05
2015-02-28,94.883,37.887,26.603,64.49,9.579,0.523,-61.597,2.283,-74.3,85.073,-50.015,-9.888,-49.258,0,-49.258,-0.098,-109.259,-0.092,-0.092,-251.075,-251.075,-201.941,10.865,-442.243,-468.404,11.231,-201.941
2014-11-30,120.412,38.499,-13.394,25.105,-20.969,13.47,29.307,-13.099,-1.145,144.372,-44.975,153.309,-4.997,0,-4.997,1.665,105.002,-0.184,-0.184,-2.134,-2.134,0,3.809,1.491,245.271,12.505,0
2014-08-31,110.10800,39.65400,-13.97000,25.68400,8.22200,1.37700,-1.32500,-12.99600,12.40900,148.20100,-68.05000,1.01600,-6.98100,29.93300,22.95200,5.26300,-38.81900,-0.18000,-0.18000,-61.43900,-61.43900,,20.42100,-41.19800,68.16500,12.28000,
2014-05-31,127.224,45.577,-20.238,25.339,-22.207,5.068,37.483,-7.578,67.633,220.196,-31.965,178.883,4.038,0,4.038,-4.351,146.605,-0.177,-0.177,-206.137,-206.137,-0.006,2.746,-203.574,164.429,7.627,-0.006
2014-02-28,84.602,48.364,7.058,55.422,-10.269,-6.898,12.178,8.436,23.469,163.493,-36.83,-0.451,-3.401,0,-3.401,0.061,-40.621,-0.173,-0.173,-0.262,-0.262,-93.314,11.991,-81.758,39.525,7.624,-93.314
2013-11-30,84.862,48.527,9.566,58.093,-8.852,-3.974,-22.13,-3.104,-3.234,139.721,-39.323,-0.298,-12.591,0,-12.591,-1.311,-53.523,-7.67,-7.67,-57.223,-57.223,0,9.423,-55.47,30.664,7.64,0
2013-08-31,77.75400,48.39400,14.35700,62.75100,-14.90300,-5.25800,2.91500,-11.36600,-57.94600,82.55900,-37.46200,-32.21600,2.29200,,2.29200,0.38200,-67.00400,-0.16700,-0.16700,-106.97700,-106.97700,,18.21100,-88.93300,-73.60300,6.98400,
2013-05-31,85.977,48.251,22.768,71.019,-1.302,6.56,11.548,-18.666,27.409,184.405,-44.687,-4.745,20.761,0,20.761,-0.677,-29.348,-0.164,-0.164,-28.605,-28.605,0,9.232,-19.537,134.803,6.65,0
2013-02-28,74.705,47.832,14.13,61.962,-16.874,-11.023,-9.544,-0.487,4.413,141.08,-52.737,-11.382,0.854,0,0.854,0.011,-63.254,-0.16,-0.16,-27.901,-27.901,-79.744,5.89,-101.915,-25.017,5.576,-79.744
2012-11-30,78.027,46.852,19.271,66.123,-17.4,5.571,6.741,-14.243,-11.752,132.398,-51.624,-51.113,-26.351,0,-26.351,-1.25,-130.338,-0.158,-0.158,-82.341,-82.341,0,3.372,-79.127,-76.73,5.636,0
2012-08-31,76.73300,46.44200,15.16400,61.60600,-7.12800,9.88900,16.27800,-14.06400,-43.47400,94.86500,-47.43800,-2.13000,-12.25000,,-12.25000,0.57700,-61.24100,24.84600,24.84600,-76.83400,-76.83400,,-3.49100,-55.47900,-20.60800,5.44800,
2012-05-31,78.614,49.079,63.011,112.09,-12.501,24.628,-18.929,-15.363,-28.556,162.148,-43.086,-3.982,135.81,0,135.81,0.158,88.9,-0.107,-0.107,-129.646,-129.646,0,2.15,-127.603,121.842,5.289,0
2012-02-29,76.035,48.06,16.039,64.099,9.09,12.31,4.529,-11.654,-8.378,131.756,-37.884,-6.331,-3.084,0,-3.084,-3.919,-51.218,-0.313,-0.313,0,0,-70.82,0.214,-70.919,10.211,5.267,-70.82
2011-11-30,74.35,48.516,1.275,49.791,-10.708,-8.498,11.172,-17.651,-4.745,119.396,-35.411,-13.681,-9.781,0,-9.781,-0.767,-59.64,-0.459,-0.459,-0.043,-0.043,0,0.606,0.104,57.46,5.234,0
2011-08-31,68.63800,48.51000,-3.28600,45.22400,-10.14200,-30.77000,-9.32900,-17.10700,-57.30000,56.56200,-44.42100,-0.87000,-43.58400,,-43.58400,6.53900,-82.33600,-0.44400,-0.44400,-262.63900,-262.63900,,0.92600,-262.15700,-287.79400,4.52200,
2011-05-31,70.776,49.175,30.774,79.949,-16.142,-17.204,2.241,-16.969,-17.794,132.931,-40.294,-13.035,-53.956,0,-53.956,-2.353,-109.638,478.047,478.047,-240.476,-240.476,0,-5.539,232.032,253.375,5.39,0
2011-02-28,59.07,48.547,32.815,81.362,-5.07,-22.782,7.209,-5.686,-41.706,98.726,-54.164,-69.718,-8.106,0,-8.106,4.013,-127.975,21.039,21.039,-0.007,-0.007,-71.812,-0.769,-51.549,-76.222,4.014,-71.812
2010-11-30,55.866,47.954,-0.986,46.968,-14.027,-24.039,11.345,-8.761,-28.903,73.931,-39.934,-40.975,51.574,0,51.574,-4.096,-33.431,-0.407,-0.407,-71.871,-71.871,0,-0.482,-72.76,-29.693,2.753,0
2010-08-31,61.27700,47.79100,0.50800,48.29900,-13.74700,-14.79900,8.42000,-26.40400,-74.27800,35.29800,-48.20000,-47.82400,71.23700,,71.23700,-2.76200,-27.54900,1.39400,1.39400,-131.33600,-131.33600,,2.18100,-127.76100,-120.63500,3.04600,
2010-05-31,55.478,48.701,5.376,54.077,-5.563,-1.607,-6.228,-6.104,26.91,136.465,-32.15,-9.069,-10.749,0,-10.749,-3.307,-55.275,-0.139,-0.139,-0.009,-0.009,-73.96,-0.583,-74.691,4.778,4.026,-73.96
2010-02-28,48.982,47.973,10.92,58.893,23.628,-2.974,8.253,9.056,27.139,135.014,-30.836,-34.774,-8.6,0,-8.6,2.751,-71.459,-0.143,-0.143,-0.001,-0.001,0,0.323,0.179,64.489,3.752,0
2009-11-30,57.176,47.562,9.13,56.692,-11.418,17.898,3.433,3.831,35.413,149.281,-23.273,-3.968,-7.949,0,-7.949,1.078,-34.112,-0.142,-0.142,0,0,0,-1.233,-1.375,114.703,3.941,0
2009-08-31,53.98400,48.90500,3.21800,52.12300,-1.42500,16.97600,3.48100,1.09600,38.78700,144.89400,-24.81900,-2.63300,-19.25900,,-19.25900,-0.02500,-46.73600,-0.17900,-0.17900,-0.95900,-0.95900,,0.51600,-0.62200,97.56600,3.63000,
2009-05-31,4.072,49.964,41.711,91.675,29.031,51.563,-2.313,17.516,88.056,183.803,-27.309,-1.528,-9.045,0,-9.045,0.177,-37.705,-0.139,-0.139,0,0,-72.207,0.119,-72.227,75.494,3.049,-72.207
2009-02-28,222.285,150.142,17.956,168.098,42.118,-16.427,-22.247,7.196,-50.664,339.719,-132.783,-29.381,-2.924,0,-2.924,-0.428,-165.516,-157.01,-157.01,-25.847,-25.847,0,0.736,-182.121,-11.973,8.904,0
