,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2023-01-31,451,1013,599,1612,-92,897,-1099,-317,-1090,973,-810,0,0,0,-13,-823,-26,0,-26,-1,-1,-188,-23,-238,-88,45,-188
2022-10-31,401,827,314,1141,-120,-1493,772,-315,-631,911,-797,0,0,0,-7,-804,-40,0,-40,-2,-2,-187,-64,-293,-186,42,-187
2022-07-31,731,827,91,918,-8,-98,-109,-479,-324,1325,-662,0,0,0,-3,-665,-441,0,-441,-304,-304,-153,-42,-940,-280,46,-153
2022-04-30,666.00000,1076.00000,694.00000,1770.00000,-2.00000,-676.00000,439.00000,-277.00000,-1334.00000,1102.00000,-731.00000,,,,8.00000,-723.00000,-45.00000,,-45.00000,-552.00000,-552.00000,-154.00000,-67.00000,-818.00000,-439.00000,57.00000,-154.00000
2022-01-31,569,793,132,925,19,753,-762,-546,-95,1399,-592,0,0,0,-60,-652,-514,0,-514,-544,-544,-156,0,-1214,-467,44,-156
2021-10-31,485,796,329,1125,-23,-1050,1099,-399,58,1668,-657,0,0,0,-18,-675,-504,0,-504,-265,-265,-159,-2,-930,63,51,-159
2021-07-31,469,788,198,986,-71,172,-240,-647,-588,867,-399,0,0,0,-32,-431,-40,0,-40,-295,-295,-136,-49,-520,-84,52,-136
2021-04-30,143.00000,1052.00000,665.00000,1717.00000,14.00000,205.00000,341.00000,559.00000,396.00000,2256.00000,-813.00000,,,,-40.00000,-853.00000,-162.00000,,-162.00000,-371.00000,-371.00000,-138.00000,-110.00000,-781.00000,622.00000,56.00000,-138.00000
2021-01-31,-76,819,-261,558,-132,478,-676,-82,436,918,-737,0,0,0,-29,-766,-1344,1150,-194,-306,-306,-139,-6,-645,-493,38,-139
2020-10-31,632,776,-78,698,-75,-1156,484,-119,-838,492,-660,0,0,0,-40,-700,20,0,20,-309,-309,-141,-2,-432,-640,40,-141
2020-07-31,820,760,-187,573,27,-71,-261,-15,-233,1160,-640,0,0,0,-19,-659,-14,0,-14,-217,-217,-126,-50,-407,94,44,-126
2020-04-30,1212.00000,1018.00000,-161.00000,857.00000,90.00000,756.00000,783.00000,104.00000,2176.00000,4245.00000,-663.00000,,,,-26.00000,-689.00000,490.00000,-1150.00000,-660.00000,-365.00000,-365.00000,-128.00000,-76.00000,-1229.00000,2327.00000,63.00000,-128.00000
2020-01-31,319,801,258,1059,-129,285,-466,-458,-762,616,-749,0,0,0,-38,-787,338,235,573,-408,-408,-130,-10,25,-146,38,-130
