,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-10-31,143,772,226,998,49,-910,599,-192,-370,771,-772,0,0,0,-13,-785,-507,565,58,3,3,-130,-1,-70,-84,28,-130
2019-07-31,287,740,58,798,11,150,-155,-107,-76,1009,-550,1,0,0,-26,-575,32,-100,-68,-2,-2,-113,-31,-214,220,41,-113
2019-04-30,763.00000,976.00000,-367.00000,609.00000,33.00000,124.00000,364.00000,330.00000,896.00000,2268.00000,-784.00000,326.00000,,,-6.00000,-464.00000,-1004.00000,-700.00000,-1704.00000,-3.00000,-3.00000,-113.00000,-4.00000,-1824.00000,-20.00000,48.00000,-113.00000
2019-01-31,251,581,-131,450,-113,247,-453,-127,-270,431,-701,0,235,235,-90,-556,89,165,254,-4,-4,-113,-12,125,0,39,-113
2018-10-31,308,569,215,784,-22,-853,572,-248,-619,473,-761,0,0,0,3,-758,8,460,468,-2,-2,-113,0,353,68,34,-113
2018-07-31,501,574,-61,513,50,118,-251,-35,-122,892,-709,-170,-392,-392,50,-1221,-29,174,145,-140,-140,-101,95,-1,-330,36,-101
2018-04-30,2018.00000,741.00000,-1703.00000,-962.00000,-123.00000,134.00000,345.00000,355.00000,1312.00000,2368.00000,-711.00000,2098.00000,,,-38.00000,1349.00000,796.00000,-2120.00000,-1324.00000,-1799.00000,-1799.00000,-110.00000,-140.00000,-3373.00000,344.00000,45.00000,-110.00000
2018-01-31,853,675,-385,290,16,443,-462,-476,-784,359,-654,0,0,0,-18,-672,1,741,742,-321,-321,-110,-3,308,-5,33,-110
2017-10-31,388,572,98,670,20,-620,434,-1183,-1329,-271,-589,0,0,0,4,-585,-613,1380,767,-259,-259,-112,-7,389,-467,33,-112
2017-07-31,351,563,337,900,-124,-23,-74,-96,-235,1016,-694,-16,0,0,4,-706,1430,-880,550,-247,-247,-110,-40,153,463,32,-110
2017-04-30,297.00000,736.00000,69.00000,805.00000,149.00000,177.00000,260.00000,554.00000,1207.00000,2309.00000,-734.00000,,,,-10.00000,-744.00000,-83.00000,-545.00000,-628.00000,-755.00000,-755.00000,-111.00000,-37.00000,-1531.00000,34.00000,53.00000,-111.00000
2017-01-31,502,572,284,856,-158,416,-493,-327,-542,816,-656,0,0,0,54,-602,1408,-1200,208,-348,-348,-113,-13,-266,-52,31,-113
2016-10-31,382,549,97,646,-65,-833,528,-106,-604,424,-964,-401,0,0,32,-1333,219,1200,1419,-323,-323,-114,-18,964,55,33,-114
2016-07-31,378,525,-10,515,28,-66,-123,0,60,953,-928,0,0,0,39,-889,21,0,21,-15,-15,-100,-42,-136,-72,34,-100
2016-04-30,695.00000,694.00000,82.00000,776.00000,85.00000,101.00000,104.00000,288.00000,608.00000,2079.00000,-1019.00000,,,,-32.00000,-1051.00000,213.00000,,213.00000,-1012.00000,-1012.00000,-102.00000,-13.00000,-914.00000,114.00000,43.00000,-102.00000
2016-01-31,565,508,528,1036,-60,509,-374,-235,-529,1072,-806,-168,0,0,-16,-990,40,0,40,-18,-18,-102,1,-79,3,35,-102
2015-10-31,427,484,14,498,27,-785,604,-19,88,1013,-826,0,0,0,-44,-870,-32,0,-32,-11,-11,-102,8,-137,6,35,-102
2015-07-31,433,477,79,556,-69,154,-170,-78,88,1077,-797,0,0,0,-55,-852,-63,0,-63,-15,-15,-90,-41,-209,16,43,-90
2015-04-30,624.00000,620.00000,92.00000,712.00000,43.00000,-62.00000,380.00000,285.00000,419.00000,1755.00000,-875.00000,,,,17.00000,-858.00000,-294.00000,,-294.00000,-539.00000,-539.00000,-91.00000,11.00000,-913.00000,-16.00000,52.00000,-91.00000
2015-01-31,523,467,320,787,-113,433,-347,-411,-479,831,-748,0,0,0,-14,-762,-288,355,67,-7,-7,-91,-34,-65,4,40,-91
2014-10-31,365,456,118,574,19,-682,288,21,-147,792,-717,-252,0,0,-16,-985,492,-195,297,-11,-11,-81,4,209,16,39,-81
2014-07-31,350,444,53,497,-67,127,-181,-39,-6,841,-608,0,0,0,-2,-610,19,-155,-136,-45,-45,-82,15,-248,-17,36,-82
2014-04-30,509.00000,581.00000,48.00000,629.00000,20.00000,-25.00000,375.00000,382.00000,613.00000,1751.00000,-721.00000,,,,18.00000,-703.00000,3.00000,-5.00000,-2.00000,-1110.00000,-1110.00000,-84.00000,12.00000,-1184.00000,-136.00000,40.00000,-84.00000
2014-01-31,427,402,131,533,-13,393,-206,-355,-304,656,-535,-2344,0,0,-74,-2953,1894,769,2663,-215,-215,-86,-8,2354,57,29,-86
2013-10-31,300,395,119,514,-102,-686,222,-14,-510,304,-668,0,0,0,-13,-681,2,471,473,-117,-117,-78,3,281,-96,31,-78
2013-07-31,320,387,51,438,19,109,-99,-11,238,996,-491,0,0,0,-20,-511,999,-1183,-184,-30,-30,-77,-1,-292,193,23,-77
2013-04-30,484.00000,519.00000,90.00000,609.00000,88.00000,53.00000,279.00000,241.00000,524.00000,1617.00000,-612.00000,,,,-14.00000,-626.00000,-407.00000,-452.00000,-859.00000,-51.00000,-51.00000,-78.00000,6.00000,-982.00000,9.00000,24.00000,-78.00000
2013-01-31,469,387,51,438,5,453,-198,-540,-221,686,-565,-110,0,0,-20,-695,-1255,1160,-95,-19,-19,-78,4,-188,-197,21,-78
2012-10-31,318,381,186,567,-105,-729,414,-188,-648,237,-485,0,0,0,-14,-499,721,95,816,-303,-303,-61,7,459,197,20,-61
2012-07-31,280,383,50,433,-29,107,-242,16,19,732,-430,-12,0,0,-20,-462,-367,409,42,-522,-522,-63,0,-543,-273,17,-63
2012-04-30,441.00000,501.00000,156.00000,657.00000,3.00000,91.00000,214.00000,-152.00000,201.00000,1299.00000,-533.00000,,,,6.00000,-527.00000,319.00000,-389.00000,-70.00000,-307.00000,-307.00000,-65.00000,-7.00000,-449.00000,323.00000,24.00000,-65.00000
2012-01-31,-305,392,-188,204,-84,320,-369,502,349,248,-485,0,0,0,-4,-489,485,44,529,-248,-248,-66,-2,213,-28,19,-66
2011-10-31,197,373,498,871,11,-803,345,-93,-851,217,-443,-51,0,0,1,-493,321,60,381,-469,-469,-62,-1,-151,-427,18,-62
2011-07-31,283,374,52,426,13,36,39,-96,249,958,-401,0,0,0,-16,-417,-26,-15,-41,-228,-228,-64,4,-329,212,20,-64
2011-04-30,421.00000,499.00000,76.00000,575.00000,-3.00000,86.00000,68.00000,-95.00000,239.00000,1235.00000,-518.00000,,,,9.00000,-509.00000,-504.00000,-70.00000,-574.00000,-484.00000,-484.00000,-65.00000,3.00000,-1120.00000,-394.00000,24.00000,-65.00000
2011-01-31,283,404,104,508,-9,271,27,-100,41,832,-475,0,0,0,-86,-561,97,-1,96,-248,-248,-67,15,-204,67,17,-67
2010-10-31,207,368,58,426,-35,-617,235,-40,-418,215,-454,0,0,0,-7,-461,-10,93,83,-56,-56,-60,0,-33,-279,18,-60
2010-07-31,268,368,44,412,21,110,-103,-145,86,766,-401,0,0,0,6,-395,282,-9,273,-144,-144,-62,-3,64,435,18,-62
2010-04-30,375.00000,478.00000,65.00000,543.00000,12.00000,148.00000,156.00000,209.00000,635.00000,1553.00000,-534.00000,-7.00000,,,-3.00000,-544.00000,-541.00000,-83.00000,-624.00000,-68.00000,-68.00000,-61.00000,-78.00000,-831.00000,178.00000,26.00000,-61.00000
2010-01-31,251,368,240,608,-17,389,-297,-162,-312,547,-518,-13,0,0,-1,-532,0,4,4,-67,-67,-62,17,-108,-93,19,-62
2009-10-31,-876,1469,27,1496,-43,-620,200,-68,-411,209,-555,-10,0,0,-8,-573,489,112,601,-28,-28,-59,-2,512,148,19,-59
2009-07-31,251,348,99,447,21,161,-94,63,180,878,-575,-13,0,0,0,-588,-388,-63,-451,-54,-54,-58,4,-559,-269,20,-58
2009-04-30,431.00000,453.00000,120.00000,573.00000,18.00000,25.00000,245.00000,-83.00000,284.00000,1288.00000,-629.00000,,,,-5.00000,-634.00000,-151.00000,-53.00000,-204.00000,-18.00000,-18.00000,-59.00000,2.00000,-279.00000,375.00000,25.00000,-59.00000
2009-01-31,1250,1443,635,2078,-28,-193,-53,81,-432,2896,-2090,-80,0,0,-9,-2179,-112,2,-110,-465,-465,-227,33,-769,21,91,-227
