,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-06-30,106.959,65.946,52.041,117.987,-41.425,2.11,18.766,-26.334,-38.388,191.232,-30.927,0,-6.233,-6.233,-0.146,-37.306,410.191,-293.165,117.026,-153.697,-153.697,-79.519,-5.094,-121.284,36.264,13.273,-79.519
2017-03-31,182.85300,62.24900,0.45100,62.70000,-95.41900,27.82600,18.05100,-16.88700,-64.90900,180.94600,-30.46200,,-7.06700,-7.06700,,-37.52900,-2.31800,35.66200,33.34400,-132.80100,-132.80100,-72.11800,-11.62500,-183.20000,-35.34500,6.75700,-72.11800
2016-12-31,68.502,71.605,38.224,109.829,77.922,-45.938,36.406,83.892,156.405,335.076,-63.467,0,-14.701,-14.701,1.564,-76.604,-5.949,4.947,-1.002,-172.355,-172.355,-81.869,-2.332,-257.558,-11.845,8.455,-81.869
2016-09-30,193.409,63.899,41.543,105.442,-25.528,33.205,-6.744,53.507,47.808,345.831,-102.935,0,-8.959,-8.959,0.033,-111.861,-4.354,14.97,10.616,-197.189,-197.189,-73.651,0.266,-259.958,-30.016,6.41,-73.651
2016-06-30,179.445,57.202,7.655,64.857,-13.959,-2.098,12.511,-18.217,-52.334,182.456,-24.618,0,-3.141,-3.141,-0.391,-28.15,388.072,-196.53,191.542,-219.615,-219.615,-74.848,-17.315,-120.236,36.091,13.679,-74.848
2016-03-31,191.64400,56.29400,22.57800,78.87200,-84.43500,10.83100,30.82700,-100.18200,-109.87900,160.63700,-37.98000,,-7.19900,-7.19900,-0.20600,-45.38500,-124.76900,215.61300,90.84400,-166.84100,-166.84100,-72.63200,10.38100,-138.24800,-10.23000,7.45600,-72.63200
2015-12-31,149.171,63.767,30.922,94.689,66.699,-50.364,4.004,66.78,61.489,300.179,-118.165,-1.129,-4.695,-4.695,0.672,-123.317,46.927,141.943,188.87,-215.633,-215.633,-75.526,-43.067,-145.356,31.985,11.234,-75.526
2015-09-30,196.622,57.263,6.782,64.045,-19.198,-13.448,48.27,87.101,104.193,366.425,-80.092,-464.416,-5.497,-5.497,0.361,-549.644,237.168,184.042,421.21,-716.507,-716.507,-77.042,7.309,-365.03,-561.635,8.584,-77.042
2015-06-30,225.235,54.526,24.468,78.994,0.382,28.883,-21.818,-36.388,-90.746,213.296,-68.598,1.114,-10.19,-10.19,-0.519,-78.193,972.11,-200.821,771.289,-261.937,-261.937,-80.513,12.787,441.626,576.359,17.882,-80.513
2015-03-31,214.14600,52.41100,13.45100,65.86200,-50.96800,-2.80800,-7.32600,-125.80600,-121.71900,156.20900,-92.15600,,,,-0.04800,-92.20400,-1.86000,176.04700,174.18700,-145.10900,-145.10900,-73.39300,4.31900,-39.99600,16.78300,9.16100,-73.39300
2014-12-31,151.114,60.575,47.336,107.911,40.492,-72.688,37.561,-33.527,37.6,296.981,-129.501,-20.107,0,0,0.474,-149.134,31.918,13.023,44.941,-200.582,-200.582,-76.13,4.33,-227.441,-93.09,10.173,-76.13
2014-09-30,233.05,53.955,19.857,73.812,-64.498,-6.258,-8.394,22.28,30.525,334.367,-80.34,-29.805,0,0,6.816,-103.329,-97.78,3.369,-94.411,-71.928,-71.928,-74.38,7.265,-233.454,-11.973,9.871,-74.38
2014-06-30,209.077,48.02,27.737,75.757,-19.898,-44.105,16.349,-11.174,-125.416,160.948,-85.592,19.199,0,0,-13.023,-79.416,51.266,-58.456,-7.19,-63.648,-63.648,-76.203,15.37,-131.671,-43.857,17.726,-76.203
2014-03-31,219.05500,45.77600,11.00400,56.78000,-78.67600,30.60800,-13.49700,6.56400,-108.03000,167.51800,-65.20200,,,,13.02300,-52.17900,-5.80700,38.50800,32.70100,-140.38300,-140.38300,-64.68200,6.80700,-165.55700,-55.08000,11.26200,-64.68200
2013-12-31,159.393,54.449,18.543,72.992,3.603,-68.593,69.391,22.397,11.659,246.07,-100.737,-25.955,0,0,0.092,-126.6,-2.524,-3.785,-6.309,-155.954,-155.954,-66.778,6.665,-222.376,-109.351,11.562,-66.778
2013-09-30,213.076,45.351,7.499,52.85,25.819,-12.814,-29.745,90.868,88.886,353.605,-64.06,-119.726,0,0,-0.26,-184.046,-9.312,3.164,-6.148,-58.849,-58.849,-65.139,11.629,-118.507,51.254,12.656,-65.139
2013-06-30,220.753,41.868,21.17,63.038,-54.084,-2.351,22.8,11.997,-73.903,210.406,-39.258,-8.234,0,0,0.189,-47.303,-1.095,-5.192,-6.287,-107.922,-107.922,-67.003,29.04,-152.172,3.225,19.825,-67.003
2013-03-31,214.52700,38.94500,12.04300,50.98800,-101.80300,60.12200,8.67200,-109.09600,-84.40000,176.41700,-41.38900,,,,-0.08900,-41.47800,-3.75000,-3.83200,-7.58200,-46.33600,-46.33600,-56.54600,12.65000,-97.81400,33.45300,11.54700,-56.54600
2012-12-31,158.486,45.711,41.797,87.508,85.104,-26.988,-14.657,-93.114,-11.797,240.086,-91.202,-40.424,0,0,0.042,-131.584,-1.6,0.264,-1.336,-26.256,-26.256,-58.079,13.708,-71.963,31.26,12.685,-58.079
2012-09-30,157.804,39.896,11.977,51.873,-2.409,7.198,-32.906,148.845,128.837,337.889,-57.7,-0.048,0,0,0.377,-57.371,52.233,-48.12,4.113,-70.271,-70.271,-56.637,8.675,-114.12,171.057,12.242,-56.637
2012-06-30,193.101,36.763,19.231,55.994,-42.009,-31.927,21.798,26.539,-115.691,131.982,-52.394,-24.336,0,0,-0.603,-77.333,26.165,2.359,28.524,-140.405,-140.405,-58.344,17.317,-152.908,-89.009,19.13,-58.344
2012-03-31,189.45800,36.67900,11.89600,48.57500,-86.63900,36.84500,-28.54900,-132.59700,-130.36900,106.23800,-40.03400,,,,0.66600,-39.36800,3.25200,1.65100,4.90300,-31.51600,-31.51600,-47.01700,18.18500,-55.44500,3.26400,11.44300,-47.01700
2011-12-31,151.708,45.627,21.085,66.712,53.643,-164.153,27.202,21.201,-31.327,186.137,-65.824,-10.948,0,0,13.795,-62.977,-108.649,8.908,-99.741,-18.2,-18.2,-47.808,20.523,-145.226,-25.172,12.482,-47.808
2011-09-30,184.047,37.529,17.328,54.857,-31.445,-58.02,9.717,83.814,10.294,250.502,-44.04,-347.757,0,0,-0.482,-392.279,116.316,9.933,126.249,-35.702,-35.702,-46.936,9.621,53.232,-105.042,12.125,-46.936
2011-06-30,171.569,33.473,16.293,49.766,-61.65,-13.719,35.219,40.891,-29.301,191.078,-51.407,-0.591,0,0,0.137,-51.861,-7.126,2.739,-4.387,23.955,23.955,-47.449,15.859,-12.022,131.009,18.528,-47.449
2011-03-31,159.08800,32.57100,6.17100,38.74200,-45.63100,16.21200,14.25700,-119.41600,-79.03700,118.39100,-28.39300,,,,0.44200,-27.95100,-7.37300,2.98000,-4.39300,-36.79800,-36.79800,-38.33400,6.09500,-73.43000,21.24200,10.88500,-38.33400
2010-12-31,133.201,40.455,33.061,73.516,26.017,-50.085,-61.254,-3.241,-104.683,104.474,-55.749,-10.428,0,0,13.529,-52.648,-13.338,-1.599,-14.937,17.775,17.775,-38.21,6.401,-28.971,26.946,11.629,-38.21
2010-09-30,151.297,37.322,-5.788,31.534,-54.037,-58.856,50.141,66.667,28.46,205.687,-37.925,-10.598,0,0,0,-48.523,-5.178,2.865,-2.313,-225.659,-225.659,-39.5,4.932,-262.54,-101.549,12.203,-39.5
2010-06-30,129.667,36.052,8.19,44.242,-36.794,-16.124,35.595,50.976,-1.817,173.093,-13.123,-41.046,0,0,9.072,-45.097,-12.273,3.745,-8.528,-235.902,-235.902,-40.553,5.124,-279.859,-160.412,16.83,-40.553
2010-03-31,99.41700,35.84900,15.49800,51.34700,-62.97600,44.52000,11.73700,-73.63200,-36.68100,113.19100,-13.81900,,,,-9.07200,-22.89100,-8.33300,0.48700,-7.84600,25.51100,25.51100,-34.07500,9.19300,-7.21700,88.59800,9.13400,-34.07500
2009-12-31,97.364,43.438,21.06,64.498,26.184,-19.11,16.328,23.695,52.31,222.657,-52.578,-134.347,0,0,1.26,-185.665,-10.523,0.938,-9.585,-213.806,-213.806,-34.635,6.442,-251.584,-212.164,8.925,-34.635
2009-09-30,144.564,35.588,-11.345,24.243,-30.008,73.868,8.712,51.365,110.668,277.129,-36.248,8.961,0,0,0,-27.287,-8.333,-0.576,-8.909,38.464,38.464,-34.875,7.176,1.856,255.744,9.535,-34.875
2009-06-30,92.466,34.872,12.823,47.695,-16.692,73.285,-6.786,23.041,49.906,190.094,-23.497,2.269,0,0,0,-21.228,0,1.342,1.342,15.787,15.787,-34.559,4.615,-12.815,158.721,15.333,-34.559
2009-03-31,96.37800,33.63300,5.85100,39.48400,23.31000,47.24300,-34.99000,-162.22500,-91.11200,42.51600,-28.40700,0.02400,,,,-28.38300,,0.83800,0.83800,-122.00700,-122.00700,-30.61500,0.79700,-150.98700,-138.72000,9.50800,-30.61500
