,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,-128.6,-541.3,1021.9,480.6,-201.8,327.2,-389.4,-241.3,110.7,-43.5,146.3,0,-146.3,-146.3,-3.7,-47.2,-23.5,20.1,-3.4,0,0,-96.7,-10.2,-110.3,-38.5,-66.2,-96.7
2022-09-30,128.2,206.1,42.1,248.2,-315.7,-2.5,-194.1,-262,114.4,-54.9,0,0,0,0,1.7,-53.2,-28.3,24.4,-3.9,-1,-1,-96.7,-21.5,-123.1,-76.6,23.2,-96.7
2022-06-30,140.5,144.5,-4.9,139.6,-42.3,-225.1,-191,-267,13.1,-46.6,-146.3,0,0,0,4.2,-188.7,-17.8,-6.1,-23.9,-124,-124,-97.4,2.9,-242.4,-429.7,24.9,-97.4
2022-03-31,62.90000,190.70000,-11.40000,179.30000,559.80000,-99.60000,-103.30000,-107.50000,134.70000,-29.20000,,,,,5.30000,-23.90000,-132.60000,103.30000,-29.30000,,,-94.50000,46.30000,-77.50000,38.70000,18.10000,-94.50000
2021-12-31,84.8,306.1,65.1,371.2,-75.7,-14.5,-236.2,-323.6999,132.3,-34.6,-0.7,0,0,0,-0.2,-35.5,-141.6,0.6,-141,0,0,-93.8,-1.5,-236.3,-162,41.6,-93.8
2021-09-30,254.9,264.2,47.3,311.5,-617.7,-49.9,-270.1,-457.9,108.5,-35,379.2,0,0,0,-0.4,343.8,-414.2,0.1,-414.1,0,0,-93.2,2.2,-505.1,-47,19.1,-93.2
2021-06-30,-21.9,183,125.9,308.9,-58.1,-67.4,-175.3,-87.5,199.5,-39.2,0,0,0,0,-1.6,-40.8,-247.8,-8.3,-256.1,0,0,-94.1,2.6,-347.6,-202.2,20.4,-94.1
2021-03-31,117.50000,155.40000,38.40000,193.80000,592.00000,-42.10000,-101.00000,66.30000,377.60000,-23.90000,,,,,-1.60000,-25.50000,-272.50000,2.00000,-270.50000,,,-93.40000,-6.90000,-370.80000,-19.30000,16.70000,-93.40000
2020-12-31,106.2,253.4,-4.3,249.1,45.2,159.7,-108.5,126.7,482,-33.7,4403.9,0,-4412.9,-4412.9,14.2,-28.5,-51.6,-8.3,-59.9,0,0,-93.3,8.6,-144.6,317.3,9.7,-93.3
2020-09-30,220,159.2,17.5,176.7,-556.4,28.5,3.9,-160.6,236.1,-28.1,0,0,0,0,11.2,-16.9,-36.6,4.2,-32.4,0,0,-93.2,-2.4,-128,94.5,13.9,-93.2
2020-06-30,-32.9,118.1,-0.8,117.3,68.3,-111.5,-46,-117.8,-33.4,-33.2,0,0,0,0,8.9,-24.3,-42.2,-3.1,-45.3,0,0,-93.1,-2.6,-141,-200,-25.5,-93.1
2020-03-31,-67.90000,192.80000,56.70000,249.50000,653.70000,-13.90000,-214.00000,110.00000,291.60000,-30.80000,-4403.90000,,,,4.20000,-4430.50000,967.50000,-1.40000,966.10000,,,-93.10000,-53.50000,819.50000,-3342.50000,51.60000,-93.10000
2019-12-31,267.391,71.834,-36.587,35.247,24.51,149.876,-39.015,-39.106,263.532,-42.8,0,0,-8.8,-8.8,77.16,25.56,2355,-7.375,2347.625,973.937,973.937,-85.84,-7.942,3227.78,3519.939,3.213,-85.84
2019-09-30,212.949,78.45,17.743,96.193,-667.567,-34.829,75.195,-255.85,53.292,-32.605,0,0,0,0,6.621,-25.984,0,-4.52,-4.52,-1.504,-1.504,-85.852,-18.748,-110.624,-90.61,8.893,-85.852
2019-06-30,13.433,70.697,75.067,145.764,-127.331,-69.538,-29.927,-87.415,71.782,-32.994,0,0,0,0,-0.481,-33.475,0,-0.324,-0.324,-11.154,-11.154,-85.634,10.935,-86.177,-45.592,10.609,-85.634
2019-03-31,26.72700,45.41900,13.57700,58.99600,558.88800,-50.10900,-56.05300,178.77100,264.49400,-25.20100,,,,,-1.80000,-27.00100,,3.41900,3.41900,-47.47900,-47.47900,-79.27400,-97.04500,-220.37900,14.26300,5.28500,-79.27400
2018-12-31,8.766,84.96,76.615,161.575,189.365,160.042,-31.168,300.91,471.251,-36.411,155.451,0,-155.451,-155.451,0.813,-35.598,0,-10.728,-10.728,-62.204,-62.204,-79.696,-5.923,-158.551,275.264,-7.931,-79.696
2018-09-30,263.861,65.552,-17.302,48.25,-666.427,-2.415,23.749,-378.166,-66.055,-32.26,0,0,0,0,5.203,-27.057,0,1.953,1.953,-84.357,-84.357,-80.034,5.113,-157.325,-251.965,12.278,-80.034
2018-06-30,60.299,47.922,-12.802,35.12,-151.192,-118.322,-58.34,-172.357,-76.938,-43.52,-155.451,0,0,0,1.377,-197.594,0,0.116,0.116,-65.367,-65.367,-78.747,-1.503,-145.501,-439.872,13.254,-78.747
2018-03-31,-112.49200,44.73300,64.68800,109.42100,808.36700,-76.51600,-113.37200,320.81000,317.73900,-28.23500,,,,,2.00700,-26.22800,,-133.69800,-133.69800,-38.12600,-38.12600,-70.78100,-33.11900,-275.72400,17.71000,10.29100,-70.78100
2017-12-31,-5.298,61.375,266.287,327.662,250.317,197.245,-29.365,200.218,522.582,-32.365,0,0,0,0,-2.12,-34.485,0,-34.082,-34.082,-39.07,-39.07,-70.961,-6.807,-150.92,336.456,18.642,-70.961
2017-09-30,265.583,53.948,13.326,67.274,-792.628,-65.487,14.527,-497.167,-164.31,-36.191,0,0,0,0,6.981,-29.21,143.878,1.405,145.283,-93.68,-93.68,-71.357,18.957,-0.797,-188.722,12.258,-71.357
2017-06-30,67.723,51.158,7.054,58.212,-168.318,-135.682,-1.387,-171.757,-45.822,-36.078,0,0,0,0,-0.684,-36.762,0,121.594,121.594,0.751,0.751,-71.251,0.15,51.244,-29.581,14.288,-71.251
2017-03-31,68.59900,41.15300,18.77400,59.92700,660.25300,-21.37700,-12.94100,283.40200,411.92800,-30.24300,,,,,-0.78100,-31.02400,,-107.33600,-107.33600,-19.31200,-19.31200,-63.40400,-21.64800,-211.70000,180.79600,10.84400,-63.40400
2016-12-31,180.599,57.5,28.568,86.068,74.249,202.669,3.385,355.239,621.906,-51.261,0,0,0,0,3.369,-47.892,0,-5.182,-5.182,-45.802,-45.802,-63.616,-1.883,-116.483,451.913,21.951,-63.616
2016-09-30,256.162,47.209,14.962,62.171,-743.548,-29.686,16.395,-428.862,-110.529,-37.249,0,0,-12.436,-12.436,5.145,-44.54,0,173.296,173.296,-46.936,-46.936,-63.954,-2.115,60.291,-93.726,14.096,-63.954
2016-06-30,49.419,45.689,12.84,58.529,-27.778,-111.81,-37.484,-115.291,-7.343,-35.172,0,0,0,0,16.805,-18.367,0,-83.61,-83.61,-23.627,-23.627,-63.905,23.163,-147.979,-171.782,13.604,-63.905
2016-03-31,46.97100,40.00300,21.43900,61.44200,547.15400,-73.23800,-50.57900,204.86600,313.27900,-31.21800,,,,,3.62600,-27.59200,,-75.52600,-75.52600,-33.71000,-33.71000,-57.40600,-4.68500,-171.32700,119.13000,11.97300,-57.40600
2015-12-31,174.394,46.241,-7.54,38.701,154.765,56.868,74.128,288.713,501.808,-44.149,0,0,3,3,-3.704,-44.853,0,50.791,50.791,-13.114,-13.114,-57.404,-9.708,-29.435,425.458,20.807,-57.404
2015-09-30,206.375,56.171,6.357,62.528,-716.04,-55.658,8.134,-435.449,-166.546,-30.164,0,0,-3,-3,33.373,0.209,0,-53.681,-53.681,-24.954,-24.954,-57.491,2.498,-133.628,-307.166,11.359,-57.491
2015-06-30,40.282,49.913,10.262,60.175,-144.863,-80.254,1.936,-179.634,-79.177,-36.558,0,0,0,0,10.666,-25.892,0,-64.095,-64.095,-22.649,-22.649,-57.432,24.35,-119.826,-222.939,12.09,-57.432
2015-03-31,25.82100,45.45100,6.21800,51.66900,478.33000,-20.30900,-14.20000,237.79100,315.28100,-31.15100,,,,,-1.96000,-33.11100,,-20.32500,-20.32500,-26.50700,-26.50700,-53.47000,17.81300,-82.48900,188.23000,9.62400,-53.47000
2014-12-31,168.821,48.671,15.712,64.383,161.816,143.552,-58.725,194.381,427.585,-99.533,0,0,0,0,108.894,9.361,0,174.882,174.882,-121.38,-121.38,-54.066,12.469,11.905,440.983,9.283,-54.066
2014-09-30,180.155,69.641,-4.552,65.089,-616.595,-29.394,49.379,-327.688,-82.444,37.781,0,0,0,0,5.037,42.818,0,69.742,69.742,-124.249,-124.249,-54.692,20.485,-88.714,-133.967,9.019,-54.692
2014-06-30,32.82,47.175,3.892,51.067,-187.998,-101.11,1.003,-216.658,-132.771,-29.397,0,0,0,0,3.811,-25.586,134.986,-3.605,131.381,-134.022,-134.022,-55.709,7.59,-50.76,-206.098,10.791,-55.709
2014-03-31,31.51400,39.56500,11.34500,50.91000,530.41100,-41.99200,-39.73800,159.61700,242.04100,-22.23900,,,,,-4.83900,-27.07800,,5.03500,5.03500,-79.91300,-79.91300,-52.38800,23.87900,-103.38700,109.80000,7.05900,-52.38800
2013-12-31,128.276,81.449,-19.114,62.335,116.543,96.227,33.037,163.204,353.815,-33.785,0,0,-0.743,-0.743,1.865,-32.663,0,-204.038,-204.038,-16.516,-16.516,-51.965,46.709,-225.81,93.781,0.673,-51.965
2013-09-30,125.843,64.56,18.564,83.124,-563.896,-81.153,-142.699,-459.786,-250.819,-24.691,0,0,-109.955,-109.955,-1.338,-135.984,0,19.912,19.912,-31.04,-31.04,-52.039,15.107,-48.06,-433.677,8.598,-52.039
2013-06-30,36.48,46.176,4.994,51.17,-155.212,-41.331,7.998,-86.968,0.682,-29.354,0,0,0,0,0.861,-28.493,0,31.458,31.458,-33.719,-33.719,-52.125,46.602,-7.784,-44.694,7.315,-52.125
2013-03-31,-6.67100,36.49000,-2.35500,34.13500,515.94900,-11.25400,-27.86100,269.99000,297.45400,-24.20100,,,,,3.59800,-20.60300,,-62.60500,-62.60500,-22.21300,-22.21300,,25.46300,-59.35500,217.33800,4.68600,
2012-12-31,130.299,56.232,-12.998,43.234,169.949,148.018,-5.472,217.647,391.18,-37.195,0,0,0,0,3.361,-33.834,0,-40.274,-40.274,-82.926,-82.926,-93.233,11.802,-204.631,152.968,1.394,-93.233
2012-09-30,164.852,56.804,2.877,59.681,-532.628,-38.939,57.579,-281.698,-57.165,-24.812,0,0,0,0,-3.383,-28.195,0,43.624,43.624,-5.153,-5.153,-46.914,7.78,-0.663,-83.198,5.483,-46.914
2012-06-30,43.427,45.95,6.969,52.919,-203.594,-28.579,-19.88,-180.303,-83.957,-27.05,0,0,0,0,-0.732,-27.782,0,49.893,49.893,-5.282,-5.282,-46.724,18.473,16.36,-103.893,7.468,-46.724
2012-03-31,-2.57900,33.10100,6.50000,39.60100,594.96300,-57.95400,-57.73900,247.71600,284.73800,-23.03400,,,,,6.67300,-16.36100,,-10.13700,-10.13700,-4.64400,-4.64400,-38.59300,22.92900,-30.44500,242.13600,5.08900,-38.59300
2011-12-31,139.13,60.767,8.696,69.463,208.051,185.189,-53.594,186.43,395.023,-27.727,0,0,0,0,-1.53,-29.257,0,167.352,167.352,-38.208,-38.208,-38.698,-0.678,89.768,454.726,-11.727,-38.698
2011-09-30,170.99,55.318,-9.714,45.604,-458.039,-113.514,-46.843,-344.403,-127.809,-20.559,0,0,-1.585,-1.585,1.574,-20.57,0,1.962,1.962,-212.623,-212.623,-40.22,6.432,-244.449,-397.816,7.581,-40.22
2011-06-30,58.051,46.046,3.76,49.806,-278.479,-26.19,-58.265,-255.496,-147.639,-28.72,0,0,-10,-10,5.365,-33.355,0,-25.597,-25.597,-113.857,-113.857,-40.813,16.658,-163.609,-342.644,9.225,-40.813
2011-03-31,17.19600,34.13500,6.80000,40.93500,419.62200,-28.02200,-20.61100,218.36300,276.49400,-22.39600,,,,,-2.03700,-24.43300,,23.62200,23.62200,-58.32000,-58.32000,-34.29700,11.60000,-57.39500,199.62600,7.38400,-34.29700
2010-12-31,140.014,52.061,21.56,73.621,239.152,100.784,-22.316,148.58,362.215,-36.745,0,0,0,0,6.604,-30.141,0,-89.496,-89.496,-8.566,-8.566,-34.128,29.959,-102.231,229.893,9.158,-34.128
2010-09-30,155.164,48.148,11.056,59.204,-524.955,-111.235,9.615,-381.631,-167.263,-26.163,0,0,0,0,2.741,-23.422,0,91.821,91.821,-278.934,-278.934,-34.802,33.56,-188.355,-374.372,8.042,-34.802
2010-06-30,43.631,38.89,3.67,42.56,-145.319,-119.138,7.688,-178.279,-92.088,-28.906,0,0,0,0,-0.604,-29.51,-0.186,-0.758,-0.944,-256.466,-256.466,-36.826,32.084,-262.152,-387.524,9.01,-36.826
2010-03-31,58.94300,29.30000,22.27800,51.57800,502.29500,-22.04500,-41.72900,154.59600,265.11700,-20.78300,,,,,-0.33200,-21.11500,492.52800,-1.94800,490.58000,-95.59700,-95.59700,-27.29200,14.45200,382.14300,623.75400,7.18200,-27.29200
2009-12-31,165.563,50.325,22.359,72.684,78.761,194.362,18.107,237.907,476.154,-30.418,0,-2,0,-2,-1.106,-33.524,0,-19.958,-19.958,-61.015,-61.015,-27.654,5.022,-103.605,338.687,8.292,-27.654
2009-09-30,150.362,51.449,-0.337,51.112,-453.165,-48.124,25.104,-232.137,-30.663,-22.173,0,-12,-0.175,-12.175,-1.967,-36.315,0,21.466,21.466,-27.097,-27.097,-27.981,3.451,-30.161,-94.676,7.157,-27.981
2009-06-30,39.275,44.074,9.281,53.355,-274.136,-41.229,-3.152,-249.841,-157.211,-27.003,0,-4,-371.307,-375.307,-1.87,-404.18,421.309,-34.65,386.659,0,0,-27.969,0.551,359.241,-198.354,8.443,-27.969
2009-03-31,19.73000,35.11500,17.74500,52.86000,225.98000,0.32000,-68.11200,-95.24700,-22.65700,-24.53500,,,,,1.04500,-23.49000,,37.25600,37.25600,,,-27.85400,1.90200,11.30400,-40.00200,6.02000,-27.85400
