,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2016-08-31,353.2,63.4,99.3,162.7,-55.9,67.9,88.4,-11,189.4,699,-199.2,0,0,0,-0.5,-199.7,-517.1,83.3,-433.8,12.9,12.9,-79.5,11.5,-488.9,10,15.4,-79.5
2016-05-31,319.10000,63.20000,72.00000,135.20000,-39.00000,-19.00000,55.90000,-4.80000,-76.30000,345.90000,-169.40000,-284.90000,,,0.40000,-453.90000,615.30000,-379.10000,236.20000,14.90000,14.90000,-79.30000,20.10000,191.90000,84.20000,16.00000,-79.30000
2016-02-29,245.3,49.3,102.7,152,-8.3,35.1,-112.1,-0.9,-74.1,322.1,-377.5,-998.5,0,0,-3.7,-1379.7,339.6,376.5,716.1,-19.7,-19.7,-61.2,18.6,653.8,-408.2,13.5,-61.2
2015-11-30,271,54.1,94.3,148.4,7.4,-88.6,42.7,2.1,-136.3,288.5,-219,0,0,0,0.3,-218.7,-29,2.6,-26.4,65.7,65.7,-60.6,114.2,92.9,161.6,14.5,-60.6
2015-08-31,304.1,59.7,70.5,130.2,-30.6,26.6,73,44.1,192.2,597.4,-165.1,-317.9,0,0,5.3,-477.7,170.1,-69.4,100.7,23.6,23.6,-60,18.4,82.7,199,13.7,-60
2015-05-31,240.20000,57.90000,50.60000,108.50000,-98.30000,37.00000,21.10000,0.60000,-142.60000,205.70000,-129.70000,,,,-1.60000,-131.30000,-79.40000,50.90000,-28.50000,9.60000,9.60000,-59.80000,25.30000,-53.40000,20.60000,12.30000,-59.80000
2015-02-28,211.5,50.6,21.3,71.9,96.9,73.1,-133.4,-2.8,17.2,330.9,-178.1,-288.9,0,0,10.8,-456.2,64.6,-37.5,27.1,29.5,29.5,0,116.5,173.1,42.8,12.9,0
2014-11-30,222.2,54.8,14.2,69,-49.5,-171.3,25.5,-37.7,-231.7,82,-233.1,-21.4,0,0,1,-253.5,269.1,-146.4,122.7,12.1,12.1,0,0.7,135.5,-37,14.2,0
2014-08-31,195.8,56.7,47.5,104.2,-7,-2.5,74.6,-13.3,157.8,435.8,-176.8,0,0,0,6.9,-169.9,-29.6,18.9,-10.7,11.3,11.3,0,-538.7,-538.1,-273.7,16.2,0
2014-05-31,206.70000,52.10000,51.30000,103.40000,-24.30000,-31.80000,32.50000,-17.40000,-85.40000,232.30000,-131.40000,,,,-4.90000,-136.30000,-4.80000,178.10000,173.30000,10.80000,10.80000,,29.00000,213.10000,314.10000,11.70000,
2014-02-28,157.2,45.3,96,141.3,41.2,71.1,-178.1,-12,-49.3,197.1,-137.6,-0.3,0,0,31.6,-106.3,-5.8,-113.3,-119.1,30.3,30.3,0,0.7,-88.1,-1.3,12.4,0
2013-11-30,211,45.4,-0.6,44.8,-13.1,-179.6,118.4,-5.8,-110.2,140.1,-36.7,-8.1,0,0,6.7,-38.1,-80.7,-101.5,-182.2,15.6,15.6,0,10.9,-155.7,-51.6,11.9,0
2013-08-31,1522,346.4,-1644,-1297.6,-9.8,36.7,65.5,23.8,250.4,485.7,-27.2,-4672.9,0,0,0.7,-4699.4,2170,51,2221,17.6,17.6,0,1486.7,3725.3,-492.5,12.8,0
2013-05-31,52.90000,30.70000,-1.90000,28.80000,18.20000,30.70000,-55.10000,-6.20000,-92.40000,3.30000,-22.00000,,,,2.00000,-20.00000,1545.10000,221.10000,1766.20000,62.40000,62.40000,,-1533.10000,295.50000,277.80000,12.80000,
2013-02-28,81.7,31.7,2.1,33.8,65.3,106.7,-93.8,-9.3,43.1,167.3,-17.9,0,0,0,11.3,-6.6,-685.6,-16.6,-702.2,25.6,25.6,0,649.9,-26.7,131,9.5,0
2012-11-30,109.5,31.3,43,74.3,-53.1,-233.9,118.2,0.7,-155,20.5,-16.5,0.4,0,0,-0.1,-16.2,-13.6,2.3,-11.3,24.5,24.5,0,4.7,17.9,22,9.9,0
2012-08-31,124.6,27.7,57.2,84.9,-23.6,6,64.3,-27.3,47.1,272.1,-15.8,-159.7,0,0,2.6,-172.9,644.2,-83.9,560.3,100.2,100.2,0,-652.5,8,109.4,9.8,0
2012-05-31,72.00000,29.50000,-2.20000,27.30000,-27.50000,31.20000,-11.80000,26.30000,-2.90000,96.40000,-11.90000,,,,0.80000,-11.10000,567.80000,-274.40000,293.40000,-370.60000,-370.60000,,-20.70000,-97.90000,-16.70000,11.60000,
2012-02-29,103,67.8,2.3,70.1,133.9,89.3,-141.3,-7.1,-13.3,143.3,-11.3,-3.9,0,0,-1.2,-16.4,-5.4,26.6,21.2,-121.1,-121.1,0,-0.2,-100.1,30,10.1,0
2011-11-30,104.8,28.3,37.7,66,-55,-156.5,122.5,5.9,-34.9,123.4,-14.6,-49.6,20.2,20.2,-1.5,-45.5,-50.6,109.9,59.3,-90.5,-90.5,0,0.5,-30.7,45.8,13.3,0
2011-08-31,162.7,25.4,37.4,62.8,-42.1,51.2,34.6,-3.7,54.3,276.1,-18,-21.3,0,0,-0.1,-39.4,-2.6,-55.2,-57.8,-182.6,-182.6,0,0.7,-239.7,-3.4,10.5,0
2011-05-31,74.50000,26.90000,20.80000,47.70000,-42.40000,67.50000,-21.80000,11.40000,95.50000,241.30000,-20.90000,-7.50000,,,-5.40000,-33.80000,-417.30000,168.50000,-248.80000,36.50000,36.50000,,7.70000,-204.60000,4.20000,13.70000,
2011-02-28,279.8,47.6,-14.5,33.1,258.3,138.3,-155.1,-15.5,-46.2,250.3,-15,221.3,0,0,6.9,213.2,-227.4,-273,-500.4,27.4,27.4,0,0.3,-472.7,-6.8,6.2,0
2010-11-30,139.3,41.5,-4.8,36.7,-139.8,-104.7,83.3,2.6,-115,63.3,-14.5,0,0,0,0.3,-14.2,-76.6,7.4,-69.2,17.8,17.8,0,2.4,-49,2.1,14.1,0
2010-08-31,91.3,33.7,49.6,83.3,-71.2,96.2,19.9,2.2,92.2,246,-15.6,0,-0.1,-0.1,0.2,-15.5,-23.2,-218.7,-241.9,3.4,3.4,0,0.1,-238.4,-7,14.7,0
2010-05-31,49.10000,34.60000,68.00000,102.60000,-133.30000,61.00000,-30.60000,3.10000,-91.60000,60.10000,-24.50000,-1.60000,-29.60000,-29.60000,60.30000,4.60000,-1.30000,194.60000,193.30000,-283.30000,-283.30000,,4.00000,-86.00000,-22.60000,11.00000,
2010-02-28,-51,138.7,-26.3,112.4,369.2,83.3,-105.9,-4.7,144.7,213.9,-17.8,73.2,-0.3,-0.3,-2.4,52.7,-251.5,-7.1,-258.6,3.8,3.8,0,-11.4,-266.2,-6.8,17.1,0
2009-11-30,44.1,37.3,95.4,132.7,-102.8,-123.6,74.7,-15.3,-124.8,91.3,-22.1,0,-0.1,-0.1,-0.4,-22.6,-258.4,184.4,-74,1.7,1.7,0,33.5,-38.8,30.6,13.8,0
2009-08-31,99.7,45.9,21.1,67,-71.7,56.8,16.7,18.5,-14.5,152.2,-4.7,6.2,-0.2,-0.2,0.9,2.2,-1.9,-158.8,-160.7,7.9,7.9,0,1,-151.8,2.9,13.2,0
2009-05-31,6.50000,37.20000,-37.30000,-0.10000,-132.80000,34.50000,-28.20000,4.10000,-61.20000,-54.80000,-45.90000,270.20000,-0.30000,-0.30000,0.30000,224.30000,-269.50000,98.60000,-170.90000,3.40000,3.40000,,1.20000,-166.30000,3.70000,12.20000,
2009-02-28,-301.4,457.4,290.6,748,87.4,-86,-26.9,9.4,-99,506.9,-103.2,204.3,-3.2,-3.2,30.7,128.6,-577.6,-109.7,-687.3,32.7,32.7,0,7.2,-647.4,-7.4,46.1,0
