,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-11-30,479.7,97.8,87.6,185.4,59.5,-173,-1.5,24.5,-49.8,626.3,-248.8,96.8,-8.5,-8.5,-0.1,-160.6,996.3999,211.7,1208.0999,6.2,6.2,-145.8,-1515.8,-447.3,19.9,18.3,-145.8
2022-08-31,-1140.7,101.3,1950.6,2051.9,-102,-3.3,94.4,55.2,-77.2,896.1,-238.3,0,-21,-21,0.1,-259.2,-570,539.9,-30.1,-376.4,-376.4,-146,-18.9,-571.4,63.3,21,-146
2022-05-31,399.30000,110.40000,268.50000,378.90000,17.20000,-83.00000,94.50000,119.90000,-17.60000,758.20000,-190.10000,-37.20000,,,0.50000,-226.80000,762.10010,-199.00000,563.10010,-993.60000,-993.60000,-149.30000,-47.40000,-627.20000,-97.60000,16.80000,-149.30000
2022-02-28,405.6,96.2,171.2,267.4,20.8,-42.9,-126.8,-4.8,-383.4,261.3,-428,0,66.4,66.4,0,-361.6,-1.8001,80,78.1999,17.9,17.9,-142.5,-15.2,-61.6,-161.9,11.1,-142.5
2021-11-30,480.8,88.7,266.7,355.4,53,-169.1,94.6,-145.1,38.1,918.2,-242.6,-53.5,0,0,-1,-297.1,-12.7,-243,-255.7,51.3,51.3,-141.2,-15.9,-361.5,257.9,-2.2,-141.2
2021-08-31,11.9,118.7,591.1,709.8,-51.1,33,21.8,35.9,97.5,809.9,-239,-0.4,-20.1,-20.1,-1,-260.5,-354.1,486,131.9,-893.8,-893.8,-142.6,-45.4,-949.9,-400.4,20,-142.6
2021-05-31,-897.30000,78.70000,1502.10000,1580.80000,-136.70000,-82.30000,224.10000,118.80000,62.20000,716.00000,-113.10000,5.00000,-8.50000,-8.50000,,-116.60000,-1.10000,,-1.10000,-388.30000,-388.30000,-146.70000,-20.40000,-556.50000,43.20000,16.00000,-146.70000
2021-02-28,390.6,92.5,59.6,152.0999,103.7,118.5,-242.5,-5.3,-70.9,442.9,-396.3,956.6,-5,-5,0,555.3,-507.3,-40,-547.3,15.7,15.7,-143.8,-16.5,-691.9,307.7,11,-143.8
2020-11-30,1292,80.5,-622.4,-541.9,12,2.2,30.1,-2.1,153.8,918.7,-189.7,1.8,0,0,0,-187.9,-677.5,40,-637.4999,11.2,11.2,-143.6,-12.7,-782.6,-51.7,18,-143.6
2020-08-31,521.8,85.4,197.6,283,-223.1,24.4,145.1,-1.8,-41.2,758.4,-133.2,-19.9,-4,-4,0.9,-156.2,-576.9,0,-576.9001,27.6,27.6,-143.7,-10.1,-703.1,-98.2,19.4,-143.7
2020-05-31,-172.60000,71.00000,725.60000,796.60000,167.00000,48.60000,-28.40000,74.90000,106.60000,686.50000,-126.50000,41.10000,-213.40000,-213.40000,-0.30000,-299.10000,235.10000,-238.90000,-3.80000,4.40000,4.40000,-143.90000,-25.70000,-169.00000,221.40000,14.60000,-143.90000
2020-02-29,409,82.1,78.9,161,-63.3,105,-118.8,-30.6,-146.1,474.8,-180.6,0,-13,-13,-1.5,-195.1,-134.3,-42.6,-176.9,39.3,39.3,-142.2,-11.4,-291.2,-12.3,9.8,-142.2
2019-11-30,366.5,94.2,140.9,235.1,147.5,-227.2,131.7,-26.1,66.8,656.9,-182.4,269.7,-0.7,-0.7,3.2,89.8,-729.5,130.5,-599,6,6,-142,-0.2,-735.2,12.4,17,-142
2019-08-31,-517,96.4,1204.6,1301,-164.8,143,26.2,21.8,42.6,826.3,-199.8,0,-13,-13,0.6,-212.2,-17.3,-435.5,-452.8,-27.5,-27.5,-142,-8.3,-630.6,-17.4,18.1,-142
2019-05-31,-237.10000,86.60000,756.00000,842.60000,58.60000,-50.30000,-22.30000,44.40000,-47.00000,593.10000,-155.40000,-36.20000,-20.00000,-20.00000,-1.90000,-213.50000,-22.90000,-205.00000,-227.90000,10.40000,10.40000,-143.00000,-13.90000,-374.40000,5.10000,15.50000,-143.00000
2019-02-28,1249.4,196.1,-921,-724.9,-15.5,65.8,-279.9,-46.4,-331.8,272.4,-240,-0.3,-4.2,-4.2,0,-244.5,-17.5,60,42.5,30.6,30.6,-139.8,-1.3,-68,-37,13,-139.8
2018-11-30,312.1,99.7,133,232.7,117.4,-251.5,190.3,-43.2,31.1,635.4,-248.1,-25.1,-3925.2,-3925.2,-0.1,-4198.5,3623.8,17.9,3641.7,11.1,11.1,-138.8,-19.8,3494.2,-75.5,15.2,-138.8
2018-08-31,1151.3,96.5,-585.2,-488.7,-124.5,113.2,96.1,-6.6,171.5,834.5,-157.7,-19.4,-150.6,-150.6,-7.6,-335.3,-5.6,45.1,39.5,-390.4,-390.4,-138.6,-14.2,-503.7,-3.9,18.6,-138.6
2018-05-31,746.30000,84.20000,-230.90000,-146.70000,-49.30000,10.60000,14.90000,-6.80000,-108.30000,504.00000,-168.20000,-0.80000,108.70000,108.70000,6.80000,-53.50000,-5.90000,-77.50000,-83.40000,-92.40000,-92.40000,-140.50000,-12.90000,-329.20000,119.70000,17.30000,-140.50000
2018-02-28,913.8,162,-543.7,-381.7,4.3,97.9,-144.9,-33.2,-74.9,463,-347.3,-23.2,-19.6,-19.6,5.3,-384.8,1309.5996,-467.7,841.8996,-787.4,-787.4,-99,-98.6,-143.1,-64.2,15.4,-99
2017-11-30,496.4,102.6,-97.2,5.4,78.3,-270.9,117.5,-16,-129.4,365.5,-200.1,-0.1,-191.3,-191.3,-6.2,-397.7,-4,398.3,394.3,-219.4,-219.4,-100.1,-12.6,62.2,28.9,16.6,-100.1
2017-08-31,504.1,72.3,41.8,114.1,-19.9,30.8,53.8,-68.7,90.2,721.3,-287.2,-131.8,0,0,-0.3,-419.3,-95.9999,-174.7,-270.6999,1.1,1.1,-100.5,-8.6,-378.7,-73.5,13.8,-100.5
2017-05-31,401.00000,158.30000,13.70000,172.00000,-96.80000,18.40000,-13.60000,6.40000,-209.30000,381.60000,-217.10000,,,,-4.20000,-221.30000,-404.90000,381.30000,-23.60000,16.60000,16.60000,-100.50000,-34.10000,-141.60000,21.70000,15.10000,-100.50000
2017-02-28,455.4,113.3,-224.4,-111.1,72.1,42.9,-174.1,-41.2,-44.6,280.3,-313.7,6.5,-17.1,-17.1,11.6,-312.7,551.4,253,804.4,-729.7,-729.7,-76.8,13.7,11.6,-19.9,11.7,-76.8
2016-11-30,405,66.7,-28.4,38.3,-26.6,-242.8,145.7,-14.6,-92,370.8,-223,-257.3,0,0,-15.2,-495.5,344.2,239.9,584.1,-361.1,-361.1,-79.5,7.1,150.6,20,13,-79.5
