,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,141.216,223.247,261.229,484.476,489.395,60.602,-678.641,5.87,-280.8319,344.86,-139.359,-5.048,-1.732,0,-1.732,1.566,-144.573,41.795,58,99.795,22.778,22.778,-249.029,-0.666,-127.122,82.22,25.455,-249.029
2022-09-30,465.56800,221.90100,4.87400,226.77500,-576.58500,-283.25200,288.51700,-60.80400,-533.73710,158.60600,-144.81200,-32.65100,-0.64600,,-0.64600,3.27400,-174.83500,40.95900,97.00000,137.95900,-243.16600,-243.16600,-249.29400,-45.85100,-400.35200,-427.95000,27.22400,-249.29400
2022-06-30,509.989,233.056,57.439,290.495,-63.043,-63.811,46.188,1.306,244.931,1045.415,-297.069,0.698,0,0,0,1.486,-294.885,936.1761,0,936.1761,-45.019,-45.019,-239.072,-1398.049,-745.964,-13.717,31.648,-239.072
2022-03-31,303.325,226.549,-17.737,208.812,-522.948,-286.891,681.049,-119.725,-143.313,368.824,-135.665,-512.177,-0.779,0,-0.779,6.122,-642.499,-1409.499,0,-1409.499,53.102,53.102,-238.479,1381.509,-213.367,-489.797,30.413,-238.479
2021-12-31,167.441,223.369,104.819,328.188,93.492,-63.391,-246.309,-31.574,-229.394,266.235,-96.532,-55.648,-0.666,0,-0.666,0.629,-152.217,1236.993,0,1236.993,-397.622,-397.622,-240.825,-1388.382,-789.836,-677.331,30.941,-240.825
2021-09-30,378.01300,220.26400,0.75700,221.02100,-478.67100,-294.51700,329.52300,-10.33000,-488.22200,110.81200,-79.39200,-714.01000,-1.22500,,-1.22500,6.02200,-788.60500,-10.04800,,-10.04800,17.88100,17.88100,-240.56100,-5.00300,-237.73100,-924.87900,29.31300,-240.56100
2021-06-30,151.093,234.567,303.855,538.422,-531.942,-468.88,658.974,-32.985,-265.4568,424.058,-179.67,0,-3.255,0,-3.255,0,-182.925,-515.163,-414.982,-930.145,18.143,18.143,-228.313,-998.181,-2138.496,-1887.932,30.16,-228.313
2021-03-31,88.927,209.861,-66.302,143.559,-322.524,-119.87,715.54,-55.791,310.6199,543.106,-83.425,0,1.41,0,1.41,0,-82.015,-716.919,-417.663,-1134.582,45.596,45.596,-230.534,-14.151,-1333.671,-864.453,18.533,-230.534
2020-12-31,67.289,219.056,-52.077,166.979,303.382,60.665,-492.305,-28.985,-228.504,5.764,-79.959,0,-0.933,0,-0.933,0,-80.892,-12.87,3.353,-9.517,34.702,34.702,-230.003,-0.416,-205.234,-220.401,21.288,-230.003
2020-09-30,216.90000,214.45300,-100.13300,114.32000,-111.26100,-23.32000,577.01300,2.50800,599.69400,930.91400,-68.47500,,-14.39100,,-14.39100,,-82.86600,-756.69900,3.11000,-753.58900,31.93300,31.93300,-228.71400,-0.45700,-950.82700,-85.68400,25.83400,-228.71400
2020-06-30,-618.419,413.701,171.149,584.85,573.16,611.954,-480.282,57.124,573.78,540.211,-101.086,0,3.067,0,3.067,1.7,-96.319,3010.296,595.771,3606.067,41.099,41.099,-228.256,-41.788,3377.122,3811.023,-21.708,-228.256
2020-03-31,-3.297,290.56,126.94,417.5,503.715,-217.988,-162.556,-26.29,-90.2029,324,-207.534,0.003,8.427,0,8.427,66.806,-132.298,2658.302,-700.529,1957.773,-169.51,-169.51,-228.963,-23.529,1535.771,1713.051,17.298,-228.963
2019-12-31,383.41,216.499,-4.496,212.003,74.978,-93.072,-152.386,22.072,-12.5231,582.89,-212.26,-67.969,-1.402,0,-1.402,0.565,-281.066,-19.918,188.015,168.097,-224.689,-224.689,-199.056,-0.15,-255.798,57.076,25.258,-199.056
2019-09-30,453.78100,219.25000,16.89900,236.14900,-236.13600,-186.33100,-38.89400,-53.79600,-518.35100,171.57900,-170.82600,-74.81400,-0.98400,,-0.98400,,-246.62400,15.65000,533.40000,549.05000,-263.99700,-263.99700,-200.03700,-22.31100,62.70500,-17.82500,21.38600,-200.03700
2019-06-30,535.766,192.477,-44.368,148.109,114.169,117.065,15.207,-6.075,362.107,1045.982,-304.928,140.793,-0.633,0,-0.633,1.772,-162.996,-513.517,-67.9,-581.417,-113.358,-113.358,-200.371,-2.313,-897.459,-17.531,26.794,-200.371
2019-03-31,440.083,189.613,22.859,212.472,-180.313,-27.295,99.498,-36.732,-205.12,447.435,-149.598,-97.53,-115.807,0,-115.807,0.088,-362.847,-255.099,90.1,-164.999,-54.231,-54.231,-195.843,-14.01,-429.083,-347.21,23.911,-195.843
2018-12-31,267.38,209.43,-22.554,186.876,44.919,24.663,53.603,-22.22,192.389,646.645,-116.441,0,0,0,0,-1,-117.441,-11.518,109.9,98.382,-481.062,-481.062,-191.987,-4.453,-579.12,-56.385,25.006,-191.987
