,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-09-30,-399.3,215.4,755.5,970.9,0,0,0,-111.4,-111.4,460.2,-145.7,0,0,0,-5.5,-151.2,1070.8,-1325.1,-254.3,0,0,-123.5,0.1,-377.7,-80,-11.1,-123.5
2019-06-30,330.2,220.6,51.9,272.5,0,0,0,323.8,323.8,926.5,-15,0,0,0,41.8,26.8,-3.6,-609.6,-613.2,-0.6,-0.6,-88.7,1.4,-701.1,255.8,7.2,-88.7
2019-03-31,149.10000,216.60000,-52.60000,164.00000,,,,-411.60000,-411.60000,-98.50000,-195.60000,,,,1.00000,-194.60000,-1067.20000,620.50000,-446.70000,0.60000,0.60000,-88.70000,,-534.80000,-823.50000,11.40000,-88.70000
2018-12-31,75.7,216,183.9,399.9,-38.4,-10.6,27.6,85.7,64.3,539.9,-135.7,0,0,0,0.1,-135.6,310.2,-339.8,-29.6,9.3,9.3,-88.6,23.4,-85.5,307.8,8.8,-88.6
2018-09-30,345.6,217.4,42.8,260.2,0,0,0,-112.2,-112.2,493.6,-136.8,0,0,0,0.5,-136.3,-307.8,-2.7,-310.5,0.4,0.4,-88.6,0,-398.7,-42.8,8.7,-88.6
2018-06-30,430.8,219,124.8,343.8,0,0,0,208,208,982.6,-140,0,0,0,-5.1,-145.1,-1.6,-144.9,-146.5,0.2,0.2,-88.5,0,-234.8,595,10.3,-88.5
2018-03-31,282.50000,217.80000,129.10000,346.90000,,,,-314.20000,-314.20000,315.20000,-206.70000,,,,-45.40000,-252.10000,-0.80000,-206.70000,-207.50000,6.10000,6.10000,-88.50000,,-289.90000,-220.70000,14.80000,-88.50000
2017-12-31,744.7,214.1,-486.5,-272.4,-7.2,21.3,31,203.5,248.6,720.9,-130,0,0,0,-10.2,-140.2,-398.6,-584.7,-983.3,0.4,0.4,-88.5,-57.2,-1128.6,-552.7,12.1,-88.5
2017-09-30,293.1,214.7,-186.9,27.8,0,0,0,6,6,326.9,-101.2,0,0,0,5.1,-96.1,-400,711.2,311.2,2.5,2.5,-88.3,0,225.4,468.4,14.6,-88.3
2017-06-30,335,203.6,176.7,380.3,0,0,0,221.5,221.5,936.8,-169.9,0,0,0,0.1,-169.8,-700.4,110.7,-589.7,0.8,0.8,-88.3,3.7,-673.5,107.9,16.1,-88.3
2017-03-31,215.00000,203.60000,-77.60000,126.00000,,,,-459.30000,-459.30000,-118.30000,-138.00000,,,,5.90000,-132.10000,34.90000,137.10000,172.00000,0.30000,0.30000,-88.30000,-3.70000,80.30000,-165.90000,15.50000,-88.30000
2016-12-31,1058.6,187.4,-990,-802.6,65.6,-23.2,144.9,53.4,240.7,496.7,-133.8,-11961,-2.7999,-2.7999,-0.1,-12097.7,2288.099,36.4,2324.5,11.2,11.2,-88.3,-49.6,2197.8,-9420.6,12.3,-88.3
2016-09-30,203.8,94.3,23.6,117.9,0,0,0,26.1,26.1,347.8,-56.5,0,646.6,646.6,-718.4,-128.3,6934.8,-22.5,6912.3,-5.7,-5.7,-88.1,-37,6781.5,6991.2,6.1,-88.1
2016-06-30,173.9,89,28.3,117.3,0,0,0,79.5,79.5,370.7,91.7,0,-396.9,-396.9,450.1,144.9,-7.1,-24.5,-31.6,0.7,0.7,-88.2,-0.8,-119.9,387.4,5.4,-88.2
2016-03-31,163.50000,84.20000,-174.30000,-90.10000,,,,-161.70000,-161.70000,-88.30000,-68.70000,,-413.70000,-413.70000,276.90000,-205.50000,20.90000,9.50000,30.40000,2530.60000,2530.60000,-88.30000,-14.20000,2458.50000,2172.00000,6.10000,-88.30000
2015-12-31,69.4,80,0.4,80.4,60.8,10.9,-111,126.4,87.1,236.9,-63.7,-8.7,-1386.3999,-1386.3999,1469.5,10.7,0,-20.2,-20.2,-46.6,-46.6,-75.3,-61.8,-203.9,37.3,5.5,-75.3
2015-09-30,15.2,84,194.1,278.1,0,0,0,-12.4,-12.4,280.9,-67.2,-31.4,701.7999,701.7999,-690.5,-87.3,0,-72.1,-72.1,-47.4,-47.4,-75.8,-7.6,-202.9,-20.2,4.8,-75.8
2015-06-30,231.3,82.6,-2.5,80.1,0,0,0,89.3,89.3,400.7,-61.6,-44.8,-340.2,-340.2,381.7,-64.9,-16.6,-110.5,-127.1,-46.3,-46.3,-76.1,1.5,-248,96.2,4.9,-76.1
2015-03-31,82.60000,78.90000,-227.70000,-148.80000,,,,-136.40000,-136.40000,-202.60000,-70.70000,-6.30000,-417.90000,-417.90000,301.70000,-193.20000,16.60000,152.00000,168.60000,24.80000,24.80000,-76.20000,6.10000,123.30000,-307.00000,3.20000,-76.20000
2014-12-31,94.4,81.4,25.8001,107.2001,22.3,-16.5,75.3,-53.2,27.9,229.5,-60.9,0,-287.7,-287.7,347.1,-1.5,-8,-225,-233,5.9,5.9,-68.5,-8.5,-304.1,-97.5,5.5,-68.5
2014-09-30,-32.6,76,338.4,414.4,0,0,0,100.6,100.6,482.4,-67.5,0,-336,-336,359.7,-43.8,0.6,-136.5,-135.9,10.8,10.8,-68.4,3.4,-190.1,216.1,5.9,-68.4
2014-06-30,293.1,79.8,13.6,93.4,0,0,0,39.8,39.8,426.3,-58.7,0,-409.5,-409.5,447.6,-20.6,-15.3,-167.8,-183.1,7.5,7.5,-68.5,1.2,-242.9,168.4,3.8,-68.5
2014-03-31,162.90000,82.80000,15.00000,97.80000,,,,-111.00000,-111.00000,149.70000,-63.60000,,-354.90000,-354.90000,245.00000,-173.50000,-46.90000,77.90000,31.00000,20.20000,20.20000,-68.20000,-63.20000,-80.20000,-104.70000,8.30000,-68.20000
2013-12-31,137.6,84.1,-116.7,-32.6,70.4,4.2,185.1,-226.5,33.2,138.2,-29.6,-2,-1082.5,-1082.5,1147.7,33.6,1316.5,-1353.0999,-36.5999,13.9,13.9,-57.7,-54,-134.4,35.4,0.9,-57.7
2013-09-30,136.1,81.6,144,225.6,0,0,0,77.3,77.3,439,-65.9,0,-1.1,-1.1,1.3,-65.7,-1264.1,558.5,-705.6,11.8,11.8,-58.9,-28,-780.7,-394.7,3.2,-58.9
2013-06-30,268.9,87.6,19.9,107.5,0,0,0,96.2,96.2,472.6,-80.2,2,6.5,6.5,0.7,-71,-52.4,-1.1,-53.5,35.9,35.9,-59.8,-31.5,-108.9,290.1,4.3,-59.8
2013-03-31,29.90000,87.50000,42.80000,130.30000,,,,-41.80000,-41.80000,118.40000,-64.60000,,-109.40000,-109.40000,0.10000,-173.90000,,-5.60000,-5.60000,27.20000,27.20000,-58.20000,1.40000,-35.20000,-112.50000,11.10000,-58.20000
2012-12-31,59.6,87.9,102.7,190.6001,105.5,54.1,-69.9,-196.2,-106.5,143.7,-66.2,-0.9,763.1,763.1,-716.6,-20.6,0,-3,-3,6.7,6.7,-58.2,-31.4,-85.9,38.3,-1.1,-58.2
2012-09-30,201.4,89.7,29.3,119,0,0,0,122.2,122.2,442.6,-60.3,0,-260.1,-260.1,258.6,-61.8,-181.9,-90.4,-272.3,6.6,6.6,-60.2,-0.4,-326.3,69.7,5,-60.2
2012-06-30,98.7,77.8,15.1,92.9,0,0,0,155.4,155.4,347,-47.1,-2257.4,-328.8,-328.8,338.8,-2294.5,1726.4,4.3,1730.7,1.1,1.1,-59.3,-43,1629.5,-320.3,5.3,-59.3
2012-03-31,79.40000,59.00000,18.40000,77.40000,,,,-106.40000,-106.40000,50.40000,-33.00000,,-240.60000,-240.60000,15.40000,-258.20000,-0.10000,-9.30000,-9.40000,19.70000,19.70000,-59.50000,3.30000,-45.90000,-242.60000,4.80000,-59.50000
2011-12-31,173.6,61.4,12.5,73.9,-29,-17.1,-2.6,65.9,17.2,264.7,-106,0,-126.6,-126.6,165.4,-67.2,-0.1,0.6,0.5,-46.9,-46.9,-58,-4.4,-108.8,91.7,5.3,-58
2011-09-30,197,60.5,32.8,93.3,0,0,0,41.3,41.3,331.6,-53.5,0,-296,-296,270.4,-79.1,-0.2,-4.1,-4.3,-268.9,-268.9,-58.8,-99,-431,-197,5,-58.8
2011-06-30,223.8,61.4,22.7,84.1,0,0,0,-81.1,-81.1,226.8,-38.2,-11.9,-183.5,-183.5,186.4,-47.2,0,-13.6,-13.6,2,2,-61.5,-2.1,-75.2,102.5,6.1,-61.5
2011-03-31,82.70000,56.30000,14.20000,70.50000,,,,-108.20000,-108.20000,45.00000,-33.10000,-29.40000,-277.20000,-277.20000,195.10000,-144.60000,,-3.10000,-3.10000,4.30000,4.30000,-52.10000,0.80000,-50.10000,-135.90000,8.30000,-52.10000
2010-12-31,109.2,71,4.4,75.4,-7.8,-10.1,45.3,-205.5,-178.1,6.5,-81.4,0,859.1001,859.1001,-806.9,-29.2,488.4,18.9,507.3,25,25,-55.2,0.2,477.3,454.1,6,-55.2
2010-09-30,257,47.8,38.9,86.7,0,0,0,-6.3,-6.3,337.4,-31.7,14.4,-244.7,-244.7,266.3,4.3,-300,0,-300,6.4,6.4,-52,-41.3,-386.9,-35.1,5.8,-52
2010-06-30,238.3,51,44.4,95.4,0,0,0,-18.3,-18.3,315.4,-33.7,-34.2,-327.1,-327.1,275.3,-119.7,0,-8.2,-8.2,2.3,2.3,-52.9,0.1,-58.7,142,6.7,-52.9
2010-03-31,105.40000,53.10000,-31.70000,21.40000,,,,-36.40000,-36.40000,90.40000,-25.90000,,-298.20000,-298.20000,201.30000,-122.80000,,0.10000,0.10000,4.80000,4.80000,-44.70000,0.50000,-39.30000,-77.60000,8.90000,-44.70000
2009-12-31,222.8,92.1,-27.6,64.5,-63.3,1.8,21,-55.3,-95.8,191.5,-91,35.9,-159.4,-159.4,212.8,-1.7,-0.1,0.9,0.8,17.6,17.6,-47.5,3.5,-25.6,169.1,6,-47.5
2009-09-30,236.4,46.5,63.7,110.2,0,0,0,-32.3,-32.3,314.3,-25.2,0,-137.7,-137.7,146.7,-16.2,-0.1,-0.1,-0.2,12.1,12.1,-44.4,2.9,-29.6,268.9,5.7,-44.4
2009-06-30,187.8,44.4,107.9,152.3,0,0,0,7.6,7.6,347.7,-25.1,-19.6,-150.2,-150.2,95,-99.9,-0.1,-15.8,-15.9,11.9,11.9,-44.6,0.1,-48.5,201.8,7.8,-44.6
2009-03-31,76.20000,44.40000,-24.50000,19.90000,,,,-91.30000,-91.30000,4.80000,-17.50000,,-67.20000,-67.20000,-25.70000,-110.40000,-0.10000,6.70000,6.60000,1.50000,1.50000,-36.80000,15.20000,-13.50000,-121.80000,3.30000,-36.80000
