,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2018-09-30,228.701,33.122,39.519,72.641,-43.139,7.157,17.276,-2.5,29.748,331.09,-22.903,-85.738,0,0,-0.686,-109.327,-19.984,0,-19.984,17.379,17.379,0.148,-1.096,-3.554,219.188,21.589,0.148
2018-06-30,217.246,42.675,17.821,60.496,-6.725,-8.82,1.348,6.303,-40.516,237.226,-19.213,-531.942,0,0,0,-551.155,1154.994,0,1154.994,14.316,14.316,0,-7.749,1161.562,842.366,13.708,0
2018-03-31,196.278,36.245,21.335,57.58,-75.311,-3.829,3.804,-10.334,-92.985,160.873,-15.594,-50.32,0,0,57.686,-8.228,-18.243,0,-18.243,19.015,19.015,0,-1.793,-1.021,153.145,11.59,0
2017-12-31,314.77500,35.95800,-160.67500,-124.71700,81.17500,-12.50800,-4.42800,1.53100,102.75300,292.81100,-15.29000,,,,,-15.29000,-21.76700,,-21.76700,7.29000,7.29000,-56.14800,-0.36200,-70.98700,207.30100,11.11300,-56.14800
2017-09-30,153.458,54.669,46.189,100.858,-33.474,5.452,1.988,-6.46,-20.799,233.517,-15.342,-80.483,0,0,79.695,-16.13,568.642,99.471,668.113,3.131,3.131,-1205.518,-6.794,-541.068,-319.995,12.817,-1205.518
2017-06-30,169.053,41.728,12.629,54.357,-24.303,-7.221,5.203,0.047,-58.694,164.716,-17.235,-105.505,0,0,-0.816,-123.556,-16.659,0,-16.659,-44.287,-44.287,-0.036,-0.032,-61.014,-14.833,11.581,-0.036
2017-03-31,155.505,40.21,15.638,55.848,-56.704,-1.469,8.655,0.675,-46.644,164.709,-16.629,0,0,0,-78.879,-95.508,284.8549,0,284.8549,-331.136,-331.136,0,-10.602,-56.883,13.029,11.106,0
2016-12-31,118.87100,42.66800,41.61100,84.27900,59.81200,8.36500,-26.20000,-4.82600,22.64100,225.79100,-21.80700,-30.00200,,,,-51.80900,587.77610,,587.77610,3.64800,3.64800,-1375.99800,-0.14300,-784.71700,-614.63400,10.02000,-1375.99800
2016-09-30,154.668,41.069,15.946,57.015,-42.766,13.616,20.446,-6.697,-10.561,201.122,-13.975,-256.058,0,0,0,-270.033,-14.349,0,-14.349,4.792,4.792,0,-1.271,-10.828,-79.701,14.487,0
2016-06-30,160.622,33.611,28.89,62.501,-18.864,-0.155,0.562,-3.113,-27.827,195.296,-7.693,-998.626,0,0,0,-1006.319,1852.959,0,1852.959,12.936,12.936,0,-2.256,1863.639,1054.68,11.371,0
2016-03-31,141.683,33.168,13.79,46.958,-32.852,-1.426,0.495,3.974,-80.43,108.211,-12.142,-144.38,0,0,0,-156.522,-10.96,0,-10.96,-133.488,-133.488,0,0.034,-144.414,-193.276,11.767,0
2015-12-31,129.44100,30.03300,11.28200,41.31500,14.36800,-14.10800,-28.16000,0.91700,7.91300,178.66900,-10.17200,,,,,-10.17200,-10.96000,,-10.96000,-61.88300,-61.88300,-3.00000,-0.08700,-75.93000,91.25800,10.68100,-3.00000
2015-09-30,141.673,29.704,-6.31,23.394,-18.374,2.023,14.128,-12.545,-17.556,147.511,-14.572,-330.78,0,0,0,-345.352,-23.062,0,-23.062,8.692,8.692,0,11.068,-3.302,-201.317,8.065,0
2015-06-30,99.112,30.963,13.805,44.768,2.612,-8.623,10.701,0.682,46.631,190.511,-17.3,-570.298,0,0,0,-587.598,893.575,0,893.575,13.86,13.86,0,11.643,919.078,522.831,9.841,0
2015-03-31,110.894,23.012,-17.33,5.682,-26.752,-6.728,11.424,2.627,-122.619,-6.043,-14.861,-723.2,0,0,0,-738.061,65.426,0,65.426,31.731,31.731,0,29.765,126.922,-619.11,7.83,0
2014-12-31,95.53300,25.78100,-1.57700,24.20400,17.09600,-12.64600,-22.77300,-3.15600,69.22200,188.95900,-8.13800,,,,,-8.13800,,,,7.39100,7.39100,-3.36500,8.22300,12.24900,192.08100,5.76400,-3.36500
2014-09-30,114.255,25.881,-10.502,15.379,0.624,0.018,21.4,-7.568,62.059,191.693,-25.076,16.38,0,0,0,-8.696,-21.352,-0.226,-21.578,-75.361,-75.361,-6.098,11.279,-91.758,90.414,7.483,-6.098
2014-06-30,16.177,28.289,111.826,140.115,-11.556,-3.53,-0.403,-1.39,-27.251,129.041,-7.741,-0.856,0,0,0,-8.597,1406.745,199.39,1606.135,-67.175,-67.175,-1435.668,29.783,133.075,253.443,6.516,-1435.668
2014-03-31,90.355,29.226,-5.751,23.475,-10.343,-2.664,1.361,0.099,-9.049,104.781,6.768,-47.124,0,0,0,-40.356,-7.761,0,-7.761,6.529,6.529,-5.486,7.062,0.344,64.767,8.158,-5.486
2013-12-31,86.12300,26.92400,0.45200,27.37600,-3.03400,-2.21600,-24.77300,3.15600,2.20800,115.70700,-8.09700,-263.89200,,,,-271.98900,,,,2.89300,2.89300,-4.13900,3.55800,2.31200,-153.81600,4.17500,-4.13900
2013-09-30,84.027,26.756,-28.902,-2.146,-2.315,1.473,32.157,-0.706,121.289,203.17,-11.902,-1.549,5.85,5.85,0,-7.601,1359.635,0,1359.635,6.688,6.688,-1288.944,22.416,99.795,295.568,2.904,-1288.944
2013-06-30,76.655,17.953,29.271,47.224,-16.347,1.464,-6.822,-0.915,-54.133,69.746,-7.317,-473.341,0,0,0,-480.658,-5.6871,0,-5.6871,1.927,1.927,0,3.741,-0.019,-410.852,31.718,0
2013-03-31,67.937,19.491,28.28,47.771,-23.665,-6.705,2.58,-0.269,-16.534,99.174,-7.639,-8.501,5.5,5.5,0,-10.64,16.4891,0,16.4891,7.378,7.378,0,13.356,37.223,125.593,7.131,0
2012-12-31,74.17000,21.24800,-18.29900,2.94900,17.32100,-11.52100,-4.40500,3.04500,20.99600,98.11500,-8.67700,0.13400,5.00000,5.00000,,-3.54300,689.37300,,689.37300,5.54100,5.54100,-702.40600,26.68800,19.19600,113.90700,7.13100,-702.40600
2012-09-30,87.866,20.982,20.614,41.596,4.971,3.282,-2.064,-13.478,26.6,156.062,-9.037,-17.075,0,0,0,-26.112,-5.125,0,-5.125,2.772,2.772,0,10.024,7.671,137.806,7.758,0
2012-06-30,90.446,21.019,-5.052,15.967,2.265,-2.926,2.536,1.025,-13.552,92.861,-7.1,-0.459,0,0,0,-7.559,-5.522,0,-5.522,5.622,5.622,0,16.3,16.4,101.237,5.858,0
2012-03-31,81.552,18.372,-9.064,9.308,-28.939,0.165,11.577,-0.729,6.008,96.868,-4.406,-749.7,0,0,0,-754.106,479.588,0,479.588,3.813,3.813,0,15.181,498.582,-158.419,4.887,0
2011-12-31,65.10500,20.39800,-10.10200,10.29600,19.74600,-0.93700,-15.66900,2.61800,-7.30700,68.09400,-4.70300,-83.81200,,,,-88.51500,-3.87500,,-3.87500,2.65700,2.65700,-3.29900,9.05000,4.53300,-16.28300,3.64800,-3.29900
2011-09-30,67.395,20.212,-2.575,17.637,-15.153,-2.565,7.538,-0.674,32.311,117.343,-5.805,-288.364,0,0,0,-294.169,-4.008,0,-4.008,1.463,1.463,0,6.779,4.234,-173.068,5.721,0
2011-06-30,56.28,20.168,18.775,38.943,-5.251,-8.363,0.994,-2.615,-81.331,13.892,-3.835,0.203,0,0,31.361,27.729,-4.092,0,-4.092,1.526,1.526,-0.001,4.192,1.625,43.914,2.799,-0.001
2011-03-31,55.817,19.224,-36.451,-17.227,-13.883,-2.526,7.901,0.538,28.413,67.003,-5.399,-0.001,0,0,240,234.6,-42.09,0,-42.09,3.239,3.239,0,8.277,-30.574,271.029,2.197,0
2010-12-31,-7.35800,10.69800,70.84700,81.54500,19.29400,3.79300,-11.94900,0.05900,-12.03900,62.14800,-2.98700,-1362.20100,,,,-1365.18800,1298.90300,,1298.90300,2.98000,2.98000,-2.81000,4.16300,1303.23600,0.19600,1.85700,-2.81000
2010-09-30,50.635,9.539,2.079,11.618,-8.895,-2.461,12.821,-0.435,-20.212,42.041,-0.131,-70.643,0,0,0,-70.774,404.248,0,404.248,3.068,3.068,0,-402.86,4.456,-24.277,1.667,0
2010-06-30,44.006,9.484,-0.547,8.937,-8.16,0.15,1.254,2.209,18.489,71.432,-2.941,0,0,0,0,-2.941,-404.46,0,-404.46,1.361,1.361,0,405.648,2.549,71.04,1.753,0
2010-03-31,38.046,9.226,-2.284,6.942,-9.552,0.944,0.749,2.579,-20.754,24.234,-3.437,-0.164,0,0,0,-3.601,-0.043,0,-0.043,1.363,1.363,0,3.44,4.76,25.393,1.656,0
2009-12-31,30.75800,9.49400,-8.10300,1.39100,8.88600,4.26000,-9.89100,-3.84000,27.44800,59.59700,-3.49300,-95.75000,,,,-99.24300,404.50300,,404.50300,0.56900,0.56900,-404.86800,11.23100,11.43500,-28.21100,1.62800,-404.86800
2009-09-30,41.611,7.993,-0.727,7.266,4.019,4.816,15.069,-2.665,19.218,68.095,-3.996,-88.67,0,0,0,-92.666,0,0,0,5.123,5.123,0,5.967,11.09,-13.481,1.599,0
2009-06-30,41.388,7.552,3.218,10.77,-4.598,-0.316,-8.691,0.734,-2.656,49.502,-3.342,-0.076,0,0,0,-3.418,0,0,0,1.404,1.404,0,1.55,2.954,49.038,1.705,0
2009-03-31,79.903,15.227,2.844,18.071,0.233,-9.018,2.43,-0.404,-18.459,79.515,-5.817,-66.487,0,0,0,-72.304,0,0,0,-13.424,-13.424,0,1.761,-11.663,-4.452,2.509,0
