,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,71.26,39.002,3.497,42.499,-109.489,0,420.935,-107.242,216.704,427.281,-14.298,0,9.996,893.6631,903.6591,-33.875,855.486,297.287,297.287,-97.219,-97.219,-21.351,-3.936,174.781,1465.814,14.048,-21.351
2020-03-31,-4.41800,25.06300,149.17300,174.23600,-94.71400,,364.08700,-69.24300,187.63000,152.57000,-38.88600,,-34.37800,1.92920,-32.44880,102.15700,30.82200,,,-201.68300,-201.68300,-20.06900,-0.20400,-221.95600,-58.69800,11.68300,-20.06900
2019-12-31,119.306,71.38,65.978,137.358,17.716,0,133.491,-45.19,93.487,348.749,-28.869,0,-51.776,-159.8984,-211.6744,7.622,-232.921,283.023,283.023,-18.225,-18.225,-178.156,-0.641,86.001,211.16,10.834,-178.156
2019-09-30,165.207,-9.282,-28.662,-37.944,16.904,0,175.127,-16.208,175.823,392.398,-49.763,0,35.524,-433.606,-398.082,193.278,-254.567,-448.409,-448.409,0,0,-111.733,-15.202,-575.344,-445.624,11.1,-111.733
2019-06-30,216.709,23.865,-140.604,-116.739,-67.321,0,350.027,-105.353,177.353,324.316,-72.377,0,41.107,40.2519,81.359,11.844,20.826,0,0,0,0,-18.302,-4.572,-22.874,320.746,12.512,-18.302
2019-03-31,180.72200,27.42400,-28.16400,-0.74000,-156.45000,,254.96400,-45.75700,52.75700,78.33000,-56.20000,,-22.01100,134.60210,112.59100,-14.60000,41.79100,,,,,,-0.97600,-0.97600,119.82600,14.82800,0.00000
2018-12-31,132.357,54.567,7.829,62.396,63.534,0,16.309,-40.033,27.86,277.675,-73.932,0,-1.339,-37.9638,-39.3028,-74.546,-187.781,91.156,91.156,-17.951,-17.951,-158.82,-13.502,-99.117,-1.764,8.063,-158.82
2018-09-30,161.92,20.169,-112.886,-92.717,45.485,0,111.798,-40.396,116.887,223.162,-41.267,0,-41.04,-239.4092,-280.4492,11.677,-310.039,-1.933,-1.933,0,0,-18.258,-2.475,-22.666,-91.836,8.806,-18.258
2018-06-30,180.076,27.345,-160.931,-133.586,-78.34,0,58.36,10.57,-9.41,139.397,-98.022,-6.637,-11.859,88.6372,76.7782,-57.059,-84.94,19.046,19.046,0,0,-60.857,-1.219,-43.03,-45.401,10.288,-60.857
2018-03-31,166.39600,29.02700,-27.70200,1.32500,-74.49200,,236.69000,-106.73300,55.46500,-20.03500,-350.70300,,58.50000,124.96580,183.46580,35.75300,-131.48400,181.76900,181.76900,-6.79900,-6.79900,-17.01600,-0.54400,157.41000,6.13200,9.43400,-17.01600
2017-12-31,154.589,34.819,-67.676,-32.857,44.668,0,-101.55,-0.424,-31.447,189.025,-118.484,0,-44.35,286.8531,242.5031,-23.406,100.613,8.751,8.751,-19.429,-19.429,-94.828,-2.208,-107.714,176.474,8.607,-94.828
2017-09-30,162.054,33.458,-163.008,-129.55,47.407,0,302.06,-70.98,278.487,297,-33.713,0.776,-64.485,-349.9578,-414.4428,237.617,-209.763,-0.313,-0.313,-28.378,-28.378,-77.613,-2.575,-108.879,-14.357,9.375,-77.613
2017-06-30,109.004,26.546,-130.272,-103.726,-100.583,0,118.273,-33.12,-15.43,149.386,-138.394,0,126.497,-11.1329,115.3641,68.471,45.441,0,0,0,0,-15.758,0.021,-15.737,179.961,11.728,-15.758
2017-03-31,123.44700,18.13300,-16.39500,1.73800,-59.24400,,123.90700,63.42900,128.09200,75.47200,-61.16700,-71.34600,-22.03400,-107.06510,-129.09910,-8.14300,-269.75500,-1.47500,-1.47500,,,,-1.28100,-2.75600,-186.89200,10.78000,0.00000
2016-12-31,152.789,16.898,-185.499,-168.601,31.969,0,12.106,-60.489,26.218,121.866,-104.228,0.073,-81.989,49.3573,-32.6316,144.17,7.383,-2.999,-2.999,-32.522,-32.522,-153.345,-2.447,-191.313,-77.779,10.141,-153.345
2016-09-30,220.65,22.28,-111.123,-88.843,82.439,0,193.337,-58.085,217.691,394.192,-110.066,-12.311,51.063,-578.2609,-527.198,277.075,-372.5,-34.193,-34.193,-62.446,-62.446,0.001,-0.45,-97.088,-75.646,9.157,0.001
2016-06-30,108.966,16.628,-54.233,-37.605,-95.28,0,236.826,-94.024,47.522,191.55,-69.416,13.1,-17.724,-248.1551,-265.879,-1.626,-323.821,274.102,274.102,0,0,-15.944,-4.084,254.074,111.195,9.11,-15.944
2016-03-31,119.51100,30.24500,32.30400,62.54900,-79.53100,,279.61000,-59.40200,140.67700,140.76800,-66.24200,-54.31300,69.64200,-194.16200,-124.52010,139.52500,-105.55000,76.37200,76.37200,-37.42400,-37.42400,-14.71100,3.15800,27.39500,73.88400,8.76600,-14.71100
2015-12-31,109.745,19.755,-28.332,-8.577,38.599,0,-21.004,37.682,75.705,260.969,-95.019,-0.156,-66.095,-172.6722,-238.7671,-7.895,-341.837,5.283,5.283,0,0,-14.795,1.743,-7.769,-116.303,8.071,-14.795
2015-09-30,152.607,23.117,-35.964,-12.847,33.686,0,102.076,-11.103,124.659,287.452,-82.872,-7.156,25.131,-83.9169,-58.786,42.446,-106.368,-5.274,-5.274,-5.52,-5.52,-14.792,-3.254,-28.84,123.566,9.079,-14.792
2015-06-30,123.035,23.064,-38.281,-15.217,-62.046,0,188.984,-35.66,91.278,271.871,-56.488,0,20.95,147.603,168.553,159.901,271.966,-268.799,-268.799,-126.919,-126.919,-14.698,1.096,-409.32,141.673,6.802,-14.698
2015-03-31,118.30700,19.20300,27.82100,47.02400,-71.18100,,270.32800,-59.88200,139.26500,61.01200,-51.84200,,-2.65200,28.08910,25.43710,31.88100,5.47600,-3.24000,-3.24000,-91.21300,-91.21300,-13.74900,-1.18700,-109.38900,-59.74600,8.17100,-13.74900
2014-12-31,110.711,25.421,24.66,50.081,21.145,0,31.38,-97.712,-86.122,160.061,28.687,0.002,-35.794,-387.8899,-423.6839,-194.455,-589.45,-79.268,-79.268,-2.23,-2.23,-140.707,-0.576,-222.781,-667.844,6.519,-140.707
2014-09-30,188.539,12.583,-126.839,-114.256,71.685,0,152.583,15.201,239.469,320.163,-197.33,-80.971,40.098,-340.5322,-300.4342,401.262,-177.473,424.592,424.592,-39.502,-39.502,-13.957,-0.452,370.681,499.614,7.934,-13.957
2014-06-30,179.961,25.596,-189.331,-163.735,-97.698,0,123.343,29.067,54.712,111.459,302.724,15.645,-23.244,26.8192,3.5752,-229.337,92.607,5.113,5.113,-4.533,-4.533,-14.05,-0.312,-13.782,199.096,7.428,-14.05
2014-03-31,169.67300,25.23600,-35.39200,-10.15600,-99.30600,,347.13700,-73.60700,174.22400,143.16400,-45.47500,-0.09700,51.55700,-269.22010,-217.66310,129.24000,-133.99500,-0.12500,-0.12500,-192.66800,-192.66800,-12.77500,1.67700,-203.89100,-196.16300,6.18700,-12.77500
2013-12-31,130.379,23.041,48.246,71.287,23.633,0,-9.458,-19.912,-51.3499,193.103,-73.798,-18.322,11.399,0.3403,11.7393,-88.978,-169.359,-4.39,-4.39,-127.05,-127.05,-13.381,0.101,-144.72,-126.588,5.621,-13.381
2013-09-30,136.974,29.432,-30.883,-1.451,1.193,0,213.164,-113.903,100.4539,312.763,-39.868,21.408,-31.387,117.2268,85.8398,-71.722,-4.342,0.197,0.197,-8.059,-8.059,-27.093,0.068,-34.887,307.487,5.768,-27.093
2013-06-30,115.957,29.707,-117.718,-88.011,-86.585,0,232.658,-46.734,99.339,198.82,-33.493,-21.408,-49.492,-379.325,-428.817,-31.377,-515.095,91.906,91.906,-31.311,-31.311,-12.243,-0.365,47.987,-286.653,7.406,-12.243
2013-03-31,116.61500,20.91000,-3.46000,17.45000,-76.26800,,258.79800,-53.16200,129.36800,115.11200,-23.34300,-38.55600,43.32500,237.48300,280.80800,-75.47700,143.43200,-206.28000,-206.28000,,,,7.63800,-198.64200,39.82200,4.98900,0.00000
2012-12-31,165.489,38.33,-130.129,-91.799,-35.953,0,185.848,-129.263,26.546,222.109,-203.275,-42.779,-105.143,-76.7559,-181.8988,66.168,-361.785,-6.35,-6.35,-7.308,-7.308,-148.217,16.052,-145.823,-283.894,5.693,-148.217
2012-09-30,100.947,17.942,-19.047,-1.105,-53.62,0,160.024,-58.431,47.973,140.938,-57.816,0,40.644,193.086,233.7299,-74.218,101.696,11.597,11.597,-69.125,-69.125,-24.688,-3.701,-85.917,177.344,5.243,-24.688
2012-06-30,108.838,24.935,-78.656,-53.721,-42.106,0,178,-38.068,97.826,238.649,-15.185,0,22.554,-274.148,-251.594,30.394,-236.385,11.413,11.413,-46.998,-46.998,-11.042,9.054,-37.573,-70.187,8.38,-11.042
2012-03-31,135.31800,22.21200,-19.59400,2.61800,-97.07700,,162.87700,-31.28600,34.51400,73.76200,-20.66600,,16.14600,-204.88400,-188.73800,-69.19000,-278.59400,352.63100,352.63100,3.42800,3.42800,,10.44600,366.50500,170.66500,7.44700,
2011-12-31,117.027,30.68,-14.2,16.48,-11.057,0,49.183,-26.05,12.076,185.036,243.135,-253.413,-138.641,-26.8793,-165.5203,54.997,-120.801,-1.619,-1.619,185.854,-1.309,-10.981,-2.266,-16.175,45.612,7.448,-10.981
2011-09-30,76.41,24.153,4.303,28.456,36.733,4.319,147.955,-79.525,109.482,268.851,-248.435,0,49.136,146.4311,195.5671,3.767,-49.101,-0.315,-0.315,-117.949,-117.949,-10.999,-5.819,-135.082,71.249,6.701,-10.999
2011-06-30,82.184,11.1,-4.756,6.344,-60.038,-4.319,70.684,149.781,156.108,160.949,-66.59,2.481,-1.675,112.34,110.665,-5.9,40.656,4.296,4.296,-35.856,-35.856,-11.362,6.932,-35.99,164.73,6.558,-11.362
2011-03-31,115.59000,22.07900,-38.63200,-16.55300,-88.10600,,296.43500,-251.92300,-43.59400,55.44300,-69.98200,-11.06000,74.98600,5.62900,80.61500,-74.60100,-75.02800,-3.67200,-3.67200,-10.08600,-10.08600,-9.91100,15.70300,-7.96600,-12.80100,6.46800,-9.91100
2010-12-31,123.969,18.804,40.805,59.609,-45.95,78.009,-170.609,-3.943,-142.493,60.599,-12.917,0,-56.426,-61.8782,-118.3042,-52.913,-184.134,5.868,5.519,-138.704,-138.704,-18.401,-2.559,-154.145,-279.246,7.05,-18.401
2010-09-30,93.619,21.595,10.552,32.147,-11.691,17.04,2.167,70.765,78.281,204.047,-16.381,0,0.683,-157.8199,-157.1369,39.53,-133.988,151.252,149.386,-86.69,-86.69,-1.751,-0.004,60.941,140.735,7.99,-1.751
2010-06-30,110.207,21.94,-4.882,17.058,-54.066,-33.99,65.978,24.324,2.246,129.511,-9.443,0,67.6,327.095,394.695,-19.659,365.593,-3.203,-3.821,-134.648,-134.648,-10.449,-0.204,-149.122,340.416,6.988,-10.449
2010-03-31,118.61000,20.52800,36.38300,56.91100,70.54000,-61.05900,2.13300,-129.97600,-118.36200,57.15900,-10.86400,,-12.15400,10.51400,-1.64000,2.38000,-10.12400,-7.57200,-4.73900,-93.23500,-93.23500,-18.74700,-0.02800,-116.74900,-74.38300,5.37900,-18.74700
2009-12-31,134.294,22.708,-44.454,-21.746,144.291,-92.339,-197.306,59.876,-85.478,150.757,-13.348,0,-57.096,-101.198,-158.2942,-90.619,-262.261,4.843,-15.169,-112.516,-112.516,0,21.598,-106.087,-220.962,5.756,0
2009-09-30,97.722,8.34,18.211,26.551,-61.517,-41.111,53.689,99.195,50.256,174.529,-5.25,-0.65,56.054,-541.9258,-485.8718,-4.042,-495.814,317.921,325.616,1.194,1.194,-9.643,0.014,317.181,-35.119,6.045,-9.643
2009-06-30,97.387,24.568,148.431,172.999,4.066,112.422,45.893,-463.559,-301.178,-30.792,-7.621,-33.162,78.418,-104.5852,-26.1672,0.26,-66.69,-0.173,4.007,0.475,0.475,-9.602,0,-5.12,-54.556,6.52,-9.602
2009-03-31,-20.34600,23.25900,54.85700,78.11600,-69.68100,21.02800,82.38600,-69.94300,-36.21000,21.56000,-4.23600,,66.64700,-349.90700,-283.26000,-3.97300,-291.46900,-0.16700,7.97000,-30.87100,-30.87100,-9.59800,-0.09000,-32.58900,-308.76800,6.14400,-9.59800
