,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,-998.839,-46.037,320.071,274.034,247.782,0,-1777.573,319.566,-1210.225,-1773.303,53.94,49.572,-177.457,2460.384,2282.927,-836.024,1550.415,424.322,424.322,6.57,6.57,182.147,21.808,634.847,438.093,-36.247,182.147
2022-09-30,228.879,8.799,-9.456,-0.657,36.31,0,579.912,-103.584,512.638,767.65,-25.938,0,107.656,-913.023,-805.367,70.799,-760.506,1.989,1.989,-6.57,-6.57,-159.164,-20.408,-184.153,-185.853,12.089,-159.164
2022-06-30,179.322,12.607,-29.931,-17.324,-214.388,0,714.074,-166.904,332.782,527.971,-47.029,0,-28.257,-1104.696,-1132.9529,-128.49,-1308.472,-0.994,-0.994,0.327,0.327,0,1.303,0.636,-798.238,12.72,0
2022-03-31,590.63800,24.63100,-280.68400,-256.05300,-69.70400,,483.58700,-49.07800,364.80500,477.68200,19.02700,-49.57200,98.05800,-442.66500,-344.60710,893.71500,518.56300,-425.31700,-425.31700,-0.32700,-0.32700,-22.98300,-2.70300,-451.33000,545.99800,11.43800,-22.98300
2021-12-31,294.43,28.352,36.566,64.918,0.697,0,550.149,-236.086,270.87,659.593,-29.188,0,-128.735,-767.136,-895.871,-23.513,-948.573,0.6649,0.6649,0,0,-199.629,-17.221,-216.185,-500.186,10.194,-199.629
2021-09-30,261.297,30.733,-79.777,-49.044,-43.374,0,693.403,-197.783,452.246,828.585,-24.402,0,45.001,-696.817,-651.816,37.287,-638.931,346.8271,346.8271,-92.743,-92.743,-134.822,-21.216,98.046,278.83,13.364,-134.822
2021-06-30,237.238,37.054,-192.207,-155.153,-225.428,0,655.624,-229.813,200.3831,384.819,154.927,0,-86.025,-289.676,-375.701,14.363,-206.411,-399.55,-399.55,0.525,0.525,0,-5.222,-404.247,-224.712,11.305,0
2021-03-31,229.52500,33.54300,-12.39400,21.14900,-96.29000,,523.22500,-160.27400,266.66090,310.99000,-1.08500,,151.77600,-1391.41400,-1239.63800,45.49200,-1195.23100,581.21300,581.21300,-30.20800,-30.20800,-21.28500,-1.50300,528.21700,-357.45500,11.81700,-21.28500
2020-12-31,312.15,38.87,-238.205,-199.335,2.018,0,305.501,-131.321,282.1739,479.741,214.215,0,-63.076,-310.1255,-373.2015,-86.777,-245.764,-356.0599,-356.0599,-34.498,-34.498,-21.325,-37.76,-449.643,-199.081,11.816,-21.325
2020-09-30,151.678,32.13,-53.802,-21.672,28.567,0,501.482,-112.353,360.7411,557.094,-20.268,0,60.943,-578.4434,-517.5004,16.92,-520.848,147.659,147.659,-12.957,-12.957,-21.402,-14.325,98.975,140.621,12.111,-21.402
