,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,71.862,9.33,28.277,37.607,201.46,-40.299,-38.967,-21.644,80.559,177.384,-15.654,-0.955,0.253,0.253,0,-16.356,-126.0798,0.334,-125.7458,1.714,1.714,-39.052,-0.17,-163.254,-3.488,3.188,-39.052
2022-09-30,190.056,9.961,-3.155,6.806,202.47,27.822,-161.453,-10.598,69.233,278.739,-8.163,-0.68,1.76,1.76,0,-7.083,-75.5441,-7.523,-83.067,-190.436,-190.436,-39.544,0,-313.047,-42.402,4.12,-39.544
2022-06-30,307.283,9.879,11.021,20.9,-80.845,55.492,-79.432,2.757,-85.566,236.84,-10.643,-7.629,0,0,0,-18.272,91.6441,-1.534,90.11,-214.288,-214.288,-39.896,0,-164.074,56.116,3.914,-39.896
2022-03-31,179.26100,9.85500,3.59900,13.45400,-303.40000,-306.58200,287.44900,-23.33000,-406.60100,-208.10900,-9.15900,,,,,-9.15900,312.01500,9.49300,321.50800,-59.28500,-59.28500,-32.13200,-1.37400,228.71700,11.04400,3.65700,-32.13200
2021-12-31,107.609,7.935,13.652,21.587,106.832,-257.866,-31.723,-28.525,-169.515,-45.575,-13.435,-794.069,0,0,0,-807.504,820.3589,1.028,821.3869,5.609,5.609,-32.072,-1.028,793.896,-59.154,3.432,-32.072
2021-09-30,184.665,7.484,-0.698,6.786,108.57,-152.549,-23.752,-5.809,-24.87,171.837,-6.89,-2.725,0,0,0,-9.615,-59.4539,0.685,-58.7689,-44.234,-44.234,-32.091,-1.61,-136.704,25.01,4.206,-32.091
2021-06-30,259.695,7.302,8.467,15.769,-95.67,85.393,-199.297,-11.358,-162.626,110.115,-8.494,-14.479,0,0,0,-22.973,-7.784,-2.351,-10.135,-13.613,-13.613,-32.119,0,-55.867,31.387,3.712,-32.119
2021-03-31,98.65500,7.30500,3.76200,11.06700,-199.67200,-200.18500,369.66500,-5.50700,-35.33200,77.11300,-8.83900,-0.68300,,,,-9.52200,16.53100,0.54000,17.07100,-68.60400,-68.60400,-23.29900,-0.36200,-75.19400,-7.05000,3.83700,-23.29900
2020-12-31,59.173,7.444,4.726,12.17,96.441,-142.214,-12.597,-15.147,-62.676,8.667,-4.805,-99.932,0,0,0,-104.737,75.8369,0.16,75.9969,3.123,3.123,-23.33,0,55.79,-40.621,3.421,-23.33
2020-09-30,119.098,7.306,3.788,11.094,94.377,24.568,-80.805,2.08,40.693,167.714,-3.866,-10.944,0,0,0,-14.81,-101.125,2.151,-98.974,-0.106,-0.106,-23.287,0,-122.367,30.564,3.874,-23.287
2020-06-30,157.555,7.311,3.493,10.804,-104.964,232.055,-172.684,-5.31,33.657,201.472,-4.691,-0.069,0,0,0,-4.76,-140.554,-6.795,-147.349,0.869,0.869,-23.165,0,-169.645,26.377,3.567,-23.165
