,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-06-30,575,142,32,174,-1456,2978,-1355,-204,-37,719,-84,0,6377,6377,-2023,4270,-2,-300,-302,13,13,-135,-4589,-5013,-24,32,-135
2017-03-31,564.00000,137.00000,52.00000,189.00000,435.00000,-665.00000,-1973.00000,-139.00000,-2342.00000,-1577.00000,-80.00000,,-7098.00000,-7098.00000,1591.00000,-5587.00000,641.00000,600.00000,1241.00000,58.00000,58.00000,-158.00000,3427.00000,4568.00000,-2596.00000,52.00000,-158.00000
2016-12-31,522,146,60,206,-555,-747,2863,361,1922,2629,-74,0,-12140,-12140,-517,-12731,-2,-3001,-3003,113,704,-121,13860,11440,1338,40,-121
2016-09-30,503,134,21,155,503,-1817,18,81,-1215,-549,-77,0,-11884,-11884,-249,-12210,-2,-1999,-2001,12,12,-135,12338,10214,-2545,26,-135
2016-06-30,452,118,26,144,-771,1627,670,-237,1289,1892,-139,0,-4701,-4701,-232,-5072,-2,4200,4198,12,12,-120,1609,5699,2519,28,-120
2016-03-31,412.00000,102.00000,49.00000,151.00000,826.00000,-614.00000,-1023.00000,-131.00000,-942.00000,-369.00000,-56.00000,,-8562.00000,-8562.00000,-144.00000,-8762.00000,-1.00000,800.00000,799.00000,7.00000,732.00000,-110.00000,6189.00000,7610.00000,-1521.00000,47.00000,-110.00000
2015-12-31,416,101,30,131,-224,-2418,2480,518,356,892,-62,0,-9509,-9509,-134,-9705,-3,0,-3,23,23,-99,10504,10425,1612,37,-99
2015-09-30,376,99,24,123,-137,782,-236,179,588,1091,-79,0,-6026,-6026,-245,-6350,-2,0,-2,17,598,-100,6112,6608,1349,29,-100
2015-06-30,353,94,28,122,-1066,1546,-213,-179,88,568,-70,0,-3421,-3421,-415,-3906,-2,0,-2,22,22,-88,3412,3344,6,30,-88
2015-03-31,302.00000,92.00000,35.00000,127.00000,-333.00000,1256.00000,-2343.00000,-312.00000,-1732.00000,-1305.00000,-55.00000,,-8386.00000,-8386.00000,-221.00000,-8662.00000,996.00000,,996.00000,28.00000,28.00000,-100.00000,6691.00000,7615.00000,-2352.00000,39.00000,-100.00000
2014-12-31,350,88,13,101,-268,-835,1178,336,411,860,-90,0,-3102,-3102,-347,-3539,-1,0,-1,51,51,-87,5491,5454,2775,35,-87
2014-09-30,321,82,26,108,-682,-786,1941,97,570,987,-145,0,-489,-489,-212,-846,-1,0,-1,57,57,-100,1659,1615,1756,26,-100
2014-06-30,324,79,18,97,-138,1328,-1022,-162,6,432,-112,0,-399,-399,-289,-800,-2,0,-2,16,16,-86,99,27,-341,25,-86
2014-03-31,326.00000,75.00000,30.00000,105.00000,-593.00000,3066.00000,-2732.00000,-105.00000,-364.00000,69.00000,-53.00000,,-2978.00000,-2978.00000,-179.00000,-3210.00000,-2.00000,,-2.00000,65.00000,65.00000,-100.00000,2623.00000,2586.00000,-555.00000,29.00000,-100.00000
2013-12-31,319,82,12,94,-826,-68,1018,302,426,831,-73,0,-1901,-1901,-319,-2293,-2,0,-2,118,118,-85,1797,1828,366,33,-85
2013-09-30,290,88,21,109,-414,3497,-2881,57,259,661,-65,0,-6201,-6201,-339,-6605,274,0,274,59,59,-99,6838,7072,1128,24,-99
2013-06-30,256,99,24,123,-300,-57,542,-45,140,532,-62,0,-2609,-2609,-446,-3117,-1,0,-1,56,56,-86,1919,1888,-697,22,-86
2013-03-31,206.00000,95.00000,47.00000,142.00000,869.00000,1663.00000,-3358.00000,103.00000,-723.00000,-368.00000,-49.00000,,-7458.00000,-7458.00000,-528.00000,-8035.00000,-2.00000,-300.00000,-302.00000,25.00000,25.00000,-98.00000,3046.00000,2671.00000,-5732.00000,37.00000,-98.00000
2012-12-31,211,109,37,146,-1275,-3552,5513,-172,514,893,-41,-80,-12083,-12083,4786,-7418,-175,300,125,-854,9,-85,10616,10665,4140,26,-85
2012-09-30,247,115,38,153,-249,-2519,2909,61,202,605,-31,0,-2077,-2077,-246,-2354,-204,0,-204,5,5,-98,2480,2183,434,25,-98
2012-06-30,275,94,40,134,-475,4213,-4482,4,-740,-330,-34,0,-2638,-2638,-96,-2768,-2,0,-2,475,475,-77,3997,4393,1295,29,-77
2012-03-31,195.00000,100.00000,43.00000,143.00000,-496.00000,-734.00000,1038.00000,-48.00000,-240.00000,98.00000,-42.00000,,-3712.00000,-3712.00000,34.00000,-3720.00000,-1.00000,,-1.00000,409.00000,409.00000,-77.00000,1406.00000,1737.00000,-1885.00000,25.00000,-77.00000
2011-12-31,163,122,92,214,339,831,-1221,114,63,452,-43,-30,-4641,-4641,-132,-4846,-1,0,-1,7,7,-77,6768,6697,2303,26,-77
2011-09-30,220,64,47,111,682,-2100,1248,-73,-243,94,-60,84,-1539,-1539,-239,-1754,-112,0,-112,16,16,-73,1739,1570,-90,26,-73
2011-06-30,238,47,32,79,-301,-802,1541,-135,303,615,-39,0,-308,-308,-334,-681,-2,-58,-60,35,35,-73,1082,984,918,29,-73
2011-03-31,243.00000,58.00000,29.00000,87.00000,-159.00000,-371.00000,1482.00000,25.00000,977.00000,1303.00000,-38.00000,,-935.00000,-935.00000,-413.00000,-1386.00000,-1.00000,58.00000,57.00000,38.00000,38.00000,-72.00000,677.00000,700.00000,617.00000,18.00000,-72.00000
2010-12-31,119,73,-2,71,-1297,-2679,3091,241,-644,-451,-47,-44,-4044,-4044,2127,-2008,-1,0,-1,12,12,-73,1751,1689,-770,23,-73
2010-09-30,124,35,30,65,24,-1133,1338,-260,-31,166,-28,0,-7130,-7130,-393,-7551,700,0,700,4,4,-72,2944,3576,-3809,21,-72
2010-06-30,205,36,30,66,-479,750,109,218,598,865,-25,0,-1166,-1166,-225,-1416,-2,0,-2,7,7,-71,3833,3767,3216,22,-71
2010-03-31,6.00000,37.00000,41.00000,78.00000,-712.00000,-733.00000,631.00000,151.00000,-663.00000,-589.00000,-29.00000,,-4131.00000,-4131.00000,-275.00000,-4435.00000,-201.00000,,-201.00000,555.00000,555.00000,-72.00000,2795.00000,3077.00000,-1947.00000,21.00000,-72.00000
2009-12-31,164,20,97,117,-739,-1185,2664,-278,462,737,-32,0,-3483,-3483,-354,-3869,-1,0,-1,7,7,-70,3321,3257,125,21,-70
2009-09-30,200,38,30,68,-260,-2199,1621,170,-668,-406,-39,0,-4166,-4166,-339,-4544,-39,0,-39,15,15,-70,3798,3704,-1246,19,-70
2009-06-30,205,41,31,72,-1045,440,1282,-12,665,947,-37,0,-3542,-3542,-298,-3877,746,0,746,19,19,-70,5062,5757,2827,17,-70
2009-03-31,218.00000,42.00000,31.00000,73.00000,743.00000,-1034.00000,479.00000,-295.00000,-107.00000,159.00000,-32.00000,,-1451.00000,-1451.00000,-284.00000,-1767.00000,-39.00000,,-39.00000,12.00000,12.00000,-69.00000,2797.00000,2701.00000,1093.00000,18.00000,-69.00000
