,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,-5215,-2099,1550,-549,-16683,0,15659,2963,1939,-4164,769,0,-26989,-26989,5712,-20508,-1942,4358,2416,673,673,1559,48116,52764,28092,-281,1559
2022-09-30,2020,614,-1719,-1105,2263,10605,-4868,-13,7987,9054,-232,0,22863,22863,-871,21760,-264,-850,-1114,-1446,-1446,-539,-46295,-49394,-18580,75,-539
2022-06-30,1793,695,44,739,7933,-5977,-10427,-2093,-10564,-7943,-241,0,4945,4945,-2314,2390,-765,-2885,-3650,743,3,-511,-23821,-27979,-33532,62,-511
2022-03-31,1402.00000,790.00000,125.00000,915.00000,6487.00000,-4628.00000,-364.00000,-857.00000,638.00000,3053.00000,-296.00000,,-819.00000,-819.00000,-2527.00000,-3642.00000,2971.00000,-623.00000,2348.00000,30.00000,770.00000,-509.00000,22000.00000,24609.00000,24020.00000,144.00000,-509.00000
2021-12-31,1580,861,-3504,-2643,-4025,-3398,12619,1380,6576,5639,-313,0,-18297,-18297,-3083,-21693,-607,1852,1245,59,59,-453,48440,49291,33237,47,-453
2021-09-30,1526,853,3688,4541,-4313,-4661,8040,-3416,-4350,1815,-178,0,-20102,-20102,-2671,-22951,832,-500,332,18,18,-469,26626,26507,5371,48,-469
2021-06-30,1265,889,39,928,-7540,-361,3673,1385,-2843,-594,-239,0,-14206,-14206,-3416,-17861,1019,1000,2019,2853,-553,-455,-1265,-254,-18709,59,-455
2021-03-31,1484.00000,907.00000,84.00000,991.00000,-10290.00000,5022.00000,-2862.00000,821.00000,-7309.00000,-4742.00000,-186.00000,,-11154.00000,-11154.00000,-1818.00000,-13158.00000,3970.00000,2500.00000,6470.00000,97.00000,2903.00000,-445.00000,11851.00000,20779.00000,2879.00000,100.00000,-445.00000
2020-12-31,1135,851,-58,793,-11000,4223,14595,3412,11230,13257,-166,11992,-32817,-32817,-1415,-22406,1981,0,1981,2514,2514,-406,37258,41347,32198,80,-406
2020-09-30,698,623,33,656,-4027,1767,1871,-1129,-1518,-80,-130,-12,-24377,-24377,-1481,-26000,-700,0,-700,6,6,-327,19150,18129,-7951,33,-327
2020-06-30,671,430,35,465,-2345,-12388,-3588,659,-17662,-16443,-179,2768,-59423,-59423,-1415,-58249,0,0,0,2476,2476,-266,24088,26298,-48394,35,-266
2020-03-31,795.00000,286.00000,56.00000,342.00000,2763.00000,-3810.00000,10031.00000,-86.00000,8898.00000,10118.00000,-156.00000,,-17691.00000,-17691.00000,-1349.00000,-19196.00000,1089.00000,,1089.00000,23.00000,23.00000,-281.00000,57377.00000,58208.00000,49130.00000,56.00000,-281.00000
2019-12-31,852,258,54,312,-701,-119,3598,290,3068,4304,-193,0,328,328,-1430,-1295,0,0,0,-203,-203,-252,10739,10284,13293,52,-252
2019-09-30,951,211,36,247,357,31,4609,-855,4142,5402,-205,2,-6680,-6680,-306,-7189,0,0,0,-792,-792,-271,952,-111,-1898,36,-271
2019-06-30,937,175,39,214,-902,631,1312,-10,1031,2214,-171,-2,2492,2492,-156,2163,593,0,593,-1133,-1133,-261,-11082,-11883,-7506,39,-261
2019-03-31,964.00000,151.00000,56.00000,207.00000,1121.00000,-1520.00000,-3025.00000,-375.00000,-3799.00000,-2595.00000,-139.00000,,18318.00000,18318.00000,106.00000,18285.00000,,,,26.00000,26.00000,-276.00000,-11979.00000,-12229.00000,3461.00000,56.00000,-276.00000
2018-12-31,935,154,7055,7209,905,-7012,4832,903,-372,7801,-170,0,-14300,-14300,-65,-14535,1085,0,1085,-983,-983,-208,17973,17867,11133,84,-208
2018-09-30,923,167,30,197,166,2146,-2408,220,124,1275,-147,0,-6220,-6220,1,-6366,-2,-30266,-30268,9,9,-225,43751,13267,8176,30,-225
2018-06-30,866,166,33,199,-1331,3974,-461,-156,2026,3132,-131,0,-12789,-12789,-195,-13115,1659,30266,31925,50,50,-170,-20529,11276,1293,33,-170
2018-03-31,783.00000,169.00000,50.00000,219.00000,-840.00000,892.00000,-480.00000,-362.00000,-790.00000,248.00000,-122.00000,,-6451.00000,-6451.00000,34.00000,-6539.00000,-627.00000,-15000.00000,-15627.00000,49.00000,49.00000,-184.00000,20518.00000,4756.00000,-1535.00000,50.00000,-184.00000
2017-12-31,597,171,100,271,-2179,-1953,720,-762,-4174,-3290,-133,0,-12860,-12860,-249,-13242,1485,10000,11485,73,80,-136,4342,15771,-761,42,-136
2017-09-30,618,161,27,188,-228,4573,-2043,185,2487,3309,-103,0,-5362,-5362,-449,-5914,-252,4700,4448,27,27,-163,2961,7273,4668,27,-163
