,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,-624.7,-146.7,-221.8,-368.5,-721.9,397.2,1248.3,0,923.6,456.5,119.8,0,0,122.6001,122.6001,-4.4,-130.6,549.6,0,549.6,240.1,240.1,426.7,-417.6,-168.1,208.1,-83.1,249.1
2022-09-30,168.3,47.9,111,158.9,212.6,-97.5,15.1,0,130.2,492,-62.7,0,0,-19.2002,-19.2002,-0.3,-82.2,-31.7,-184.6,-216.3,-5.7,-5.7,-144.9,101.1,-265.8,93.2,26,-85.7
2022-06-30,218.9,49.3,59.3,108.6,371.6,-172.7,-493.3,0,-294.4,123.1,-33.2,0,0,-43.4999,-43.4999,0,-76.7,-614.8,184.6,-430.2,-1.9,-1.9,-144.8,99.2,-477.7,-481.3,27.6,-85.6
2022-03-31,237.50000,49.50000,51.50000,101.00000,137.70000,-127.00000,-770.10000,,-759.40000,-375.40000,-23.90000,,,-59.90000,-59.90000,4.70000,-79.10000,96.90000,,96.90000,-232.50000,-232.50000,-137.00000,217.30000,-55.30000,-533.00000,29.50000,-77.80000
2021-12-31,557.1,50.4,-67.1,-16.7,329.9,-245.4,-573.5,0,-488.9995,-3.7,-35.6,0,0,-211.0996,-211.0996,-13.1,-259.8,134.0998,0,134.0998,-2.8,-2.8,-138,109.8,103.1,-162.4,34.1,-78.8
2021-09-30,545.6,51,-62.9,-11.9,1161.2,-40.8,-1065.2,0,55.1992,601,-26,0,0,-338.3999,-338.3999,0,-364.4,514.2001,0,514.2001,-10.5,-10.5,-138,-6.6,359.1,572.4,33.2,-78.8
2021-06-30,495.1,52.8,-120.2,-67.4,2347.2,-5.1,-2218.7,0,123.4004,507.7,-26.9,0,0,-56.9003,-56.9003,0,-83.8,40.5,0,40.5,114.1,114.1,-137.8,-499.5,-482.7,-58.8,34.2,-78.6
2021-03-31,371.60000,51.10000,-10.00000,41.10000,1742.90000,-130.30000,-2018.10000,,-405.50000,-26.90000,-20.30000,,,-110.90000,-110.90000,-8.70000,-139.90000,225.80000,,225.80000,-161.70000,-161.70000,-130.70000,204.40000,137.80000,-43.40000,38.60000,-71.50000
2020-12-31,330.8,53.2,32.6,85.8,943.7,-11.9,-720.9,0,210.9001,567.6,-41.4,0,0,3.3999,3.3999,7.4,-30.6,31.5,-90,-58.5,-6.4,-6.4,-130.7,140,-55.6,518.7,50.3,-71.5
2020-09-30,294.7,51.6,-48.9,2.7,409.2,-11.9,-261.4,0,135.8997,401.8,-26.4,0,0,-86.3999,-86.3999,26.8,-86,56.4,-235.6,-179.2,-5.8,-5.8,-130.6,14,-301.6,49.4,43,-71.4
2020-06-30,62,50.3,217.5,267.8,1168.2,-11.8,-1088.3,0,68.1001,337.9,-28,0,0,-284.4001,-284.4001,21.4,-291,313.5,-182.4,131.1,187.2,187.2,-132.8,-210.5,-25,41.7,47.8,-73.6
2020-03-31,120.00000,48.40000,179.50000,227.90000,1223.30000,-12.60000,-1742.10000,,-531.39990,-77.00000,-19.20000,,,-382.70000,-382.70000,-50.10000,-452.00000,75.50000,508.00000,583.50000,-222.10000,-222.10000,-200.10000,-65.00000,96.30000,-471.70000,47.40000,-140.90000
2019-12-31,242.6,52.5,115.2,167.7,413.7,-35.4,-344.6,0,33.7,447.3,-48.7,-38.2,0,-595.2,-595.2,18.6,-663.5,729.5,-216.9,512.6001,-14.4,-14.4,-200,43.3,341.5,166.9,48.7,-140.8
2019-09-30,242.6,48.5,52.7,101.2,663.7,-93.5,-578.3,0,-8.1,321.9,-26.6,-11.2,0,-142.0001,-142.0001,-55.2,-235,361.2,175.5,536.6999,-311.6,-311.6,-207.2,17.9,35.8,99,49.4,-142.8
