,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-06-30,62,40.3,72.8,113.1,577.2,-28.1,-232.3,0,316.8,467.8,-27.9,339.9,45,-570.6999,-525.6999,12.8,-200.9,476.2,-395.7,80.5,-65.2,-65.2,-125.4,21.1,-89,167,59.6,-125.4
2019-03-31,190.60000,36.30000,54.20000,90.50000,-720.30000,-56.40000,406.30000,,-370.40000,-120.40000,-21.10000,,-45.00000,-309.70000,-354.70000,42.40000,-333.40000,-37.70000,106.30000,68.60000,-78.60000,-78.60000,-120.10000,43.10000,-87.00000,-537.10000,49.80000,-120.10000
2018-12-31,94.8,36.5,85.9,122.4,1225.1,-112.4,-1205.1,0,-92.4,166.7,-34.2,0,13.7,-131.5,-117.8,-63.8,-215.8,473.8,-406.4,67.4,-2.1,-2.1,-122.3,12.9,-44.1,-108.9,47.9,-122.3
2018-09-30,281.2,39.6,29.6,69.2,-135.8,-237.8,294.4,0,-79.2,265.3,-22.1,0,-13.7,-829.6,-843.3,0,-865.4,850.3,-141.7,708.6,-2.8,-2.8,-124.3,207.7,789.2,80.4,42.7,-124.3
2018-06-30,241.9,32.4,45,77.4,-171.3,6.3,290.7,0,125.7,449,-25.6,-1469.3,-0.2,-24.6,-24.8,0,-1519.7,43.2,878.9,922.1,-7.6,-7.6,-124.4,49.4,839.5,-288.4,40.9,-124.4
2018-03-31,265.20000,33.60000,-3.10000,30.50000,26.40000,3.20000,-377.50000,,-347.90000,-52.20000,-20.60000,,0.20000,-277.40000,-277.20000,,-297.80000,51.10000,,51.10000,-39.30000,-39.30000,-119.60000,63.20000,-44.60000,-395.40000,40.90000,-119.60000
2017-12-31,422.6,34.6,38.5,73.1,-285.1,-64.8,250.8,0,-99.0999,384.8,-29,0,0,-442.6997,-442.6997,0,-471.7,477.2998,0,477.2998,-5.2,-5.2,-118.9,36.6,389.8,315.5,40.4,-118.9
2017-09-30,274.6,29.7,-8.4,21.3,-809.8,-31.9,954.5,0,112.8,389.8,-22.8,-299.2,0,-240.4002,-240.4002,0,-562.4,422.7999,0,422.7999,-1.3,-1.3,-119,64.6,367.1,228,42.4,-119
2017-06-30,249.6,26.2,28.2,54.4,-1166.8,-157.3,1279.3,0,-44.8001,256.7,-32.8,0,0,136.2999,136.2999,0,103.5,-321.0999,-19.4,-340.4999,-4.8,-4.8,-118.9,100,-364.2,41.5,43.3,-118.9
2017-03-31,214.20000,26.30000,182.30000,208.60000,-1157.70000,-88.50000,956.10000,,-290.10000,126.50000,-27.10000,,,-16.70000,-16.70000,,-43.80000,-176.70000,-9.30000,-186.00000,-52.50000,-52.50000,-114.80000,129.60000,-223.70000,-137.50000,49.20000,-114.80000
2016-12-31,218.1,25.7,77.6,103.3,-1134.7,-355.3,1190.2,66.2,-233.6001,72.2,-46.4,0,-34.1,-173.5997,-207.6997,0,-254.1,526.5,28.7,555.2,-110.3,-110.3,-114.1,162.5,493.3,125.6,41.3,-114.1
2016-09-30,255.9,25.6,32.8,58.4,-433.6,-13.4,574.4,-57.3,70.1001,368.2,-36,0,32.5,-265.5001,-233.0002,0,-269,318.5,0,318.5,-180.7,-180.7,-115.7,30.9,53,135.1,39.3,-115.7
2016-06-30,236.5,25.2,-18.8,6.4,-830.4,-35.2,959.5,-95.2,-1.2999,245.8,-39.3,-88.7,-1.5,-246.2,-247.6999,0,-375.7,358.2,0,358.2,-82.4,-82.4,-117.6,15.1,173.3,-8.3,40.4,-117.6
2016-03-31,157.80000,24.70000,91.30000,116.00000,-993.50000,-83.30000,679.80000,86.30000,-310.70010,-32.20000,-26.00000,-33.20000,3.10000,-51.00000,-47.90000,,-107.10000,-46.80000,,-46.80000,-161.60000,-161.60000,-113.00000,71.90000,-249.50000,-396.90000,38.70000,-113.00000
2015-12-31,194.8,25,9.6,34.6,-321.5,0,451.8,216.8,347.1,572.8,-36.4,0,-0.8,-138.0999,-138.8999,0,-175.3,379.9,-99.5,280.4,-288.1,-288.1,-113.7,16.4,-105,260.7,37.4,-113.7
2015-09-30,241.3,22.6,16.8,39.4,-2118.5,0,2206.6,-270.8,-182.7,97.1,-37.7,0,24.6,-78.6002,-54.0002,0,-91.7,338.5,91.6,430.1,-175,-175,-116.2,18.5,157.4,125,36.2,-116.2
2015-06-30,244,23.3,27,50.3,-417,0,545.9,82.8,211.7002,514.8,-27.4,0,6.9,-10.7999,-3.8999,0,-31.3,-63.1,-3.3,-66.4,-81,-81,-116.5,-19,-282.9,246,36,-116.5
2015-03-31,284.00000,22.70000,-40.70000,-18.00000,-1632.90000,,1312.70000,0.60000,-319.60010,-56.30000,-23.00000,,-24.50000,-319.00000,-343.50000,,-366.50000,358.90000,11.20000,370.10000,-75.90000,-75.90000,-108.10000,-7.20000,178.90000,-294.50000,40.70000,-108.10000
2014-12-31,225.9,22,86.5,108.5,-32,0,45.8,-158.6,-144.8,183,-46.5,0,0.2,-331.3,-331.1,0,-377.6,440.2,0,440.2,-47.6,-47.6,-108.3,102.1,386.4,161.6,33.7,-108.3
2014-09-30,251.6,21.6,16.9,38.5,168.9,0,-42.5,49.3,175.7,467.1,-36.9,0,26.2,-469.1001,-442.9001,0,-479.8,414.8,0,414.8,-46.6,-46.6,-108.6,-52.3,207.3,156.6,34.3,-108.6
2014-06-30,316.8,22.4,-10.8,11.6,118.2,0,-109.5,455.2,463.9,769.5,-28.4,60.8,-45.9,-411.7999,-457.6999,0,-425.3,-134.4,0,-134.4,-46.3,-46.3,-109.1,150.3,-139.5,217.3,33.5,-109.1
2014-03-31,206.80000,23.40000,-4.50000,18.90000,-520.90000,,272.10000,-196.10000,-444.90000,-219.20000,-21.40000,,8.50000,-531.60000,-523.10000,,-544.50000,553.90000,,553.90000,-118.10000,-118.10000,-98.00000,70.50000,408.30000,-352.50000,36.50000,-98.00000
2013-12-31,330.8,22.4,-89.8,-67.4,117.3,0,-32.9,-143.9,-59.4999,190.3,-21.2,136.3,-98.7,-237.3999,-336.0999,0,-221,1408.6,-788,620.5999,-345.1,-345.1,-100.5,1.2,176.2,156.7,30.1,-100.5
2013-09-30,248.7,21.8,0.5,22.3,1.5,0,153.6,-89.1,65.9999,334.3,-26.7,0,-4.5,90.7,86.2,0,59.5,18.8,-58,-39.2,2.2,2.2,-100.8,-36.9,-174.7,258.3,33.6,-100.8
2013-06-30,203.7,21.9,45.9,67.8,-105.3,470.2,180.2,-76,469.1001,740.2,-22.2,-1.2,-25.1,-176.3001,-201.4001,0,-224.8,-150.9,-69,-219.9,-69.9,-69.9,-101.2,-88.6,-479.6,31.5,35.9,-101.2
2013-03-31,199.60000,22.30000,34.20000,56.50000,-606.60000,-470.20000,353.80000,,-723.00010,-484.60000,-18.10000,,22.90000,141.60010,164.50010,,146.40000,195.60000,328.50000,524.10000,-39.80000,-39.80000,-77.20000,11.70000,418.80000,49.20000,33.50000,-77.20000
2012-12-31,128,22.5,-1.7,20.8,-38.1,296,110.1,-36.2,331.8,501.6,-30.9,-31.6,5.7,-61.0999,-55.3999,0,-117.9,144.1999,-168,-23.8001,-69.2,-69.2,-77.5,-258,-428.5,-44.6,33.5,-77.5
2012-09-30,156.9,21.6,61.7998,83.3998,-111.2,-250.1,209.9,0,-151.4,70.5,-31.2,0,2.7,234.4999,237.1999,16.4,222.4,23.2,-56.5,-33.3,-34.9,-34.9,-77.8,1.7,-144.3,161.7,35.9,-77.8
2012-06-30,227.6,26.6,-9.6998,16.9002,356.1,84,-286.8,0,153.3,405.5,-18.8,-0.5,-42.6,39.6999,-2.9001,0,-22.2,-333.4,231,-102.4,-73.1,-73.1,-78,1.4,-252.1,126.1,37,-78
2012-03-31,74.80000,24.30000,138.50000,162.80000,-93.00000,-129.90000,-154.40000,,-377.30000,-158.30000,-17.80000,-5.10000,-1.10000,-140.70000,-141.80000,,-164.70000,247.90000,41.00000,288.90000,-64.80000,-64.80000,-55.70000,10.60000,179.00000,-135.10000,30.00000,-55.70000
2011-12-31,309.9,22.1,-137.1001,-115.0001,172.1,-32.1,42.7,0,182.7,322.8,-46.4,-11.4,9.7,42.4001,52.1001,0,-5.7,-82.7,-105,-187.7,-102.1,-102.1,-55.9,-1.1,-346.8,-29.6,29.1,-55.9
2011-09-30,83.4,35.3,155.8002,191.1002,301.7,264.8,-364.7,0,201.8,496,-7.3,0,10.5,120.7002,131.2002,0,123.9,-217.1,-194,-411.1,1.1,1.1,-56.5,0.7,-465.8,135.5,29.2,-56.5
2011-06-30,129.4,32.1,98.4,130.5,118.3,44.9,-166,0,-2.8,251.1,-19.9,-0.3,1.6,215.0997,216.6997,0,196.5,-205.9,251,45.1,-278.7,-278.7,-56.9,-10.2,-300.7,149.6,30.5,-56.9
2011-03-31,99.30000,27.90000,110.89990,138.79990,-378.70000,-13.40000,56.80000,,-335.30000,-105.10000,-20.80000,-20.00000,7.00000,67.20010,74.20010,,33.40000,-142.80000,17.00000,-125.80000,-44.40000,-44.40000,-51.60000,13.00000,-208.80000,-268.60000,26.30000,-51.60000
2010-12-31,156.7,31.3,95.5999,126.8999,572.7,-241,-599.2,0,-267.5,3.7,-32.2,-50.8,29.1,360.5,389.6,0,306.6,-50.2,-78.5,-128.7,-55.7,-55.7,-51.6,0.6,-235.4,76.4,30.8,-51.6
2010-09-30,27.4,26.3,160.9,187.2,-507.7,-2.7,749.3,0,238.9,438.9,-21.7,-12.9,10.9,-61.6001,-50.7001,0,-85.3,-89.5,-1.5,-91,-123.1,-123.1,-52.6,1.9,-264.8,108.5,31.5,-52.6
2010-06-30,238.2,20.8,-243.4,-222.6,160.8,23.6,-95.7,0,88.7,113.6,-20.2,-712.2,-6.4,45.6,39.2,0,-693.2,-65.5,650,584.5,2.5,2.5,-48.9,5.5,543.6,-41.4,31.3,-48.9
2010-03-31,214.50000,18.30000,-35.30000,-17.00000,-449.10000,-116.10000,188.60000,,-376.60000,-177.00000,-15.50000,,-2.80000,152.40000,149.60000,,134.10000,-75.00000,,-75.00000,3.70000,3.70000,-44.80000,6.80000,-109.30000,-165.00000,24.20000,-44.80000
2009-12-31,134.2,24.9,-17.4,7.5,13.4,10.3,35.9,0,59.6,201.3,-15.8,-34.2,-1.8,-10.8,-12.6,0,-62.6,-309.6,0,-309.6,39.5,39.5,-44.7,10.7,-304.1,-161.8,22.7,-44.7
2009-09-30,104.7,20,22.2,42.2,-119.3,9.1,129.5,0,19.3,164.2,-0.1,0,-8.1,-29.5,-37.6,0,-37.7,-449.6,0,-449.6,472.7,472.7,-44,0.1,-20.8,106.1,24.2,-44
2009-06-30,28.2,16.7,58.7,75.4,-300.8,11.6,372.8,0,83.6,177.2,-11.8,0,6.5,5.8,12.3,0,0.5,326.7,-7.5,319.2,7.9,7.9,-41.3,0,285.8,484.6,20.2,-41.3
2009-03-31,-57.80000,16.00000,138.40000,154.40000,-61.70000,14.00000,-233.10000,,-280.80000,-180.00000,-5.00000,,6.60000,-4.20000,2.40000,,-2.60000,-9.60000,-4.50000,-14.10000,1.70000,1.70000,-38.90000,-10.30000,-61.60000,-252.10000,23.70000,-38.90000
