,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,-520.512,-784.565,210.337,-574.228,213.181,72.623,-137.433,-48.03,62.826,-1031.914,1173.495,0,18.962,18.962,29.438,1221.895,-305.628,-174.82,-480.448,-0.062,-0.062,282.838,10.628,-187.044,2.937,-12.824,282.838
2022-09-30,330.632,282.596,-157.73,124.866,-182.035,-38.308,32.584,159.17,-11.87,443.628,-399.155,0,-18.337,-18.337,-10.153,-427.645,129.826,-74.18,55.646,0.51,0.51,-94.296,0,-38.14,-22.157,4.952,-94.296
2022-06-30,168.618,258.888,-45.604,213.284,-97.292,-22.423,118.722,-99.638,-134.224,247.678,-411.019,0,-0.57,-0.57,-8.32,-419.909,13.75,278.05,291.8,0.557,0.557,-94.277,-10.628,187.452,15.221,2.534,-94.277
2022-03-31,21.26200,243.08100,-7.00300,236.07800,66.14600,-11.89200,-13.87300,-11.50200,83.26800,340.60800,-363.32100,,-0.05500,-0.05500,-10.96500,-374.34100,162.05200,-29.05000,133.00200,-1.00500,-1.00500,-94.26500,,37.73200,3.99900,5.33800,-94.26500
2021-12-31,31.89,206.162,-24.892,181.27,38.025,13.874,1.262,-30.998,-13.659,199.501,-428.668,0,13.5,13.5,-9.449,-424.617,150,167,317,-2.827,-2.827,-94.149,-10.627,209.397,-15.719,1.752,-94.149
2021-09-30,344.104,196.172,-27.549,168.623,-69.446,-15.295,-47.553,-44.403,-164.564,348.163,-290.109,0,-16.874,-16.874,-5.761,-312.744,446.999,-379.7,67.299,0.653,0.653,-91.829,0,-23.877,11.542,3.224,-91.829
2021-06-30,219.436,185.519,-53.352,132.167,-91.683,-26.648,42.093,-134.528,-241.265,110.338,-300.565,0,-0.57,-0.57,-0.364,-301.499,0,289.95,289.95,0.562,0.562,-91.779,-10.628,188.105,-3.056,2.147,-91.779
2021-03-31,40.51400,175.84500,-61.68600,114.15900,50.54500,-4.80100,24.46500,-83.64700,47.33900,202.01200,-348.47900,,-0.57000,-0.57000,0.98000,-348.06900,150.00000,45.75000,195.75000,-0.73800,-0.73800,-91.72100,,103.29100,-42.76600,11.33700,-91.72100
2020-12-31,-14.518,167.759,-32.086,135.673,100.807,4.78,0.341,35.569,73.191,194.346,-334.486,0,13.274,13.274,-1.103,-322.315,-2.3,111.075,108.775,0.26,0.26,-91.653,-11.371,6.011,-121.958,6.173,-91.653
2020-09-30,351.245,168.089,2.332,170.421,-126.765,-3.452,-24.172,-46.958,-118.679,402.987,-283.917,0,-15.223,-15.223,-3.842,-302.982,394.936,-233.975,160.961,0.555,0.555,-86.358,0,75.158,175.163,2.989,-86.358
2020-06-30,198.459,166.998,10.743,177.741,-17.808,4.85,22.964,-126.303,-190.796,185.404,-308.816,0,-0.57,-0.57,-1.975,-311.361,438.886,-271.1,167.786,-0.524,-0.524,-86.309,-11.372,69.581,-56.376,2.848,-86.309
2020-03-31,34.86600,171.36000,-25.75100,145.60900,25.57500,5.44500,-5.19200,-108.36700,3.15300,183.62800,-336.86200,,-0.57100,-0.57100,-3.72700,-341.16000,-150.00000,448.32500,298.32500,-1.68000,-1.68000,-86.25700,,210.38800,52.85600,6.28200,-86.25700
2019-12-31,68.854,174.246,-108.266,65.98,78.717,-33.494,16.742,-0.144,-12.869,121.965,-296.992,0,-0.57,-0.57,-1.402,-298.964,197.207,57.3,254.507,0.822,0.822,-86.527,-11.372,157.43,-19.569,1.89,-86.527
2019-09-30,317.149,183.91,27.38,211.29,-95.049,2.955,-31.975,36.511,-39.612,488.827,-301.27,0,-1.437,-1.437,-1.668,-304.375,297.657,-374.998,-77.341,2.23,2.23,-81.137,0,-156.248,28.204,2.761,-81.137
2019-06-30,149.019,174.819,-40.929,133.89,-11.933,-8.23,39.281,-88.497,-110.407,172.502,-270.638,0,-0.57,-0.57,-1.917,-273.125,0,188.323,188.323,0.293,0.293,-81.082,-11.372,96.162,-4.461,1.651,-81.082
2019-03-31,22.79100,180.67300,20.86200,201.53500,15.47600,-13.05700,26.59300,-125.03600,-50.89400,173.43200,-251.85400,,-0.57000,-0.57000,-2.08900,-254.51300,-2.67600,167.65000,164.97400,-2.65300,-2.65300,-80.89700,,81.42400,0.34300,12.07400,-80.89700
2018-12-31,30.949,185.447,-5.349,180.098,37.53,14.488,-3.203,129.546,106.334,317.381,-274.609,0,-0.57,-0.57,-4.329,-279.508,50,-51.8,-1.8,-3.071,-3.071,-80.855,-11.372,-97.098,-59.225,3.407,-80.855
2018-09-30,319.885,205.857,37.559,243.416,0,2.379,-48.013,-24.19,0.66,563.961,-215.234,0,-17.421,-17.421,-1.565,-234.22,295.245,-488.049,-192.804,0.31,0.31,-76.095,0,-268.589,61.152,2.951,-76.095
2018-06-30,171.612,192.833,-10.274,182.559,0,-6.363,62.352,-143.386,-125.241,228.93,-308.142,0,-0.57,-0.57,-9.291,-318.003,-82,246.349,164.349,0.534,0.534,-76.039,-11.372,77.472,-11.601,2.652,-76.039
2018-03-31,8.09400,183.56800,-22.86800,160.70000,,-16.60700,-25.73800,-5.56100,-1.92200,166.87200,-352.46800,,-0.57100,-0.57100,-8.05400,-361.09300,,274.50000,274.50000,-2.82800,-2.82800,-75.90300,,195.76900,1.54800,10.53700,-75.90300
2017-12-31,26.502,168.308,20.335,188.643,-93.797,-4.802,0.489,313.407,130.967,346.112,-382.237,0,-1.14,-1.14,-5.521,-388.898,173.761,-36,137.761,-4.52,-4.52,-75.866,-11.371,46.004,3.218,3.949,-75.866
2017-09-30,280.945,149.932,90.135,240.067,0,3.556,-46.029,-185.086,-39.65,481.362,-327.235,0,0,0,-24.164,-351.399,297.843,-350.6,-52.757,-0.078,-0.078,-71.407,0,-124.242,5.721,3.662,-71.407
2017-06-30,172.317,133.933,47.82,181.753,0,-4.77,-0.376,-59.433,-203.559,150.511,-332.745,0,-0.571,-0.571,-6.24,-339.556,-3.806,274.703,270.897,2.788,2.788,-71.343,-11.372,190.97,1.925,2.894,-71.343
2017-03-31,28.18500,143.68900,9.54000,153.22900,,-0.66700,22.14700,-107.49200,-41.36300,140.05100,-342.84900,,-0.57000,-0.57000,-5.26500,-348.68400,255.44100,30.09700,285.53800,-11.58000,-11.58000,-71.17700,-0.00100,202.78000,-5.85300,9.99700,-71.17700
2016-12-31,58.119,151.946,25.903,177.849,-2.489,2.947,-9.68,70.079,22.372,258.34,-235.621,0,-0.571,-0.571,-5.42,-241.612,-16.87,59.9,43.03,-16.657,-16.657,-71.114,-11.373,-56.114,-39.386,-8.705,-71.114
2016-09-30,267.9,155.148,73.986,229.134,0,-5.989,-104.858,-165.01,-154.459,342.575,-273.073,0,-0.57,-0.57,-21.366,-295.009,-29.492,53.16,23.668,1.773,1.773,-67.78,0,-42.339,5.227,2.54,-67.78
2016-06-30,126.182,152.922,53.288,206.21,-47.282,0.026,86.064,46.927,-54.126,278.266,-336.446,0,-0.57,-0.57,-6.136,-343.152,369.083,-197.66,171.423,1.115,1.115,-67.724,-11.372,93.442,28.556,8.361,-67.724
2016-03-31,9.32600,143.14700,11.62300,154.77000,47.28200,1.52500,-38.44300,-75.93700,-19.88700,144.20900,-366.03600,,-0.57000,-0.57000,-5.69900,-372.30500,,261.80000,261.80000,8.90200,8.90200,-67.61100,0.00100,203.09200,-25.00400,16.68700,-67.61100
2015-12-31,45.978,125.876,85.633,211.5089,0,-1.408,18.981,44.533,15.467,272.954,-284.823,0,-4.065,-4.065,-4.557,-293.445,171.692,-57,114.692,6.83,6.83,-67.561,-6.989,46.972,26.481,18.756,-67.561
2015-09-30,261.978,153.763,102.047,255.81,0,-4.226,-89.881,-114.416,-90.709,427.079,-254.693,0,-4.312,-4.312,-4.28,-263.285,0,-100.5,-100.5,0.382,0.382,-64.225,-0.001,-164.344,-0.55,0,-64.225
2015-06-30,127.507,146.534,77.167,223.701,0,-8.316,72.307,-44.642,-101.062,250.146,-266.206,0,-4.56,-4.56,-5.92,-276.686,5.153,113,118.153,2.471,2.471,-64.18,-28.011,28.433,1.893,0,-64.18
2015-03-31,20.72700,147.10800,1.43500,148.54300,,-9.99500,-35.67300,-33.47900,-25.12200,144.14800,-223.81900,,-4.31200,-4.31200,-4.68600,-232.81700,250.00000,-102.90000,147.10000,9.69000,9.69000,-64.06100,,92.72900,4.06000,,-64.06100
2014-12-31,9.535,133.798,43.519,177.317,149.053,7.07,6.818,-80.17,25.857,212.709,-280.188,0,-4.313,-4.313,-4.41,-288.911,8.005,128.25,136.255,0.428,0.428,-58.893,-4.455,73.335,-2.867,33.059,-58.893
2014-09-30,248.086,138.676,43.914,182.59,-149.053,6.089,-37.896,67.403,-8.824,421.852,-234.015,0,-4.312,-4.312,-2.462,-240.789,38.151,-157.5,-119.349,2.235,2.235,-62.64,0.001,-179.753,1.31,0,-62.64
2014-06-30,141.384,134.354,44.474,178.828,0,-9.248,81.715,-80.45,-104.303,215.909,-176.383,0,-4.311,-4.311,-3.766,-184.46,-217.608,167.15,-50.458,3.235,3.235,-62.618,-15.868,-125.709,-94.26,0,-62.618
2014-03-31,24.69100,130.41600,3.38600,133.80200,,-0.18700,-50.99000,-45.05700,90.66400,249.15700,-199.72300,,-4.31300,-4.31300,-4.47200,-208.50800,250.00000,-143.62500,106.37500,9.39000,9.39000,-62.52000,0.00100,53.24600,93.89500,,-62.52000
2013-12-31,32.814,122.383,29.919,152.302,0,-2.964,0.71,107.182,85.861,270.977,-428.627,0,-4.312,-4.312,-4.506,-437.445,-50.051,153.125,103.074,6.923,6.923,-60.759,-8.701,40.537,-125.931,0,-60.759
2013-09-30,234.718,140.726,170.736,311.462,0,-4.912,-40.859,-26.147,-118.106,428.074,-191.24,0,-4.312,-4.312,-4.526,-200.078,-32.65,-30.1,-62.75,0.645,0.645,-58.254,0.017,-120.342,107.654,0,-58.254
2013-06-30,139.598,134.937,48.997,183.934,0,5.384,73.638,-52.844,-81.433,242.099,-187.418,0,-4.312,-4.312,-3.428,-195.158,-8.127,30.1,21.973,0.31,0.31,-58.164,-8.366,-44.247,2.694,0,-58.164
2013-03-31,32.83600,125.46600,61.63100,187.09700,,-9.38600,11.92500,-54.19500,-7.77600,212.15700,-167.94700,,-4.31300,-4.31300,-4.46000,-176.72000,104.30700,-92.17500,12.13200,9.44100,9.44100,-58.06700,-0.03600,-36.53000,-1.09300,,-58.06700
2012-12-31,30.671,95.87,173.365,269.235,0,0.83,-26.824,-6.169,-58.255,241.651,-210.442,0,-4.312,-4.312,-5.122,-219.876,-107.583,92.175,-15.408,6.271,6.271,-58.001,-7.914,-75.052,-53.277,0,-58.001
2012-09-30,252.863,83.321,36.177,119.498,0,-2.861,-78.975,91.696,98.475,470.836,-230.258,0,-4.313,-4.313,-3.825,-238.396,-0.252,-109,-109.252,0.815,0.815,-55.777,0.025,-164.189,68.251,0,-55.777
2012-06-30,130.111,91.382,202.992,294.374,-52.264,-7.259,48.554,-9.382,-81.185,343.3,-171.873,0,-4.311,-4.311,-3.439,-179.623,-13.724,-107.6,-121.324,4.58,4.58,-55.702,-0.713,-173.159,-9.482,0,-55.702
2012-03-31,-0.48100,93.97300,5.20600,99.17900,52.26400,-13.75300,-39.35500,-19.91700,16.63700,115.33500,-227.10200,,-4.31300,-4.31300,-3.68400,-235.09900,-56.64600,216.60000,159.95400,4.28900,4.28900,-55.59500,-1.75700,106.89100,-12.87300,,-55.59500
2011-12-31,19.99,89.538,21.505,111.043,0,2.134,29.006,142.317,74.044,205.077,-239.344,0,-3.699,-3.699,-4.672,-247.715,-426.712,0,-426.712,0.888,0.888,-55.531,-7.136,-488.491,-531.129,0,-55.531
2011-09-30,262.785,72.151,126.765,198.916,0,-7.306,-8.477,-82.085,22.526,484.227,-241.543,45.111,-3.698,-3.698,-5.833,-205.963,254.858,-7.3,247.558,0.433,0.433,-53.66,-0.157,194.174,472.438,0,-53.66
2011-06-30,93.839,84.878,82.812,167.69,-75.528,-39.647,62.36,77.506,-68.746,192.783,-182.95,0,51.745,51.745,-4.329,-135.534,-12.792,-10,-22.792,2.793,2.793,-57.237,-1.932,-79.168,-21.919,0,-57.237
2011-03-31,-9.67400,92.06000,43.24500,135.30500,75.52800,21.42100,-24.54300,-17.11800,117.86500,243.49600,-182.41700,,-4.92300,-4.92300,-5.45500,-192.79500,-0.17000,0.70000,0.53000,11.72700,11.72700,-55.30000,-3.65300,-46.69600,4.00500,,-55.30000
2010-12-31,12.501,95.49,64.344,159.8339,36.03,-6.735,-27.562,-29.517,8.622,180.957,-188.171,0,-5.24,-5.24,-5.27,-198.681,-22.043,16.6,-5.443,0.815,0.815,-55.257,-8.118,-68.003,-85.727,0,-55.257
2010-09-30,239.039,80.366,137.335,217.7011,-96.84,5.434,-8.626,99.108,-88.654,368.086,-164.033,0,65.07,65.07,-0.387,-99.35,-69.308,-4.616,-73.924,0.544,0.544,-55.2,5.257,-123.323,145.413,0,-55.2
2010-06-30,119.566,86.301,-118.655,-32.354,-7.133,7.337,68.647,7.985,127.877,215.089,-163.811,100.3,-6.104,-6.104,2.174,-67.441,-11.071,-285,-296.071,253.768,253.768,-55.101,-3.27,-100.674,46.974,0,-55.101
2010-03-31,-0.89700,88.16900,108.70300,196.87200,,6.24000,-23.33400,-217.06100,-209.65000,-13.67500,-199.60500,,-6.10400,-6.10400,-4.71900,-210.42800,-4.15000,135.90100,131.75100,0.84400,0.84400,-51.42100,1.07900,82.25300,-141.85000,,-51.42100
2009-12-31,-25.035,144.357,-9.207,135.15,79.297,4.52,8.595,-40.814,186.222,296.337,-169.982,0,7.076,7.076,-5.44,-168.346,-35.916,11.463,-24.453,0.679,0.679,-51.336,-8.327,-83.437,44.554,0,-51.336
2009-09-30,191.023,164.572,142.242,306.814,-79.297,4.847,13.788,94.632,70.735,568.572,-180.791,0,25.399,25.399,160.158,4.766,-191.755,-248.246,-440.001,0.916,0.916,-51.301,0.277,-490.109,83.229,0,-51.301
2009-06-30,72.846,147.992,159.291,307.283,-76.39,-9.832,28.379,83.858,-121.567,258.562,-186.059,0,-5.448,-5.448,-167.797,-359.304,154.961,-16.507,138.454,0.892,0.892,-51.243,-2.57,85.533,-15.209,0,-51.243
2009-03-31,-166.07000,140.96100,49.46100,190.42200,76.39000,-11.79600,-78.09000,-0.54100,-80.51800,-56.16600,-174.25200,,-5.44800,-5.44800,-2.33300,-182.03300,483.29700,-263.46400,219.83300,0.81500,0.81500,-51.19600,-3.69400,165.75800,-72.44100,,-51.19600
