,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,52.8,45.5,8.4,53.9,82.1,79.7,-4.3,-0.5,136.9,247.1,-34.8,-19.6,0,0,-1.4,-55.8,2.1,-50,-47.9,0,0,-58.4,-0.6,-106.9,90.3,5.1,-58.4
2022-09-30,71.5,44.1,-4,40.1,-15.7,72.2,-103,6.9,-44.8,65.5,-24.7,-62.2,0,0,-0.5,-87.4,-298.8,349.3,50.5,-3.4,-3.4,-58.7,-0.3,-11.9,-43.7,4.3,-58.7
2022-06-30,95.2,44.5,7.3,51.8,-35.2,2.5,-6.2,-8.9,-55.7,89.8,-22.1,0.3,0,0,0.1,-21.7,0,-18.5,-18.5,-35.3,-35.3,-56.1,-0.4,-110.3,-57.4,7.8,-56.1
2022-03-31,90.40000,45.70000,18.80000,64.50000,-57.80000,-58.30000,11.40000,-1.20000,-114.40000,39.00000,-18.70000,2.40000,,,,-16.30000,-0.10000,21.00000,20.90000,-21.60000,-21.60000,-56.00000,-0.40000,-57.10000,-34.40000,12.90000,-56.00000
2021-12-31,105.6,46.5,-0.5,46,49.6,-26.7,7.6,4.1,30.3,190.9,-30.8,-0.4,0,0,-6.1,-37.3,492.8,-472.8,20,0.3,0.3,-56,8.1,-27.6,127,5.8,-56
2021-09-30,97.2,46.6,6.9,53.5,-3.7,-85.5,-1.7,0.9,-104.4,50.1,-26.8,7.3,0,0,-0.5,-20,-281.5,315.1,33.6,0.4,0.4,-56,-1.8,-23.8,3.1,8.1,-56
2021-06-30,112.3,48.1,-11.5,36.6,-86.1,-85.6,70.3,-14.9,-111,40.9,-25,-93.7,0,0,-0.3,-119,-12.5,34.6,22.1,-0.3,-0.3,-53.3,1,-30.5,-102.2,7.9,-53.3
2021-03-31,87.50000,46.10000,12.80000,58.90000,-34.80000,-107.20000,-12.70000,3.20000,-152.50000,-10.60000,-24.00000,-27.30000,,,1.40000,-49.90000,-12.60000,121.80000,109.20000,-6.70000,-6.70000,-53.00000,-0.40000,49.10000,-15.10000,12.40000,-53.00000
2020-12-31,108,48.4,6.1,54.5,94.1,-68.2,44.9,-1.6,59.9,218.8,-13.9,8.8,0,0,-5.3,-10.4,-60,-3.1,-63.1,-0.1,-0.1,-53,-0.5,-116.7,103.9,8.6,-53
2020-09-30,107.1,47,-5.2,41.8,-56.6,-10.6,128,5,107.8,261.3,-9.3,2.4,0,0,3.1,-3.8,-72.5,-100.2,-172.7,-1.4,-1.4,-52.9,-0.6,-227.6,36.2,7.7,-52.9
2020-06-30,-6.1,71.9,24.9,96.8,-6.1,79.9,-62.1,4.8,20.7,112.1,-18.8,3.6,0,0,-2.3,-17.5,-12.5,-319.6,-332.1,0,0,-52.9,-11.4,-396.4,-297,5.4,-52.9
2020-03-31,44.10000,47.50000,19.10000,66.60000,-7.10000,-33.00000,-27.80000,-3.40000,-108.10000,10.40000,-24.20000,,,,6.90000,-17.30000,-12.50000,352.60000,340.10000,-7.60000,-7.60000,-52.70000,-0.80000,279.00000,258.20000,7.50000,-52.70000
2019-12-31,67.1,47.2,13.5,60.7,98.4,26.3,-9.2,-2.4,121.6,251.4,-40.1,-20.6,0,0,-8,-68.7,-12.5,-115,-127.5,-2.7,-2.7,-52.6,-0.5,-183.3,5.6,9.1,-52.6
2019-09-30,99.6,48.4,7.8,56.2,12.8,14.2,15.9,4.1,55.2,212.9,-32.5,3.3,0,0,0.2,-29,-12.6,-153.8,-166.4,-2.1,-2.1,-52.6,-0.9,-222,-47.7,7.4,-52.6
2019-06-30,86.3,50,17.4,67.4,-40.8,19.4,21,-1.6,17,172.3,-38.7,2,0,0,-6.6,-43.3,-11.6,-36.8,-48.4,-0.3,-0.3,-49.8,-1.8,-100.3,26.4,8.7,-49.8
2019-03-31,61.10000,46.30000,20.10000,66.40000,-17.40000,13.90000,-67.10000,-2.90000,-92.80000,31.40000,-31.80000,-1244.30000,,,-1.10000,-1277.20000,992.40000,296.90000,1289.30000,-2.00000,-2.00000,-49.60000,-1.00000,1236.70000,-4.80000,7.80000,-49.60000
2018-12-31,53.1,35.1,28.2,63.3,50.4,-8.5,36.8,-2.8,75.5,189.2,-37,-0.1,0,0,-0.4,-37.5,-3.1,-182.2,-185.3,0.3,0.3,-49.5,-10.2,-244.7,-95.4,8.9,-49.5
2018-09-30,90,33.8,-8.3,25.5,10.1,7.6,-20.5,8.6,11.9,126.5,-41.4,-15.9,0,0,-10.6,-67.9,-150.6,60.1,-90.5,-0.6,-0.6,-49.4,8.6,-131.9,-82.9,7.4,-49.4
2018-06-30,85.1,33.8,11.1,44.9,-47.1,-32.3,27.8,-7.1,-55.5,80.5,-40.9,-4.1,0,0,-0.4,-45.4,-0.7,46.9,46.2,-52.4,-52.4,-47.3,-7.9,-61.4,-48.2,10.5,-47.3
2018-03-31,77.90000,33.40000,12.40000,45.80000,-39.20000,-21.10000,-7.90000,-0.60000,-77.90000,44.10000,-40.30000,-84.20000,,,-2.50000,-127.00000,-1.00000,144.80000,143.80000,-54.90000,-54.90000,-47.50000,-0.30000,41.10000,-31.50000,8.70000,-47.50000
2017-12-31,36.4,30.2,80.9,111.1,38.7,-8.6,44.4,-25.3,37.5,182.2,-40.4,32.5,0,0,-1.6,-9.5,490,-436.9,53.1,-0.2,-0.2,-47.6,-0.8,4.5,183.2,8.5,-47.6
