,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,572.20000,321.50000,163.20000,484.70000,40.40000,-102.80000,,-17.60000,-337.60000,719.30000,-830.20000,,572.30000,,572.30000,1.70000,-256.20000,280.40000,-4.10000,276.30000,14.00000,14.00000,-359.40000,-16.50000,-85.60000,420.00000,16.10000,-359.40000
2022-09-30,583.1,332.8,-134,198.8,-85.5,-13.5,0,62.1,175.5,957.4,-774,0,-231.7,-7.5,-239.2,0.1,-1013.1,409.2,-237.1,172.1,3,3,-359.4,-4.2,-188.5,-246.4,11.4,-359.4
2022-06-30,582.1,337.2,18,355.2,-186.6,-23.5,0,-16,-29.1,908.2,-698,0,489.3,0,489.3,0.4,-208.3,269.5,44.1,313.6,1.9,1.9,-359.2,17.2,-26.5,608.7,10.5,-359.2
2022-03-31,530.5,335.9,-77.7,258.2,-70.4,-23.6,0,-130.4,-268.9,519.8,-745.6,-30.5,-122.5,-18.2,-140.7,0.1,-916.7,35.9,97.8,133.7,1.1,1.1,-332.6,-2.7,-200.5,-605,10.7,-332.6
2021-12-31,560.40000,332.30000,-114.20000,218.10000,-132.70000,-33.70000,,5.50000,6.70000,785.20000,-662.70000,-34.60000,604.50000,-1632.70000,-1028.20000,6.40000,-1719.10000,-348.40000,113.10000,-235.30000,13.30000,13.30000,-332.10000,-31.00000,-585.10000,-1515.20000,15.80000,-332.10000
2021-09-30,610.4,332.6,-171.6,161,-46.2,-10.8,0,63.8,54.9,826.3,-608.9,-0.7,193.1,-0.1,193.0001,1.7,-414.9,17.9,-37.7,-19.8,2.5,2.5,-332,131.5,-217.8,177.3,9.9,-332
2021-06-30,533.6,335.7,6.3,342,-9.5,-11,0,69.4,53,928.6,-604.8,-9.8,-1115.1,-6.1,-1121.2,1,-1734.8,-378.8,5.1,-373.7,3.4,3.4,-332,2.4,-699.9,-1494.7,12.2,-332
2021-03-31,473.1,329.3,-13,316.3,-30.7,-15.5,0,-49.1,16.2,805.6,-551.4,0,0,-49.8,-49.8,-0.2,-601.4,78,29.1,107.1,3.1,3.1,-296.5,-9.8,-196.1,-1.7,12.6,-296.5
2020-12-31,482.00000,323.70000,76.40000,400.10000,-44.10000,-9.90000,,-77.60000,-107.40000,774.70000,-661.60000,,696.50000,-20.00000,676.50000,3.30000,18.20000,-1.10000,4.50000,3.40000,1.60000,1.60000,-296.20000,-15.90000,-307.10000,535.00000,9.80000,-296.20000
2020-09-30,486.8,310.5,-9.4,301.1,149.4,20.1,0,141.3,463.6,1251.5,-457.8,-183.3,1411,0,1411,1,770.9,-403.1,-6.9,-410,10.9,10.9,-296,-25.7,-720.8,1331.6,14.1,-296
2020-06-30,446.5,290.6,187.3,477.9,5.7,-8.8,111.8,-73.7,-149.7,774.7,-1108.3,0,-2515.5,-1.7,-2517.2,1,-3624.5,4895.7,-14.7,4881,3,3,-295.9,-44.8,4543.3,1701.3,12.5,-295.9
2020-03-31,477.8,294.7,-10.1,284.6,-112.8,-8.1,-113.2,-72.2,-190.9,571.5,-430.1,0,0,-15.6,-15.6,0,-445.7,-0.6,-22.9,-23.5,14.7,14.7,-256,-2.7,-267.5,-186,13,-256
2019-12-31,475.60000,289.20000,65.30000,354.50000,0.90000,-8.40000,1.40000,-41.60000,-163.10000,667.00000,-432.50000,,177.00000,-7.10000,169.90000,1.90000,-260.70000,-2.80000,-10.40000,-13.20000,5.50000,5.50000,-255.70000,-6.90000,-270.30000,157.40000,13.90000,-255.70000
2019-09-30,503.2,293.6,8.6,302.2,70.5,10.5,0,27.1,161.1,966.5,-471,-16.2,-166.8,-8.8,-175.6,-15.1,-677.9,-423.2,-33.8,-457,4.8,4.8,-255.6,-1.9,-709.7,-448.1,10.2,-255.6
2019-06-30,488,269.1,5.3,274.4,-84.1,0.7,0,7.9,-44.8,717.6,-547.9,-0.7,2.6,-5.5,-2.9,-1.9,-553.4,-2.7,44.3,41.6,17.9,17.9,-255.3,-5.2,-201,-39.1,9.8,-255.3
2019-03-31,421.3,262.1,17.2,279.3,18.2,-3.8,0,-14.3,-70,630.6,-557.4,-106.3,9.9,-1.4,8.5,-0.4,-655.6,-0.1,31.4,31.3,40.7,40.7,-241.6,-0.4,-170,-187.4,11.9,-241.6
2018-12-31,347.50000,258.00000,121.30000,379.30000,-73.60000,-10.40000,,67.80000,-71.60000,655.20000,-402.30000,,172.70000,,172.70000,3.10000,-226.50000,-2.60000,-38.00000,-40.60000,4.70000,4.70000,-241.50000,-12.40000,-289.80000,132.00000,9.30000,-241.50000
2018-09-30,495.1,257.2,79.8,337,7.7,-80.2,0,44.2,-141.1,691,-407.3,-25.2,-177.5,0,-177.5,0.2,-609.8,-0.5,-32.4,-32.9,18,18,-241.2,-5.9,-262,-195.2,8.4,-241.2
2018-06-30,431.7,245.6,-63.6,182,-20.3,10.5,0,50.8,136.5,750.2,-574.2,-48.8,128.2,0,128.2,3.8,-491,-9,-23.7,-32.7,5.5,5.5,-241.1,-13.9,-282.2,-80.4,7.9,-241.1
2018-03-31,416.4,240,23.6,263.6,4,13.9,0,-5,-134,546,-292.1,-34.3,270.5,0,270.5,-4.1,-60,-0.1,18.3,18.2,18.3,18.3,-208,-3,-174.5,344.3,10.7,-208
2017-12-31,154.60000,227.90000,304.30000,532.20000,-34.20000,-8.40000,,29.30000,-126.80000,560.00000,-246.00000,-237.10000,-3.30000,,-3.30000,5.60000,-480.80000,-408.60000,-40.70000,-449.30000,34.40000,34.40000,-207.50000,-18.70000,-641.10000,-551.00000,11.80000,-207.50000
2017-09-30,2340.2,231,-1773.6,-1542.6,-47.9,-38.4,0,-60,117.4,915,-211.1,-8.2,613.1999,0,613.1999,4.9,398.8,-0.2,0.6,0.4,30.2,30.2,-207,-10.1,-186.5,941,12.5,-207
2017-06-30,-1769.6,216.9,2224.6,2441.5,28.1,24.1,0,-50.6,80.3,752.2,-267.4,0,408.1,0.8,408.9,0.1,141.6,-12.9,17.4,4.5,18.3,18.3,-206.9,-8.5,-192.6,463.3,8.9,-206.9
2017-03-31,2130,211.8,-1840.8,-1629,-96.1,10.8,0,60.2,-214.1,286.9,-290.9,0,-1423.2,-0.1,-1423.3,-0.1,-1714.3,-455.2,-44.4,-499.6,9.2,9.2,-187.1,-9.8,-687.3,1202.5,9.5,-187.1
2016-12-31,299.80000,206.10000,4.00000,210.10000,42.30000,9.90000,,1.80000,64.40000,574.30000,-227.80000,,,-8.80000,-8.80000,-1.50000,-238.10000,-13.20000,-772.20000,-785.40000,10.70000,10.70000,-186.90000,-12.90000,-974.50000,-664.00000,9.00000,-186.90000
2016-09-30,394,212.5,-53.8,158.7,129,18.6,0,37.2,183.9,736.6,-206.3,0,0,0,0,0,-206.3,-360.1,290.1,-70,65.1,65.1,-186.3,-13.1,-204.3,986.5,7.1,-186.3
2016-06-30,346.8,213.5,-28.9,184.6,-219.9,14.7,0,53.5,100.8,632.2,-222.9,0,0,1.5,1.5,-0.7,-222.1,332.2,-432.7,-100.5,40.7,40.7,-185.8,-8.5,-254.1,201.7,7.5,-185.8
2016-03-31,-473.3,213.9,925.2,1139.1,-37.6,17.9,0,-62.5,-173,492.8,-216.3,0,0,-2.8,-2.8,-1.6,-220.7,-0.1,-47.6,-47.7,25.2,25.2,-174.7,-4.4,-201.6,34,8.1,-174.7
2015-12-31,363.60000,214.70000,-90.60000,124.10000,83.70000,-19.00000,,-54.50000,-90.50000,397.20000,-217.60000,,,1.30000,1.30000,0.60000,-215.70000,-65.50000,46.00000,-19.50000,10.30000,10.30000,-174.40000,-16.60000,-200.20000,72.70000,8.30000,-174.40000
2015-09-30,344.5,156.7,-274,-117.3,-17.5,35.6,0,182,145.3,372.5,-173.6,0,0,-4.3,-4.3,4.1,-173.8,-137.9,163.2,25.3,28.8,28.8,-174.1,-311.7,-431.7,-8.9,2.2,-174.1
2015-06-30,318.8,233,-9.9,223.1,-46.8,16.4,0,75.3,145.5,687.4,-315.8,0,0,0,0,-6.4,-322.2,-173.9,67.7,-106.2,15.3,15.3,-174,-7.2,-272.1,19.6,12.5,-174
2015-03-31,290,233.3,18.2,251.5,1.3,2,0,-128.4,-41,500.5,-174.9,-11.9,0,0,0,-0.7,-187.5,-9.7,0.3,-9.4,35.1,35.1,-165,-5.4,-144.7,-43.1,12.9,-165
2014-12-31,324.60000,235.50000,-79.70000,155.80000,22.30000,-16.00000,,-5.10000,6.20000,486.60000,-442.80000,-22.60000,,,,2.20000,-463.20000,-37.60000,54.00000,16.40000,42.10000,42.10000,-164.40000,-6.00000,-111.90000,-97.80000,11.90000,-164.40000
2014-09-30,105.4,254.6,313,567.6,74.4,-36.1,0,7.1,-66.9,606.1,-86.2,0,0,-0.3,-0.3,0.1,-86.4,389.2,-274,115.2,35.1,35.1,-164,-7.9,-21.6,-1,11.5,-164
2014-06-30,314,239,63.5,302.5,4.9,-21,0,-45.5,-57.2,559.3,-439.9,0,0,2.3,2.3,-1.1,-438.7,-82.4,51.8,-30.6,48.8,48.8,-163.5,0.3,-145,-19.3,9.1,-163.5
2014-03-31,283.5,229.1,80.4,309.5,-64.3,21.7,0,-7.1,-114.5,478.5,-405.4,0,0,0,0,-0.4,-405.8,-19.4,31.8,12.4,37.8,37.8,-150.3,0.6,-99.5,-30.7,11.6,-150.3
2013-12-31,290.20000,234.20000,33.20000,267.40000,-17.70000,11.90000,,59.60000,-11.40000,546.20000,-385.60000,,,,,,-385.60000,-432.60000,339.10000,-93.50000,19.90000,19.90000,-149.90000,-14.70000,-238.20000,-62.80000,11.80000,-149.90000
2013-09-30,175.4,232.6,-45.1,187.4999,93.7,6.5,0,29.3,139,501.9,-381.4,-99.3,0,1.3,1.3,0.6,-478.8,383.3,-343.1,40.2,93.3,93.3,-148.8,5.6,-9.7,31.6,10.5,-148.8
2013-06-30,270.3,229.7,-18.6,211.1001,-106.7,15.4,0,52.4,-28.4,453,-389.1,-125.6,0,0,0,-1.3,-516,-5.6,176.4,170.8,70.4,70.4,-147.9,-10.9,82.4,17.2,10.6,-147.9
2013-03-31,299.6,226.2,-58.7,167.5,-33.2,10.6,0,32.9,-147.3,319.8,-346.7,0,0,0,0,0.3,-346.4,99.7,-104.7,-5,35.7,35.7,-132.9,-12.2,-114.4,-144,12.3,-132.9
2012-12-31,287.20000,218.50000,-56.20000,162.30000,51.00000,42.50000,,-271.90000,-171.10000,278.40000,-354.20000,,,,,-1.60000,-355.80000,12.30000,709.10000,721.40000,-434.60000,-434.60000,-136.00000,6.30000,157.10000,91.20000,10.10000,-136.00000
2012-09-30,116.3,220.3,-5.3,215,16.8,20.1,0,-67.4,189.2,520.5,-315.5,-689.6,0,0,0,11.2,-993.9,477.8,181.3,659.1,35.6,35.6,-135.5,0,559.2,93.2,7.6,-135.5
2012-06-30,492.5,212.2,-272.6,-60.4,-58,1.1,0,114.1,81.3,513.4,-430.6,-147.4,0,-154.2,-154.2,54.5,-677.7,-459.5,18.7,-440.8,12.8,12.8,-135.3,-1.2,-564.5,28.2,8.8,-135.3
2012-03-31,302.2,205.3,-139.2,66.1,-71.5,4.3,0,-54.9,-61.4,306.9,-392,-26.4,0,0,0,4.4,-414,-5.3,126.2,120.9,14.9,14.9,-122.2,2.6,16.2,-74.3,15.6,-122.2
2011-12-31,256.30000,203.00000,-50.50000,152.50000,57.60000,-24.20000,,36.90000,15.50000,424.30000,-330.40000,,,-21.20000,-21.20000,2.00000,-349.60000,396.80000,-316.40000,80.40000,7.90000,7.90000,-121.90000,-55.70000,-89.30000,-15.20000,11.80000,-121.90000
2011-09-30,301.8,206.7,-26.5,180.1999,25.9,-59.3,0,33.1,131.3,613.3,-356.5,-0.9,0,0.2,0.2,6.8,-350.4,345.9,-176.3,169.6,-275.4,-275.4,-123.7,-21.4,-250.9,-7.6,11.7,-123.7
2011-06-30,335,212.3,-70.1,142.2,-4.6,-29.4,0,-19,13.2,490.4,-330.5,-9.9,0,-21.8,-21.8,2.6,-359.6,5.8,69.7,75.5,51.8,51.8,-122.9,18.1,22.5,159.8,11.2,-122.9
2011-03-31,311.5,197.7,-175.6,22.1,-63.6,-8.6,0,7,-63.5,270.1,-267,0,0,70.5,70.5,13.5,-183,-29.9,374.2,344.3,-314.2,-314.2,-105.3,9.6,-65.6,23.1,11.7,-105.3
