,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,271.86000,146.02000,29.69300,175.71300,,,,-241.16500,-241.16500,188.90000,-795.66000,,-2.47200,-2.47200,5.62100,-792.51100,797.25800,-184.96700,612.29100,223.77900,223.77900,-104.55200,-7.86400,723.65400,120.04300,,-104.55200
2022-09-30,71.643,149.335,-6.069,143.266,-34.325,-179.825,40.394,3.85,-169.906,48.268,-718.381,0,0.579,0.579,2.413,-715.389,0,184.967,184.967,105.218,105.218,-96.658,197.073,390.6,-276.521,10.743,-96.658
2022-06-30,128.547,134.231,-15.164,119.067,0,0,0,28.406,28.406,288.832,-536.01,0,-0.164,-0.164,3.574,-532.6,0,0,0,84.66,84.66,-95.312,0,-10.652,-254.42,0,-95.312
2022-03-31,324.999,133.374,28.309,161.683,0,0,0,92.101,92.101,578.66,-505.849,0,1.384,1.384,2.244,-502.221,2.66,0,2.66,336.469,336.469,-93.533,-3.545,242.051,318.49,0,-93.533
2021-12-31,249.20900,127.85600,11.81300,139.66900,,,,-314.36500,-314.36500,61.82400,-684.18000,,2.37400,2.37400,2.05800,-679.74800,596.14200,,596.14200,265.86100,265.86100,-90.41100,-6.38600,765.20600,147.28200,,-90.41100
2021-09-30,48.72,138.738,-10.712,128.026,-113.665,-66.166,104.242,-30.672,-106.261,74.216,-611.58,0,-3.709,-3.709,3.951,-611.338,0,0,0,149.709,149.709,-82.644,62.159,129.224,-407.898,11.255,-82.644
2021-06-30,102.411,119.348,15.848,135.196,0,0,0,5.234,5.234,243.779,-512.232,0,3.143,3.143,2.835,-506.254,0,0,0,3.83,3.83,-81.912,-0.133,-78.215,-340.69,0,-81.912
2021-03-31,296.754,118.636,64.138,182.774,0,0,0,-2040.881,-2040.881,-1559.315,-388.919,0,-6.017,-6.017,2.465,-392.471,2199.956,0,2199.956,248.96,248.96,-80.325,-9.093,2359.498,407.712,0,-80.325
2020-12-31,217.67800,115.28500,64.58700,179.87200,,,,-237.50500,-237.50500,157.06900,-456.80900,,0.51100,0.51100,2.70600,-453.59200,597.39000,,597.39000,220.00900,220.00900,-79.02300,-5.06200,733.31400,436.79100,,-79.02300
2020-09-30,65.333,123.289,3.416,126.705,7.167,18.188,7.359,-84.715,-52.001,142.513,-530.003,0,1.183,1.183,3.569,-525.251,0,0,0,271.678,271.678,-71.77,-4.426,195.482,-187.256,9.583,-71.77
2020-06-30,117.791,107.104,6.37,113.474,0,0,0,31.655,31.655,261.711,-410.936,0,0.439,0.439,1.467,-409.03,200,-199.923,0.077,105.804,105.804,-70.597,0,35.284,-112.035,0,-70.597
2020-03-31,239.646,105.916,63.938,169.854,0,0,0,44.07,44.07,461.33,-465.551,0,0.471,0.471,2.078,-463.002,0,199.923,199.923,3.096,3.096,-70.52,0,132.499,130.827,0,-70.52
2019-12-31,178.67300,105.06200,46.72600,151.78800,,,,-157.40000,-157.40000,172.44500,-529.18600,,-1.60200,-1.60200,2.55300,-528.23500,799.45000,-464.91500,334.53500,263.27200,263.27200,-69.55700,-7.73800,520.51200,164.72200,,-69.55700
2019-09-30,58.406,110.383,11.74,122.123,18.724,35.594,9.908,-76.434,-12.208,159.841,-494.278,0,1.257,1.257,4.762,-488.259,-125,389.973,264.9731,105.567,105.567,-63.735,0,306.805,-21.613,11.121,-63.735
2019-06-30,80.466,97.7,23.335,121.035,0,0,0,42.283,42.283,248.099,-421.613,0,-4.818,-4.818,-0.549,-426.98,0,74.942,74.942,103.43,103.43,-61.654,-0.027,116.691,-62.19,0,-61.654
2019-03-31,214.888,96.772,56.546,153.318,0,0,0,28.836,28.836,396.145,-361.182,4,1.74,1.74,2.314,-353.128,-1.7731,0,-1.7731,5.454,5.454,-61.606,-94.936,-152.861,-109.844,0,-61.606
2018-12-31,157.64600,96.06500,40.33900,136.40400,,,,-135.59700,-135.59700,164.68400,-416.40400,,-0.96300,-0.96300,2.07400,-415.29300,596.99400,-575.78000,21.21400,498.97500,498.97500,-58.72200,-6.43200,455.03500,204.42600,,-58.72200
2018-09-30,38.747,100.522,38.022,138.544,-29.208,18.921,-11.857,-53.211,-75.355,89.366,-379.119,0,-0.468,-0.468,3.245,-376.342,0,331.003,331.003,3.713,3.713,-54.899,0,279.817,-7.159,12.863,-54.899
2018-06-30,71.193,90.671,23.982,114.653,0,0,0,92.328,92.328,283.929,-397.494,3,-6.682,-6.682,2.096,-399.08,0,115.175,115.175,3.948,3.948,-54.116,0,65.007,-50.144,0,-54.116
2018-03-31,178.992,89.381,52.168,141.549,0,0,0,245.336,245.336,578.129,-307.74,0,-1.04,-1.04,2.008,-306.772,0,-207.214,-207.214,6.235,6.235,-54.054,0,-255.033,16.324,0,-54.054
2017-12-31,314.13200,88.37400,-101.82000,-13.44600,,,,-127.44800,-127.44800,173.23800,-383.23800,,-0.13500,-0.13500,2.00100,-381.37200,,-110.92900,-110.92900,400.75900,400.75900,-51.83700,-1.51800,236.47500,28.34100,,-51.83700
2017-09-30,35.853,91.269,38.099,129.368,-58.696,-35.126,53.017,-2.984,-43.789,121.529,-324.941,0,1.856,1.856,14.134,-308.951,0,189.172,189.172,3.85,3.85,-48.856,-0.112,144.054,-43.368,14.064,-48.856
2017-06-30,70.808,80.023,54.491,134.514,0,0,0,-1.373,-1.373,193.558,-252.763,6.279,-5.411,-5.411,21.21,-230.685,509.911,-412.034,97.877,55.044,55.044,-47.761,-43.659,61.501,24.374,0,-47.761
2017-03-31,164.728,77.667,68.485,146.152,0,0,0,118.611,118.611,435.04,-261.423,133.56,1.345,1.345,1.985,-124.533,0,-270.14,-270.14,7.986,7.986,-47.574,0,-309.728,0.779,0,-47.574
2016-12-31,125.03200,77.14300,56.66200,133.80500,,,,-146.71600,-146.71600,116.96300,-297.96200,-85.71400,-10.26300,-10.26300,1.80200,-392.13700,125.00000,110.93600,235.93600,58.39800,58.39800,-47.74000,25.67000,272.26400,-2.91000,,-47.74000
2016-09-30,34.24,76.426,42.941,119.367,-4.847,20.577,-5.195,14.313,24.848,165.044,-297.262,0,0.2,0.2,0.729,-296.333,0,159.345,159.345,7.692,7.692,-44.763,-9.657,112.617,-18.672,14.76,-44.763
2016-06-30,71.193,73.459,38.586,112.045,0,0,0,-11.906,-11.906,176.991,-253.684,0,2.675,2.675,1.134,-249.875,0,43.537,43.537,107.519,107.519,-43.554,-16.33,91.172,18.288,0,-43.554
2016-03-31,141.81,71.972,73.157,145.129,0,0,0,90.575,90.575,382.814,-245.592,0,0.146,0.146,2.215,-243.231,0,-136.307,-136.307,8.912,8.912,-43.173,0,-170.568,-30.985,0,-43.173
2015-12-31,102.86100,71.23900,59.29900,130.53800,,,,-166.72900,-166.72900,70.14100,-290.41200,,-2.26300,-2.26300,2.38200,-290.29300,,305.30900,305.30900,8.72900,8.72900,-43.63600,,270.40200,50.25000,,-43.63600
2015-09-30,23.515,70.737,49.308,120.045,48.24,33.234,-59.112,-53.803,-31.441,94.332,-296.138,0,1.597,1.597,6.541,-288,5.522,212.402,217.924,10.139,10.139,-43.373,-5.522,179.168,-14.5,15.98,-43.373
2015-06-30,56.281,68.444,33.622,102.066,0,0,0,10.573,10.573,176.734,-225.839,0,0,0,0.227,-225.612,0,26.991,26.991,8.086,8.086,-38.571,0,-3.494,-52.372,0,-38.571
2015-03-31,137.684,68.022,76.165,144.187,0,0,0,226.119,226.119,513.433,-180.331,0,0,0,-0.607,-180.938,0,-328.735,-328.735,6.415,6.415,-38.482,0,-360.802,-28.307,0,-38.482
2014-12-31,97.59500,67.59300,55.69300,123.28600,,,,-198.35500,-198.35500,27.41500,-261.31300,,,,-0.73900,-262.05200,-6.46200,350.57400,344.11200,-1.67300,-1.67300,-39.59200,13.36400,316.21100,81.57400,,-39.59200
2014-09-30,23.713,68.256,62.956,131.212,-41.408,-31.996,60.465,-18.337,-31.276,102.603,-271.841,0,-2.647,-2.647,2.729,-271.759,0,195.313,195.313,2.122,2.122,-37.442,0,159.993,-9.163,14.721,-37.442
2014-06-30,45.721,63.955,30.975,94.93,0,0,0,-12.263,-12.263,139.229,-193.591,0,0,0,4.284,-189.307,0,2.41,2.41,-0.225,-0.225,-37.426,0,-35.241,-85.319,0,-37.426
2014-03-31,133.367,61.307,72.803,134.11,0,0,0,183.686,183.686,456.681,-178.442,0,0,0,0.963,-177.479,0,-689.795,-689.795,390.166,390.166,-37.396,0,-337.025,-57.823,0,-37.396
2013-12-31,87.01600,60.46900,47.34800,107.81700,,,,-165.76100,-165.76100,34.30000,-180.56700,,,,-5.86700,-186.43400,,320.78300,320.78300,-6.30100,-6.30100,-33.98400,,280.49800,128.36400,,-33.98400
2013-09-30,7.536,60.191,37.498,97.689,-73.669,31.979,31.912,25.452,15.674,103.552,-109.537,-153.023,0,0,-1.765,-264.325,0,227.014,227.014,0.034,0.034,-32.055,0,194.993,34.22,17.814,-32.055
2013-06-30,38.768,58.129,15.452,73.581,0,0,0,11.944,11.944,133.234,-193.356,153.023,0,0,0.561,-39.772,0,-92.943,-92.943,-2.014,-2.014,-32.052,-0.021,-127.03,-33.568,0,-32.052
2013-03-31,116.425,58.108,61.077,119.185,0,0,0,108.596,108.596,346.483,-199.09,0,0,0,-2.427,-201.517,493.662,-599.074,-105.412,0,0,-32.016,-66.592,-204.02,-59.054,0,-32.016
2012-12-31,80.46500,60.50000,46.07900,106.57900,,,,-160.42800,-160.42800,29.85800,-190.02700,,,,-1.27300,-191.30000,,256.93300,256.93300,-3.12400,-3.12400,-31.99200,-0.01300,221.80400,60.36200,,-31.99200
2012-09-30,7.967,62.209,6.569,68.778,32.578,28.417,-64.234,17.484,14.245,68.111,-235.484,128.223,0,0,-0.378,-107.639,-254.665,360.829,106.164,1.355,1.355,-31.458,0,76.061,36.533,19.222,-31.458
2012-06-30,31.132,61.352,18.768,80.12,0,0,0,34.319,34.319,158.083,-186.251,0,0,0,-0.369,-186.62,0,42.257,42.257,-1.623,-1.623,-31.431,0,9.203,-19.334,0,-31.431
2012-03-31,109.111,61.799,62.135,123.934,0,0,0,137.787,137.787,376.014,-156.729,0,0,0,-2.798,-159.527,-0.066,-222.85,-222.916,-0.301,-0.301,-31.39,0,-254.607,-38.12,0,-31.39
2011-12-31,68.50700,60.73300,40.12000,100.85300,,,,-189.34300,-189.34300,-15.29100,-154.39400,,,,-1.08000,-155.47400,-2.30300,173.90500,171.60200,-15.57900,-15.57900,-31.51700,,124.50600,-46.25900,,-31.51700
2011-09-30,1.961,61.429,22.968,84.397,-0.096,27.737,23.904,-57.733,-6.188,63.282,-232.682,0,0,0,-1.048,-233.73,-0.217,215.378,215.161,0.249,0.249,-30.972,0,184.438,13.99,11.586,-30.972
2011-06-30,-0.566,58.429,11.225,69.654,0,0,0,6.331,6.331,81.091,-143.62,0,0,0,-1.838,-145.458,44.618,-3.188,41.43,-1.987,-1.987,-30.972,20.079,28.55,-35.817,0,-30.972
2011-03-31,132.209,57.136,91.213,148.349,0,0,0,106.546,106.546,392.647,-123.501,0,0,0,-1.165,-124.666,-0.066,-241.512,-241.578,0.213,0.213,-31.065,27.803,-244.627,23.354,0,-31.065
2010-12-31,73.99700,56.16100,43.46900,99.63000,,,,-132.51500,-132.51500,45.82400,-123.16200,,,,-0.37000,-123.53200,-10.00000,112.62800,102.62800,4.02200,4.02200,-31.00200,,75.64800,-2.06000,,-31.00200
2010-09-30,1.537,56.753,35.026,91.779,-40.401,54.014,58.069,-13.416,58.266,131.912,-180.287,0,0,0,0.372,-179.915,-0.065,130.287,130.222,-100.276,-100.276,-30.374,0,-0.428,-48.431,12.655,-30.374
2010-06-30,-3.154,53.288,142.248,195.536,0,0,0,-87.942,-87.942,111.106,-129.72,0,0,0,0.508,-129.212,0,-0.112,-0.112,-1.189,-1.189,-31.363,0,-32.664,-50.77,0,-31.363
2010-03-31,114.126,53.08,31.325,84.405,0,0,0,182.394,182.394,388.302,-117.19,0,0,0,0.927,-116.263,-0.066,-187.242,-187.308,2.909,2.909,-31.316,0,-215.715,56.324,0,-31.316
2009-12-31,93.33000,53.83900,12.86800,66.70700,,,,-69.26300,-69.26300,95.15600,-115.43900,,,,-1.87300,-117.31200,,111.33500,111.33500,5.68100,5.68100,-31.23400,,85.78200,63.62600,,-31.23400
2009-09-30,-15.952,56.451,97.375,153.826,244.713,194.287,-181.978,-276.071,-19.049,94.639,-167.168,0,0,0,-1.613,-168.781,-0.066,82.468,82.402,7.759,7.759,-30.551,0,59.61,-14.532,14.494,-30.551
2009-06-30,1.964,54.181,-35.195,18.986,0,0,0,179.647,179.647,209.972,-120.996,0,0,0,-2.169,-123.165,-407.227,-12.981,-420.208,7.514,7.514,-30.463,0,-443.157,-356.35,0,-30.463
2009-03-31,204.966,106.576,97.913,204.489,0,0,0,191.533,191.533,614.622,-221.33,0,0,0,-3.925,-225.255,445.563,-353.468,92.095,12.414,12.414,-60.446,1.938,46.001,435.368,0,-60.446
