,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,855.20000,342.50000,374.60000,717.10000,42.00000,108.50000,-117.30000,-19.00000,14.20000,1593.20000,-516.80000,,243.60000,243.60000,-6.10000,-279.30000,,-175.00000,-175.00000,-145.50000,-145.50000,-608.30000,-79.00000,-1007.80000,368.10000,85.20000,-608.30000
2022-09-30,878.6,360.4,392.8,753.2,-80.6,-83.7,3.8,-198.9,-509,1099.7,-545.9,59.3,-252.8,-252.8,-30.6,-770,0,-25,-25,26.1,26.1,-562.2,-3.7,-564.8,-359.1,64.9,-562.2
2022-06-30,913.7,391.3,484.8,876.1,-183.4,-232.4,208.7,-273.2,-480.3,1264.8,-423.5,0,-46,-46,-25.9,-495.4,-1000,195.2,-804.8,3.7,3.7,-561.9,-1.4,-1364.4,-735.9,57.4,-561.9
2022-03-31,675,391.3,432.8,824.1,29.5,-288.9,49,-1131.7,-1342.1,161.9,-455.1,0,3.6,3.6,-28.4,-479.9,1498.1,-195.2,1302.9,-461.6,-461.6,-563.2,-17.7,260.4,-56,53.4,-563.2
2021-12-31,816.10000,386.40000,474.90000,861.30000,-91.60000,-36.00000,84.00000,242.00000,198.40000,1870.90000,-416.80000,,57.20000,57.20000,-41.40000,-401.00000,,200.00000,200.00000,-3479.60000,-3479.60000,-576.00000,-113.60000,-3969.20000,-2486.30000,95.80000,-576.00000
2021-09-30,1764.6,377.9,-495,-117.1,-29.9,-58.2,81.7,-407.3,-127.6,1520.7,-484.3,1175,-5.1,-5.1,-18.9,666.7,0,-4.1,-4.1,54.6,54.6,-530.8,-2.8,-483.1,1702.6,63.8,-530.8
2021-06-30,1154.1,373.3,324.6,697.9,-25.9,-42.9,86.9,-114.4,-96.3,1748.9,-337.8,0,-27.2,-27.2,-42.2,-407.2,0,-13.4,-13.4,57.2,57.2,-530.2,-4.1,-490.5,872.4,80,-530.2
2021-03-31,659.4,384.5,400,784.5,-6.8,-38.8,-3.5,-521.2,-570.3,883.8,-323.7,0,19.6,19.6,-2.4,-306.5,-750,-461.9,-1211.9,31.6,31.6,-529.8,-1.5,-1711.6,-1147.4,76,-529.8
2020-12-31,622.20000,388.40000,542.30000,930.70000,19.60000,90.10000,24.80000,158.50000,293.00000,1835.70000,-324.20000,,69.40000,69.40000,-17.70000,-272.50000,-500.00000,48.20000,-451.80000,102.80000,102.80000,-528.20000,-88.60000,-965.80000,677.20000,99.30000,-528.20000
2020-09-30,392.7,379.2,603.5,982.7,-16.1,40.8,109.5,-53.3,90.8,1490.7,-345.2,0,-29.6,-29.6,-5,-379.8,0,-497.5999,-497.6,199.9,199.9,-479.3,-2.7,-779.7,385,60.6,-479.3
