,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,395.461,229.744,-18.138,211.606,160.804,80.679,-98.475,-14.152,11.709,618.776,-101.624,5.96,14.127,-17.511,-3.384,4.736,-94.312,-397.452,347.482,-49.97,-53.262,-53.262,-171.184,-0.157,-274.573,253.748,24.691,-171.184
2022-09-30,388.03700,153.98100,-85.67600,68.30500,-1.22800,-137.14300,107.57900,-223.22800,1.01600,457.35800,-72.44800,-6704.77000,16.46700,-7.68700,8.78000,-1158.98000,-7927.41800,1698.61100,-112.43000,1586.18100,-66.68200,-66.68200,-171.17600,-8.75400,1339.56900,-6145.56900,65.01800,-171.17600
2022-06-30,128.906,139.442,-160.6,-21.1579,-15.226,62.583,39.853,17.787,785.544,893.292,-61.147,0,14.147,-7.883,6.264,-238.192,-293.075,3578.36,-199.457,3378.903,-84.795,-84.795,-171.756,-5.974,3116.378,3692.719,27.312,-171.756
2022-03-31,348.088,142.697,-84.592,58.105,-313.055,-31.408,144.858,37.204,136.776,542.969,-46.33,0.9,3.92,-9.862,-5.942,-0.023,-51.395,-0.638,-277.764,-278.402,-54.918,-54.918,-132.543,-0.547,-466.41,18.292,30.396,-132.543
2021-12-31,387.729,144.103,-23.608,120.495,75.085,-52.53,-32.962,-32.484,72.886,581.11,-42.762,2.466,8.43,-2.694,5.736,2.14,-32.42,2.188,1899.251,1901.439,-72.781,-72.781,-132.635,-9.405,1686.618,2243.283,21.719,-132.635
2021-09-30,451.46300,145.52200,8.74300,154.26500,74.07000,-190.77900,-20.36500,34.38500,-181.36900,424.35900,-40.45200,,5.31200,-7.45600,-2.14400,0.64900,-41.94700,-0.59100,-0.00400,-0.59500,-244.73100,-244.73100,-132.92100,-42.70300,-420.95000,-39.53500,57.66600,-132.92100
2021-06-30,504.969,146.582,-33.381,113.201,-59.629,-33.199,109.585,-42.173,75.426,693.596,-66.043,0,8.194,-4.201,3.993,10.624,-51.426,-1.217,-183.996,-185.213,-88.615,-88.615,-133.841,0,-407.669,243.517,19.576,-133.841
2021-03-31,473.239,150.548,-2.884,147.664,-318.567,-48.875,223.295,7.612,-93.486,527.417,-34.845,0,19.206,-14.579,4.627,2.937,-27.281,1.53,-426,-424.47,-67.831,-67.831,-114.105,0,-606.406,-75.134,22.074,-114.105
2020-12-31,448.542,149.818,-101.059,48.759,64.153,-45.562,55.001,3.313,119.313,616.614,67.048,0,2.912,-5.303,-2.391,10.129,74.786,-539.006,-227.9,-766.906,-35.938,-35.938,-113.686,0,-916.53,-177.66,21.372,-113.686
2020-09-30,320.11100,148.44200,62.84100,211.28300,15.53200,42.03900,138.90000,75.44700,205.98000,737.37400,-35.52700,,49.10700,-10.72600,38.38100,1.05400,3.90800,-671.84200,114.40000,-557.44200,-21.75000,-21.75000,-113.54200,,-692.73400,56.88000,58.46100,-113.54200
2020-06-30,291.324,146.582,26.964,173.546,405.543,214.956,-316.89,20.967,315.22,780.09,-49.142,0,26.177,-3.465,22.712,47.638,21.208,-461.834,-225.602,-687.436,-21.252,-21.252,-113.547,-1.2,-823.435,-12.103,19.518,-113.547
2020-03-31,367.369,137.649,2.212,139.861,-206.226,-33.743,124.138,42.267,-42.339,464.891,-59.504,-0.459,50.434,-1.148,49.286,120.564,109.887,-41.812,-569.2,-611.012,-57.282,-57.282,-113.266,0,-781.56,-250.738,18.788,-113.266
2019-12-31,204.598,144.229,54.663,198.892,166.333,49.832,-42.444,-73.331,-26.653,376.837,-66.539,-3379.149,172.395,-30.145,142.25,1.304,-3302.134,565.208,-172.7,392.508,-62.907,-62.907,-113.673,0,215.928,-2679.038,20.436,-113.673
2019-09-30,339.04100,109.07100,25.28700,134.35800,213.20300,-24.10800,-135.56900,-2.64000,-24.26800,449.13100,-31.06100,-1696.45600,26.47700,-159.98400,-133.50700,8.07000,-1852.95400,919.46800,1104.24600,2023.71400,-71.98500,-71.98500,-113.35200,,1838.37700,407.62600,52.63300,-113.35200
2019-06-30,425.89,105.388,20.374,125.7621,-5.692,64.27,-11.448,5.729,85.891,637.543,-40.584,0.138,49.805,-130.044,-80.239,18.27,-102.415,2223.833,-430.124,1793.709,-87.757,-87.757,-113.462,0,1592.49,2121.038,19.553,-113.462
2019-03-31,411.381,108.258,6.705,114.963,-177.494,43.957,119.304,-16.239,25.213,551.557,-47.608,0,10.671,-48.891,-38.22,1.043,-84.785,-0.102,-127.067,-127.169,-204.485,-204.485,-98.547,0,-430.201,51.344,19.91,-98.547
2018-12-31,311.913,110.052,49.384,159.436,107.269,-51.099,-95.906,3.215,-89.697,381.652,-29.168,15.025,0.305,-0.001,0.304,-2.408,-16.247,-0.145,347.479,347.334,-500.48,-500.48,-99.59,0,-252.736,95.263,21.674,-99.59
2018-09-30,375.89900,112.49100,71.69700,184.18800,78.36900,-124.99500,-24.34700,-282.37800,-400.69900,159.38800,-31.13700,2.47300,14.12700,-2.84400,11.28300,2.31800,-15.06300,-100.06300,258.54000,158.47700,-64.85500,-64.85500,-100.86900,,-7.24700,129.98500,42.94100,-100.86900
