,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2012-09-30,655,87,-69,18,-371,-9,399,329,348,1021,-23,-55,78,78,-4,-4,-29,0,-29,-165,-165,-259,27,-426,628,109,-259
2012-06-30,560,86,112,198,222,-12,-230,229,209,967,-57,-2,54,54,-55,-60,1270,0,1270,-1036,-1036,-260,184,158,1043,121,-260
2012-03-31,575.00000,89.00000,68.00000,157.00000,-344.00000,-176.00000,320.00000,-634.00000,-834.00000,-102.00000,-41.00000,-210.00000,-87.00000,-87.00000,-149.00000,-487.00000,51.00000,,51.00000,-221.00000,-221.00000,-285.00000,62.00000,-393.00000,-954.00000,114.00000,-285.00000
2011-12-31,583,95,40,135,118,-85,-242,364,155,873,-29,0,11,11,0,-18,-53,0,-53,-97,-97,-245,85,-310,523,122,-245
2011-09-30,570,96,131,227,-8,-2,27,422,439,1236,-59,0,-23,-23,0,-82,-58,-500,-558,-128,-128,-249,-4,-939,187,133,-249
2011-06-30,622,94,30,124,144,-28,-229,240,127,873,-76,0,-13,-13,0,-89,1419,600,2019,-2543,-2543,-248,1,-771,17,105,-248
2011-03-31,564.00000,95.00000,135.00000,230.00000,-130.00000,-1.00000,292.00000,-1111.00000,-950.00000,-156.00000,-83.00000,,68.00000,68.00000,,-15.00000,-4.00000,-100.00000,-104.00000,-96.00000,-96.00000,-272.00000,7.00000,-465.00000,-588.00000,137.00000,-272.00000
2010-12-31,649,102,26,128,-30,21,-227,532,296,1073,-35,-7,-70,-70,-35,-147,0,0,0,5,5,-194,23,-166,731,110,-194
2010-09-30,584,100,-24,76,-48,-30,148,375,445,1105,-30,-8,-23,-23,-17,-78,-4,-344,-348,-144,-144,-193,53,-632,453,114,-193
2010-06-30,389,106,159,265,-129,-50,40,-41,-180,474,-22,0,-350,-350,0,-372,-24,-436,-460,-2,-2,-193,38,-617,-520,113,-193
2010-03-31,428.00000,104.00000,125.00000,229.00000,-157.00000,-59.00000,203.00000,-808.00000,-821.00000,-164.00000,-44.00000,-8.00000,21.00000,21.00000,1.00000,-30.00000,-148.00000,-1354.00000,-1502.00000,-107.00000,-107.00000,-196.00000,50.00000,-1755.00000,-2005.00000,108.00000,-196.00000
2009-12-31,257,88,81,169,84,66,2,-10,142,568,-13,-5597,57,57,23,-5530,2490,2034,4524,2498,2498,-106,4,6920,1945,85,-106
2009-09-30,334,83,-57,26,-143,-22,94,268,197,557,-19,0,15,15,-3,-7,-1,0,-1,3,3,-108,40,-66,458,73,-108
2009-06-30,244,84,82,166,-113,-23,79,47,-10,400,-17,-158,83,83,6,-86,-3,0,-3,312,312,-103,-110,96,512,77,-103
2009-03-31,62.00000,84.00000,337.00000,421.00000,-51.00000,-74.00000,-10.00000,-474.00000,-609.00000,-126.00000,-16.00000,,121.00000,121.00000,-1.00000,104.00000,72.00000,,72.00000,-37.00000,-37.00000,-105.00000,-131.00000,-201.00000,-239.00000,82.00000,-105.00000
