,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,-3687,-308,-283,-591,-254,0,-123,1672,1295,-2983,399,0,267,267,48,714,750,0,750,1827,1827,2259,-520,4316,2526,-536,2259
2022-09-30,1361,109,-189,-80,38,0,241,200,479,1760,-136,0,-35,-35,-43,-214,0,0,0,-384,-384,-736,76,-1044,316,160,-736
2022-06-30,963,99,351,450,243,0,-166,155,232,1645,-116,0,-184,-184,-2,-302,-1116,0,-1116,-507,-507,-737,439,-1921,-781,175,-737
2022-03-31,1363.00000,100.00000,121.00000,221.00000,-27.00000,,48.00000,-2027.00000,-2006.00000,-422.00000,-147.00000,,-48.00000,-48.00000,-3.00000,-198.00000,366.00000,,366.00000,-936.00000,-936.00000,-786.00000,5.00000,-1351.00000,-2061.00000,201.00000,-786.00000
2021-12-31,1632,110,-1049,-939,205,0,-12,1031,1224,1917,-126,-9,-178,-178,-45,-358,2498,-32,2466,-303,-303,-627,-1128,408,1962,183,-627
2021-09-30,1753,107,-547,-440,-263,0,149,575,461,1774,-37,0,-87,-87,-20,-144,0,32,32,-309,-309,-629,277,-629,945,173,-629
2021-06-30,1547,101,-93,8,47,0,50,174,271,1826,-130,-35,-119,-119,-1,-285,-1383,0,-1383,-305,-305,-630,843,-1475,73,182,-630
2021-03-31,1273.00000,97.00000,-322.00000,-225.00000,-311.00000,,155.00000,-1465.00000,-1621.00000,-573.00000,-48.00000,-1062.00000,-2.00000,-2.00000,-38.00000,-1150.00000,633.00000,,633.00000,-568.00000,-568.00000,-661.00000,5.00000,-591.00000,-2321.00000,196.00000,-661.00000
2020-12-31,1740,103,-1037,-934,231,0,68,874,1173,1979,-54,0,6,6,-29,-77,2102,-38,2064,-17,-17,-554,-1355,138,2157,164,-554
2020-09-30,1517,87,-624,-537,-664,-114,90,703,15,995,-40,0,23,23,-2,-19,-835,38,-797,-10,-10,-556,1363,0,1041,160,-556
2020-06-30,1402,86,-233,-147,125,114,-59,272,452,1707,-48,0,-51,-51,-25,-124,1197,0,1197,-1125,-1125,-554,-40,-522,1060,149,-554
2020-03-31,627.00000,82.00000,-16.00000,66.00000,-5.00000,,-214.00000,-1412.00000,-1631.00000,-938.00000,-52.00000,,33.00000,33.00000,-15.00000,-34.00000,1883.00000,,1883.00000,-657.00000,-657.00000,-596.00000,-2.00000,628.00000,-423.00000,149.00000,-596.00000
2019-12-31,1334,2,-484,-482,-103,0,-50,557,404,1256,-94,0,201,201,-14,93,-338,-102,-440,-7,-7,-512,-255,-1214,222,140,-512
2019-09-30,1119,105,-417,-312,-199,0,-45,368,124,931,-55,-4,-386,-386,1,-444,405,102,507,-109,-109,-513,254,139,584,133,-513
2019-06-30,1013,100,-333,-233,-32,0,40,134,142,922,-47,-1506,59,59,-51,-1545,1249,0,1249,-7,-7,-515,-123,604,-38,140,-515
2019-03-31,1060.00000,89.00000,-117.00000,-28.00000,-99.00000,,-56.00000,-1102.00000,-1257.00000,-225.00000,-58.00000,,-14.00000,-14.00000,-46.00000,-118.00000,245.00000,,245.00000,-1788.00000,-1788.00000,-556.00000,-13.00000,-2112.00000,-2427.00000,154.00000,-556.00000
2018-12-31,927,56,-1607,-1551,9,0,-121,1259,1147,523,-96,0,-13,-13,1,-108,557,0,557,-532,-532,-497,0,-472,-92,133,-497
2018-09-30,1203,57,22,79,-83,-36,137,-35,-17,1265,-45,-699,186,186,0,-558,216,0,216,-515,-515,-502,-19,-820,-144,121,-502
2018-06-30,1078,54,123,177,43,36,-241,335,173,1428,-30,0,-60,-60,1,-89,183,0,183,-321,-321,-464,3,-599,598,135,-464
2018-03-31,1094.00000,53.00000,141.00000,194.00000,35.00000,,268.00000,-1732.00000,-1429.00000,-141.00000,-33.00000,,33.00000,33.00000,-53.00000,-53.00000,347.00000,,347.00000,-719.00000,-719.00000,-505.00000,3.00000,-874.00000,-953.00000,175.00000,-505.00000
2017-12-31,2301,50,-1919,-1869,-160,145,91,902,978,1410,-55,0,-38,-38,-4,-97,140,0,140,-288,-288,-403,4,-547,797,125,-403
2017-09-30,956,65,105,170,-205,-17,133,323,234,1360,-45,-29,-27,-27,-28,-129,75,0,75,-287,-287,-405,-3,-620,670,127,-405
2017-06-30,864,62,269,331,-161,-128,25,413,149,1344,-36,-73,-196,-196,-28,-333,-583,0,-583,-284,-284,-407,-9,-1283,-202,128,-407
2017-03-31,868.00000,63.00000,145.00000,208.00000,5.00000,,59.00000,-1304.00000,-1240.00000,-164.00000,-19.00000,,-30.00000,-30.00000,,-49.00000,829.00000,,829.00000,-562.00000,-562.00000,-447.00000,,-180.00000,-361.00000,162.00000,-447.00000
2016-12-31,847,65,75,140,271,-171,-283,507,324,1311,-31,0,86,86,-183,-128,-999,0,-999,-281,-281,-374,1149,-505,573,113,-374
2016-09-30,877,65,248,313,288,-278,-256,116,-130,1060,-21,0,-194,-194,-54,-269,255,0,255,-251,-251,-376,2,-370,389,119,-376
2016-06-30,795,67,-96,-29,-354,0,239,-184,-299,467,-37,-30,59,59,-12,-20,383,0,383,-279,-279,-376,9,-263,84,117,-376
2016-03-31,647.00000,66.00000,195.00000,261.00000,-270.00000,,326.00000,-1529.00000,-1473.00000,-565.00000,-30.00000,,84.00000,84.00000,-8.00000,46.00000,361.00000,,361.00000,-562.00000,-562.00000,-419.00000,73.00000,-547.00000,-1102.00000,172.00000,-419.00000
2015-12-31,869,62,-167,-105,379,0,-328,342,393,1157,-61,-185,4,4,-81,-323,207,0,207,-231,-231,-361,21,-364,410,117,-361
2015-09-30,832,80,81,161,-208,0,54,512,358,1351,-26,0,-10,-10,-1,-37,48,0,48,-197,-197,-362,2,-509,766,128,-362
2015-06-30,826,77,-67,10,497,0,-421,93,169,1005,-36,0,137,137,-78,23,157,0,157,-279,-279,-364,11,-475,630,126,-364
2015-03-31,825.00000,76.00000,-149.00000,-73.00000,-750.00000,,654.00000,-1165.00000,-1261.00000,-509.00000,-98.00000,-88.00000,61.00000,61.00000,-3.00000,-128.00000,109.00000,,109.00000,-498.00000,-498.00000,-389.00000,62.00000,-716.00000,-1446.00000,143.00000,-389.00000
2014-12-31,806,76,61,137,504,189,-542,177,328,1271,-26,0,98,98,-90,-18,-822,0,-822,-255,-255,-322,-193,-1592,-426,117,-322
2014-09-30,873,84,-27,57,1538,-87,-1538,441,354,1284,-6,0,199,199,-30,163,192,0,192,-253,-253,-324,49,-336,1022,100,-324
2014-06-30,841,86,-116,-30,-1340,-7,1490,-216,-73,738,-19,0,-20,-20,0,-39,464,0,464,-257,-257,-326,122,3,733,109,-326
2014-03-31,744.00000,88.00000,275.00000,363.00000,-624.00000,-95.00000,521.00000,-1115.00000,-1313.00000,-206.00000,-15.00000,,151.00000,151.00000,-3.00000,133.00000,877.00000,,877.00000,-575.00000,-575.00000,-366.00000,128.00000,64.00000,4.00000,127.00000,-366.00000
2013-12-31,850,90,-400,-310,2075,205,-2257,603,626,1166,-34,-58,-131,-131,15,-208,136,0,136,-231,-231,-286,-199,-580,403,108,-286
2013-09-30,729,85,-4,81,-2046,-135,2057,460,336,1146,-14,-240,29,29,-60,-285,-257,0,-257,-287,-287,-287,212,-619,319,109,-287
2013-06-30,706,84,78,162,361,-121,-390,422,272,1140,-28,0,7,7,0,-21,-756,0,-756,-242,-242,-286,-104,-1388,-274,104,-286
2013-03-31,666.00000,84.00000,177.00000,261.00000,-376.00000,51.00000,597.00000,-1009.00000,-737.00000,190.00000,-18.00000,,52.00000,52.00000,-3.00000,31.00000,-80.00000,-100.00000,-180.00000,-455.00000,-455.00000,-309.00000,139.00000,-805.00000,-664.00000,127.00000,-309.00000
2012-12-31,650,88,87,175,201,-467,-375,170,-471,354,-29,0,321,321,-7,285,34,0,34,-176,-176,-256,115,-283,383,107,-256
