,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,73.891,40.39,5.13,45.52,27.357,34.344,-86.742,11.957,-18.543,100.868,-21.327,-13.644,-15,-15,0.821,-49.15,88.9601,-17.556,71.4041,-221.781,-221.781,-0.309,-0.142,-150.828,-97.188,6.058,-0.309
2022-09-30,60.446,40.139,-5.68,34.459,122.498,-195.386,-81.706,-9.742,-150.95,-56.045,-18.164,0,0,0,-3.799,-21.963,-1.466,-10.805,-12.271,-120.656,-120.656,0,-18.569,-151.496,-237.229,6.861,0
2022-06-30,157.637,39.748,3.402,43.15,-76.798,-10.982,-80.946,-2.509,-176.952,23.835,-18.284,-10.422,0,0,-7.038,-35.744,288.336,-3.618,284.718,0.48,0.48,0,-14.432,270.766,261.117,7.735,0
2022-03-31,116.89600,39.09800,-47.34600,-8.24800,-66.51000,-147.25000,26.36300,-11.85000,-118.79000,-10.14200,-26.33600,-0.99900,1.30800,1.30800,-1.34800,-27.37500,108.26300,12.05500,120.31800,9.90300,9.90300,,-34.62000,95.60100,58.68400,8.82700,
2021-12-31,145.962,30.007,-4.713,25.294,-15.093,-148.037,27.372,1.126,-109.504,61.752,-22.459,-247.545,0,0,-0.51,-270.514,46.421,11.095,57.516,-117.707,-117.707,0,-9.334,-69.525,-276.387,5.75,0
2021-09-30,132.753,23.862,7.08,30.942,-19.922,-159.134,83.91,-8.057,-89.284,74.411,-33.126,-46.909,0.066,0.066,0.312,-79.657,-1.794,38.696,36.902,11.935,11.935,0,-9.602,39.235,33.64,5.783,0
2021-06-30,127.909,21.878,12.683,34.561,-40.136,-117.987,129.272,-4.532,-40.02,122.45,-26.684,-419.017,0,0,0.435,-445.266,-1.491,-4.322,-5.813,5.556,5.556,0,-32.415,-32.672,-354.728,6.973,0
2021-03-31,149.94500,18.88300,3.45200,22.33500,-56.71000,-45.83300,56.76900,-21.16500,-19.73700,152.54300,-27.46400,,4.90200,4.90200,0.71200,-21.85000,-1.60400,-11.76400,-13.36800,13.01100,13.01100,,-39.65100,-40.00800,89.68600,5.44800,
2020-12-31,124.98,19.344,13.048,32.392,29.498,-63.379,54.416,9.57,60.851,218.223,-28.035,-41.982,0,0,0.653,-69.364,-1.194,-7.359,-8.553,1.098,1.098,0,-1.377,-8.832,141.184,6.555,0
2020-09-30,115.235,17.822,9.265,27.087,-66.453,20.712,34.611,2.247,12.874,155.196,-7.594,-22.815,0,0,0.674,-29.735,-0.908,-9.511,-10.419,4.421,4.421,0,-2.582,-8.58,117.21,4.353,0
2020-06-30,63.592,17.447,20.348,37.795,-13.334,12.829,-35.804,3.294,0.381,101.768,-13.426,0,0,0,0.706,-12.72,-1.203,1.576,0.373,5.98,5.98,0,-3.285,3.068,89.278,5.4,0
2020-03-31,43.41100,16.75800,6.56100,23.31900,-5.68700,-48.14500,12.81700,-9.22000,-55.38400,11.34600,-12.89400,,,,0.61800,-12.27600,-1.17600,-4.83200,-6.00800,1.59000,1.59000,,-11.66600,-16.08400,-15.42700,4.57400,
2019-12-31,-136.603,-32.654,-22.737,-55.391,92.513,-68.834,45.998,-1.613,72.763,-119.231,29.485,59.314,0,0,-1.293,87.506,2.202,-23.116,-20.914,-5.764,-5.764,0.285,2.593,-23.8,-54.772,-7.883,0.285
2019-09-30,74.897,16.715,12.112,28.827,-36.749,48.347,-14.635,4.121,7.464,111.188,-11.037,-7.922,0,0,0.64,-18.319,-1.11,11.9,10.79,4.538,4.538,-0.285,-1.023,14.02,105.671,3.549,-0.285
2019-06-30,61.706,15.939,10.625,26.564,-55.764,20.487,-31.363,-2.508,-80.227,8.043,-18.448,-51.392,0,0,0.653,-69.187,-1.092,11.216,10.124,1.226,1.226,0,-1.57,9.78,-50.899,4.334,0
2019-03-31,45.76900,13.78400,8.81100,22.59500,46.97000,-41.64400,-37.17600,-2.03300,-53.79300,14.57100,-15.87900,-61.54900,,,0.74300,-76.68500,-0.90800,0.24900,-0.65900,2.19300,2.19300,,-3.15600,-1.62200,-63.21600,3.59400,
2018-12-31,76.697,13.479,12.26,25.739,12.406,-52.637,38.8,8.681,5.793,108.229,-22.023,6.486,0,0,1.108,-14.429,-50.663,10.231,-40.432,0.423,0.423,0.314,-3.196,-42.891,50.481,4.653,0.314
2018-09-30,76.522,13.028,14.53,27.558,-30.773,-14.365,14.117,-3.685,-44.739,59.341,-13.234,0,0,0,0.896,-12.338,1.058,11.893,12.951,3.067,3.067,-0.314,-0.967,14.737,62.287,2.919,-0.314
2018-06-30,54.231,12.79,7.688,20.478,-43.62,-36.794,42.881,-15.697,-24.02,50.689,-5.635,-71.557,0,0,1.062,-76.13,-0.389,-6.443,-6.832,0.724,0.724,0,-1.572,-7.68,-34.448,3.885,0
2018-03-31,33.77000,12.86000,7.49100,20.35100,18.74400,-48.79800,-9.43900,2.46200,-25.15300,28.96800,-6.49500,-0.36900,,,0.86700,-5.99700,-0.40800,10.40400,9.99600,-24.25600,-24.25600,,-1.94000,-16.20000,7.69000,3.10600,
2017-12-31,82.223,14.413,-3.982,10.431,35.146,-32.365,42.994,-13.422,44.051,136.705,-16.598,0,0,0,1.692,-14.906,-104.424,-6.374,-110.798,5.234,5.234,0,-5.797,-111.361,9.692,1.803,0
2017-09-30,39.776,14.2,11.404,25.604,-70.507,17.615,26.354,-5.179,0.961,66.341,-6.596,0.097,0,0,0.704,-5.795,-3.245,4.027,0.782,0.463,0.463,0,-0.521,0.724,61.709,2.584,0
2017-06-30,25.376,13.804,13.413,27.217,-17.864,27.439,-1.585,0.91,6.858,59.451,-6.472,-0.45,0,0,0.769,-6.153,-6.959,-6.346,-13.305,-29.865,-29.865,0,-1.572,-44.742,9.577,3.186,0
2017-03-31,12.18200,13.08700,9.28200,22.36900,20.36800,-35.67500,-24.97500,-0.24400,-39.72600,-5.17500,-3.51300,1.61000,,,0.62900,-1.27400,0.22200,-4.19000,-3.96800,1.10700,1.10700,,-1.90300,-4.76400,-9.77800,2.63200,
2016-12-31,40.011,13.786,17.822,31.608,-9.581,8.503,35.526,-3.423,39.99,111.609,-9.609,0,0,0,-3.042,-12.651,-26.651,-4.916,-31.567,-48.38,-48.38,0,-5.091,-85.038,13.109,1.688,0
2016-09-30,26.012,16.007,19.122,35.129,-2.253,7.223,-20.155,0.341,-12.863,48.278,-5.541,-0.5,0,0,0,-6.041,-0.324,1.922,1.598,-65.358,-65.358,0,-0.184,-63.944,-21.478,2.419,0
2016-06-30,20.943,14.716,6.869,21.585,-17.626,9.706,23.885,6.179,16.556,59.084,-6.871,0.394,0,0,0,-6.477,-10.606,-0.406,-11.012,-34.576,-34.576,0,-0.029,-45.617,6.271,2.901,0
