,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,307.081,88.459,-25.856,62.603,-86.713,-322.467,346.537,32.838,385.015,-58.176,-239.393,0,0,0.347,-297.222,0,-47.376,-47.376,25.299,25.299,-50.534,-1.899,-74.51,35.442,12.788,-50.534
2022-09-30,297.641,75.75,-6.314,69.436,0,0,-53.353,-53.353,327.121,-28.289,-186.587,0,0,0.371,-214.505,0,-82.805,-82.805,5.369,5.369,-50.438,-2.922,-130.796,-38.709,12.06,-50.438
2022-06-30,282.373,77.097,-7.753,69.344,0,0,-107.061,-107.061,235.896,-26.151,0,0,0,-0.001,-26.152,0,36.513,36.513,-165.09,-165.09,-50.419,-3.954,-182.95,8.349,12.956,-50.419
2022-03-31,272.44700,78.12100,-0.11700,78.00400,,,-138.89700,-138.89700,201.34100,-26.38900,11.75400,,,-0.24600,-14.88100,,19.97700,19.97700,-148.46200,-148.46200,-50.77800,-8.18000,-187.44300,-6.46800,9.57100,-50.77800
2021-12-31,281.681,77.618,-15.334,62.284,-172.791,-129.593,25.843,-64.44,281.897,-43.442,-117.213,0,0,-0.003,-160.658,-59.718,-42.511,-102.229,16.348,16.348,-46.25,0.267,-131.864,-11.904,11.082,-46.25
2021-09-30,257.46,74.68,-31.932,42.748,0,0,-2.45,-2.45,307.117,-26.224,13.181,0,0,0.001,-13.042,0,-283.823,-283.823,11.004,11.004,-46.178,-1.398,-320.395,-31.968,11.428,-46.178
2021-06-30,231.679,75.197,29.484,104.681,0,0,-45.222,-45.222,287.036,-23.468,-1576.897,0,0,2.725,-1597.64,0,602.899,602.899,19.306,19.306,-46.134,-0.469,575.602,-733.016,12.153,-46.134
2021-03-31,219.23300,64.61700,17.49700,82.11400,,,-13.27500,-13.27500,284.40700,-17.53700,-263.94800,,,-3.01700,-284.50200,,-32.95000,-32.95000,-1.07200,-1.07200,-46.03300,-3.95100,-84.00600,-89.16200,11.44000,-46.03300
2020-12-31,221.025,64.877,13.641,78.518,163.471,77.448,-156.313,91.623,385.882,-37.035,0,0,0,-0.024,-37.059,0,-438,-438,24.907,24.907,-41.345,-0.28,-454.718,-92.016,11.687,-41.345
2020-09-30,204.581,62.994,4.437,67.431,0,0,31.27,31.27,309.73,-10.147,4.045,0,0,0,-6.102,-602.947,484.768,-118.179,19.131,19.131,-41.291,-0.775,-141.114,173.863,10.825,-41.291
2020-06-30,166.217,61.337,10.567,71.904,0,0,74.274,74.274,314.616,-10.086,0.096,0,0,-0.776,-10.766,0,-397.022,-397.022,9.304,9.304,-41.234,-1.301,-430.253,-122.407,11.205,-41.234
2020-03-31,280.61600,66.06700,-143.31100,-77.24400,,,71.19900,71.19900,270.75200,-16.93100,134.16900,,,-1.68100,115.55700,500.00000,22.25100,522.25100,6.87600,6.87600,-41.16500,-1.31300,486.64900,860.35200,7.84800,-41.16500
2019-12-31,220.777,64.107,13.466,77.573,14.398,16.41,65.759,37.635,342.208,-40.821,-936.753,0,0,0.001,-977.573,-100,388.916,288.916,25.432,25.432,-31.998,-1.511,280.839,-342.346,11.39,-31.998
