,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-09-30,274.5,120.7,3.2,123.9,0,0,0,-282.8,-282.8,115.6,-85.5,-152,0,0,0,205.3,-32.2,0,-64.4,-64.4,14,14,-94.7,-16.8,-161.9,-56.2,0,-94.7
2017-06-30,277.6,115.8,0.9,116.7,0,0,0,-242.5,-242.5,151.8,-119,5.8,0,0,0,66.8,-46.4,0,-593.1,-593.1,13.5,741,-86.5,-26.4,35,161.5,0,-86.5
2017-03-31,393.70000,101.50000,-269.20000,-167.70000,,,,-540.10000,-540.10000,-314.10000,-45.40000,-1690.60000,,,,140.00000,-1596.00000,,1156.70000,1156.70000,3.80000,3.80000,-86.70000,-1.00000,1072.80000,-799.20000,,-86.70000
2016-12-31,257.8,102.8,118.7,221.5,-410.3,-23.9,159.7,323.8,56.2,535.5,-123.6,24,0,0,0,385.7,286.1,0,-90.5,-90.5,355.8,355.8,-87,-164.6,13.7,756.4,81.2,-87
2016-09-30,248.9,103.1,0,103.1,0,0,0,-105.3,-105.3,246.7,-76.8,-38.3,0,0,0,53.8,-61.3,0,-255.9,-255.9,18.5,18.5,-84.5,-3.5,-325.4,-147.4,0,-84.5
2016-06-30,271.5,102,0,102,0,0,0,122.9,122.9,496.4,-73.2,-8,0,0,0,-0.8,-82,0,-132.9,-132.9,23,23,-79.8,23.8,-165.9,216,0,-79.8
2016-03-31,189.40000,100.10000,,100.10000,,,,-382.60000,-382.60000,-93.10000,-62.80000,-13.00000,,,,-5.90000,-81.70000,,481.20000,481.20000,-352.90000,-352.90000,-79.60000,-4.20000,44.50000,-113.20000,,-79.60000
2015-12-31,265.5,105.6,124.7,230.3,-53.9,-54.7,-9.7,509.7,332.4,828.2,-119.4,-0.1,0,0,0,17.7,-101.8,16.1,-449.6,-433.5,69.8,69.8,-80.7,-57.8,-502.2,172.1,67.9,-80.7
2015-09-30,228.7,103.9,0,103.9,0,0,0,-93.6,-93.6,239,-65.5,-17.1,0,0,0,33.9,-48.7,-15.5,32.1,16.6,-182.8,-182.8,-79.7,-4.3,-250.2,-98.6,0,-79.7
2015-06-30,227.2,102,0,102,0,0,0,-16.6,-16.6,312.6,-52.5,0,0,0,0,22.6,-29.9,-0.3,-180.2,-180.5,-68.3,-68.3,-76.8,-4.2,-329.8,-43.6,0,-76.8
2015-03-31,162.30000,102.50000,,102.50000,,,,-462.30000,-462.30000,-197.50000,-44.90000,-0.40000,,,,20.70000,-24.60000,-0.30000,598.90000,598.60000,-305.00000,-305.00000,-82.70000,-4.30000,206.60000,-61.10000,,-82.70000
2014-12-31,145.8,112.4,197,309.4,68.4,-175.9,71.7,282.5,306.4,761.6,-96.2,-16.7,0,0,0,-8.9,-121.8,-45.7,-424.8,-470.5,12.8,12.8,-80.8,-7.5,-546,9.8,57.1,-80.8
2014-09-30,236.7,112.6,0,112.6,0,0,0,-100.2,-100.2,249.1,-60.2,5.8,0,0,0,-44.2,-98.6,-0.3,-48.8,-49.1,22.1,22.1,-81.4,-4.7,-113.1,-28.9,0,-81.4
2014-06-30,216.5,114.4,0,114.4,0,0,0,106.3,106.3,437.2,-61.4,1,0,0,0,-35.7,-96.1,-0.3,-199.7,-200,14.4,14.4,-78.4,-4.3,-268.3,83.1,0,-78.4
2014-03-31,161.90000,110.40000,,110.40000,,,,-424.30000,-424.30000,-152.00000,-57.80000,2.80000,,,,-10.70000,-65.70000,-0.30000,282.30000,282.00000,-6.20000,-6.20000,-80.70000,-33.90000,161.20000,-63.60000,,-80.70000
2013-12-31,56.1,118.6,-15,103.6,-0.5,-101.9,105,725.4,572,731.7,-91,-10.3,0,0,0,-11.9,-113.2,426.2,-810.8,-384.6,9.3,9.3,-77.7,-126.8,-579.8,27.1,66.4,-77.7
2013-09-30,166,108.8,18.4,127.2,0,0,0,-193.6,-193.6,99.6,-88.7,-15.7,0,0,0,-0.2,-104.6,-0.6,-70.9,-71.5,24.5,24.5,-77.5,18,-106.5,-92.6,0,-77.5
2013-06-30,187.1,108.1,-14,94.1,0,0,0,-97,-97,184.2,-80,38.5,0,0,0,2.5,-39,-0.5,-60.1,-60.6,19.5,19.5,-78.4,-0.8,-120.3,4.2,0,-78.4
2013-03-31,81.10000,105.80000,16.50000,122.30000,,,,-350.90000,-350.90000,-147.50000,-76.60000,-852.90000,,,,-12.10000,-941.60000,-0.60000,1330.50000,1329.90000,62.10000,62.10000,-79.10000,-350.80000,962.10000,-158.50000,,-79.10000
2012-12-31,492,114.7,-423.6,-308.9,-70.4,11.4,109.1,290.7,365,548.1,-103.8,1239.8,0,0,0,-19.1,1116.9,593.8,-1335.3,-741.5001,-832.6,-832.6,-82.7,-54.1,-1710.9,-53.5,89.7,-82.7
2012-09-30,115.2,105.8,56.3,162.1,0,0,0,-126.1,-126.1,151.2,-95.3,-97.8,0,0,0,4.8,-188.3,-171.5,527.4,355.9001,27.4,27.4,-82.5,-91.8,209,191.7,0,-82.5
2012-06-30,154.8,109,0,109,0,0,0,35.4,35.4,299.2,-104.6,-474,0,0,0,5,-573.6,-320.8,592.1,271.3,-196,-196,-68.9,-0.8,5.6,-305.8,0,-68.9
2012-03-31,121.80000,115.80000,,115.80000,,,,-269.90000,-269.90000,-32.30000,-59.60000,-114.70000,,,,2.00000,-172.30000,-0.30000,196.80000,196.50000,53.70000,53.70000,-69.90000,-21.40000,158.90000,-23.30000,,-69.90000
2011-12-31,164,112.1,36.9,149,-11,-90.2,214.2,115.1,230.3,543.3,-104.8,25.2,17.8,0,17.8,-1.5,-63.3,399.6,-755.4,-355.8,12.3,12.3,-69.3,-0.8,-413.6,56.7,68.9,-69.3
2011-09-30,154.6,100.3,7.6,107.9,0,0,0,-106.6,-106.6,155.9,-55.9,-1013.1,24.7,0,24.7,-8.4,-1052.7,-0.9,-68.8,-69.7,16.9,16.9,-69.1,-0.8,-122.7,-1064.2,0,-69.1
2011-06-30,197.3,93.8,-68.9,24.9,0,0,0,-42.8,-42.8,179.4,-65.7,-96.3,-42.5,0,-42.5,-6.5,-211,-380.4,483.4,103,24.6,24.6,-68.9,-20.4,38.3,33.6,0,-68.9
2011-03-31,158.70000,103.90000,-1.60000,102.30000,,,,-140.70000,-140.70000,120.30000,-46.30000,-68.30000,,,,-22.70000,-137.30000,-0.50000,141.40000,140.90000,54.70000,54.70000,-68.60000,-0.80000,126.20000,138.00000,,-68.60000
2010-12-31,137.3,109.9,48,157.9,7.9,35.3,77.3,-79,56.7,351.9,-71.4,-1021,0,0,0,936.5,-155.9,300.2,-303.8,-3.6,16,16,-56.4,-48.1,-92.1,109.5,21.7,-56.4
2010-09-30,123.1,86.4,38.3,124.7,0,0,0,-48.7,-48.7,199.1,-45.9,-460.6,0,0,0,28.2,-478.3,395.4,-38.6,356.8,16.5,16.5,-56.3,-50.6,266.4,37.5,13.5,-56.3
2010-06-30,46.3,92.7,173,265.7,0,0,0,-91,-91,221,-35.1,-10.9,0,0,0,15.8,-30.2,-0.8,-357.1,-357.9,344.8,344.8,-54.6,-3.9,-71.6,93,49.9,-54.6
2010-03-31,-108.50000,59.70000,-0.10000,59.60000,,,,16.20000,16.20000,-32.70000,-22.10000,942.20000,,,,13.90000,934.00000,-200.80000,435.90000,235.10000,13.90000,13.90000,-34.30000,-3.80000,210.90000,1104.70000,,-34.30000
2009-12-31,54.5,51.3,23.3,74.6,106.1,152.8,-57.3,28.9,159.7,288.8,-25.7,-4.2,0,0,0,0,-29.9,-1.3,-62.2,-63.5,24.6,24.6,-26.7,-3,-68.6,190.7,6.4,-26.7
2009-09-30,60.7,51.9,5.2,57.1,0,0,0,58.5,58.5,176.3,-18.4,-15.3,0,0,0,0,-33.7,-1.6,-105.1,-106.7,27.1,27.1,-26.3,3.4,-102.5,51.1,5.3,-26.3
2009-06-30,70.7,48.9,8.8,57.7,0,0,0,-60.3,-60.3,68.1,-25.1,0.4,0,0,0,0,-24.7,-60.7,54.8,-5.9,7.5,7.5,-25.3,0.2,-23.5,28.3,9,-25.3
2009-03-31,38.40000,48.00000,-0.70000,47.30000,,,,-82.10000,-82.10000,3.60000,-21.70000,-5.20000,,,,,-26.90000,-0.90000,-7.40000,-8.30000,-0.60000,-0.60000,-25.30000,-20.20000,-54.40000,-83.60000,,-25.30000
