,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,122.9,73.5,61.8,135.3,0,0,0,313.8,87.6,345.8,-101.3,-2.5,0,0,1.1,-102.7,-1.9,-81.3,-83.2,-60.9,-60.9,-60.6,0,-204.7,39,12.9,-60.6
2022-09-30,221.5,72,6.2,78.2,0,0,0,-78.9,-78.9,220.8,-80.3,0,-0.1,-0.1,0,-80.4,-177.9,115.9,-62,-49.9,-49.9,-60.9,0,-172.8,-36.6,10.6,-60.9
2022-06-30,214.5,73.2,35.8,109,0,0,0,-55.3,-55.3,268.2,-59.6,-3.6,0.2,0.2,0,-63,175.4,-179.4,-4,-117.2,-117.2,-61.2,-0.2,-182.6,17.7,12.8,-61.2
2022-03-31,198.20000,72.00000,35.60000,107.60000,,,,-179.60000,-179.60000,126.20000,-55.00000,-33.40000,1.80000,1.80000,,-86.60000,-1.90000,179.40000,177.50000,-151.50000,-151.50000,-56.20000,-24.90000,-55.10000,-15.60000,11.10000,-56.20000
2021-12-31,182.7,72.6,16.8,89.4,-113.2,-182.7,0,59.9,11.9,284,-131.7,-3.3,1.9,1.9,0.9,-132.2,253.6,-332,-78.4,-54.9,-54.9,-56.3,-6.2,-195.8,-44.5,10.1,-56.3
2021-09-30,164.1,61.9,9.6,71.5,0,0,0,50.4,50.4,286,-50.1,-1440.5,0.8,0.8,0,-1489.8,823.2,332,1155.2,-31,-31,-56.3,-0.2,1067.7,-137.6,8.6,-56.3
2021-06-30,183.8,55.2,37.4,92.6,0,0,0,-8.9,-8.9,267.5,-62.4,-3.2,0.9,0.9,0,-64.7,-37.8,-53.8,-91.6,-39.4,-39.4,-56.4,0,-187.4,16.8,8.6,-56.4
2021-03-31,209.50000,54.40000,23.40000,77.80000,,,,-78.00000,-78.00000,209.30000,-26.80000,-30.60000,-0.50000,-0.50000,6.70000,-51.20000,-1.50000,53.80000,52.30000,-55.60000,-55.60000,-51.60000,-25.30000,-80.20000,75.70000,9.90000,-51.60000
2020-12-31,191.5,55.5,27.8,83.3,14.7,-6,0,129.4,34.7,309.5,-104.1,-87.6,0.4,0.4,0,-191.3,-111.7,57.1,-54.6,-52.1,-52.1,-51.6,0.3,-158,-32.4,11.9,-51.6
2020-09-30,150.5,52,41.6,93.6,0,0,0,13.7,13.7,257.8,-30.5,-10,5.6,5.6,0,-34.9,-1.3,-149.6,-150.9,-7,-7,-48.4,0.5,-205.8,22.1,10.7,-48.4
2020-06-30,79.7,50.3,25,75.3,0,0,0,24.6,24.6,179.6,-35.4,-6.9,-0.1,-0.1,0,-42.4,-767.2,198.5,-568.7,0,0,-48.4,-0.5,-617.6,-479.4,-4.9,-48.4
2020-03-31,134.20000,47.50000,48.30000,95.80000,,,,-225.60000,-225.60000,4.40000,-39.40000,-245.90000,-0.30000,-0.30000,,-285.60000,993.30000,-106.00000,887.30000,-45.20000,-45.20000,-48.40000,-20.00000,773.70000,488.30000,6.30000,-48.40000
2019-12-31,162.5,45.6,-7.2,38.4,-42.2,-18.1,46.4,87.1,78.6,279.5,-96.8,0,1.4,1.4,0,-95.4,-6.2,-68.9,-75.1,-33.4,-33.4,-48.4,0,-156.9,29.5,9,-48.4
2019-09-30,144.6,44,22,66,0,0,0,17.6,17.6,228.2,-67.2,0,-0.8,-0.8,0,-68,-114.1,68.9,-45.2,-87.7,-87.7,-48.6,3,-178.5,-23.1,9,-48.6
2019-06-30,143.4,44.9,34.1,79,0,0,0,-19,-19,203.4,-45.4,0,-0.2,-0.2,0,-45.6,98.2,-155.4,-57.2,-27.9,-27.9,-48.8,-0.3,-134.2,21.6,8.9,-48.8
2019-03-31,-146.90000,44.50000,299.80000,344.30000,,,,-162.00000,-162.00000,35.40000,-40.00000,-6.50000,4.50000,4.50000,,-42.00000,-1.80000,155.40000,153.60000,-88.70000,-88.70000,-43.90000,-21.70000,-0.70000,-6.30000,7.60000,-43.90000
2018-12-31,97.1,45,95.2,140.2,-62.5,-70.5,43.6,157.8,32.9,270.2,-102.4,-3.6,0.9,0.9,0,-105.1,413.7,-301.4,112.3,-217.8,-217.8,-44.4,-0.3,-150.2,14.4,9.5,-44.4
2018-09-30,149.5,46.7,36.5,83.2,0,0,0,-254.5,-254.5,-21.8,-60.7,-0.2,15.6,15.6,0,-45.3,-110,301.4,191.4,-72.2,-72.2,-45.3,0,73.9,1.8,8.4,-45.3
2018-06-30,95.6,44.8,32.8,77.6,0,0,0,20.3,20.3,193.5,-48.1,0.1,1.7,1.7,0,-46.3,106.6,-104.3,2.3,-51.3,-51.3,-45.7,-15.3,-110,28.3,9,-45.7
2018-03-31,125.20000,44.50000,36.80000,81.30000,,,,-190.50000,-190.50000,16.00000,-36.00000,-0.10000,0.30000,0.30000,,-35.80000,-1.00000,104.30000,103.30000,-51.60000,-51.60000,-39.60000,-33.90000,-21.80000,-36.90000,7.40000,-39.60000
2017-12-31,-59.6,43.9,188,231.9,-141.2,-14.9,83.4,126.6,83.5,255.8,-88.2,-9.8,-1.9,-1.9,0,-99.9,-235,130.9,-104.1,-42.6,-42.6,-39.7,21.7,-164.7,-7.9,8,-39.7
