,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-12-31,288.039,248.739,-40.822,207.9169,-48.288,8.555,-40.656,28.498,-75.991,419.965,-176.803,0,-10.396,-10.396,51.618,-135.581,-51.923,0,-51.923,-99.973,-99.973,-128.293,-25.897,-306.086,-19.838,16.99,-128.293
2017-09-30,752.842,251.677,-31.159,220.518,-16.8,-10.813,7.802,-259.549,-178.039,795.321,-115.794,0,0,0,30.115,-85.679,-462.308,0,-462.308,-124.885,-124.885,-103.123,-9.901,-700.217,9.473,17.09,-103.123
2017-06-30,369.526,247.716,3.689,251.405,33.873,-0.709,13.261,224.963,241.823,862.754,-148.758,0,0,0,32.826,-115.932,-619.488,0,-619.488,0.285,0.285,-103.097,-2.799,-725.099,21.168,18.117,-103.097
2017-03-31,214.72600,249.00500,-17.65500,231.35000,-0.82800,5.39100,56.37300,301.65200,350.45000,796.52600,107.21700,,,,16.38300,123.60000,-834.40200,,-834.40200,2.10000,2.10000,-102.94200,-9.15000,-944.39400,-23.29400,17.26200,-102.94200
2016-12-31,261.086,246.573,-3.945,242.6279,-5.064,4.7,46.877,11.668,12.024,515.738,-180.532,0,-0.544,-0.544,-26.257,-207.333,-247.3078,0,-247.3078,0.475,0.475,-102.93,-3.378,-353.141,-45.825,10.618,-102.93
2016-09-30,693.257,242.906,61.268,304.174,-24.106,-7.773,-58.486,-224.331,-267.391,730.04,-266.636,0,-8.611,-8.611,-29.862,-305.109,-341.358,0,-341.358,-49.638,-49.638,0,-12.517,-403.513,3.264,8.711,0
2016-06-30,229.905,235.102,1.739,236.841,23.835,1.12,-27.342,288.939,326.27,793.016,-1797.355,0,0,0,-178.349,-1975.704,1424.926,0,1424.926,-49.844,-49.844,-80.667,-47.19,1247.225,57.804,7.565,-80.667
2016-03-31,99.14000,223.12900,-34.82400,188.30500,10.09400,0.27400,68.51500,123.87500,190.45100,477.89600,-249.84000,,,,13.09400,-236.74600,136.73000,,136.73000,-198.69500,-198.69500,-162.89000,-21.90700,-246.76200,-4.20500,5.76500,-162.89000
2015-12-31,206.799,261.483,-23.407,238.076,38.972,9.574,-2.363,-129.973,-106.445,338.43,-252.703,0,-1.913,-1.913,-18.65,-273.266,205.6839,0,205.6839,-195.65,-195.65,-82.494,-10.132,-82.592,-25.854,36.073,-82.494
2015-09-30,228.787,210.742,418.568,629.31,-30.142,9.146,-37.583,-312.168,-290.506,567.591,-209.021,0,0,0,-44.116,-253.137,-308.505,0,-308.505,1.835,1.835,0,-15.353,-322.023,-11.941,0,0
2015-06-30,184.967,206.468,-0.923,205.545,36.177,-14.908,5.327,206.379,223.406,613.918,-846.972,0,0,0,29.976,-816.996,221.0799,0,221.0799,0.452,0.452,-65.973,-24.109,131.45,-70.345,0,-65.973
2015-03-31,45.23000,200.46800,40.16400,240.63200,18.09500,-2.61500,9.34100,140.65100,140.56500,426.42700,-304.64400,,-54.25000,-54.25000,-40.68200,-399.57600,162.68900,,162.68900,4.61500,4.61500,-131.74500,-15.90600,19.65300,40.46400,,-131.74500
2014-12-31,109.768,248.375,-41.246,207.129,30.262,12.354,-6.983,-64.496,-32.702,284.195,-1252.38,0,-118.847,-118.847,-54.336,-1425.563,1470.617,0,1470.617,-231.08,-231.08,-67.095,-22.729,1149.713,6.06,26.116,-67.095
2014-09-30,490.248,192.448,55.409,247.857,53.93,6.123,7.56,-252.279,-159.47,578.635,3.454,0,-0.863,-0.863,-21.563,-18.972,-552.681,0,-552.681,10.947,10.947,0,-15.533,-557.267,-2.081,0,0
2014-06-30,137.673,192.88,2.361,195.241,52.235,1.673,-27.905,195.092,232.229,565.143,-164.681,0,-34.625,-34.625,70.833,-128.473,-410.05,0,-410.05,8.308,8.308,-55.593,-10.126,-467.461,-31.246,0,-55.593
2014-03-31,26.45700,193.73500,5.76600,199.50100,-36.33200,6.10400,-13.32300,157.80200,89.82800,315.78600,-177.79100,,-34.26000,-34.26000,14.68100,-197.37000,-78.14600,,-78.14600,46.63000,46.63000,-76.26400,0.27500,-107.50500,11.82100,,-76.26400
2013-12-31,7.018,190.622,60.663,251.285,81.123,9.22,-24.458,-88.454,-76.339,181.964,-229.731,0,-10.2,-10.2,-6.203,-246.134,139.4843,0,139.4843,16.499,16.499,-89.47,-5.525,60.988,-4.88,0,-89.47
2013-09-30,365.701,188.541,-17.167,171.374,-6.806,-18.22,79.68,-115.9,20.241,557.316,-137.973,0,-24.669,-24.669,29.137,-133.505,-395.717,0,-395.717,6.708,6.708,-0.061,-30.768,-419.838,4.393,0,-0.061
2013-06-30,24.747,186.184,26.746,212.93,18.827,4.527,-23.222,183.013,193.854,431.531,-217.697,0,-16.27,-16.27,-17.419,-251.386,-164.6471,0,-164.6471,3.579,3.579,-26.363,-4.673,-192.104,-10.714,0,-26.363
2013-03-31,76.22600,189.36400,-0.97900,188.38500,2.25700,0.15200,-13.04300,35.76100,-23.35400,241.25700,-178.37600,,-19.48700,-19.48700,4.35000,-193.51300,13.86300,,13.86300,3.33900,3.33900,-27.73500,-15.13900,-25.67200,21.03300,,-27.73500
2012-12-31,-392.803,188.536,392.078,580.614,-34.458,-2.068,-10.234,60.536,21.667,209.478,-862.19,0,0,0,-17.81,-880,690.103,0,690.103,11.443,11.443,-52.414,-27.278,621.854,-46.382,0,-52.414
2012-09-30,367.779,182.051,65.242,247.293,-14.167,2.874,34.488,-124.795,-26.335,588.737,-96.747,0,0,0,26.593,-70.154,-462.3339,0,-462.3339,1.935,1.935,0,-26.006,-486.405,29.028,0,0
2012-06-30,-3.653,180.514,30.58,211.094,35.582,0.69,26.611,119.63,160.863,368.304,-145.516,0,0,0,-9.21,-154.726,-243.775,0,-243.775,0.211,0.211,-21.787,-5.12,-270.471,-65.324,0,-21.787
2012-03-31,46.96400,179.39200,-17.32200,162.07000,21.06900,-3.14100,-14.26300,46.74800,6.18100,215.21500,-177.23500,,,,18.79200,-158.44300,13.19000,,13.19000,1.55700,1.55700,-43.50600,-15.83600,-44.59500,15.34700,,-43.50600
2011-12-31,36.562,179.933,-10.242,169.691,32.81,7.067,-17.743,-22.121,-23.232,183.021,-143.5239,0,-110.66,-110.66,104.857,-149.327,-222.632,0,-222.632,0.516,0.516,0,-3.387,-225.503,-189.274,0,0
2011-09-30,398.958,177.191,60.048,237.239,-8.741,-8.174,-18.121,-197.779,-130.221,505.976,-778.5371,0,0,0,-42.66,-821.197,296.3131,0,296.3131,1.024,1.024,-21.707,-42.318,233.312,-100,0,-21.707
2011-06-30,93.491,172.05,-9.156,162.894,28.155,-4.658,7.569,179.82,224.938,481.323,-185.261,0,0,0,13.469,-171.792,-215.591,0,-215.591,0.664,0.664,0,-16.729,-231.656,81.202,0,0
2011-03-31,78.41000,173.25200,-20.15700,153.09500,35.64800,-12.65800,85.05000,42.51000,53.91400,285.41900,278.69600,,,,-60.94500,217.75100,-458.76800,,-458.76800,17.25900,17.25900,,-11.15900,-452.66800,50.32900,,0.00000
2010-12-31,31.9,163.878,3.613,167.491,55.302,-14.019,-32.401,0.525,27.721,227.112,-1261.363,0,0,0,-87.151,-1348.514,1117.0269,0,1117.0269,14.356,14.356,0,-33.105,1098.278,-22.001,0,0
2010-09-30,350.179,162.232,-9.232,153,-35.935,-0.648,-6.728,-157.949,-78.174,425.005,-78.285,0,0,0,1.809,-76.476,871.898,0,871.898,0.425,0.425,-1081.069,-19.909,-228.655,123.11,0,-1081.069
2010-06-30,46.127,160.031,184.941,344.972,37.996,-0.982,45.059,131.615,206.879,597.978,-681.144,0,0,0,-13.057,-694.201,-925.365,0,-925.365,2.777,2.777,1081.069,-20.519,137.962,40.716,0,1081.069
2010-03-31,87.44700,157.57500,3.26200,160.83700,89.13500,-4.62500,-21.43700,150.83000,164.64000,412.92400,-166.39700,,,,-2.33000,-168.72700,-243.56300,,-243.56300,8.60000,8.60000,,-15.66200,-250.62500,-6.51500,,
2009-12-31,-6.583,146.412,19.981,166.393,14.396,1.244,-5.491,24.546,21.292,181.102,-1033.531,-290.928,0,0,-12.017,-1336.476,1180.584,0,1180.584,0.279,0.279,0,-25.062,1155.801,-1.244,0,0
2009-09-30,230.392,144.021,0.84,144.861,-64.871,-6.227,4.245,-107.188,-54.332,320.921,-829.501,0,0,0,62.444,-767.057,515.755,0,515.755,0.29,0.29,-75.813,-17.257,422.975,-23.895,0,-75.813
2009-06-30,-35.086,137.925,10.746,148.671,-18.112,-9.271,19.974,145.238,115.365,228.95,-104.25,0,-29.474,-29.474,23.196,-110.528,-326.959,0,-326.959,0,0,75.813,-14.063,-265.209,-146.126,0,75.813
2009-03-31,-36.23800,139.85600,27.24000,167.09600,64.95400,2.95900,-2.30400,-33.64300,-16.95000,113.90800,-219.33900,290.92800,-152.20900,-152.20900,20.22400,-60.39600,-0.68900,,-0.68900,,,,-0.67200,-1.36100,53.00600,,
