,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,111,67,75,142,85,37,-130,-30,202,455,-29,0,0,0,0,-29,-9,-1,-10,-63,-63,-17,1,-89,338,11,-17
2022-09-30,80,65,34,99,-77,-80,12,-25,-114,65,-42,0,0,0,1,-41,0,0,0,-96,-96,-9,-1,-106,-84,14,-9
2022-06-30,147,67,64,131,-46,-104,50,-29,-120,158,-3,0,0,0,-1,-4,-60,-1,-61,-57,-57,-9,-10,-137,16,18,-9
2022-03-31,131.00000,66.00000,72.00000,138.00000,-123.00000,-87.00000,68.00000,-24.00000,-214.00000,55.00000,-61.00000,,,,,-61.00000,,-3.00000,-3.00000,-168.00000,-168.00000,-9.00000,-14.00000,-194.00000,-200.00000,11.00000,-9.00000
2021-12-31,77,67,99,166,45,11,-63,-26,60,303,-37,0,1,1,-1,-37,-47,-9,-56,-200,-200,-8,-6,-270,-4,13,-8
2021-09-30,27,68,161,229,-151,30,15,-16,-189,67,-47,0,0,0,97,50,47,1,48,-23,-23,-10,-121,-106,10,14,-10
2021-06-30,74,67,56,123,-87,-1,22,-57,-112,85,-28,0,5,5,114,91,-477,1,-476,-193,-193,0,-31,-700,-523,8,0
2021-03-31,80.00000,68.00000,46.00000,114.00000,-144.00000,20.00000,26.00000,-22.00000,-200.00000,-6.00000,-55.00000,,,,58.00000,3.00000,-361.00000,-2.00000,-363.00000,8.00000,8.00000,-1.00000,-12.00000,-368.00000,-372.00000,6.00000,-1.00000
2020-12-31,106,67,10,77,-121,116,439,-102,-32,151,-47,0,0,0,166,119,-2,-7,-9,-19,-19,-1,-1,-30,243,10,-1
2020-09-30,36,68,59,127,-47,94,-119,3,-128,35,-36,0,0,0,144,108,0,-6,-6,-51,-51,0,-5,-62,83,12,0
2020-06-30,-96,74,154,228,140,0,-188,-59,-101,31,-32,0,0,0,65,33,-841,-4,-845,0,0,-1,-576,-1422,-1358,10,-1
2020-03-31,215.00000,129.00000,106.00000,235.00000,-210.00000,-136.00000,-132.00000,-97.00000,-658.00000,-208.00000,-38.00000,,,,49.00000,11.00000,1200.00000,2.00000,1202.00000,30.00000,30.00000,-9.00000,-78.00000,1145.00000,940.00000,13.00000,-9.00000
2019-12-31,309,129,50,179,-20,89,1,-68,-44,444,-33,0,26,26,364,357,-403,2,-401,-13,-13,-9,-1,-424,379,16,-9
2019-09-30,95,131,210,341,-214,25,27,-112,-267,169,-213,0,0,0,213,0,-3,0,-3,-192,-192,-9,2,-202,-36,17,-9
2019-06-30,-121,139,464,603,-254,1,-94,-46,-376,106,-128,0,0,0,257,129,1,-1,0,-190,-190,-10,-1,-201,34,17,-10
2019-03-31,187.00000,137.00000,72.00000,209.00000,-489.00000,-118.00000,65.00000,-90.00000,-654.00000,-258.00000,-164.00000,,47.00000,47.00000,159.00000,42.00000,-1.00000,1.00000,,-699.00000,-699.00000,-29.00000,-13.00000,-741.00000,-956.00000,10.00000,-29.00000
2018-12-31,218,149,-21,128,-122,110,82,63,80,426,31,0,0,0,323,354,-1,-10,-11,1,1,-30,0,-40,740,7,-30
2018-09-30,161,141,102,243,-311,36,39,-131,-353,51,-207,0,0,0,272,65,-1,-2,-3,2,2,-29,-2,-32,82,14,-29
2018-06-30,120,144,91,235,-306,-79,204,-61,-179,176,-166,0,0,0,283,117,0,0,0,1,1,-30,-6,-35,252,14,-30
2018-03-31,143.00000,142.00000,133.00000,275.00000,-403.00000,-141.00000,14.00000,-214.00000,-854.00000,-436.00000,-117.00000,,9.00000,9.00000,137.00000,29.00000,-501.00000,5.00000,-496.00000,12.00000,12.00000,-30.00000,-28.00000,-542.00000,-945.00000,15.00000,-30.00000
2017-12-31,-727,860,520,1380,-123,-24,156,-183,-319,334,-236,0,0,0,277,41,2,-17,-15,2,2,-30,-2,-45,333,8,-30
2017-09-30,119,140,80,220,-225,-18,-25,-118,-396,-57,-131,0,2,2,229,100,1,6,7,22,22,-44,0,-15,30,11,-44
2017-06-30,212,137,38,175,-173,-65,53,-140,-308,79,-125,0,0,0,194,69,-821,1,-820,4,4,-43,-53,-912,-764,20,-43
2017-03-31,322.00000,133.00000,-156.00000,-23.00000,-394.00000,-85.00000,-122.00000,-92.00000,-694.00000,-395.00000,-113.00000,,888.00000,888.00000,335.00000,1110.00000,,8.00000,8.00000,22.00000,22.00000,-59.00000,-14.00000,-43.00000,676.00000,28.00000,-59.00000
2016-12-31,-1253,194,1388,1582,-790,-36,428,-97,-442,-113,-302,10,23,23,781,512,-761,3,-758,1,1,-107,457,-407,-23,13,-107
2016-09-30,186,316,61,377,-8,10,47,-196,-257,306,-152,0,-10,-10,-69,-231,-5,-1,-6,1,1,-149,11,-143,-66,18,-149
2016-06-30,178,313,135,448,-79,55,29,-334,-294,332,50,0,255,255,6,311,-4,-7,-11,2,2,-91,0,-100,545,29,-91
2016-03-31,11.00000,309.00000,137.00000,446.00000,-139.00000,-58.00000,-272.00000,-139.00000,-887.00000,-430.00000,-29.00000,,12.00000,12.00000,16.00000,-1.00000,-2.00000,2.00000,,,,-107.00000,,-107.00000,-535.00000,26.00000,-107.00000
2015-12-31,-765,346,970,1316,309,112,150,-134,314,865,-398,0,-48,-48,-11,-457,-112,-10,-122,-1,-1,-108,1,-230,180,14,-108
2015-09-30,106,318,283,601,103,45,-110,-280,-287,420,-215,301,-18,-18,14,82,-7,-2,-9,0,0,-41,-2,-52,428,23,-41
2015-06-30,207,320,306,626,-54,45,53,-422,-361,472,-200,0,-16,-16,-4,-220,-8,-30,-38,2,2,-97,0,-133,120,29,-97
2015-03-31,255.00000,321.00000,290.00000,611.00000,-146.00000,-266.00000,-183.00000,-185.00000,-1041.00000,-175.00000,-255.00000,-204.00000,-12.00000,-12.00000,6.00000,-465.00000,-2.00000,26.00000,24.00000,24.00000,24.00000,-83.00000,9.00000,-26.00000,-686.00000,26.00000,-83.00000
2014-12-31,114,336,479,815,353,130,256,-190,529,1458,-222,-2385,-50,-50,4,-2653,-9,-101,-110,22,20,-101,10,-181,-1395,16,-101
2014-09-30,131,346,493,839,-440,-28,0,-204,-721,249,-278,0,-16,-16,13,-281,1182,-201,981,31,1244,-56,-29,2140,2089,22,-56
2014-06-30,129,350,157,507,30,-155,130,-249,-118,518,-257,0,-40,-40,11,-286,-8,304,296,26,26,-56,15,281,518,24,-56
2014-03-31,-197.00000,340.00000,628.00000,968.00000,-255.00000,-302.00000,-130.00000,-134.00000,-1322.00000,-551.00000,-209.00000,,-32.00000,-32.00000,1.00000,-240.00000,-10.00000,-4.00000,-14.00000,71.00000,71.00000,-68.00000,21.00000,10.00000,-772.00000,25.00000,-68.00000
2013-12-31,-2310,2081,1236,3317,206,166,326,-503,-87,920,-417,0,-51,-51,43,-425,-12,-2,-14,12,12,-62,-1,-65,420,12,-62
2013-09-30,44,348,99,447,28,34,0,-174,-277,214,-247,0,-83,-83,26,-304,-8,3,-5,0,0,-86,-2,-93,-185,13,-86
2013-06-30,-148,363,258,621,-54,7,0,-29,41,514,-283,0,-38,-38,45,-276,-431,-100,-531,1,1,-35,-3,-568,-353,23,-35
2013-03-31,170.00000,361.00000,25.00000,386.00000,-321.00000,-182.00000,,8.00000,-626.00000,-70.00000,-233.00000,,-121.00000,-121.00000,69.00000,-285.00000,-14.00000,104.00000,90.00000,,,-58.00000,15.00000,47.00000,-306.00000,23.00000,-58.00000
2012-12-31,257,363,-100,263,278,161,0,-31,413,933,204,0,-39,-39,42,207,-610,-82,-692,0,0,-57,37,-712,429,13,-57
2012-09-30,-175,366,-53,313,41,123,0,46,125,263,-302,0,-54,-54,94,-262,17,-290,-273,2,2,-33,22,-282,-280,15,-33
2012-06-30,-19,364,92,456,-76,-35,0,132,100,537,-289,0,-83,-83,18,-354,-240,97,-143,2,2,-77,20,-198,-37,20,-77
