,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,2232,565,-408,157,-343,243,185,26,152,2541,-329,-333,-169,-169,15,-816,-965,261,-704,16,16,-203,-15,-906,845,66,-203
2022-09-30,1572,540,153,693,11,-61,-169,-5,-255,2010,-277,-227,-25,-25,14,-515,265,-315,-50,38,38,-204,-14,-230,1166,89,-204
2022-06-30,1680,552,199,751,-225,-237,120,-77,-431,2000,-289,-60,-54,-54,3,-400,-275,-669,-944,23,23,-220,-19,-1160,267,101,-220
2022-03-31,1725.00000,565.00000,104.00000,669.00000,80.00000,-431.00000,-131.00000,-22.00000,-426.00000,1968.00000,-248.00000,-17.00000,-257.00000,-257.00000,19.00000,-503.00000,10.00000,,10.00000,-46.00000,-46.00000,-191.00000,-47.00000,-274.00000,1131.00000,80.00000,-191.00000
2021-12-31,1788,600,-145,455,-459,-64,449,-106,90,2333,-420,-333,-128,-128,2,-879,-1186,32,-1154,23,23,-191,-100,-1422,34,59,-191
2021-09-30,1158,571,466,1037,-81,-146,170,-41,-161,2034,-318,-9563,-184,-184,17,-10048,279,3204,3483,38,38,-191,-25,3305,-4770,52,-191
2021-06-30,1785,525,-146,379,-130,-121,-32,-96,-44,2120,-304,-646,-119,-119,2,-1067,1,13,14,37,37,-191,1,-139,992,53,-191
2021-03-31,1702.00000,531.00000,-48.00000,483.00000,59.00000,-171.00000,-38.00000,239.00000,-314.00000,1871.00000,-239.00000,-419.00000,-351.00000,-351.00000,16.00000,-993.00000,-280.00000,,-280.00000,-12.00000,-12.00000,-169.00000,12.00000,-449.00000,295.00000,54.00000,-169.00000
2020-12-31,1241,548,584,1132,-476,120,334,66,-152,2221,-315,-152,-114,-114,0,-581,-8624,7372,-1252,28,28,-170,-26,-1420,347,50,-170
2020-09-30,883,712,55,767,-62,24,53,-26,73,1723,-187,-83,-71,-71,12,-329,-1250,38,-1212,56,56,-162,-1,-1319,149,45,-162
2020-06-30,927,675,-415,260,92,-92,-170,-10,258,1445,-155,-1,719,719,-24,539,-431,-3767,-4198,1788,3456,-145,-2,-889,1171,47,-145
2020-03-31,595.00000,297.00000,45.00000,342.00000,182.00000,-175.00000,10.00000,72.00000,-118.00000,819.00000,-132.00000,-20735.00000,-37.00000,-37.00000,36.00000,-20868.00000,4372.00000,390.00000,4762.00000,10.00000,10.00000,-138.00000,,4634.00000,-15544.00000,45.00000,-138.00000
2019-12-31,1274.9,299.2,-732.5,-433.3,-134.7,142.9,66.6,-187.1,270,1111.6,-179,0.1,-77.6,-77.6,-9.5,-266,3091.8,2057.9,5149.7,657.8,658.2,-142,-911.4,4754.5,5659.7,41.5,-142
2019-09-30,668,295.4,76.7,372.1,-42.7,4.9,-26,11.3,-74.5,965.6,-161.3,-4.5,-71.1,-71.1,-7.7,-244.6,7460.1,144.5,7604.6,32,32,-151.1,642.2,8127.7,8818.5,41,-151.1
2019-06-30,731.3,298.3,101.6,399.9,-52.2,-45.2,-29.7,56.3,40.3,1171.5,-143.1,-18.4,-49.1,-49.1,-18.3,-228.9,-3.9,685.7,681.8,45.7,45.7,-121.7,-0.8,605,1523.6,41.4,-121.7
2019-03-31,333.80000,296.10000,24.20000,320.30000,72.60000,-124.60000,7.10000,167.50000,49.20000,703.30000,-139.60000,-308.20000,-43.20000,-43.20000,-7.50000,-498.50000,,-86.10000,-86.10000,1480.50000,3080.10000,-112.20000,-4.00000,2877.80000,3122.20000,35.10000,-112.20000
2018-12-31,746.9,201.1,-92.6,108.5,-183.6,121.4,157.5,-167.6,382.2,1237.6,-138.3,0.3,-85,-85,-74,-297,569.9,-1390.1,-820.2,18.7,18.7,-111.8,-1.4,-914.7,12.1,26.4,-111.8
2018-09-30,663.7,321.5,38.2,359.7,-31,-58.3,-15.5,59.4,-103.9,919.5,-149.4,-105.5,-61.1,-61.1,29.3,-286.7,-503.9,-144.1,-648,27.6,27.6,-111.9,-0.4,-732.7,-127.8,38.2,-111.9
2018-06-30,673.8,334.6,40.1,374.7,-59.4,-68.2,35.6,61.2,-12.5,1036,-152.8,-2067.8,0.2,0.2,-22.2,-2242.6,0,1262.8,1262.8,26.5,26.5,-111.8,-5.4,1172.1,-141.7,40.1,-111.8
2018-03-31,566.60000,320.80000,33.30000,354.10000,219.00000,-128.90000,51.40000,125.00000,-91.80000,828.90000,-137.50000,,21.90000,21.90000,-7.10000,-122.70000,,-236.60000,-236.60000,23.20000,23.20000,-97.50000,-10.80000,-321.70000,415.40000,33.30000,-97.50000
2017-12-31,856.6,196.7,-421,-224.3001,-217.1,101.3,-5.4,-255.2,202.4,834.7,-124.7,-273.8,137.9,137.9,-54.9,-315.5,-4900.1,4432.8,-467.3,19.8,19.8,-97.3,-9.1,-553.9,-18.3,22.3,-97.3
2017-09-30,572.1,311.4,33.4,344.8,2.5,-52.8,55.6,56.1,155.5,1072.4,-137,-18.1,0,0,0.1,-155,0,-931.6,-931.6,13.2,13.2,-97.1,-13.4,-1028.9,-77.8,33.4,-97.1
2017-06-30,557.3,303.2,87.1,390.3,-96.2,11.5,-13.2,126.8,62.9,1010.5,-118.6,-93.9,0,0,3.3,-209.2,1121.6,-1952.6,-831,15.3,15.3,-97.3,-12,-925,-77.5,37.8,-97.3
2017-03-31,506.10000,305.60000,11.30000,316.90000,168.30000,-56.90000,-90.90000,59.40000,-262.80000,560.20000,-157.90000,,,,-5.80000,-163.70000,,-434.90000,-434.90000,-43.90000,-43.90000,-86.60000,-25.30000,-590.70000,-159.80000,33.60000,-86.60000
2016-12-31,747,305.6,-338.4,-32.8,-88.3,147.9,116.2,-234.3,-65.2,649,-164.9,-4780.5,0,0,21.9,-4923.5,1331.4,3094.4998,4425.9,7.9,7.9,-86.5,-0.3,4347,-7.7,33.5,-86.5
2016-09-30,391.6,277.2,189.4,466.6,-33.3,-33.6,4.6,67.7,-40,818.2,-146.6,-6.9,0,0,-0.1,-153.6,1390.8,-4397.1,-3006.3,11.8,11.8,-110.5,-673.4,-3778.4,-3126.2,31.4,-110.5
2016-06-30,656.7,277.6,97,374.6,-145,-19.3,73.3,57.1,250.5,1281.8,-145.7,266.8,0,-264.8,-30.5,-174.2,-766.1,3140,2373.9,100.9,100.9,-110.1,0,2364.7,3433.3,35.3,-110.1
2016-03-31,758.40000,267.70000,-200.70000,67.00000,83.50000,-85.60000,-116.00000,47.10000,-52.60000,772.80000,-122.60000,-94.70000,,264.80000,-39.20000,8.30000,262.00000,-1077.10000,-815.10000,43.90000,43.90000,-92.70000,-26.70000,-890.60000,-126.50000,29.60000,-92.70000
2015-12-31,688.6,272,-33.4,238.6,-84.3,187.3,192.5,-283.5,304.4,1231.6,-100.9,-40.7,0,0,-118.8,-260.4,697,-2635.1,-1938.1,50.9,50.9,-92.5,0,-1979.7,-1042.7,26.9,-92.5
2015-09-30,1403.3,136.3,-750.1,-613.8,83.8,61.8,-67.4,117.3,163.1,952.6,-98.4,-13571.3,0,0,-83.3,-13753,4952.2,6406.2,11358.4,66.6,66.6,-95.7,0,11329.3,-1508.5,18.4,-95.7
2015-06-30,695.7,237,40.7,277.7,-102.9,8.5,10,70.5,120.6,1094,-136.2,-110.2,0,0,-0.5,-246.9,-0.6,-12.4,-13,69.9,69.9,-95.5,0,-38.6,831,28.2,-95.5
2015-03-31,569.80000,235.50000,12.50000,248.00000,104.20000,-111.10000,-84.80000,26.80000,-294.20000,523.60000,-117.00000,-482.60000,-87.10000,-87.10000,-4.00000,-690.70000,-1.20000,-247.50000,-248.70000,61.60000,61.60000,-70.40000,-3.30000,-260.80000,-494.60000,30.30000,-70.40000
2014-12-31,661.7,53.6,240.8,294.4,63.8,157.9,142.5,-253.3,283.3,1239.4,-56.1,-2157.3,80,80,-312.7,-2446.1,0,313.7,313.7,57.9,57.9,-70.3,-20.9,280.4,-1019.7,1.7,-70.3
2014-09-30,680.6,204.4,14.9,219.3,52.2,-30.3,-11.8,27.1,116.2,1016.1,-130.7,91.7,-105,-105,-5.1,-149.1,403.6,-402.8,0.8,14.1,14.1,-70,0,-55.1,704.2,28,-70
2014-06-30,676.4,235.4,6.8,242.2,-152.8,8.2,45.8,45.2,73.1,991.7,-147.7,-443.9,25,25,2.2,-564.4,-402.6,-16.5,-419.1,30.9,30.9,-70,0,-458.2,-25.4,26,-70
2014-03-31,579.70000,224.70000,29.00000,253.70000,-5.90000,-67.00000,-96.80000,36.20000,-322.20000,511.20000,-130.90000,-162.80000,,,9.00000,-284.70000,-1.00000,3.10000,2.10000,30.00000,30.00000,-17.40000,,14.70000,231.30000,29.00000,-17.40000
2013-12-31,789.3,188.9,112.2,301.1,-29.8,162.5,75.6,-270.2,-12.2,1078.2,-146.3,944.7,-692,-692,-86.9,19.5,-0.9,4.7,3.8,28.7,28.7,-17.4,0,15.1,1119.6,23.9,-17.4
2013-09-30,597,225.3,29.6,254.9,23.5,-6.5,17.7,43.9,119.5,971.4,-139.3,-546,0,0,2.3,-683,-656.5,0,-656.5,38.7,38.7,-17.4,0,-635.2,-329.3,29.6,-17.4
2013-06-30,616.8,219.6,28.3,247.9,-134.8,-23.1,71.9,69.8,34.5,899.2,-136.2,-310.5,0,0,3,-443.7,-309.9,-3.7,-313.6,55.7,55.7,-17.3,0,-275.2,174.2,28.3,-17.3
2013-03-31,691.90000,216.80000,-135.40000,81.40000,105.90000,-89.40000,10.10000,43.60000,-136.80000,636.50000,-116.30000,-12.10000,692.00000,692.00000,-8.90000,554.70000,-0.50000,-764.30000,-764.80000,54.30000,54.30000,,,-710.50000,472.00000,27.80000,0.00000
2012-12-31,630.4,219.4,190.4,409.8,-214.2,123.3,18.5,-210.4,-240.5,799.7,-124.9,-824,0,0,6.8,-942.1,-58.1,690.9,632.8,-321.1,-321.1,-34.4,0,277.3,137.4,30.5,-34.4
2012-09-30,548.7,210.6,8.7,219.3,141.2,-26.9,-32.9,33.8,193.2,961.2,-104.9,-27.7,0,0,9.1,-123.5,-1.2,-185,-186.2,-219.6,-219.6,-17.3,0,-423.1,423.1,29,-17.3
2012-06-30,600.2,207.5,-25.1,182.4,-104.4,49.5,47.9,-8.3,226.2,1008.8,-110.7,-889.4,0,0,11.4,-988.7,-0.8,52.9,52.1,33.3,33.3,-17.4,0,68,74.9,26.7,-17.4
2012-03-31,612.90000,202.30000,-84.60000,117.70000,97.70000,-76.10000,23.50000,84.60000,-85.30000,645.30000,-117.80000,-55.70000,,,340.20000,166.70000,-1.40000,-362.90000,-364.30000,71.00000,71.00000,-17.30000,,-310.60000,506.30000,23.70000,-17.30000
2011-12-31,570.75,203.698,304.829,508.527,-135.851,148.408,9.117,-171.903,-252.051,827.226,-129.963,-123.713,-12.454,-12.454,22.576,-243.554,-7.791,-562.071,-569.862,52.228,52.228,-17.171,0,-534.805,52.612,23.984,-17.171
2011-09-30,523.428,207.692,21.918,229.61,21.22,41.26,-16.27,17.599,-53.096,699.942,-102.867,-30.808,12.454,12.454,-0.167,-121.388,-1592.552,953.924,-638.628,9.95,9.95,-17.156,0,-645.834,-67.215,25.65,-17.156
2011-06-30,648.764,119.487,-318.869,-199.382,-74.424,11.816,8.254,13.696,213.267,662.649,-57.774,-5538.859,0,0,679.23,-4917.403,1785.764,444.876,2230.64,999.842,999.842,-13.705,0,3216.777,-1041.976,23.19,-13.705
2011-03-31,429.35800,104.12300,-2.07800,102.04500,53.75500,-39.48400,35.49900,29.60800,-94.92000,436.48300,-43.89600,-517.42000,,,-3.63900,-564.95500,-2.02100,17.27100,15.25000,50.48000,50.48000,-13.26800,,52.46200,-39.42100,22.77600,-13.26800
2010-12-31,473.856,101.699,34.913,136.612,-170.896,39.209,31.819,-55.148,-37.137,573.331,-50.03,-561.632,11.274,11.274,-21.152,-621.54,-9.4,9.131,-0.269,61.2,61.2,-13.113,0,47.818,-2.021,22.146,-13.113
2010-09-30,646.435,95.875,-270.807,-174.932,-16.34,-43.496,11.116,-1.089,107.764,579.267,-50.978,-169.542,45.226,45.226,-1.829,-177.123,0,-30.674,-30.674,24.35,24.35,-13.075,0,-19.399,402.105,25.072,-13.075
2010-06-30,372.476,97.733,31.317,129.05,-102.01,-83.535,83.811,82.131,36.397,537.923,-51.538,-135.284,0,0,-2.101,-188.923,2.919,29.065,31.984,62.537,62.537,-13.05,0,81.471,426.568,24.4,-13.05
