,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,887,245,-125,120,-20,-94,-147,206,-55,952,-284,108,208,208,-85,-53,-308,0,-308,0,0,-490,-105,-903,43,41,-490
2022-09-30,435,225,314,539,14,-259,97,-97,-245,729,-197,0,0,0,80,-117,-497,0,-497,0,0,-490,-102,-1089,-521,28,-490
2022-06-30,265,233,515,748,-99,-386,196,-422,-711,302,-221,-240,0,0,9,-452,-651,0,-651,0,0,-490,-96,-1237,-1461,45,-490
2022-03-31,781.00000,216.00000,-39.00000,177.00000,-123.00000,-382.00000,6.00000,27.00000,-472.00000,486.00000,-214.00000,-261.00000,,,6.00000,-469.00000,-9.00000,,-9.00000,,,-490.00000,14.00000,-485.00000,-466.00000,34.00000,-490.00000
2021-12-31,-255,231,2260,2491,-5,120,214,351,680,2916,4764,-3475,0,0,5,1294,-2057,0,-2057,0,0,-490,-464,-3011,1172,42,-490
2021-09-30,736,226,105,331,30,-37,-26,-615,-648,419,-224,-34,0,0,-25,-283,-1055,0,-1055,0,0,-490,-233,-1778,-1668,51,-490
2021-06-30,-25,226,214,440,96,-126,231,603,804,1219,-204,3435,0,0,12,3243,-2076,0,-2076,0,0,-490,-346,-2912,1581,53,-490
2021-03-31,568.00000,220.00000,452.00000,672.00000,-34.00000,-101.00000,-11.00000,-284.00000,-430.00000,810.00000,-227.00000,,,,11.00000,-216.00000,-1014.00000,,-1014.00000,,,-489.00000,-140.00000,-1643.00000,-1057.00000,51.00000,-489.00000
2020-12-31,1034,217,-47,170,-20,192,145,82,399,1603,-199,0,0,0,39,-160,-302,0,-302,0,0,-491,-29,-822,697,42,-491
2020-09-30,598,201,432,633,48,-239,122,-52,-121,1110,-139,0,0,0,14,-125,-571,0,-571,0,0,-490,-11,-1072,-92,41,-490
2020-06-30,-1652,217,2502,2719,369,29,-58,597,937,2004,-127,0,0,0,12,-115,-3917,0,-3917,0,0,-489,-136,-4542,-2591,40,-489
2020-03-31,381.00000,212.00000,376.00000,588.00000,-423.00000,-231.00000,-2.00000,-101.00000,-757.00000,212.00000,-131.00000,,,,9.00000,-122.00000,3593.00000,,3593.00000,,,-488.00000,,3105.00000,3124.00000,33.00000,-488.00000
2019-12-31,183,180,594,774,2,330,-171,444,605,1562,-2062,1875,590,590,-3,400,-1523,0,-1523,0,0,-489,-20,-2032,-36,20,-489
2019-09-30,898,167,-237,-70,63,-153,50,-123,-163,665,1102,1,0,0,26,1129,-319,0,-319,0,0,-488,-97,-904,858,11,-488
2019-06-30,448,179,566,745,-41,4,-1,-134,-172,1021,441,-640,0,0,4,-195,15,0,15,0,0,-488,0,-473,356,6,-488
2019-03-31,404.00000,162.00000,243.00000,405.00000,116.00000,-488.00000,64.00000,-197.00000,-505.00000,304.00000,-249.00000,440.00000,,,-14.00000,177.00000,-1.00000,,-1.00000,,,-488.00000,-15.00000,-504.00000,-34.00000,9.00000,-488.00000
