,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2018-12-31,-12628,193,13482,13675,-126,394,-153,534,649,1696,-214,-18,24,24,11,-197,-7,-964,-971,0,0,-762,7,-1726,-231,-11,-762
2018-09-30,618,172,391,563,-153,-217,3,-152,-519,662,-156,-33,0,0,95,-94,-2694,960,-1734,0,0,-762,-32,-2528,-2008,17,-762
2018-06-30,753,158,410,568,-1289,-116,212,-320,-1513,-192,-215,18,0,0,772,575,2984,-943,2041,0,0,-762,-17,1262,1575,20,-762
2018-03-31,1003.00000,121.00000,-36.00000,85.00000,-712.00000,-312.00000,-85.00000,429.00000,-680.00000,408.00000,-223.00000,-215.00000,,,442.00000,4.00000,-6.00000,518.00000,512.00000,,,-897.00000,14.00000,-371.00000,31.00000,7.00000,-897.00000
2017-12-31,7938,160,-8048,-7888,-568,344,318,341,435,485,-238,0,6,6,685,453,-5,8,3,0,0,-727,-8,-732,220,10,-727
2017-09-30,943,197,25,222,-463,-149,39,-398,-971,194,-266,0,0,0,567,301,892,-650,242,0,0,-727,7,-478,31,12,-727
2017-06-30,1160,166,132,298,-558,61,22,-546,-1021,437,-322,0,0,0,611,289,-2032,180,-1852,0,0,-698,44,-2506,-1764,13,-698
2017-03-31,891.00000,180.00000,121.00000,301.00000,-1040.00000,-492.00000,62.00000,-337.00000,-1807.00000,-615.00000,-368.00000,,,,502.00000,134.00000,,256.00000,256.00000,,,-736.00000,-25.00000,-505.00000,-973.00000,11.00000,-736.00000
2016-12-31,908,197,-9,188,-612,351,399,398,536,1632,-411,0,0,0,779,368,-11,1,-10,0,0,-1461,-125,-1596,284,8,-1461
2016-09-30,843,204,-199,5,-1217,-225,390,-884,-1936,-1088,-322,0,0,0,1858,1536,-63,4,-59,0,0,-789,13,-835,-405,12,-789
2016-06-30,955,276,-5,271,-188,17,31,748,608,1834,-211,0,0,0,52,-159,6970,632,7602,0,-8320,-847,3,-1562,70,13,-667
2016-03-31,900.00000,313.00000,-240.00000,73.00000,-38.00000,-273.00000,59.00000,-451.00000,-703.00000,270.00000,-303.00000,,,,10.00000,-293.00000,,,,,,-667.00000,40.00000,-627.00000,-606.00000,13.00000,-667.00000
2015-12-31,648,604,52,656,-1111,2,-22,353,-778,526,-282,0,7,7,1367,1092,5,0,5,0,0,-1025,-124,-1144,463,35,-665
2015-09-30,-120,195,-55,140,231,103,-110,91,315,335,-203,-9468,175,175,-55,-9551,2478,0,2478,10000,10000,-817,-91,11570,2290,93,-637
2015-06-30,-160,87,316,403,-6,16,76,165,251,494,-110,0,306,306,3,199,-1,0,-1,0,0,-180,16,-165,248,3,0
2015-03-31,279.00000,89.00000,-30.00000,59.00000,-29.00000,-96.00000,-63.00000,-233.00000,-421.00000,-83.00000,-53.00000,,,,4.00000,-49.00000,38.00000,,38.00000,,,-180.00000,-72.00000,-214.00000,-399.00000,2.00000,
2014-12-31,165,100,132,232,41,180,377,-186,412,809,-194,0,0,0,54,-140,-1030,11,-1019,0,0,-180,-11,-1210,-556,2,540
2014-09-30,174,67,130,197,75,-56,143,182,113,484,-92,0,0,0,-2,-94,-23,0,-23,0,0,-180,2,-201,49,6,-540
2014-06-30,-180,261,-86,175,177,272,5,-84,601,596,-37,0,0,0,-2,-39,-50,-11,-61,113,113,-47,-38,-33,550,-29,313
2014-03-31,513.00000,96.00000,-29.00000,67.00000,-149.00000,-243.00000,37.00000,26.00000,-329.00000,251.00000,-76.00000,,,,,-76.00000,,,,-113.00000,-113.00000,-313.00000,50.00000,-376.00000,-204.00000,29.00000,-313.00000
2013-12-31,-757,44,123,167,-102,-87,218,832,861,271,-133,0,0,0,26,-107,-19,1090,1071,0,0,228,-173,1126,1170,-16,228
2013-09-30,499,92,63,155,110,22,13,-291,-146,508,-158,0,0,0,0,-158,0,0,0,0,0,-300,12,-288,67,18,-300
2013-06-30,829,102,-300,-198,54,42,-10,-338,-252,379,-124,0,0,0,0,-124,0,0,0,0,0,-298,34,-264,-17,17,-298
2013-03-31,456.00000,102.00000,106.00000,208.00000,-165.00000,-26.00000,-52.00000,-189.00000,-432.00000,232.00000,16.00000,,,,,16.00000,,,,,,-296.00000,-22.00000,-318.00000,-74.00000,15.00000,-296.00000
2012-12-31,90,167,132,299,450,165,-295,259,579,968,-143,0,0,0,0,-143,6,0,6,0,0,0,184,190,1011,15,0
2012-09-30,466,92,661,753,-50,-32,178,-349,-253,966,-100,0,0,0,0,-100,-2,0,-2,0,0,0,-627,-629,241,12,0
2012-06-30,603,90,87,177,75,117,21,200,413,1193,-88,0,0,0,0,-88,5959,2,5961,0,0,0,-7066,-1105,0,13,0
2012-03-31,483.00000,79.00000,54.00000,133.00000,-255.00000,-229.00000,-145.00000,-79.00000,-708.00000,-92.00000,-91.00000,,,,,-91.00000,,-2.00000,-2.00000,,,,188.00000,186.00000,3.00000,14.00000,
2011-12-31,337,95,-54,41,-87,453,-105,-545,-1,619,-134,0,0,0,0,-134,0,6,-3,0,0,0,-484,-487,-2,-39,0
2011-09-30,-2096,-85,1650,1565,87,-453,105,545,1783,1217,181,-3698,0,0,0,-3517,0,-6,3,0,0,0,2297,2300,0,39,0
2010-12-31,3534,354,-1596,-1242,0,0,0,0,-1499,828,-448,3698,0,0,0,3250,0,0,-9,0,0,0,-4069,-4078,0,0,0
