,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,258.563,429.343,82.898,512.241,-4.066,0,0,-266.795,-61.272,709.532,-152.295,-40.703,2,2,2.395,-188.603,-13.63,288.414,274.784,-771.46,-771.46,-65.873,-9.577,-572.126,58.113,40.796,-65.873
2022-09-30,300.165,433.452,6.174,439.626,-27.328,0,0,-220.461,-403.416,336.375,-139.33,-15.038,31.046,31.046,0.085,-123.237,1253.12,-6.909,1246.2111,-890.974,-890.974,-68.767,-348.395,-61.925,57.652,37.051,-68.767
2022-06-30,-665.051,454.783,975.637,1430.42,-46.389,0,0,-54.351,-197.236,568.133,-167.925,-5.205,0,0,-29.744,-202.874,325.007,-12.358,312.6489,-585.338,-585.338,-69.072,-24.555,-366.316,-79.878,47.015,-69.072
2022-03-31,249.63600,454.57800,2.30600,456.88400,-34.19100,,,-67.70600,-76.52000,630.00000,-156.10200,-4.72600,,,0.00500,-160.82300,352.66100,16.49700,369.15800,-668.00900,-668.00900,-70.24300,-7.24000,-376.33400,56.69600,38.39900,-70.24300
2021-12-31,217.178,450.422,86.976,537.398,-42.173,0,0,22.306,-1.361,753.215,-142.471,-865.055,0,0,9.574,-997.952,755.716,-95.33,660.386,-694.955,-694.955,-71.523,10.916,-95.176,-345.591,34.682,-71.523
2021-09-30,305.463,442.6991,43.74,486.4391,-31.79,0,0,-31.69,126.067,917.969,-131.166,-3.269,0,0,0.506,-133.929,484.453,110.613,595.066,-786.484,-786.484,-73.328,46.32,-218.426,528.89,65.607,-73.328
2021-06-30,266.813,444.9679,43.05,488.0179,-54.439,0,0,-114.627,-244.596,510.235,-133.42,-932.034,0,0,0.449,-1065.005,579.1601,25.757,604.9171,-268.607,-268.607,-57.301,-1.75,277.259,-262.35,43.325,-57.301
2021-03-31,198.41000,446.62300,2.66600,449.28900,-37.14100,,,-11.41400,-48.29300,599.40600,-86.15900,-11.07400,,,0.29300,-96.94000,411.56990,108.48800,520.05790,-824.68700,-824.68700,-57.57400,-6.81900,-369.02200,112.30300,37.16500,-57.57400
2020-12-31,184.818,427.307,21.101,448.408,32.634,0,0,-59.694,136.164,769.39,-106.823,-83.621,0,0,147.12,-43.324,20.513,-102.213,-81.7001,-792.372,-792.372,-58.191,-19.244,-951.507,-131.051,43.711,-58.191
2020-09-30,230.232,426.717,17.989,444.7061,-32.834,0,0,-124.219,-90.467,584.471,-121.029,-3.085,0,0,-0.613,-124.727,-19.2471,-5.523,-24.7701,5.683,5.683,-58.434,-7.024,-84.545,395.197,42.276,-58.434
2020-06-30,39.442,422.007,35.159,457.1659,8.562,0,0,79.374,27.107,523.715,-103.582,-6.899,0,0,9.84,-100.641,-438.2129,52.546,-385.6669,19.376,19.376,-58.312,-8.006,-432.609,25.564,34.983,-58.312
2020-03-31,150.60800,416.55600,31.66100,448.21700,47.62400,,,-40.57400,-162.25100,436.57400,-104.80200,-67.19600,,,2.34800,-169.65000,496.02200,-78.09200,417.93000,-437.13200,-437.13200,-58.27900,,-77.48100,121.78800,27.82200,-58.27900
2019-12-31,114.302,419.145,79.211,498.356,-34.819,0,0,-420.919,-570.769,41.889,-106.851,-310.239,0,0,6.292,-410.798,111.605,-92,19.6049,-88.422,-88.422,-58.771,-10.962,-138.55,-449.343,33.843,-58.771
2019-09-30,105.729,199.558,-8.193,191.365,-30.935,0,0,665.714,804.942,1102.036,-67.705,-256.138,0,0,15.93,-307.913,590.7279,-176.636,414.0919,-28.813,-28.813,-1.59,-61.27,322.419,1079.889,27.877,-1.59
2019-06-30,130.04,161.241,35.141,196.382,-13.281,0,0,-231.757,-308.798,17.624,-78.189,-3.415,0,0,-0.49,-82.094,-154.059,87.513,-66.546,-74.555,-74.555,-1.566,-20.667,-163.334,-229.906,16.496,-1.566
2019-03-31,119.20500,164.47700,27.39600,191.87300,-36.49300,,,41.60700,-81.34900,229.72900,-55.12300,-74.83000,,,13.67200,-116.28100,170.94000,-55.35000,115.59000,-157.65600,-157.65600,-1.57100,-5.57200,-49.20900,66.75500,11.41800,-1.57100
2018-12-31,83.323,167.625,36.499,204.124,-5.69,0,0,99.195,157.629,445.076,-57.23,-490.61,0,0,-0.922,-548.762,332.1911,21.402,353.5932,-12.24,-12.24,-1.582,-3.801,335.97,220.274,12.889,-1.582
2018-09-30,186.029,137.503,11.331,148.834,-5.933,0,0,-179.595,-180.613,154.25,-53.391,-769.082,0,0,-0.947,-823.42,468.19,137.706,605.896,-32.24,-32.24,-1.579,-7.346,564.731,-108.925,14.833,-1.579
2018-06-30,117.729,137.27,20.649,157.919,-34.813,0,0,-22.251,-53.433,222.215,-58.894,0,0,0,0.15,-58.744,48.339,104.192,152.531,-182.465,-182.465,-1.578,-10.298,-41.81,93.706,15.206,-1.578
