,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,195,67,21,88,102,7,-109,-13,-43,240,-70,0,0,0,-2,-72,-1349,1420,71,-168,-168,-74,-6,-177,9,7,-74
2022-09-30,262,64,-9,55,68,-90,-34,-51,-44,273,-47,28,0,0,-2,-21,1324,-1142,182,-344,-344,-68,-2,-232,4,8,-68
2022-06-30,420,68,-150,-82,44,-161,103,4,-10,328,-39,367,0,0,0,328,16,-264,-248,-384,-384,-71,-4,-707,-62,10,-71
2022-03-31,273.00000,65.00000,9.00000,74.00000,-230.00000,-98.00000,309.00000,81.00000,62.00000,409.00000,-57.00000,,,,-6.00000,-63.00000,-8.00000,-45.00000,-53.00000,-144.00000,-144.00000,-71.00000,-10.00000,-278.00000,53.00000,13.00000,-71.00000
2021-12-31,236,72,-10,62,118,-182,-95,-163,-293,5,-156,-56,0,0,-6,-218,-4106,4560,454,-302,-302,-73,2,81,-129,9,-73
2021-09-30,284,70,-12,58,27,-60,94,55,87,429,-41,-38,0,0,-13,-92,4364,-4387,-23,-231,-231,0,-3,-257,74,8,0
2021-06-30,306,70,17,87,37,20,-47,7,17,410,-42,-23,0,0,-11,-76,-1189,925,-264,-287,-287,0,-50,-601,-261,9,0
2021-03-31,266.00000,72.00000,-1.00000,71.00000,-198.00000,-13.00000,331.00000,66.00000,186.00000,523.00000,-34.00000,,,,1.00000,-33.00000,22.00000,-104.00000,-82.00000,-57.00000,-57.00000,,-69.00000,-208.00000,278.00000,8.00000,
2020-12-31,181.32,78.364,-18.282,60.082,122.622,-102.348,41.719,-16.546,67.957,309.359,-58.988,5.107,0,0,-5.686,-59.567,-41.178,-286.979,-328.157,-28.994,-28.994,0,-5.066,-362.217,-109.525,6.149,0
2020-09-30,193.931,76.327,-3.232,73.095,-23.511,89.855,66.421,-72.885,-46.755,221.589,-25.821,-1.642,0,0,-2.999,-30.462,-8.749,-247.276,-256.025,0,0,0,-4.604,-260.629,-55.044,7.088,0
2020-06-30,118.77,72.93,10.765,83.695,58.827,453.015,-144.97,107.93,517.342,718.489,-32.181,-0.008,0.405,0.405,0.685,-31.099,-114.992,-436.882,-551.874,0,0,0,-3.541,-555.415,138.363,7.795,0
2020-03-31,145.97900,71.37900,17.74900,89.12800,-63.93800,-7.52200,-27.17000,16.50100,-40.54400,194.56300,-39.01000,-5.45700,-0.40500,-0.40500,,-44.87200,-551.08100,321.13700,-229.94400,-88.00600,-88.00600,,-16.78900,-334.73900,-196.79400,7.96800,
2019-12-31,141.273,84.167,14.665,98.832,128.8,-132.777,-87.167,-35.164,-141.243,98.862,-90.536,-32.284,6.894,6.894,11.162,-104.764,-2.335,92.533,90.198,0,0,0,-1.173,89.025,89.779,6.858,0
2019-09-30,152.593,77.878,-6.227,71.651,46.671,17.008,-6.009,30.109,102.523,326.767,-59.857,19.755,-6.894,-6.894,3.677,-43.319,-42.343,-67.112,-109.455,-101.051,-101.051,0,-7.2,-217.706,57.186,7.178,0
2019-06-30,152.105,76.154,38.277,114.431,55.977,59.418,73.597,22.601,194.643,461.179,-47.528,-9.982,0,0,-1.476,-58.986,-87.432,-133.048,-220.48,-120.3,-120.3,0,1.523,-339.257,59.975,7.986,0
2019-03-31,99.06300,76.20700,59.93700,136.14400,-205.02900,71.81100,23.29100,9.02800,-57.98200,177.22500,-51.76400,-4.78500,,,-1.23500,-57.78400,-30.93500,-29.88600,-60.82100,-70.46200,-70.46200,,-1.44800,-132.73100,-15.80300,5.67300,
2018-12-31,38.059,83.1,100.113,183.213,71.038,-56.095,-5.624,-31.632,-31.7,189.572,-50.605,-8.928,-49.234,-49.234,21.344,-87.423,-17.923,-17.1059,-35.029,-60,-60,0,-1.29,-96.319,-4.096,5.216,0
2018-09-30,134.48,81.473,16.872,98.345,41.381,-58.281,-46.617,22.018,-40.327,192.498,-56.342,-70.097,-11.066,-11.066,15.206,-122.299,-36.251,-37.5901,-73.8411,0,0,0,-1.188,-75.029,-3.856,5.7,0
