,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,1326.245,287.221,169.051,456.272,605.976,591.356,-196.474,0,999.596,2533.529,-512.773,-3.427,-199.303,-0.012,-199.315,-0.001,-715.516,-2.5,-15.568,-18.068,-401.349,-401.349,-129.439,-36.986,-585.842,1231.476,36.996,-129.439
2022-09-30,1799.043,289.876,43.569,333.445,543.818,529.044,-497.822,0,613.265,2804.78,-450.048,15.783,-14.14,-0.019,-14.159,-2.499,-450.923,-602.4999,-35.86,-638.3599,-649.293,-649.293,-132.112,109.086,-1310.679,1038.774,25.619,-132.112
2022-06-30,2727.237,247.648,24.015,271.663,-556.175,-282.177,363.538,0,-708.006,2261.573,-512.405,-3118.689,163.915,-80.497,83.418,-6.913,-3554.589,495.375,13.988,509.363,-800.336,-800.336,-134.451,0.391,-425.033,-1722.538,47.797,-134.451
2022-03-31,2227.11500,236.88900,1.46300,238.35200,-92.39400,124.20100,-165.47600,,-119.79400,2472.16800,-440.39400,-347.17700,-274.19700,80.27000,-193.92700,-0.18300,-981.68100,1090.55900,-21.20200,1069.35700,-888.73800,-888.73800,-137.58700,-232.34100,-189.30900,1304.85000,26.42200,-137.58700
2021-12-31,2340.132,241.288,-143.731,97.557,230.584,-330.598,40.414,0,153.537,2610.413,-411.081,-79.816,-5.759,-0.044,-5.803,-0.643,-497.343,0,4.986,4.986,-1500.859,-1500.859,-116.863,-35.278,-1648.014,463.02,38.123,-116.863
2021-09-30,2223.265,218.925,62.86,281.7851,-529.647,-302.776,-383.635,0,-794.034,1737.177,-499.794,-1346.908,151.162,-0.024,151.138,0.455,-1695.109,196.99,2.051,199.041,-842.629,-842.629,-120.067,-33.422,-797.077,-761.368,30.923,-120.067
2021-06-30,1571.459,203.4,111.437,314.8369,-568.451,-878.022,501.316,0,-540.273,1352.775,-383.938,0,224.022,-219.828,4.194,0.338,-379.406,0,44.387,44.387,-593.01,-593.01,-122.638,-75.863,-747.124,231.017,46.87,-122.638
2021-03-31,987.51400,200.95000,76.16700,277.11700,-524.57000,-795.94000,225.33300,,-824.50900,530.41100,-307.77500,0.30000,-214.42700,219.65900,5.23200,0.24900,-301.99400,,-1.60700,-1.60700,-194.33500,-194.33500,-123.90100,-90.82100,-410.66400,-178.94000,19.85900,-123.90100
2020-12-31,425.866,196.901,357.762,554.663,-166.837,-306.353,235.195,0,-426.0521,491.286,-342.697,-67.703,4.398,-27.885,-23.487,0.365,-433.522,0,-5.872,-5.872,11.846,11.846,-123.019,-193.668,-310.713,-243.272,17.731,-123.019
2020-09-30,222.63,196.709,74.258,270.9669,-226.877,126.43,288.276,0,253.6851,855.623,-399.924,-21.162,-153.304,-6.786,-160.09,-34.668,-615.844,142.64,-0.874,141.766,0,0,-123.017,-45.994,-27.245,209.012,17.021,-123.017
2020-06-30,133.153,194.581,123.12,317.7011,388.46,505.997,-244.877,0,694.086,1148.762,-353.364,0.794,-101.474,-6.604,-108.078,0.597,-460.051,1012.845,11.391,1024.236,0,0,-122.679,-49.131,852.426,1544.032,29.084,-122.679
2020-03-31,54.37900,197.27500,316.24300,513.51800,-124.03600,-41.99300,-28.03300,,-354.81100,201.20600,-406.30100,,154.04100,-3.15200,150.88900,0.53500,-254.87700,-15.00000,-9.18300,-24.18300,-39.49900,-39.49900,-122.94000,-41.99200,-228.61400,-289.44800,10.01700,-122.94000
2019-12-31,134.253,192.041,114.586,306.627,163.557,235.884,-73.06,0,294.0229,689.199,-483.951,-73.611,-118.125,49.48,-68.645,0.697,-625.51,0,14.719,14.719,-90.777,-90.777,-122.792,-17.024,-215.874,-151.76,16.048,-122.792
2019-09-30,293.587,177.885,34.321,212.206,85.768,195.642,68.274,0,358.266,932.359,-320.173,0,-199.616,-16.443,-216.059,0,-536.232,0,-12.362,-12.362,0,0,-122.796,-6.33,-141.488,254.573,13.051,-122.796
2019-06-30,412.277,185.056,86.105,271.161,90.057,173.212,-237.274,0,-97.016,537.147,-355.675,0,0,-11.141,-11.141,0,-366.816,-3.137,-11.351,-14.488,-118.789,-118.789,-123.074,-33.459,-289.81,-119.015,48.768,-123.074
2019-03-31,530.79300,179.67100,55.56800,235.23900,21.95800,107.90700,-11.39700,,-101.82500,650.70800,-275.87600,58.09600,-50.00000,-0.02900,-50.02900,2.17600,-265.63300,3.13700,13.56800,16.70500,-72.83000,-72.83000,-123.40000,-53.71300,-233.23800,151.92100,12.49200,-123.40000
2018-12-31,681.07,178.623,-48.532,130.091,129.685,-447.236,6.02,0,-285.363,492.493,-354.167,-33.063,0,-9.872,-9.872,0.001,-397.101,0,5.042,5.042,-502.606,-502.606,-120.394,-9.162,-627.12,-533.269,7.825,-120.394
2018-09-30,706.287,180.039,117.911,297.95,-12.704,31.401,-138.398,0,12.043,1030.867,-252.586,0,0,-38.113,-38.113,23.969,-266.73,0,-6.339,-6.339,-169.255,-169.255,-121.333,-13.348,-310.275,445.702,13.692,-121.333
2018-06-30,713.615,179.857,50.995,230.852,-258.432,-429.333,210.114,0,-182.1439,742.671,-177.953,0,0,-17.526,-17.526,0.403,-195.076,495.71,-14.869,480.841,-144.154,-144.154,-121.862,-40.075,174.75,726.199,41.442,-121.862
2018-03-31,380.11200,181.11800,56.02100,237.13900,-343.98200,-246.93300,157.83600,,-517.95900,127.92100,-166.23600,,50.00000,-55.90100,-5.90100,0.97500,-171.16200,,21.20300,21.20300,-13.88100,-13.88100,-121.78700,-31.06700,-145.53200,-188.85000,10.46300,-121.78700
2017-12-31,395.094,183.845,-180.491,3.3542,77.081,56.083,-136.957,0,-67.117,288.77,-150.348,-0.888,0,-40,-40,8.844,-182.392,-600,2.463,-597.537,1.654,1.654,-121.019,-7.866,-724.768,-626.84,12.949,-121.019
2017-09-30,266.105,179.495,-30.677,148.8179,-10.13,-175.448,80.616,0,-45.504,415.707,-96.166,-64.743,0,0,0,-0.465,-161.374,0,11.174,11.174,-88.423,-88.423,-121.598,-7.051,-205.898,64.591,10.068,-121.598
2017-06-30,341.724,182.828,37.483,220.311,-106.191,-261.679,-42.098,0,-480.5811,106.719,-91.061,6.65,0,-5,-5,-0.99,-90.401,0,-8.945,-8.945,-3.897,-3.897,-121.401,-30.295,-164.538,-146.406,31.635,-121.401
2017-03-31,377.64800,180.89300,24.32200,205.21500,-290.26100,-519.90200,413.25600,,-342.30490,244.14200,-85.66500,-485.06000,100.00000,-14.00000,86.00000,,-484.72500,,30.18000,30.18000,7.43200,7.43200,-121.30300,-63.41100,-147.10200,-388.20200,9.52400,-121.30300
2016-12-31,175.185,173.879,-9.462,164.417,110.264,156.618,20.57,0,292.3929,567.911,-273.716,-291.683,500,-15,485,0.756,-79.643,0,-11.84,-11.84,9.943,9.943,-120.408,-21.565,-143.87,341.254,12.301,-120.408
2016-09-30,331.365,171.5,69.048,240.548,70.266,-106.201,-236.597,0,-301.7089,315.718,-96.842,-48.105,-100,-35.659,-135.659,7.085,-273.521,0,9.855,9.855,3.845,3.845,-120.373,-9.118,-115.791,-76.443,6.634,-120.373
2016-06-30,271.369,171.314,20.625,191.939,-294.014,-297.535,255.465,0,-148.488,315.513,-140.323,1.386,-500,-6.41,-506.41,5.473,-639.874,0,-16.704,-16.704,1.882,1.882,-120.149,-41.746,-176.717,-497.338,30.276,-120.149
