,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-12-31,-950.4,834.3,275.9,1110.2,1.4,227.2,-144.3,36.7,121,277.6,-337.1,-55.1,-0.9,-8.3,-9.2,54.6,-346.8,-15.4,-42.8,-58.2,-32.8,-32.8,-19.7,44.8,-65.9,-126.2,2.9,-19.7
2019-09-30,-40,226.4,91.7,318.1001,-134.7,314.5,26.5,1.6,207.9,486,-267.2,0,-1.5,-3.7,-5.2,-54.1,-326.5,-11.5,-2.2,-13.7,-117.1,-117.1,-19.3,255.3,105.2,240.5,2.9,-19.3
2019-06-30,-230.3,234.1,381.1,615.1999,108.9,-109.1,129.3,-6.7,122.4,507.3,-350,0,0,-7.8,-7.8,-0.9,-358.7,-11.3,-70.5,-81.8,0,0,-19.3,-42.7,-143.8,15.6,6.8,-19.3
2019-03-31,129.90000,233.40000,-18.30000,215.10000,59.00000,-304.50000,-186.70000,-88.30000,-520.50000,-175.50000,-313.90000,,-10.70000,-4.60000,-15.30000,0.30000,-328.90000,-10.10000,152.30000,142.20000,,,-9.60000,-110.30000,22.30000,-468.60000,15.30000,-9.60000
2018-12-31,112,244.1,183.7,427.8,37.5,-299.3,-268,161.2,-368.6,150,-285.8,0,0,3.5,3.5,-1.5,-283.8,-80.5,-14.4,-94.8999,0,0,-9.6,59.3,-45.2,-179.9,1.8,-9.6
2018-09-30,249.7,225.7,76.7,302.4,-163.8,171.5,-50.6,-6.6,-49.4999,523.8,-231.7,0,0,-7.4,-7.4,-4.7,-243.8,-408.4,6.8,-401.6001,0,0,-9.7,114.9,-296.4,-27.6,3,-9.7
2018-06-30,68.1,213.4,-8,205.4,69.7,-222,592,102.5,542.1999,807,-201.1,9.3,0,-11.4,-11.4,6.5,-196.7,-67.8,-47,-114.8,0,0,-9.6,-45.5,-169.9,375.4,7,-9.6
2018-03-31,40.10000,199.50000,-30.00000,169.50000,62.50000,-147.60000,-74.90000,-129.30000,-289.30000,-71.00000,-223.30000,-994.60000,,-0.40000,-0.40000,-2.10000,-1220.40000,-206.90000,65.30000,-141.60000,,,-9.60000,-62.10000,-213.30000,-1491.30000,15.70000,-9.60000
2017-12-31,-429.8,178.1,646.5,824.6,-84.4,98.9,-27.3,29.2,16.4,411.2,1.4,0,0,-7.4001,-7.4001,-18.5,-24.5,1153.9,-54.9,1099,0,0,-8.8,-0.6,1089.6,1468,3.5,-8.8
2017-09-30,229.6,175.3,-27,148.3,-58.2,51.1,-257.6,32.5,-232.2,135.5,-128.5,0,0,-73.7,-73.7,-18.5,-220.7,-2.8,6.7,3.9,0,0,-52.7,143.1,94.3,27.4,3.6,-52.7
2017-06-30,97.1,172.5,-39.9,132.6,5.7,-172.4,180.6,-11,2.9,242.8,-168.5,0,0,-22.3,-22.3,13.8,-177,-1.6,-50.3,-51.9,0,0,-52.7,19.3,-85.3,-18,5,-52.7
2017-03-31,-1.10000,165.30000,85.80000,251.10000,45.70000,-133.30000,38.60000,-55.00000,-104.00000,146.00000,-223.80000,,,-26.80000,-26.80000,5.00000,-245.60000,-0.30000,128.50000,128.20000,,,-96.40000,70.40000,102.20000,5.60000,15.90000,-96.40000
2016-12-31,14.6,175.9,-3.7,172.2,-118.6,104.5,-81.2,231.8,136.5,322.5,-208.5,0,0,-73.6,-73.6,16,-266.1,-6.1,-52.5,-58.6,0,0,-96.3,-99.6,-254.5,-208.1,4,-96.3
2016-09-30,40.7,182.9,-32.8,150.1,-134.9,195.1,-173.8,16.5,-97.1,88.3,-196.4,0,0,-779.5,-779.5,0.6,-975.3,-41.2,-0.8,-42,-2.6,-2.6,-96.4,29.4,-111.6,-1006.6,4.2,-96.4
2016-06-30,-11,199.7,12.1,211.8,239.9,-70.9,148.8,58.7,376.5,583.5,-201.7,0,0,-151.5,-151.5,2.4,-350.8,-0.6,12.9,12.3,1.8,1.8,-96.2,-160.4,-242.5,7.3,5.4,-96.2
2016-03-31,256.90000,193.10000,-76.50000,116.60000,17.10000,34.30000,-137.70000,-21.30000,-107.60000,265.90000,-235.60000,,,-38.50000,-38.50000,0.30000,-273.80000,-1.20000,16.10000,14.90000,-74.20000,-74.20000,-96.20000,-124.50000,-280.00000,-218.20000,16.90000,-96.20000
2015-12-31,155.5,193.7,124.5,318.2,-1.6,-10.9,-106.8,163,43.7,517.6,-292.5,0,0,-102.1,-102.1,625.1,230.5,-2.4,7,4.6,-5.4,-5.4,-96.9,233.1,135.4,852.1,5.4,-96.9
2015-09-30,160.7,189.1,-27.5,161.6,-104.4,-73.4,128,-96.7,-146.5,188.5,-245.3,0,0,54.4,54.4,-631.7,-822.6,-53.9,-8.2,-62.1,-73.8,-73.8,-98.3,103.2,-131,-925,2,-98.3
2015-06-30,391,198.8,67.7,266.5,37.3,-77.9,83.4,-92.9,-50.1,603.3,-227.4,0,0,-122,-122,6,-343.4,2,17,19,-498.8,-498.8,-98.1,-19.5,-597.4,-307.5,29.3,-98.1
2015-03-31,294.60000,190.60000,19.90000,210.50000,8.00000,108.50000,157.40000,-54.20000,219.70000,728.90000,-229.50000,47.90000,,-3.00000,-3.00000,1.70000,-182.90000,-0.60000,-3.30000,-3.90000,-131.50000,-131.50000,-91.40000,-73.60000,-300.40000,142.80000,4.60000,-91.40000
2014-12-31,361.6,214.3,49.5,263.8,-162.5,-168,-4.2,119.2,-283.3,342.3,-251.8,-323.2,0,-2.6,-2.6,-8.8,-586.4,4.2,13.2,17.4,-249.9,-249.9,-93.9,47.4,-279,-596,5.1,-93.9
2014-09-30,202.9,202.3,72.5,274.8,6.1,74.5,-125.6,33.2,-115.8,356.5,-188.4,32.8,0,-2.4,-2.4,-0.1,-158.1,802.6,-12.3,790.3,-374,-374,-93.8,132.9,455.4,603.6,5.7,-93.8
2014-06-30,248.2,240.6,-52.8,187.8,14.8,-8.9,179,75.9,355.4,796.3,-214,0,0,-143.8,-143.8,-2.5,-360.3,3.2,-28.6,-25.4,-453.7,-453.7,-95.1,-0.3,-574.5,-123.7,8.6,-95.1
2014-03-31,217.70000,184.80000,47.20000,232.00000,-84.90000,-27.30000,86.80000,121.50000,173.30000,627.00000,-274.90000,-1353.60000,,-5.80000,-5.80000,,-1634.30000,-0.10000,7.50000,7.40000,-1677.70000,-1677.70000,-99.70000,-0.30000,-1770.30000,-2802.40000,34.90000,-99.70000
2013-12-31,-593.2,-107.6,-267.2,-374.7999,212.5,10.5,51,204.3,319.9,-604.4,274,0,0,-2.6,-2.6,-3,268.4,1997,-21,1976,-4.3,-4.3,106.5,-69.2,2009,1662.7,3.6,106.5
2013-09-30,125.8,176,100.1,276.0998,131.7,-2.5,-104.1,-251,-446.9,-45,-332.5,0,0,-134.5,-134.5,1.3,-465.7,2,14.3,16.3,4.3,4.3,-106.8,-3.3,-89.5,-576.9,14.1,-106.8
2013-06-30,809.9,339.4,297.6,637.0001,59.9,22.8,-24.6,-99.2,114.8,1561.7,-741.5,0,0,-21.8,-21.8,3.4,-759.9,-0.1,-28.5,-28.6,0,0,-213.2,4.7,-237.1,510.2,5.6,-213.2
2013-05-31,-379.9,-164.8,-31.5,-196.3,73.5,-16.7,-5.2,82.4,-1.8,-579.4,367.5,15,0,0,0,-4,378.5,-0.4,-19,-19.4,0,0,106.4,-2.2,84.8,-106.1,-3,106.4
2013-03-31,379.90000,164.80000,31.50000,196.30000,-73.50000,16.70000,5.20000,-82.40000,1.80000,579.40000,-367.50000,-15.00000,,,,4.00000,-378.50000,0.40000,19.00000,19.40000,,,-106.40000,2.20000,-84.80000,106.10000,3.00000,-106.40000
2013-02-28,1406.40000,463.00000,22.90000,485.90000,-141.50000,-334.70000,-97.30000,-65.40000,-880.00000,1032.80000,-1240.40000,,,,,10.40000,-1230.00000,0.90000,18.50000,19.40000,4.30000,4.30000,-320.00000,-4.70000,-301.00000,-488.30000,25.50000,-320.00000
2012-11-30,642,153.5,-22.5,131,17.2,-59.4,-111.3,-189.6,-464.4999,317.9,-458,0,0,0,0,-6.4,-464.4,1.1,-26.4,-25.3,3.9,3.9,-106.7,-4.4,-132.5,-282.6,4.9,-106.7
2012-09-30,-11.7,2.2,-21.1,-18.9,-92.5,33.3,156.3,-19,49.2,4.5,64.5,0,0,0,0,3.8,68.3,-1.2,29.9,28.7,-3.4,-3.4,0,3.6,28.9,108.5,-0.1,0
2012-08-31,430.7,145.5,16.2,161.7,11.5,-246.4,-28,74.8,-267.2,339.3,-449.1,0,0,0,0,5.3,-443.8,0.9,-25,-24.1,1.7,1.7,-106.6,-2.8,-131.8,-216.2,17.8,-106.6
2012-05-31,-1423.9,-389.6,-137.3,-526.9,-239.4,66.2,152.1,288,482.1,-1476.5,1190.3,0,0,0,0,-8.5,1181.8,-205.5,-58,-263.5,1160,1160,66.1,6.5,969.1,704.5,-20.1,66.1
2012-02-29,1423.90000,389.60000,137.30000,526.90000,239.40000,-66.20000,-152.10000,-288.00000,-482.10000,1476.50000,-1190.30000,,,,,8.50000,-1181.80000,205.50000,58.00000,263.50000,-1160.00000,-1160.00000,-66.10000,-6.50000,-969.10000,-704.50000,20.10000,-66.10000
2011-11-30,625.6,127.2,104.3,231.5,-144.4,193,-114.5,-157,-338,517.7,-387.1,0,0,0,0,2.5,-384.6,713,14.7,727.7,-1161.4,-1161.4,-22.3,-4.4,-460.4,-410.4,3.2,-22.3
2011-08-31,526.4,127.4,84.4,211.8,130.6,-135.8,-34.2,-14,-183.4,554.3,-391.4,0,0,0,0,-1.1,-392.5,3.5,-10,-6.5,1.2,1.2,-22.4,-1.1,-28.8,131.6,13.8,-22.4
2011-05-31,-1868.3,-348.5,629.6,281.1,183.9,129.5,-94.3,14.7,135.9,-1453.8,897.3,-50,0,-644.7,-644.7,10.6,213.2,465.6,8.9,474.5,-18.7,-18.7,67,-7.2,515.6,-829.1,-18.7,67
2011-02-28,1868.30000,348.50000,-629.60000,-281.10000,-183.90000,-129.50000,94.30000,-14.70000,-135.90000,1453.80000,-897.30000,50.00000,,644.70000,644.70000,-10.60000,-213.20000,-465.60000,-8.90000,-474.50000,18.70000,18.70000,-67.00000,7.20000,-515.60000,829.10000,18.70000,-67.00000
2010-11-30,1026.8,99.8,-653.2999,-553.5,-87.6,227.7,26.5,-32.3,66.3,531.7,-291,0,0,1030,1030,1,740,-3.1,-21.4,-24.5,9.2,9.2,-22.3,7.4,-30.2,1296.7,16.1,-22.3
2010-08-31,298.9,124.9,-18.5,106.4,41.3,-42.3,-27.5,62.2,149.9,556.2,-294.7,0,0,-385.3,-385.3,-1.6,-681.6,-3.7,-7.2,-10.9,1.5,1.5,-22.3,-1.3,-33,-160.3,0,-22.3
2010-05-31,-435,-376.3,36.6,-339.7,17.3,-172,-85.5,-174.6,-46.7,-823.9,635.6,-12.9,0,0,0,-27.3,595.4,43.7,-4.1,39.6,-10.8,-10.8,645.7,-2.3,672.2,411.4,0,645.7
2010-02-28,435.00000,376.30000,-36.60000,339.70000,-17.30000,172.00000,85.50000,174.60000,46.70000,823.90000,-635.60000,12.90000,,,,27.30000,-595.40000,-43.70000,4.10000,-39.60000,10.80000,10.80000,-645.70000,2.30000,-672.20000,-411.40000,,-645.70000
2009-11-30,109,149.2,6.5,155.7,-96.5,77.8,34.8,12.8,-92.6,174.8,-190.6,12.9,0,0,0,23.1,-154.6,-17.7,32.9,15.2,2.8,2.8,-23.4,-0.3,-5.7,49.4,0,-23.4
2009-08-31,102.5,114.2,-29.7,84.5,111.5,78.9,77,18.5,-13.9,172.4,-236.2,0,0,0,0,0.1,-236.1,-22.3,14.5,-7.8,2.2,2.2,-22.3,0.4,-27.5,-104.5,0,-22.3
2009-05-31,-2208,-312,105.4001,-206.5999,-326,415.9,646.9,450,1476,-936.8,606.8,0,0,-745.7,-745.7,28.2,-110.7,104.8,42.9,147.7,-4.3,-4.3,68.7,-4.8,207.3,-568.3,0,68.7
2009-02-28,2208.00000,312.00000,-105.40010,206.59990,326.00000,-415.90000,-646.90000,-450.00000,-1476.00000,936.80000,-606.80000,,,745.70000,745.70000,-28.20000,110.70000,-104.80000,-42.90000,-147.70000,4.30000,4.30000,-68.70000,4.80000,-207.30000,568.30000,,-68.70000
