,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,100.1,42.8,23.3,66.1,7.6,-59.1,1.8,29.9,5.8,172,-39,4.2,0.7,0.7,-8.4,-42.5,-2.9,-89.8,-92.7,0,0,-25,0,-117.7,15.1,10.3,-25
2020-03-31,126.60000,43.10000,10.10000,53.20000,-33.60000,-25.80000,0.30000,-102.80000,-138.80000,41.00000,-39.40000,,12.20000,12.20000,2.50000,-24.70000,-3.00000,69.40000,66.40000,,,-25.70000,-11.20000,29.50000,12.20000,8.90000,-25.70000
2019-12-31,104.3,43.5,4.2,47.7,40.6,56.8,19.2,-13,107.9,259.9,-47.8,-0.2,-2.2,-2.2,0,-50.2,-7.5,-107.8,-115.3,-10.8,-10.8,-24.7,-4.7,-155.5,62.4,8.9,-24.7
2019-09-30,68,41.3,39,80.3,1.7,6.9,-45.8,-39.5,-66.4,81.9,-47.1,-429.5,-10.3,-10.3,-4.1,-491,471.8,-52.8,419,0,0,-24.7,-0.7,393.6,-22.2,10.8,-24.7
2019-06-30,33.2,33.3,-23.6,9.7,-22.4,7.8,-15.5,98,61.3,104.2,-44.7,-21.9,0,0,-0.6,-67.2,-1.4,11.8,10.4,-49.6,-49.6,-24.7,-0.3,-64.2,-13.8,4.8,-24.7
2019-03-31,57.50000,32.70000,43.20000,75.90000,18.20000,-51.90000,5.10000,-52.60000,-68.30000,65.10000,-52.50000,-1.20000,,,-3.50000,-57.20000,-2.30000,21.30000,19.00000,-17.70000,-17.70000,-25.00000,-10.30000,-34.00000,-35.70000,8.40000,-25.00000
2018-12-31,200.3,32.8,-29,3.8,30.1,56.8,-2.4,61.1,73.9,278,-49.3,-0.6,0,0,-5.6,-55.5,-1.6,-71.8,-73.4,-48.4,-48.4,-24.8,2.5,-144.1,80.4,6.3,-24.8
2018-09-30,79,32.7,19.1,51.8,-6.8,-20.6,-13.7,41.2,-17.4,113.4,-62.4,-67.8,0,0,-0.2,-130.4,-105.7,295.8,190.1,-128.1,-128.1,-25.3,-8.2,28.5,11.2,8.3,-25.3
2018-06-30,114.4,32.9,7.9,40.8,-28,-42,51.4,-79.3,-84.9,70.3,-30.1,-0.9,-7.5,-7.5,-6.3,-44.8,-23.9,0,-23.9,-96,-96,-26.2,-0.4,-146.5,-146.8,8.2,-26.2
2018-03-31,-200.60000,32.80000,48.30000,81.10000,3.80000,-50.60000,7.30000,65.50000,85.80000,-33.70000,-35.30000,0.90000,,,-1.60000,-36.00000,129.60000,,129.60000,-318.00000,-318.00000,-27.80000,,-216.20000,-267.10000,6.40000,-27.80000
2017-12-31,-33.5,34.9,44.8,79.7,6.1,42.8,18.9,185,45.7,91.9,-59,37.6,0,0,-69.4,-90.8,21.5,-93.7,-72.2,-545,-545,-27.3,0,-644.5,-737.9,6.2,-27.3
2017-09-30,787.4,31.9,-618.4,-586.5,-29.2,-11.8,-10.2,41.5,-9.7,191.2,-32.5,2003.6,0,0,-12.4,1958.7,-643.2,0,-643.2,-452.4,-452.4,-30.6,17.1,-1109.1,1034,15.7,-30.6
2017-06-30,104.2,29.7,33.3,63,-55,-18.5,89.3,-58.9,-43.1,124.1,-39.2,-5.8,0,0,18.5,-26.5,252.2,-10.2,242,-305.3,-305.3,-30.4,2.1,-91.6,-14.6,14.1,-30.4
2017-03-31,-43.20000,52.80000,132.10000,184.90000,-3.30000,-64.30000,56.10000,-113.00000,-124.50000,17.20000,-50.40000,2.30000,,,-7.20000,-55.30000,,10.20000,10.20000,-21.50000,-21.50000,-31.40000,-1.80000,-44.50000,-74.10000,8.90000,-31.40000
2016-12-31,171.1,52.8,-70.4,-17.6,24.6,82.8,87.5,82.8,285,438.5,-89,7.8,0,0,-2.9,-84.1,-99.8,-154.2,-254,-8,-8,-31.5,-1.5,-295,36.1,15.3,-31.5
2016-09-30,163.3,54.6,27.8,82.4,25.4,-15.9,50.2,-23.9,35.8,281.5,-76.5,-5.8,0,0,-11.8,-94.1,37.7,0,37.7,-165.4,-165.4,-33.1,7.3,-153.5,34.3,14.6,-33.1
2016-06-30,49.6,57.5,99.6,157.1,-61.6,-16.1,51.3,-8.1,-34.5,172.2,-54.8,-4.2,0,0,-8.9,-67.9,35,-106.8,-71.8,-20,-20,-30.8,0.5,-122.1,-23.2,20.3,-30.8
2016-03-31,102.40000,49.10000,14.00000,63.10000,-22.30000,-61.50000,39.00000,-106.00000,-150.80000,14.70000,-50.50000,4.20000,,,-22.40000,-68.70000,,106.80000,106.80000,-54.30000,-54.30000,-26.20000,-0.20000,26.10000,-38.80000,9.70000,-26.20000
2015-12-31,123.5,51.3,-272.1,-220.8,83.7,89,-38.2,211.8,378.5,281.2,-71.2,16.5,0,0,2.5,-52.2,100.7,-145.6,-44.9,-116.9,-116.9,-25.6,39,-148.4,75.6,12.1,-25.6
2015-09-30,86.6,52.8,31.2,84,0.9,-28.2,12.2,89.3,74.2,244.8,-48.7,-16.5,0,0,-18.1,-83.3,-69.6,256.8,187.2,-537.3,-537.3,-26.4,1.4,-375.1,-234.7,15.9,-26.4
2015-06-30,28.1,54.4,117.3,171.7,-56.4,-18.5,32.4,-26.3,-68.8,131,-35.9,75.6,0,0,7.6,47.3,69.6,39.1,108.7,-81.7,-81.7,-27.3,-108.7,-109,32.5,14.9,-27.3
2015-03-31,97.20000,54.80000,277.70000,332.50000,8.50000,-80.60000,75.00000,-107.50000,-104.60000,325.10000,4.70000,-8.50000,,,32.00000,28.20000,,-39.10000,-39.10000,-75.40000,-75.40000,-27.50000,-14.20000,-156.20000,199.60000,18.30000,-27.50000
2014-12-31,66.3,61.7,226.8999,288.5999,34.7,62.8,-19,-187.4,-108.9,246,-52.7,0,0,0,6,-46.7,-8,-154.7,-162.7,-50.1,-50.1,-27,-82.1,-321.9,-132,17.3,-27
2014-09-30,60.8,62.8,60.9001,123.7001,-6.4,-19.4,90.1,42.2,106.5,291,-31.2,-3.6,0,0,3.3,-31.5,0,-128.4,-128.4,-4.1,-4.1,-27.9,-12.4,-172.8,64.2,10.4,-27.9
2014-06-30,60.1,71.5,53.5,125,-47,-5.7,15.6,28.7,-8.4,176.7,-26.9,0,0,0,5.8,-21.1,200.4,-241.2,-40.8,-130.2,-130.2,-27.6,0.1,-198.5,-56.6,11.9,-27.6
2014-03-31,70.90000,70.70000,-927.80000,-857.10000,-9.10000,-86.40000,53.40000,-104.20000,-146.30000,-932.50000,-27.00000,,,,,-27.00000,-200.40000,603.40000,403.00000,-2.60000,-2.60000,-28.40000,,372.00000,-579.30000,14.50000,-28.40000
2013-12-31,5.2,57.5,124.1,181.6,70.2,127.3,-11.9,-2,183.6,370.4,-30.6,0.5,0,0,-8.8,-38.9,-202.2,9.8,-192.4,3.9,3.9,-25.6,-4,-218.1,215.7,3.7,-25.6
2013-09-30,35.1,69.7,21.2,90.9,39.4,5.6,-40.1,79.1,84,210,-30.2,-1.5,0,0,0,-31.7,-0.4,1.7,1.3,0,0,-25.5,0,-24.2,136.6,5.5,-25.5
2013-06-30,54.3,80,34.1,114.1,-78.7,-33.2,-11.2,52.5,-70.6,97.8,-19.4,0,0,0,0.3,-19.1,-27.6,4,-23.6,0,0,-25.5,0.5,-48.6,14.3,7.3,-25.5
2013-03-31,0.70000,76.20000,25.90000,102.10000,4.60000,-77.70000,99.50000,-167.00000,-140.60000,-37.80000,-24.20000,,,,,-24.20000,-3.00000,37.70000,34.70000,-3.90000,-3.90000,-25.40000,-34.40000,-29.00000,-53.80000,7.60000,-25.40000
2012-12-31,-351.7,627.7,-106.2,521.5,40.6,129.3,-66.9,56.7,159.7,329.5,-18.6,2.6,0,0,-1.8,-17.8,-382.5,7.2,-375.3,-0.2,-0.2,-25.2,-28.3,-429,138.8,0,-25.2
2012-09-30,-1238.3,1413.6,-66.8,1346.8,-35.6,10.7,-27.3,70.1,17.9,126.4,-30.6,-2.6,0,0,3.6,-29.6,-11.3,-17.1,-28.4,-0.1,-0.1,-25.3,-1.8,-55.6,49.6,6.4,-25.3
2012-06-30,-20.6,82.7,12.8,95.5,-95.3,-9.6,11.4,50.1,-43.4,31.5,-34.8,0,0,0,-3.5,-38.3,-31.6,17.1,-14.5,0.7,0.7,-25.2,0.1,-38.9,-35,6,-25.2
2012-03-31,-8.40000,83.50000,7.00000,90.50000,63.90000,-79.70000,-1.50000,-158.00000,-175.30000,-93.20000,-31.00000,,,,1.80000,-29.20000,-27.20000,,-27.20000,-10.00000,-10.00000,-25.20000,0.80000,-61.60000,-177.40000,4.50000,-25.20000
2011-12-31,-65.7,77.5,8.5,86,-80.1,79.9,-39,105,65.8,86.1,-38.2,-1983.7,-262.9,-262.9,-9.5,-2294.3,1913.4,-6.1,1907.3,0.6,0.6,-25,217.9,2100.8,-96.7,-6.7,-25
2011-09-30,73.7,36.9,10,46.9,-12.7,1.5,-12.1,59.6,36.3,156.9,-27.2,0,0,0,0.6,-26.6,0.9,11.8,12.7,0,0,-20.8,-5.3,-13.4,95.3,13.8,-20.8
2011-06-30,65,37,16.8,53.8,-30.8,-35.3,-3.5,3.7,-65.9,52.9,-26.7,0,0,0,0.5,-26.2,-3.9,1.6,-2.3,-0.8,-0.8,-20.8,0.2,-23.7,9,7.4,-20.8
2011-03-31,59.70000,36.20000,11.90000,48.10000,21.60000,-48.30000,26.50000,-40.40000,-40.60000,67.20000,-19.20000,,,,0.60000,-18.60000,-1.80000,-14.30000,-16.10000,-12.00000,-12.00000,-20.80000,1.60000,-47.30000,20.40000,10.50000,-20.80000
2010-12-31,51.3,41.1,71.4,112.5,-7.5,40.8,-4.3,30.3,30.1,193.9,-25.8,-16.5,6.4,6.4,-4.1,-40,-196.6,3.6,-193,-9.8,-9.8,-20.7,-1,-224.5,-86.2,8.6,-20.7
2010-09-30,76.5,37.9,-5.5,32.4,-20.9,-4.1,-12.4,22.2,-6.5,102.4,-19.5,0,5.1,5.1,0.5,-13.9,-4.3,4.1,-0.2,0,0,-20.7,-2,-22.9,99.6,8.5,-20.7
2010-06-30,66.9,37.3,15.2,52.5,-31.6,-23.4,23.5,12.6,-15.9,103.5,-25.1,-7.6,1.1,1.1,0.4,-31.2,-4.2,2,-2.2,0,0,-19.2,0,-21.4,34.7,6,-19.2
2010-03-31,61.20000,40.10000,4.50000,44.60000,26.10000,-32.70000,12.20000,-45.60000,-22.50000,83.30000,-13.00000,,,,1.20000,-11.80000,-71.00000,-14.10000,-85.10000,,,-19.10000,,-104.20000,-67.00000,7.50000,-19.10000
2009-12-31,65.1,40.2,17.5,57.7,17.2,47.5,-12.3,7.6,70.5,193.3,-15,0.7,0,0,1.3,-13,61.4,6.3,67.7,0,0,-18.6,-7,42.1,207.4,17.4,-18.6
2009-09-30,60.6,40.3,5,45.3,4.6,26.3,4.1,15.8,58.9,164.8,-15.9,0,0,0,2.4,-13.5,-434.1,-25.1,-459.2,0,0,-19.1,7,-471.3,-302.1,7.7,-19.1
2009-06-30,60.5,36.3,1.4,37.7,-3.2,48.3,-6.8,23.5,39.5,137.7,-19.5,-0.7,0,0,0.3,-19.9,254.9,10.8,265.7,0,0,-19,-7,239.7,363,7.4,-19
2009-03-31,58.10000,38.70000,9.70000,48.40000,16.60000,-5.80000,-53.40000,-11.40000,-50.30000,56.20000,-22.70000,,,,-1.20000,-23.90000,299.10000,-0.30000,298.80000,,,-19.00000,,279.80000,297.30000,6.30000,-19.00000
