,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2014-09-30,248.7,38.1,26.4,64.5,-68.8,55.2,-52.1,47.5,12.7,325.9,-44.5,0,-56.2,0,-56.2,0,-100.7,0,45.1,45.1,-136.7,-136.7,-79.6,0.8,-170.4,16.2,10.4,-79.6
2014-06-30,199.7,40.1,25.7,65.8,26,14.8,19.3,-32.7,35.6,301.1,-38,0,-88.7,0,-88.7,0,-126.7,0,-62.6,-62.6,-106.6,-106.6,-80,10.5,-238.7,-64.7,10.2,-80
2014-03-31,180.3,38.4,21.9,60.3,-38.3,-23.5,30.4,58.5,-37.8,202.8,-22.7,-13.4,-121,0,-121,0,-157.1,0,91.5,91.5,-72,-72,-80.4,7.9,-53,-6.2,10.4,-80.4
2013-12-31,198.10000,35.90000,22.90000,58.80000,27.40000,-33.60000,-18.30000,-56.50000,-53.40000,203.50000,-35.40000,-68.10000,8.00000,,8.00000,-3.40000,-98.90000,,72.00000,72.00000,-61.90000,-61.90000,-80.50000,10.70000,-59.70000,45.10000,11.50000,-80.50000
2013-09-30,215.3,36.1,25.5,61.6,-17.6,10.5,42.2,25.2,74.1,351,-59.1,0,-0.1,0,-0.1,0,-59.2,0,-41,-41,-26.9,-26.9,-72.4,9.3,-131,176.2,9.8,-72.4
2013-06-30,203.7,37.7,41.5,79.2,-34.4,10.1,34.8,-2.1,11,293.9,-31.8,0,-8.5,0,-8.5,-2.2,-42.5,0,-16,-16,-96.8,-96.8,-72.3,-0.2,-185.3,57.6,10.1,-72.3
2013-03-31,175.9,36.2,32.8,69,-29.6,2.6,-13,13.9,-42.3,202.6,-33.4,-0.4,-13.6,0,-13.6,-1.9,-49.3,0,-17,-17,-51.9,-51.9,-66.1,10.4,-124.6,12.8,10,-66.1
2012-12-31,161.40000,35.20000,34.60000,69.80000,69.30000,-22.40000,-60.70000,-83.70000,-63.90000,167.30000,-21.40000,-84.40000,0.00000,,,,-105.80000,,96.00000,96.00000,-54.80000,-54.80000,-65.50000,10.60000,-13.70000,50.40000,11.20000,-65.50000
2012-09-30,195.2,35.7,106.9,142.6,-21.6,30.7,45.5,41.6,52.3,390.1,-44.5,0,0,0,0,0,-44.5,0,-113,-113,-86.5,-86.5,-65.9,1.1,-264.3,98.3,10.7,-65.9
2012-06-30,190.7,35.1,26.6,61.7,-28.1,5.8,48.7,-13.1,11.7,264.1,-32.3,-0.3,-37.5,0,-37.5,0,-70.1,0,11,11,-120.4,-120.4,-60.5,0.4,-169.5,-6.2,10.5,-60.5
2012-03-31,167.8,35.2,21.5,56.7,-87.5,30,-7.1,69.4,29,253.5,-30.4,-5,-162.5,0,-162.5,0,-197.9,0,-91,-91,1,1,-60.7,6.9,-143.8,-72.2,10.9,-60.7
2011-12-31,183.30000,32.60000,-281.30000,-248.70000,1.50000,-45.10000,3.10000,-140.10000,-123.60000,-189.00000,-29.80000,-10.90000,-150.00000,,-150.00000,,-190.70000,,350.00000,350.00000,-4.50000,-4.50000,-60.30000,9.70000,294.90000,-104.90000,11.40000,-60.30000
2011-09-30,201.8,34.7,-78.6,-43.9,-53.9,26.6,-22,90.9,23.3,181.2,-43.3,0,0,0,0,0,-43.3,0,0,0,-72.8,-72.8,-60.7,0.3,-133.2,-32.9,10.2,-60.7
2011-06-30,179.5,32.9,24.9,57.8,-29.6,-62,6.2,42.7,-12.6,224.7,-32.9,-45.9,0,0,0,0,-78.8,0,0,0,-106.8,-106.8,-50.3,2,-155.1,1.5,10.1,-50.3
2011-03-31,166.4,31.8,7.8,39.6,-30.8,0.2,46.8,15.1,19.2,225.2,-22.6,0,0,0,0,0,-22.6,0,0,0,54.9,54.9,-50.3,23.5,28.1,251,10.1,-50.3
2010-12-31,150.10000,31.90000,11.50000,43.40000,-92.90000,-6.70000,-16.00000,-114.80000,-180.90000,12.60000,-16.20000,,,,,,-16.20000,,,,,,-49.70000,12.00000,-37.70000,-44.10000,9.10000,-49.70000
2010-09-30,131.3,33.1,-70,-36.9,3,-14.8,28.7,-5.8,-33.8,60.6,-39.3,0,0,0,0,0,-39.3,0,0,0,-21.9,-21.9,-49.6,3.8,-67.7,-12.6,9.2,-49.6
2010-06-30,119.4,30.6,22.2,52.8,-56.7,-57.5,22.8,51.7,-36.7,135.5,-23.7,0,0,0,0,0,-23.7,0,0,0,-55.3,-55.3,-41.3,4.9,-91.7,8.8,9.2,-41.3
2010-03-31,137,31.9,-6.7,25.2,-35.8,-55.9,51.9,64.2,16.3,178.5,-12.5,0,0,0,0,0,-12.5,0,0,0,-13.1,-13.1,-41.4,5.2,-49.3,100.9,9.2,-41.4
2009-12-31,76.60000,31.70000,22.30000,54.00000,-42.20000,-38.20000,13.80000,28.10000,-11.20000,119.40000,-13.50000,,,,,,-13.50000,,,,6.70000,6.70000,-41.30000,1.90000,-32.70000,72.50000,8.70000,-41.30000
2009-09-30,28.9,35.3,30.4,65.7,31.7,27.8,22.7,-9.3,23.2,117.8,-24.7,-0.6,0,0,0,0,-25.3,0,0,0,3.9,3.9,-41.2,1,-36.3,63.3,7.8,-41.2
2009-06-30,32.8,34.4,13.5,47.9,30.5,76.2,-11.8,14.9,109.2,189.9,-21.7,-0.6,-8.4,0,-8.4,0,-30.7,0,-75,-75,2.6,2.6,-41.1,0.3,-113.2,61,7.7,-41.1
2009-03-31,159,64.4,17.6,82,166,23.5,-112,-94.6,-22.3,218.7,-42.8,-29.5,0,0,0,-4.1,-76.4,0,-25,-25,-48.7,-48.7,-82.2,-2,-157.9,-62.7,12.3,-82.2
