,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,10.6,253.1,-23,230.1,104,-57.6,144.7,65,83.5,324.2,-551.9,0,13.8,13.8,11,-527.1,297.3999,48.3,345.7,0,0,-140.7,-1.6,203.4,0.5,3.6,-140.7
2022-09-30,431.2,262,38.9,300.9,-43.9,21.5,-66.7,128.7,156.7,888.8,-498.2,0,-5.7,-5.7,7.7,-496.2,0,-256.9,-256.9,0,0,-131.4,-2,-390.3,2.3,4.2,-131.4
2022-06-30,197.6,259.3,3.7,263,-170.7,-23.7,81.3,-2.7,-136.8,323.8,-591.7,0,-6.9,-6.9,1,-597.6,-288,694.5,406.5,0,0,-131.4,-1.1,274,0.2,6.5,-131.4
2022-03-31,125.60000,257.80000,-6.30000,251.50000,10.80000,-45.80000,-157.20000,-28.50000,-112.00000,265.10000,-524.70000,,-5.70000,-5.70000,-0.90000,-531.30000,647.40000,-247.50000,399.90000,,,-131.30000,-6.40000,262.20000,-4.00000,4.50000,-131.30000
2021-12-31,56.5,254.5,-25.3,229.2,185.5,-21.6,151.7,-157.5,30,315.7,-577.8,0,-29.4,-29.4,42.5,-564.7,-80.9,464,383.1,0,0,-131.2,-2,249.9,0.9,4.2,-131.2
2021-09-30,452.5,254.4,34,288.4,-5.7,-6.7,25.5,-49.7,70.5,811.4,-503.6,0,69.8,69.8,2.9,-430.9,-0.4,-288.1,-288.5,0,0,-122.7,-2.4,-413.6,-33.1,4.1,-122.7
2021-06-30,188.3,243,8.5,251.5,-90.2,-45.7,10.1,-32.8,-186.6,253.2,-423.4,0,-16.2,-16.2,-3.4,-443,147.7,-369.6,-221.9,112.5,112.5,-122.6,-1.8,-233.8,-423.6,4.2,-122.6
2021-03-31,194.60000,245.10000,12.40000,257.50000,21.30000,12.40000,-242.40000,-362.40000,-480.70000,-28.60000,-467.70000,,-3.90000,-3.90000,-3.60000,-475.20000,-19.90000,985.30000,965.40000,,,-121.40000,-3.10000,840.90000,337.10000,3.10000,-121.40000
2020-12-31,54,248.1,-23.9,224.2,98.7,7.7,221.8,-88.7,53.9,332.1,-502.2,0,-0.4,-0.4,-1.2,-503.8,-0.5,78.7,78.2,0,0,-121.4,-1.8,-45,-216.7,3.9,-121.4
2020-09-30,367.5,245.4,55.7,301.1,-51.2,8.4,36.1,72.9,230.6,899.2,-422.5,0,2.2,2.2,-8.4,-428.7,-0.2,-169.3,-169.5,0,0,-114.6,-1,-285.1,185.4,3.4,-114.6
