,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,89.53100,48.95400,4.39500,53.34900,84.66500,-28.83000,-17.01100,-6.72900,-15.60000,134.12200,-66.72400,,,,,,-66.72400,,-95.83700,-95.83700,-8.92900,-8.92900,-31.47100,2.23700,-134.00000,-63.95400,5.96200,-31.47100
2020-03-31,123.273,50.941,15.113,66.054,-47.726,-6.324,15.831,0.169,6.974,199.233,-57.098,-2.648,0,0,0,0,-59.746,0,21.967,21.967,0.854,0.854,-31.439,-0.654,-9.272,120.351,4.949,-31.439
2019-12-31,104.667,49.558,4.705,54.263,-24.687,-6.488,0.449,0.73,-24.159,131.326,-55.3,-19.231,0,0,0,0,-74.531,0,-61.707,-61.707,-2.473,-2.473,-31.375,5.21,-90.345,-26.306,5.586,-31.375
2019-09-30,95.142,49.634,7.619,57.253,-3.073,-1.706,-1.783,5.365,-2.075,150.663,-48.186,-52.965,0,0,0,0,-101.151,0,-14.621,-14.621,-9.904,-9.904,-31.397,0,-55.922,-12.531,7.739,-31.397
2019-06-30,84.77700,47.10200,7.41200,54.51400,57.62000,-24.62200,-17.27600,-2.48000,-30.55000,109.33700,-49.77600,-34.53100,,,,,-84.30700,,27.86100,27.86100,-4.98700,-4.98700,-28.82300,-1.65800,-7.60700,17.43400,5.53700,-28.82300
2019-03-31,108.547,50.263,-2.962,47.301,-57.804,17.907,16.125,-1.555,31.708,178.926,-76.475,2.674,0,0,0,0.139,-73.662,0,-62.503,-62.503,-19.488,-19.488,-28.753,-0.24,-110.984,-4.273,5.608,-28.753
2018-12-31,48.426,82.687,4.401,87.088,-19.706,0.872,12.504,-10.505,-8.199,133.877,-50.671,-13.313,0,0,0,-7.422,-71.406,0,-16.677,-16.677,2.322,2.322,-28.745,-0.847,-43.947,14.985,5.419,-28.745
2018-09-30,77.495,46.117,10.12,56.237,-10.201,1.108,-5.502,7.113,-12.561,125.923,-32.071,0,0,0,0,-1.219,-33.29,-85,33.65,-51.35,-20.557,-20.557,-28.74,0,-100.647,-8.603,7.701,-28.74
2018-06-30,70.27800,46.85400,5.33800,52.19200,39.22500,-34.06300,-1.88300,-2.42400,-0.61000,100.77900,-24.93100,-0.19600,-4.95500,,-4.95500,-4.78400,-34.86600,,18.44300,18.44300,-30.40900,-30.40900,-26.26500,-0.98300,-39.21400,16.99000,5.23700,-26.26500
2018-03-31,73.623,44.477,11.514,55.991,-52.88,16.389,11.164,3.599,-20.656,129.777,-51.946,0.033,0,0,0,-3.083,-54.996,-200,87.794,-112.206,-18.481,-18.481,-26.296,-3.385,-160.368,-82.31,5.146,-26.296
2017-12-31,95.34,44.656,-6.233,38.423,-27.62,-2.558,-1.986,-0.618,-27.174,110.478,-38.072,-9.22,0,0,0,0,-47.292,-7.5,-20.53,-28.03,-21.9,-21.9,-26.353,-0.188,-76.471,-11.784,5.012,-26.353
2017-09-30,64.444,45.548,7.148,52.696,10.729,-3.21,1.629,4.062,12.063,136.724,-36.862,-9.797,0,0,0,0,-46.659,-7.5,-51.83,-59.33,-11.339,-11.339,-26.422,0,-97.091,0.788,7.22,-26.422
2017-06-30,58.21500,43.65100,2.16500,45.81600,32.04000,-15.79900,-10.24400,-8.28700,-23.37800,80.65300,-36.48300,-18.39900,,,,,-54.88200,-7.50000,13.63100,6.13100,-2.60700,-2.60700,-23.85800,-1.92000,-22.25400,11.92200,4.80900,-23.85800
2017-03-31,26.065,52.897,33.091,85.988,-47.927,14.539,12.662,-1.899,9.234,134.681,-60.615,-0.777,0,0,0,0,-61.392,136.23,-165.734,-29.504,-0.587,-0.587,-23.782,-4.639,-58.512,18.061,4.401,-23.782
2016-12-31,-4.347,89.74,84.27,174.01,-11.884,-5.645,11.176,-1.993,-36.427,100.904,-38.337,4.219,0,0,0,0,-34.118,-5,16.767,11.767,-34.566,-34.566,-23.826,-0.352,-46.977,10.506,3.829,-23.826
2016-09-30,40.203,50.077,14.739,64.816,-11.577,-1.958,-3.708,2.529,-20.243,108.185,-38.272,66.964,-1.792,0,-1.792,0,26.9,-5,-36.567,-41.567,-52.988,-52.988,-24.047,0,-118.602,11.928,6.377,-24.047
2016-06-30,48.71000,53.78400,5.30200,59.08600,23.24800,-19.76500,-13.24600,3.68700,-9.76700,80.31600,-30.83100,-0.25000,-4.56400,,-4.56400,,-35.64500,-5.00000,-11.07900,-16.07900,0.60900,0.60900,-21.53800,-6.00000,-43.00800,-6.41800,4.18700,-21.53800
2016-03-31,57.869,52.815,8.737,61.552,-28.49,17.291,23.142,-4.529,26.8,150.056,-43.846,0.661,0,0,0,0,-43.185,-92.567,20.781,-71.786,0.133,0.133,-21.475,0.297,-92.831,17.481,3.907,-21.475
2015-12-31,21.154,44.827,9.258,54.085,-34.691,4.505,-0.568,-4.395,-29.237,25.147,-41.827,-383.842,0,0,0,0,-425.669,0,488.42,488.42,2.226,2.226,-14.988,-1.435,474.223,69.173,4.375,-14.988
2015-09-30,8.251,23.745,11.35,35.095,-7.248,-1.812,-11.629,-1.138,-27.557,38.319,-16.4,-176.53,0,0,0,0,-192.93,0,143.5,143.5,-0.171,-0.171,-14.982,0.318,128.665,-34.006,4.72,-14.982
2015-06-30,24.31100,22.35300,4.86700,27.22000,38.86900,-18.17400,-5.69600,0.46300,9.46000,41.15300,-23.49000,-44.31000,,,,,-67.80000,350.00000,-283.25000,66.75000,-4.69200,-4.69200,-13.75800,1.93200,50.23200,28.50400,3.14500,-13.75800
2015-03-31,41.399,22.101,-4.145,17.956,-31.966,17.112,22.069,-4.198,25.321,80.83,-28.481,-11.97,0,0,0,0,-40.451,0,12.57,12.57,-1.548,-1.548,-13.723,-5.627,-8.328,23.177,3.512,-13.723
2014-12-31,38.124,21.605,0.75,22.355,-10.255,-2.763,-9.974,5.735,0.23,60.302,-20.214,-3.312,-4.681,0,-4.681,0,-28.207,0,-9.27,-9.27,-4.111,-4.111,-13.672,-2.972,-30.025,-2.901,3.803,-13.672
2014-09-30,31.004,27.43,2.657,30.087,-7.234,-8.825,3.636,1.691,1.083,58.555,-12.471,-0.368,0,0,0,0,-12.839,0,-38.79,-38.79,1.415,1.415,-13.659,0.67,-50.364,-10.523,4.771,-13.659
2014-06-30,24.53700,20.40500,-0.93400,19.47100,46.68100,-15.42600,-18.87700,-1.13900,3.71100,46.35300,-23.26000,-179.01200,,,,,-202.27200,,165.26000,165.26000,1.83100,1.83100,-12.45900,3.83500,158.46700,5.13400,2.83500,-12.45900
2014-03-31,38.876,19.96,15.834,35.794,-38.653,17.198,18.144,-17.522,-5.815,67.458,-21.554,-58.616,0,0,0,0,-80.17,0,18.74,18.74,1.55,1.55,-12.376,0.977,8.891,-4.535,2.17,-12.376
2013-12-31,28.506,19.574,6.576,26.15,-6.891,-3.692,-1.723,12.18,7.423,62.128,-12.937,-8.328,0,0,0,0,-21.265,-40,6.22,-33.78,-1.865,-1.865,-12.365,0.402,-47.608,-6.457,2.852,-12.365
2013-09-30,29.743,17.782,3.738,21.52,4.115,0.923,3.294,-6.517,-2.775,47.348,-25.369,0,0,0,0,0,-25.369,-30,24.82,-5.18,-13.201,-13.201,-12.4,0.744,-30.037,-2.044,3.935,-12.4
2013-06-30,32.31700,18.33300,2.56600,20.89900,12.63500,-11.66200,-0.33800,6.37700,-22.94100,32.69700,-21.73300,-0.11500,,,,,-21.84800,,21.41000,21.41000,3.70700,3.70700,-11.24400,0.67500,14.54800,23.83000,2.14300,-11.24400
2013-03-31,41.381,20.527,2.195,22.722,-31.023,17.95,0.861,8.477,-13.315,46.879,-23.529,-0.261,0,0,0,0,-23.79,100,-128.6,-28.6,8.393,8.393,-11.15,-0.446,-31.803,-13.879,2.564,-11.15
2012-12-31,48.097,18.32,15.799,34.119,-3.171,6.93,0.786,-8.934,-11.795,68.913,-18.809,-122.82,0,0,0,0,-141.629,100,-13.45,86.55,-2.397,-2.397,-11.099,-1.192,71.862,-0.722,2.228,-11.099
2012-09-30,40.145,15.851,11.508,27.359,23.803,10.421,-5.883,-7.418,-18.275,50.756,-29.515,-276.595,0,0,0,0,-306.11,0,224.34,224.34,6.681,6.681,-11.079,1.247,221.189,-30.122,2.465,-11.079
2012-06-30,30.35400,14.33700,1.40200,15.73900,32.25700,-7.28600,-8.30000,-1.01400,15.40400,61.26700,-15.52500,,,,,,-15.52500,,,,2.34000,2.34000,-9.86700,0.52500,-7.00200,35.91000,1.66000,-9.86700
2012-03-31,44.171,16.618,1.682,18.3,-26.536,14.237,12.007,7.339,-22.866,36.533,-12.402,-12.366,0,0,0,0,-24.768,0,0,0,1.974,1.974,-9.809,0.698,-7.137,7.034,2.059,-9.809
2011-12-31,33.649,16.101,7.526,23.627,-16.526,13.551,-0.764,4.571,-4.545,52.302,-19.793,0,0,0,0,0,-19.793,0,0,0,-12.495,-12.495,-9.823,0.071,-22.247,9.676,1.988,-9.823
2011-09-30,29.564,15.752,9.347,25.099,2.381,4.875,2.994,-8.103,-2.004,48.556,-18.857,0,0,0,0,0,-18.857,0,0,0,-36.833,-36.833,-10.015,0.135,-46.713,-22.005,1.893,-10.015
2011-06-30,28.73100,14.43500,12.06000,26.49500,34.16400,-20.83000,-23.35700,-3.42200,-46.18200,11.98100,-15.58800,-22.26900,,,,,-37.85700,,,,-3.67400,-3.67400,-8.91300,0.61000,-11.97700,-36.90000,1.91800,-8.91300
2011-03-31,38.999,14.65,11.861,26.511,-56.722,2.622,16.3,-1.961,-35.655,34.347,-21.049,0,0,0,0,0,-21.049,0,0,0,-8.148,-8.148,-8.884,0.328,-16.704,0.728,1.697,-8.884
2010-12-31,21.765,13.429,-5.864,7.565,-11.346,-22.297,8.05,1.381,-2.784,27.04,-28.042,-4,0,-16.9,-16.9,0,-48.942,0,0,0,4.25,4.25,-8.885,1.411,-3.224,-25.115,2.104,-8.885
2010-09-30,35.711,13.272,3.076,16.348,-12.243,-8.401,0.501,-0.195,-29.882,26.663,-14.642,0,0,0,0,0,-14.642,0,0,0,-15.563,-15.563,-8.913,0.127,-24.349,-8.667,2.472,-8.913
2010-06-30,-45.21000,13.03800,-40.15800,-27.12000,25.79400,-14.15700,-1.13700,3.00200,103.36700,29.69400,-12.40800,,,,,,-12.40800,,,,2.22600,2.22600,-6.54600,0.65900,-3.66100,11.09900,3.91300,-6.54600
2010-03-31,29.835,14.191,3.372,17.563,-10.3,5.996,10.315,1.995,21.341,66.286,-11.717,0,0,0,0,0,-11.717,0,-100,-100,1.687,1.687,-6.508,0.54,-104.281,-50.448,1.757,-6.508
2009-12-31,41.006,14.188,6.362,20.55,7.024,0.143,-1.251,2.188,3.895,66.26,-11.231,0,0,-1.5,-1.5,0,-12.731,0,100,100,10.237,10.237,-124.615,1.464,-12.914,41.661,1.635,-124.615
2009-09-30,32.084,13.951,4.49,18.441,-7.294,11.046,4.933,-4.287,6.327,59.788,-9.854,0,0,0,0,0,-9.854,0,0,0,1.661,1.661,-6.453,0.416,-4.376,47.686,1.993,-6.453
2009-06-30,25.54200,13.88800,-2.59100,11.29700,38.33400,-1.91400,-18.51900,5.45500,-4.49000,32.62000,-8.18000,,,,,,-8.18000,,,,0.15200,0.15200,-6.44100,0.04700,-6.24200,21.89200,1.98500,-6.44100
2009-03-31,110.685,58.773,11.432,70.205,0.454,0.675,-2.741,10.84,-1.723,167.384,-21.548,0,0,-4.15,-4.15,0,-25.698,109.2,-79.18,30.02,-46.845,-46.845,-17.657,6.506,-27.976,102.312,7.37,-17.657
