,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,123.325,137.951,9.312,147.263,-29.902,-32.447,3.144,-47.385,-60.603,205.578,-80.978,-17.432,0,0,0,0,-98.41,-106,117.45,11.45,-83.991,-83.991,-46.917,-0.951,-120.409,1.112,9.346,-46.917
2022-09-30,-315.231,626.921,-54.833,572.088,-29.311,-39.911,9.183,-5.486,-151.461,103.824,-82.733,-15.192,0,0,0,0,-97.925,-15,62.1,47.1,-45.006,-45.006,-46.973,-0.069,-44.948,-58.068,11.548,-46.973
2022-06-30,110.75500,138.86300,17.17300,156.03600,26.33500,-58.07600,6.49200,6.75500,-45.45700,231.74600,-114.64500,5.22800,,,,,-109.41700,-111.87500,37.01100,-74.86400,-23.45800,-23.45800,-43.00800,-0.08400,-141.41400,-31.99300,8.96300,-43.00800
2022-03-31,52.053,213.829,-87.523,126.306,-73.462,-10.784,25.94,70.519,13.491,171.731,-73.04,166.616,0,0,0,0,93.576,-220,13.631,-206.369,-24.867,-24.867,-43.051,-0.321,-274.608,-10.769,9.751,-43.051
2021-12-31,143.094,119.121,10.826,129.947,5.561,-34.241,-10.793,2.944,-19.221,244.314,-79.8,0,0,0,0,0,-79.8,0,-138.784,-138.784,-3.917,-3.917,-43.011,-3.553,-189.265,-24.405,9.999,-43.011
2021-09-30,69.625,203.196,18.564,221.76,-25.8,-56.237,4.354,-59.59,-130.365,171.34,-76.803,0,0,0,0,0,-76.803,-371.361,184.4,-186.961,-7.962,-7.962,-42.959,-1.225,-239.107,-151.28,11.31,-42.959
2021-06-30,-21.90200,83.62100,51.22200,134.84300,41.73200,-1.66000,-4.61400,-6.74700,-13.18100,97.42600,-56.17900,-547.35300,,,,,-603.53200,1153.71600,-249.42100,904.29500,-8.96000,-8.96000,-34.14800,-42.37700,818.81000,314.24300,26.60000,-34.14800
2021-03-31,86.743,59.044,10.302,69.346,-48.498,13.103,23.761,9.364,11.987,187.855,-74.613,-39.243,-4.4,0,-4.4,0,-118.256,0,-54.243,-54.243,0.622,0.622,-34.141,-9.151,-96.913,-31.971,6.042,-34.141
2020-12-31,114.588,56.821,6.392,63.213,-27.56,17.746,-3.429,-8.551,28.877,205.712,-53.609,-869.431,0,0,0,0,-923.04,550,130.944,680.944,5.271,5.271,-34.136,-10.227,641.852,-59.526,6.023,-34.136
2020-09-30,106.008,54.418,9.165,63.583,3.469,1.75,-10.534,6.374,-6.258,161.951,-43.747,0,0,0,0,-2.392,-46.139,-35,-11.325,-46.325,15.116,15.116,-34.089,-0.021,-65.319,56.401,7.939,-34.089
