,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2018-09-30,502.00000,132.00000,49.00000,181.00000,-546.00000,-36.00000,-262.00000,42.00000,-802.00000,-119.00000,45.00000,,-14.00000,-14.00000,,31.00000,,-3.00000,-3.00000,-530.00000,-530.00000,-141.00000,32.00000,-642.00000,-738.00000,58.00000,-141.00000
2018-06-30,188,142,87,229,220,-147,329,-643,225,642,-261,0,47,47,0,-214,-1,-114,-115,-83,-83,-139,-13,-350,41,40,-139
2018-03-31,374,133,2,135,-44,-66,131,-49,-28,481,-105,0,94,94,0,-11,0,-116,-116,-278,-278,-140,74,-460,35,64,-140
2017-12-31,125,129,196,325,109,82,55,661,907,1357,-147,0,-33,-33,0,-180,-1,-140,-141,-287,-287,-141,34,-535,661,75,-141
2017-09-30,430.00000,127.00000,65.00000,192.00000,-390.00000,-16.00000,-166.00000,32.00000,-540.00000,82.00000,-116.00000,,163.00000,163.00000,,47.00000,,362.00000,362.00000,-111.00000,-111.00000,-126.00000,48.00000,173.00000,308.00000,57.00000,-126.00000
2017-06-30,230,127,-18,109,150,-144,222,-29,199,538,-188,19,71,71,0,-98,-302,-29,-331,-50,-50,-125,53,-453,-3,44,-125
2017-03-31,300,119,-9,110,1,-19,-25,61,18,428,-108,0,-271,-271,0,-379,1497,-1623,-126,0,0,-125,64,-187,-123,41,-125
2016-12-31,430,112,30,142,122,109,27,98,402,974,-123,-1680,142,142,0,-1661,-1,1554,1553,-141,-141,-125,19,1306,598,46,-125
2016-09-30,296.00000,106.00000,56.00000,162.00000,-365.00000,-31.00000,-170.00000,4.00000,-608.00000,-150.00000,-73.00000,-10.00000,17.00000,17.00000,,-66.00000,-2.00000,263.00000,261.00000,-222.00000,-222.00000,-111.00000,36.00000,-36.00000,-250.00000,88.00000,-111.00000
2016-06-30,95,110,-43,67,150,-122,147,136,311,473,-191,0,19,19,0,-172,614,-286,328,-187,-187,-111,30,60,358,37,-111
2016-03-31,266,103,35,138,26,-49,35,-62,-50,354,-111,-82,-260,-260,0,-453,-2,-61,-63,-75,-75,-111,37,-212,-312,36,-111
2015-12-31,449,104,54,158,112,85,20,130,347,954,-133,0,53,53,0,-80,-2,-79,-81,-241,-241,-111,24,-409,460,42,-111
2015-09-30,311.00000,98.00000,62.00000,160.00000,-389.00000,17.00000,-101.00000,10.00000,-463.00000,8.00000,-90.00000,-19.00000,-455.00000,-455.00000,,-564.00000,-2.00000,426.00000,424.00000,-387.00000,-387.00000,-90.00000,9.00000,-44.00000,-613.00000,69.00000,-90.00000
2015-06-30,154.4,110.4,11.1,121.5,197.2,-130.9,132.2,139.4,282.1,558,-193.2,-180.3,-210.3,-210.3,0,-583.8,292,-105.7,186.3,-356.9,-356.9,-90.2,20.2,-240.6,-267.2,31.1,-90.2
2015-03-31,272.7,100,0.4,100.4,15.6,-2.2,15.9,-17.3,18.2,391.3,-92.4,43.5,-192.4,-192.4,0,-241.3,-1.1,68.2,67.1,-147.5,-147.5,-90.9,85,-86.3,47.1,33,-90.9
2014-12-31,437.7,98,28.6,126.6,58.1,116.8,-13.1,40,301.7,866,-108.7,-94.2,-507.7,-507.7,0,-710.6,-1.3,53.4,52.1,-271.6,-271.6,-91.4,15.4,-295.5,-154.2,38.8,-91.4
2014-09-30,229.20000,100.60000,50.90000,151.50000,-167.90000,-9.70000,12.00000,-37.10000,-253.00000,127.70000,-78.70000,-10.00000,8.40000,8.40000,,-80.30000,-3.60000,-2.90000,-6.50000,-207.00000,-207.00000,-77.50000,18.40000,-272.60000,-233.70000,62.10000,-77.50000
2014-06-30,258.4,104.6,1.9,106.5,30.5,-69.4,7.6,19.9,0.9,365.8,-167.4,0,0,0,0,-167.4,-2.7,-0.2,-2.9,-66.9,-66.9,-76.6,34.2,-112.2,98.9,27.8,-76.6
2014-03-31,213.7,95.6,55.7,151.3,91.7,-74.5,20.8,-20.3,22,387,-125.9,0,8.4,8.4,0,-117.5,-2.4,1.9,-0.5,-395.4,-395.4,-76.8,31.1,-441.6,-217.8,29.9,-76.8
2013-12-31,435.2,95.5,43.2,138.7,56.7,45.2,32.4,-108,178.6,752.5,-131.2,0,-0.6,-0.6,0,-131.8,-3,3.2,0.2,-145.4,-145.4,-78.6,35.6,-188.2,425.8,38.6,-78.6
2013-09-30,301.80000,88.90000,36.00000,124.90000,-375.10000,-58.10000,-26.80000,63.20000,-396.80000,29.90000,-85.70000,-9.20000,,,,-94.90000,-3.70000,0.20000,-3.50000,-59.50000,-59.50000,-69.80000,17.90000,-114.90000,-173.50000,56.30000,-69.80000
2013-06-30,95.9,107.4,-0.1,107.3,184,-130.3,95.4,71.9,88.9,292.1,-155.5,0,0.8,0.8,0,-154.7,-3.3,0.2,-3.1,-24.5,-24.5,-69.9,22.5,-75,57.1,27.4,-69.9
2013-03-31,178.9,90.4,8.7,99.1,147.9,-15.9,54,-317,1.1,279.1,-100.1,0,5.5,5.5,0,-94.6,1,-6.3,-5.3,-36.7,-36.7,-69.8,47.8,-64,115,29.6,-69.8
2012-12-31,449.4,79.3,8.1,87.4,73.2,70.9,-78.8,178.2,243.5,780.3,-109.9,0,-2.1,-2.1,0,-112,-3.3,3,-0.3,-161.1,-161.1,-279,38.7,-401.7,269.9,34.3,-279
2012-09-30,299.60000,77.50000,39.50000,117.00000,-518.10000,-59.20000,-79.30000,114.80000,-541.80000,-125.20000,-95.50000,-8.70000,,,,-104.20000,262.80000,-195.40000,67.40000,-165.40000,-165.40000,-0.50000,27.70000,-70.80000,-294.00000,54.50000,-0.50000
2012-06-30,52.2,102.1,-28.3,73.8,218.6,-107.2,95.2,126.3,131,257,-148.8,0,0,0,0,-148.8,-1.2,75.5,74.3,-42.7,-42.7,0,24,55.6,154.9,23.7,0
2012-03-31,131.3,74.4,-15.3,59.1,97.4,6.8,21.3,-47.2,69.1,259.5,-90.4,0.1,0,0,0,-90.3,-122.3,118.4,-3.9,-27.6,-27.6,0,48.5,17,193.7,24.4,0
2011-12-31,398.4,71.4,12.2,83.6,-12.3,80.6,-37.6,23.7,164.4,646.4,-100.7,0,0,0,0,-100.7,-2.9,2.3,-0.6,-119.5,-119.5,-203.7,57,-266.8,279.6,31.2,-203.7
2011-09-30,278.60000,69.60000,37.70000,107.30000,-482.10000,-21.40000,-10.60000,-9.10000,-422.10000,-36.20000,-80.80000,-7.70000,,,,-88.50000,-2.40000,1.20000,-1.20000,-402.90000,-402.90000,-0.30000,13.50000,-390.90000,-533.50000,45.40000,-0.30000
2011-06-30,43.2,83.5,-13.5,70,309.2,-94.7,64.2,-31.7,186.2,299.4,-127.1,0,0,0,0,-127.1,-1.4,-6.3,-7.7,-50,-50,0,33.4,-24.3,154,20.3,0
2011-03-31,125.1,113.6,-34.7,78.9,-46,-0.6,14.7,30,15.6,219.6,-79.1,0,0.2,0.2,0,-78.9,-2.4,-0.6,-3,-173.6,-173.6,0,87.2,-89.4,55.9,20.1,0
2010-12-31,345.9,66.5,26.9,93.4,-18.7,34.8,-32.1,48.9,107.8,547.1,-87.1,2.4,0,0,0,-84.7,-3.2,0.2,-3,-29.2,-29.2,-147.9,64.1,-116,349.6,23.8,-147.9
2010-09-30,189.60000,68.80000,45.70000,114.50000,-369.20000,-34.60000,-63.80000,52.90000,-343.20000,-39.10000,-57.70000,-258.50000,,,,-316.20000,-9.50000,7.10000,-2.40000,-143.80000,-143.80000,-0.10000,62.90000,-83.40000,-427.20000,30.60000,-0.10000
2010-06-30,25,69.7,-11.7,58,211.7,-64.8,78.8,2.1,75.5,158.5,-109.2,-1.4,0,0,0,-110.6,-201.8,1.5,-200.3,-119,-119,0,29.1,-290.2,-260.5,12.2,0
2010-03-31,57.9,69.1,-5.7,63.4,93.8,-44.6,47,-14.4,60,181.3,-57.2,0,0,0,0,-57.2,-10.4,-3.7,-14.1,-69.6,-69.6,0,118,34.3,157.6,14,0
2009-12-31,261.7,108,12.2,120.2,-7.6,91.2,-28.3,151,232.3,614.2,-58.8,0,-0.1,-0.1,0,-58.9,-1.1,1,-0.1,-77.7,-77.7,-109,56.9,-129.9,424.4,11.6,-109
2009-09-30,137.80000,65.30000,10.00000,75.30000,-218.70000,-42.60000,6.10000,-24.50000,-210.40000,2.70000,-45.40000,-9.30000,,,,-54.70000,-13.90000,-6.30000,-20.20000,-0.40000,-0.40000,-0.10000,0.40000,-20.30000,-65.30000,19.20000,-0.10000
2009-06-30,-12.4,110.7,-87.2,23.5,216.8,49.1,43.7,32.1,378.2,389.3,-63.9,-4,8.3,8.3,0,-59.6,-1,-109.2,-110.2,0,0,0,-8.2,-118.4,223.9,8.9,0
2009-03-31,239.2,206.4,34.6,241,-113,76.6,-55.6,-69.5,-173.5,306.7,-215.9,-64.5,0.5,0.5,0,-279.9,288.6,15.7,304.3,-62.6,-62.6,-108.4,110.9,244.2,238.9,42.6,-108.4
