,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-11-30,608.3,139.6,-81.3,58.3,0,0,0,145.3,145.3,811.9,-135.3,0.6,-1.4,-1.4,-4.6,-140.7,-100,165.4,65.4,-347.5,-347.5,-322.9,-16.4,-621.4,49.7,24.1,-322.9
2022-08-31,823.30000,134.30000,-359.10000,-224.80000,,,,-209.70000,-209.70000,388.80000,-90.90000,358.60000,,,-1.90000,265.80000,,188.00000,188.00000,-435.30000,-435.30000,-325.00000,-36.80000,-609.10000,25.00000,33.50000,-325.00000
2022-05-31,825.8,139.7,-63.4,76.3,0,0,0,185.9,185.9,1088,-216.4,28,-14.7,-14.7,-25.8,-228.9,-594.2,79.9,-514.2999,-260.8,-260.8,-310.4,-20.2,-1105.7,-275,18.4,-310.4
2022-02-28,662.6,143.7,-256.2,-112.5,0,0,0,180.2,180.2,730.3,-126.2,43.4,25.3,25.3,-8.3,-65.8,-56.3,-382.7,-439.0001,-105.4,-105.4,-310.9,-115,-970.3,-300.3,32.4,-310.9
2021-11-30,608.4,141.1,77.7,218.8,0,0,0,300.8,300.8,1128,-119.1,0,-0.9,-0.9,21.9,-98.1,-256.8,155.5,-101.2999,-206.7,-206.7,-310.9,-3.3,-622.2,390.7,21.1,-310.9
2021-08-31,638.20000,145.80000,-24.70000,121.10000,,,,-389.50000,-389.50000,369.80000,-103.70000,-1198.60000,5.70000,5.70000,-1.30000,-1297.90000,-29.90000,698.70000,668.80000,-142.20000,-142.20000,-312.30000,-19.30000,195.00000,-751.20000,26.80000,-312.30000
2021-05-31,399.9,146.8,239.1,385.9,0,0,0,-10.5,-10.5,775.3,-183.5,2.9,-2.6,-2.6,2.4,-180.8,-1450,168.6,-1281.4,-265.9,-265.9,-314,-1.5,-1862.8,-1249,20.4,-314
2021-02-28,603.8,159.4,15.5,174.9,0,0,0,2.4,2.4,781.1,-118.8,0,0,0,-1.9,-120.7,1.2,62.7,63.9,7.8,7.8,-314.7,-256.1,-499.1,171.4,20.8,-314.7
2020-11-30,695.9,149,-11.7,137.3,0,0,0,10,10,843.2,-109.1,0,18.8,18.8,2,-88.3,376.2,-38.7,337.5,1,1,-314.9,-4.5,19.1,786.1,20.4,-314.9
2020-08-31,646.40000,146.10000,-51.10000,95.00000,,,,-157.80000,-157.80000,583.60000,-116.70000,,-0.70000,-0.70000,-5.60000,-123.00000,40.10000,-120.90000,-80.80000,30.00000,30.00000,-302.80000,-19.10000,-372.70000,118.90000,28.30000,-302.80000
