,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-05-31,627,138.3,48.5,186.8001,0,0,0,702.6,702.6,1516.4,-190.6,0,-7.1,-7.1,16.1,-181.6,770.1,-875.7,-105.6,153.4,153.4,-300.4,2.5,-250.1,1070.9,28.9,-300.4
2020-02-29,463.9,148.7,7,155.7,0,0,0,83.6,83.6,703.2,-110.6,0,-26.6,-26.6,-4.7,-141.9,-19.4,-163.2,-182.6,38.1,38.1,-299.1,-68,-511.6,46.7,18.2,-299.1
2019-11-30,591.4,153.6,47.2,200.8,0,0,0,92.3,92.3,884.5,-88.4,0,-1.8,-1.8,11.2,-79,-509.2,50.3,-458.9,12.7,12.7,-297.8,-7.2,-751.2,55.4,19,-297.8
2019-08-31,528.50000,154.10000,-25.90000,128.20000,,,,-84.60000,-84.60000,572.10000,-69.50000,,-12.50000,-12.50000,-1.70000,-83.70000,-0.10000,-170.00000,-170.10000,55.80000,55.80000,-298.50000,-15.80000,-428.60000,54.80000,28.80000,-298.50000
2019-05-31,581.2,155.5,86.7,242.2,0,0,0,-44,-44,779.4,-166.3,26.2,0.1,0.1,-8.8,-148.8,-1.3,-496.2,-497.5,100.3,100.3,-298,-23.2,-718.4,-97.1,19,-298
2019-02-28,457.9,154.5,82.2,236.7,0,0,0,-63.5,-63.5,631.1,-114.5,0.2,1.5,1.5,0.5,-112.3,-1153,912,-241,53,53,-294.5,-28.2,-510.7,14.4,21.4,-294.5
2018-11-30,351.2,154.9,197.8,352.7,0,0,0,85.2,85.2,789.1,-129.9,0,-1.6,-1.6,-24.3,-155.8,-0.2,-292.3,-292.5,13.8,13.8,-295,49.4,-524.3,99.8,18.4,-295
2018-08-31,395.90000,155.20000,41.50000,196.70000,,,,14.80000,14.80000,607.40000,-112.60000,,0.10000,0.10000,-27.10000,-139.60000,-0.20000,-189.80000,-190.00000,73.20000,73.20000,-294.20000,-12.00000,-423.00000,33.90000,26.10000,-294.20000
2018-05-31,358.1,184.1,16.3,200.4,-97.2,-41,162.3,123.1,147.2,705.7,-224.3,-8035.8,-2.1,-2.1,1.7,-8260.5,6049.9,364.8,6414.7,977.4,977.4,-293.2,-83.7,7015.2,-554.1,14.2,-293.2
2018-02-28,952.5,143.9,-560.5,-416.6,-25.5,56.6,413,-411.5,32.6,568.5,-137.6,0,-7.8,-7.8,-8.8,-154.2,-99.9,-90.4,-190.3,40.1,40.1,-281.3,-7.2,-438.7,-9,14.6,-281.3
2017-11-30,443.8,145.7,6.7,152.4,0,0,0,380.1,380.1,976.3,-143.5,0,-0.8,-0.8,-3.6,-147.9,-0.1,-360.7,-360.8,9.4,9.4,-280.9,-47.4,-679.7,141.3,18.6,-280.9
2017-08-31,408.60000,145.10000,54.60000,199.70000,,,,-17.80000,-17.80000,590.50000,-115.90000,,-6.60000,-6.60000,-0.30000,-122.80000,,413.80000,413.80000,-559.30000,-559.30000,-284.30000,-21.50000,-451.30000,54.70000,29.60000,-284.30000
2017-05-31,415.6,155.3,10.7,165.9999,0,0,0,174.6,174.6,756.2,-206.2,0,-1.5,-1.5,-15.2,-222.9,325.1,-718.9,-393.8,21.5,21.5,-278.8,-13.2,-664.3,-133,19.3,-278.8
2017-02-28,370.2,147.2,90.8,238,0,0,0,-27.9,-27.9,580.3,-156.1,0,12.5,12.5,-0.4,-144,-252.9,516.8,263.9,-287.5,-287.5,-280.8,-58.7,-363.1,89.4,20.2,-280.8
2016-11-30,495.8,148.6,76.8,225.4,0,0,0,-13.3,-13.3,707.9,-164.8,17.5,-15.8,-15.8,10.4,-152.7,-0.1,744.9,744.8,-936.8,-936.8,-284.6,-5.2,-481.8,44,17.4,-284.6
2016-08-31,419.50000,152.50000,126.40000,278.90000,,,,-327.60000,-327.60000,370.80000,-153.10000,,8.10000,8.10000,17.70000,-127.30000,,419.60000,419.60000,-336.10000,-336.10000,-290.90000,-30.80000,-238.20000,2.00000,38.80000,-290.90000
2016-05-31,390.4,166.9,251.9,418.8,0,0,0,92.5,92.5,901.7,-251.8,2.7,0.2,0.2,7.2,-241.7,-0.5,-378.6,-379.1,64,64,-277.1,-107.3,-699.5,-19,18.1,-277.1
2016-02-29,367.7,148.7,41.1,189.8,0,0,0,149,149,706.5,-180.8,-80.9,52,52,21.8,-187.9,-457.1,348.5,-108.6,-14.3,-14.3,-263.7,7.9,-378.7,132.9,19,-263.7
2015-11-30,543.6,148.6,-224.3,-75.7,0,0,0,257.2,257.2,725.1,-145.5,822.7,10.7,10.7,-25.8,662.1,-0.1,-505.4,-505.5,-380.1,-380.1,-264.4,-34.9,-1184.9,199.2,21.4,-264.4
2015-08-31,435.10000,143.90000,52.10000,196.00000,,,,-200.20000,-200.20000,430.90000,-146.80000,,1.00000,1.00000,6.70000,-139.10000,-0.20000,211.70000,211.50000,-104.40000,-104.40000,-266.50000,2.50000,-156.90000,116.40000,31.30000,-266.50000
2015-05-31,197.8,144.6,242.1,386.7,0,0,0,396.9,396.9,981.4,-211.8,0,92.1,92.1,-74.2,-193.9,228.4,-1276.2,-1047.8001,60.4,60.4,-266.4,15.5,-1238.3,-450,21.9,-266.4
2015-02-28,353.8,153.3,-41.1,112.2,0,0,0,232.2,232.2,698.2,-173.1,0,-59.8,-59.8,-4.2,-237.1,-2.2,-155.9,-158.1,-125.7,-125.7,-248.1,15.7,-516.2,-110.3,19.6,-248.1
2014-11-30,355.4,140.1,241.5,381.6,0,0,0,-203.2,-203.2,533.8,-168.2,-809.4,0.9,0.9,2.7,-974,1003.3,290.4,1293.7,-511.6,-511.6,-248.8,-10.5,522.8,53.3,19.3,-248.8
2014-08-31,352.40000,150.30000,37.90000,188.20000,,,,-211.20000,-211.20000,329.40000,-148.30000,-12.90000,-33.20000,-33.20000,-2.80000,-197.20000,-122.10000,631.90000,509.80000,-421.30000,-421.30000,-254.40000,12.80000,-153.10000,-26.10000,45.60000,-254.40000
2014-05-31,415.4,143.3,104.1,247.4,0,0,0,154,154,816.8,-245.7,121.6,-8.9,-8.9,1.5,-131.5,-700.3,566.1,-134.2,-276.6,-276.6,-253.9,10.8,-653.9,20.2,21.1,-253.9
2014-02-28,417,144.5,1.1,145.6,0,0,0,152.7,152.7,715.3,-143.4,0,0.9,0.9,29.6,-112.9,725.8,-448.3,277.5,-524.2,-524.2,-239.6,-29.7,-516,72.9,22.8,-239.6
2013-11-30,560.8,146.6,51.4,198,0,0,0,-131,-131,627.8,-147,0,-57.9,-57.9,0.7,-204.2,922.6,-530.8,391.8,-549.9,-549.9,-242.3,-16.5,-416.9,15.3,23.3,-242.3
2013-08-31,468.10000,151.00000,-30.10000,120.90000,,,,-207.90000,-207.90000,381.10000,-120.80000,,11.00000,11.00000,-3.40000,-113.20000,-719.90000,985.90000,266.00000,-286.50000,-286.50000,-247.50000,30.70000,-237.30000,17.50000,41.30000,-247.50000
2013-05-31,376.8,155.7,41.2,196.9,0,0,0,206.6,206.6,780.3,-199.8,2.8,-37.2,-37.2,0,-234.2,0.7,-80.5,-79.8,-256.9,-256.9,-216,11.8,-540.9,-9.8,18.2,-216
2013-02-28,412.6,146.2,68.9,215.1,0,0,0,200.9,200.9,828.6,-129.3,-49,0.5,0.5,-0.2,-178,979.7,-1256.4,-276.7,-160.7,-160.7,-217.1,21.5,-633,16.3,20.9,-217.1
2012-11-30,541,146.9,-53.7,93.2,0,0,0,194.1,194.1,828.3,-120.3,-820,-11.2,-11.2,1.9,-949.6,-521.2,136.5,-384.7,-93,-93,-216.7,35.3,-659.1,-773.5,23,-216.7
2012-08-31,562.10000,139.20000,-82.00000,57.20000,,,,-130.50000,-130.50000,488.80000,-140.30000,-31.80000,7.50000,7.50000,11.00000,-153.60000,-0.40000,1155.90000,1155.50000,-233.50000,-233.50000,-217.80000,-11.40000,692.80000,1037.20000,38.30000,-217.80000
2012-05-31,334.8,142.7,91,233.6999,0,0,0,177.1,177.1,745.6,-251.2,-150,-0.1,-0.1,0.2,-401.1,-10.7999,-157,-167.7999,24.5,24.5,-200.6,-1.2,-345.1,-14.1,19.9,-200.6
2012-02-29,400.8,135.5,-124.5,11,0,0,0,93.3,93.3,505.1,-159,0,0,0,0,-159,-39.7001,-163.9,-203.6001,7.6,7.6,-200,18.5,-377.5,-23.8,22.2,-200
2011-11-30,449.2,137.8,20.5,158.3,156.9,135.3,-70.9,-113.1,108.2,715.7,-131,0,-22.1,-22.1,0.1,-153,-2.5,-163.8,-166.3,-25.7,-25.7,-199.2,15.3,-375.9,170.9,21.7,-199.2
2011-08-31,404.30000,125.50000,45.80000,171.30000,-156.90000,-135.30000,70.90000,86.50000,-134.80000,440.80000,-132.50000,-900.10000,,,-125.10000,-1157.70000,-6.60000,712.60000,706.00000,-85.90000,-85.90000,-200.30000,12.10000,431.90000,-281.40000,44.50000,-200.30000
2011-05-31,321.1,118.1,-47.7,70.4001,40.5,64.6,104.9,-318.5,-108.5,283,-224.8,-29,0,0,5.6,-248.2,698.1,-664.2,33.9,154.1,154.1,-181.9,25,31.1,79.3,23.9,-181.9
2011-02-28,393.5,124.3,6.8,131.1,-110.3,-304.6,4.1,534.8,124,648.6,-142.8,-59.9,0.1,0.1,2.1,-200.5,-1.9,-196.2,-198.1,-128.7,-128.7,-181.2,18.7,-489.3,-26,21.7,-181.2
2010-11-30,615.3,118.9,18,136.9,121.1,316,-76.1,-691.3,-330.3,421.9,-146.3,0,-1.9,-1.9,2,-146.2,-1.8,-181.2,-183,-78.2,-78.2,-182.2,18,-425.4,-130.7,21.8,-182.2
2010-08-31,473.60000,111.30000,-1.20000,110.10000,-121.10000,-316.00000,76.10000,-45.10000,-406.10000,177.60000,-130.80000,,,,10.60000,-120.20000,498.20000,299.00000,797.20000,-700.30000,-700.30000,-184.10000,29.90000,-57.30000,23.80000,37.90000,-184.10000
2010-05-31,212.7,116.8,74.5,191.3,123.8,119.6,123.5,-147.9,219,623,-230.7,0,-8.9,-8.9,3.1,-236.5,-401.9,469.9,68,-299.9,-299.9,-165.4,27.9,-369.4,-18.1,24.3,-165.4
2010-02-28,333.5,112.4,-68.3,44.1,-3.3,133.9,-20.7,83.6,193.5,571.1,-160.9,0,-121.8,-121.8,13.1,-269.6,-501.8,141.2,-360.6,43.2,43.2,-165.4,39.5,-443.3,-167.1,22.6,-165.4
2009-11-30,566.8,116.8,-1.3,115.5,-60.6,27.2,-77.3,140.4,29.7,712,-130.3,0,-0.8,-0.8,33.1,-98,-1.1,-476.7,-477.8,112.2,112.2,-156.7,31.9,-490.4,146.8,22.9,-156.7
2009-08-31,422.00000,111.10000,40.80000,151.90000,-181.00000,-297.40000,44.10000,135.50000,-298.80000,275.10000,-120.60000,,0.80000,0.80000,2.70000,-117.10000,-2.10000,101.40000,99.30000,-158.50000,-158.50000,-156.20000,14.70000,-200.70000,-38.20000,37.50000,-156.20000
2009-05-31,368.1,120,173.1,293.1,212.2,33.4,21.2,-229.7,37.1,698.3,-209.4,52.2,12.7,12.7,11.9,-132.6,-12.2,-614.8,-627,-45.4,-45.4,-141.7,-4.5,-818.6,-187.5,19.2,-141.7
2009-02-28,945.6,333.6,-289.1,44.5,-130.4,-61.5,-137.6,469.3,139.8,1129.9,-349.1,192.5,-6.8,-6.8,7.1,-156.3,1491.9,-775.7,716.2,-945.8,-945.8,-437.8,81.5,-585.9,276.3,98.5,-437.8
