,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2020-06-30,953.00000,838.00000,324.00000,178.00000,,2293.00000,1901.00000,3360.00000,174.00000,5484.00000,7777.00000,893.00000,2945.00000,204.00000,3378.00000,4271.00000,2.00000,-535.00000,-386.00000,,3506.00000,7777.00000
2020-03-31,608.40000,698.70000,297.20000,141.80000,,1746.10000,1769.50000,3356.60000,162.30000,5333.50000,7079.60000,917.10000,2926.90000,208.10000,3368.20000,4285.30000,1.50000,-681.20000,-393.60000,,2794.30000,7079.60000
2019-12-31,188.90000,681.00000,249.60000,181.00000,,1300.50000,1618.10000,3093.70000,147.90000,4894.80000,6195.30000,658.10000,2824.60000,175.40000,3214.50000,3872.60000,1.50000,-694.00000,-350.60000,,2322.70000,6195.30000
2019-09-30,243.40000,647.90000,250.70000,124.80000,,1266.80000,1561.10000,3098.80000,158.70000,4852.70000,6119.50000,615.80000,2858.70000,179.00000,3247.80000,3863.60000,1.50000,-731.40000,-376.00000,,2255.90000,6119.50000
2019-06-30,345.40000,693.10000,257.20000,100.10000,,1395.80000,1536.70000,3151.70000,61.20000,4788.20000,6184.00000,670.70000,2882.80000,124.30000,3225.10000,3895.80000,1.50000,-723.40000,-353.90000,,2288.20000,6184.00000
2019-03-31,227.90000,583.50000,247.00000,85.30000,,1143.70000,1301.50000,1963.70000,54.10000,3349.40000,4493.10000,525.40000,2116.30000,69.50000,2347.00000,2872.40000,1.50000,-790.70000,-329.30000,,1620.70000,4493.10000
2018-12-31,207.90000,551.30000,235.20000,77.10000,,1071.50000,1285.80000,2002.40000,50.20000,3370.10000,4441.60000,514.30000,2130.00000,54.60000,2364.30000,2878.60000,1.50000,-822.40000,-351.20000,,1563.00000,4441.60000
2018-09-30,266.10000,503.30000,235.80000,78.20000,,1083.40000,1288.20000,2046.90000,47.50000,3416.40000,4499.80000,527.50000,2205.70000,54.00000,2442.90000,2970.40000,1.40000,-871.40000,-334.20000,,1529.40000,4499.80000
2018-06-30,410.20000,555.80000,209.10000,65.20000,,1240.30000,1270.60000,1942.10000,45.20000,3290.80000,4531.10000,576.90000,2649.40000,54.00000,2867.50000,3444.40000,1.30000,-872.10000,-325.80000,,1086.70000,4531.10000
2018-03-31,391.50000,506.80000,223.60000,92.50000,,1214.40000,1271.40000,2010.80000,30.60000,3339.70000,4554.10000,557.50000,2706.50000,62.30000,2928.20000,3485.70000,1.30000,-954.80000,-255.60000,,1068.40000,4554.10000
2017-12-31,329.50000,427.90000,212.70000,105.40000,,1075.50000,1256.20000,1990.30000,30.80000,3311.60000,4387.10000,484.00000,2672.50000,57.10000,2897.60000,3381.60000,1.30000,-973.80000,-294.90000,,1005.50000,4387.10000
2017-09-30,601.40000,410.50000,194.00000,124.20000,,1330.10000,1025.00000,1338.80000,28.30000,2454.70000,3784.80000,457.10000,2082.90000,46.40000,2288.90000,2746.00000,1.30000,-951.90000,-279.00000,,1038.80000,3784.80000
2017-06-30,288.30000,488.80000,184.90000,97.80000,,1059.80000,995.90000,1317.20000,27.50000,2394.50000,3454.30000,469.00000,2055.10000,45.50000,2261.80000,2730.80000,1.30000,-955.70000,-314.10000,,723.50000,3454.30000
2017-03-31,241.20000,402.60000,193.90000,90.70000,,928.40000,968.90000,1313.20000,21.70000,2356.80000,3285.20000,390.10000,2025.30000,42.60000,2252.40000,2642.50000,1.20000,-1022.30000,-326.30000,,642.70000,3285.20000
2016-12-31,255.80000,366.30000,169.80000,90.70000,,882.60000,905.00000,1292.40000,23.10000,2271.70000,3154.30000,334.80000,2001.30000,40.30000,2231.50000,2566.30000,1.20000,-1048.30000,-352.70000,,588.00000,3154.30000
2016-09-30,132.10000,376.30000,177.50000,83.00000,,768.90000,926.50000,1351.50000,21.60000,2359.20000,3128.10000,448.60000,1838.00000,39.50000,2065.00000,2513.60000,1.20000,-1065.70000,-304.30000,,614.50000,3128.10000
2016-06-30,131.60000,414.80000,154.80000,89.00000,,790.20000,905.80000,1290.50000,67.10000,2300.90000,3091.10000,391.20000,1832.80000,38.80000,2064.00000,2455.20000,1.20000,-1036.10000,-305.70000,,635.90000,3091.10000
2016-03-31,133.90000,343.70000,167.70000,82.20000,,727.50000,906.30000,1336.60000,21.50000,2330.20000,3057.70000,371.50000,1844.90000,39.60000,2083.30000,2454.80000,1.20000,-1117.30000,-254.90000,,602.90000,3057.70000
2015-12-31,115.50000,332.00000,159.30000,72.70000,,679.50000,902.00000,1359.90000,27.70000,2355.70000,3035.20000,340.20000,1848.30000,41.10000,2087.60000,2427.80000,1.20000,-1127.10000,-239.60000,,607.40000,3035.20000
2015-09-30,151.40000,308.20000,150.90000,80.70000,,691.20000,884.30000,1386.20000,27.20000,2365.20000,3056.40000,352.90000,1859.90000,41.10000,2106.30000,2459.20000,1.20000,-1157.80000,-216.60000,,597.20000,3056.40000
2015-06-30,151.30000,372.40000,132.90000,80.90000,,737.50000,885.20000,1430.20000,21.30000,2400.80000,3138.30000,399.00000,1857.00000,42.50000,2105.30000,2504.30000,1.20000,-1166.90000,-174.00000,,634.00000,3138.30000
2015-03-31,116.10000,331.60000,142.20000,63.20000,,653.10000,847.30000,1413.50000,28.20000,2321.00000,2974.10000,365.40000,1857.00000,39.60000,2140.50000,2505.90000,1.20000,-1320.60000,-186.60000,,468.20000,2974.10000
2014-12-31,84.10000,336.40000,144.30000,72.70000,,637.50000,865.10000,1475.10000,29.50000,2400.60000,3038.10000,346.50000,1905.40000,42.10000,2199.20000,2545.70000,1.20000,-1352.10000,-136.90000,,492.40000,3038.10000
2014-09-30,63.20000,332.20000,142.40000,81.30000,,619.10000,853.30000,1418.80000,35.70000,2332.20000,2951.30000,377.60000,1780.30000,40.40000,2070.70000,2448.30000,1.20000,-1398.60000,-77.80000,,503.00000,2951.30000
2014-06-30,74.40000,403.70000,134.80000,74.60000,,687.50000,873.00000,1454.70000,48.70000,2402.70000,3090.20000,453.00000,2685.40000,61.20000,3009.00000,3462.00000,0.70000,-1379.10000,-24.20000,,-371.80000,3090.20000
2014-03-31,55.70000,344.20000,155.00000,72.50000,,627.40000,837.60000,1451.60000,42.20000,2463.60000,3091.00000,413.30000,2674.00000,52.00000,3078.10000,3491.40000,0.70000,-1439.80000,8.80000,,-400.40000,3091.00000
2013-12-31,106.40000,358.00000,124.90000,88.60000,,677.90000,814.50000,1395.60000,36.60000,2378.90000,3056.80000,410.30000,2656.60000,47.00000,3056.80000,3467.10000,0.70000,-1428.80000,-9.30000,,-410.30000,3056.80000
2013-09-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2013-06-30,106.40000,358.00000,124.90000,,88.60000,679.10000,1264.90000,1395.60000,36.60000,2829.30000,2949.50000,410.30000,2656.60000,181.10000,3056.80000,3359.80000,0.70000,-1395.30000,,-8.90000,-410.30000,3056.80000
2013-03-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2012-06-30,139.00000,338.30000,118.70000,,108.70000,704.70000,1176.20000,1447.60000,41.80000,2800.80000,3139.00000,439.30000,2640.30000,190.20000,3050.40000,3489.70000,0.70000,-1382.10000,,7.50000,-350.70000,3139.00000
2011-06-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
