,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,470.00000,916.00000,818.00000,714.00000,,2918.00000,3579.00000,4260.00000,335.00000,8229.00000,11147.00000,1526.00000,4221.00000,164.00000,4709.00000,6235.00000,2.00000,619.00000,-395.00000,,4912.00000,11147.00000
2022-09-30,345.00000,989.00000,732.00000,632.00000,,2698.00000,3167.00000,3946.00000,349.00000,7507.00000,10205.00000,943.00000,4098.00000,152.00000,4562.00000,5505.00000,2.00000,538.00000,-514.00000,,4700.00000,10205.00000
2022-06-30,538.00000,1051.00000,702.00000,625.00000,,2916.00000,3127.00000,4066.00000,349.00000,7591.00000,10507.00000,1072.00000,4171.00000,164.00000,4640.00000,5712.00000,2.00000,538.00000,-394.00000,,4795.00000,10507.00000
2022-03-31,880.00000,932.00000,676.00000,537.00000,,3025.00000,2820.00000,4109.00000,300.00000,7297.00000,10322.00000,1046.00000,4157.00000,154.00000,4644.00000,5690.00000,2.00000,350.00000,-350.00000,,4632.00000,10322.00000
2021-12-31,915.00000,871.00000,688.00000,500.00000,,2974.00000,2727.00000,4158.00000,279.00000,7229.00000,10203.00000,1045.00000,4191.00000,170.00000,4677.00000,5722.00000,2.00000,209.00000,-345.00000,,4481.00000,10203.00000
2021-09-30,2019.00000,831.00000,622.00000,459.00000,,3931.00000,2581.00000,3324.00000,277.00000,6252.00000,10183.00000,1096.00000,4225.00000,178.00000,4707.00000,5803.00000,2.00000,114.00000,-329.00000,,4380.00000,10183.00000
2021-06-30,967.00000,1012.00000,563.00000,376.00000,,2918.00000,2524.00000,3336.00000,268.00000,6194.00000,9112.00000,1196.00000,3166.00000,175.00000,3642.00000,4838.00000,2.00000,25.00000,-317.00000,,4274.00000,9112.00000
2021-03-31,1062.80000,834.90000,527.90000,348.90000,,2774.50000,2358.80000,3349.80000,241.90000,5994.60000,8769.10000,1139.20000,3149.60000,167.80000,3557.70000,4696.90000,1.70000,-150.30000,-323.90000,,4072.20000,8769.10000
2020-12-31,833.10000,771.50000,461.30000,453.00000,,2518.90000,2129.80000,3316.80000,188.00000,5679.20000,8198.10000,1024.00000,2983.80000,167.40000,3359.60000,4383.60000,1.70000,-377.40000,-329.60000,,3814.50000,8198.10000
2020-09-30,1007.00000,700.90000,384.30000,263.90000,,2356.10000,2035.50000,3360.70000,174.80000,5628.10000,7984.20000,919.70000,2985.30000,181.40000,3385.80000,4305.50000,1.60000,-460.90000,-370.00000,,3678.70000,7984.20000
