,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-11-30,4232.00000,4853.00000,9322.00000,1115.00000,19523.00000,11450.00000,4426.00000,33194.00000,3042.00000,73352.00000,92875.00000,28036.00000,7789.00000,9479.00000,40258.00000,68293.00000,12.00000,33664.00000,-2815.00000,,24582.00000,92875.00000
2022-08-31,2472.00000,5017.00000,8353.00000,1059.00000,16902.00000,11729.00000,5495.00000,33010.00000,1730.00000,73223.00000,90124.00000,22583.00000,10615.00000,3560.00000,38176.00000,60758.00000,12.00000,37801.00000,-2805.00000,,29366.00000,90124.00000
2022-05-31,4458.00000,5034.00000,8520.00000,859.00000,18872.00000,11789.00000,5777.00000,33484.00000,1469.00000,73888.00000,92759.00000,24067.00000,10670.00000,3737.00000,38310.00000,62377.00000,12.00000,38632.00000,-2724.00000,,30382.00000,92759.00000
2022-02-28,1887.00000,5328.00000,8947.00000,662.00000,16824.00000,12207.00000,6247.00000,34310.00000,1366.00000,75860.00000,92683.00000,22699.00000,11203.00000,3259.00000,39117.00000,61816.00000,12.00000,38757.00000,-2328.00000,,30867.00000,92683.00000
2021-11-30,4135.00000,5960.00000,9475.00000,745.00000,20314.00000,12295.00000,6367.00000,34290.00000,1413.00000,76191.00000,96507.00000,24447.00000,11199.00000,3422.00000,41481.00000,65928.00000,12.00000,38286.00000,-2301.00000,,30579.00000,96507.00000
2021-08-31,1193.00000,5663.00000,8159.00000,800.00000,15814.00000,12247.00000,6987.00000,22357.00000,1987.00000,65471.00000,81285.00000,22054.00000,7675.00000,3413.00000,35410.00000,57464.00000,12.00000,35121.00000,-2109.00000,,23822.00000,81285.00000
2021-05-31,1345.00000,5153.00000,8333.00000,680.00000,26607.00000,12450.00000,6778.00000,22928.00000,1282.00000,65312.00000,91920.00000,34475.00000,7732.00000,3410.00000,34849.00000,69324.00000,12.00000,34908.00000,-3180.00000,,22596.00000,91920.00000
2021-02-28,1030.00000,4878.00000,8541.00000,796.00000,26084.00000,12588.00000,6202.00000,22954.00000,1183.00000,64835.00000,90920.00000,31246.00000,10998.00000,3374.00000,38047.00000,69295.00000,12.00000,34116.00000,-3306.00000,,21625.00000,90920.00000
2020-11-30,1111.00000,7869.00000,11180.00000,924.00000,21084.00000,13277.00000,6019.00000,26005.00000,831.00000,68083.00000,89167.00000,30379.00000,10973.00000,3631.00000,38225.00000,68604.00000,12.00000,33495.00000,-3682.00000,,20563.00000,89167.00000
2020-08-31,469.00000,4110.00000,7917.00000,598.00000,18073.00000,12796.00000,7204.00000,22085.00000,581.00000,69102.00000,87174.00000,27070.00000,12203.00000,3222.00000,38969.00000,66038.00000,12.00000,34210.00000,-3771.00000,,21136.00000,87174.00000
2020-05-31,768.00000,6982.00000,9563.00000,1013.00000,18326.00000,13071.00000,7033.00000,25131.00000,1274.00000,68118.00000,86444.00000,26649.00000,12111.00000,2882.00000,38474.00000,65121.00000,12.00000,34244.00000,-3871.00000,,21323.00000,86444.00000
2020-02-29,792.00000,7572.00000,9652.00000,893.00000,18909.00000,13482.00000,6921.00000,27717.00000,1218.00000,71093.00000,90003.00000,28662.00000,10625.00000,2786.00000,37007.00000,65669.00000,12.00000,36351.00000,-3407.00000,,24334.00000,90003.00000
2019-11-30,811.00000,7435.00000,10536.00000,822.00000,19604.00000,13620.00000,6902.00000,27855.00000,1152.00000,71203.00000,90807.00000,29494.00000,10628.00000,2861.00000,37001.00000,66495.00000,12.00000,35810.00000,-3313.00000,,24314.00000,90807.00000
2019-08-31,1023.00000,7226.00000,9333.00000,1118.00000,18700.00000,13478.00000,6851.00000,27436.00000,1133.00000,48898.00000,67598.00000,25769.00000,11098.00000,4795.00000,17678.00000,43446.00000,12.00000,35815.00000,-3897.00000,,24152.00000,67598.00000
2019-05-31,839.00000,7239.00000,9874.00000,1070.00000,19021.00000,13717.00000,6673.00000,28042.00000,1133.00000,49565.00000,68586.00000,25060.00000,12127.00000,4768.00000,18755.00000,43815.00000,12.00000,35547.00000,-3393.00000,,24771.00000,68586.00000
2019-02-28,818.00000,7828.00000,10188.00000,1016.00000,19851.00000,13828.00000,6683.00000,28959.00000,1114.00000,50584.00000,70434.00000,25303.00000,12685.00000,5053.00000,19720.00000,45021.00000,12.00000,34928.00000,-2705.00000,,25413.00000,70434.00000
2018-11-30,980.00000,7144.00000,10976.00000,983.00000,20083.00000,13821.00000,6570.00000,28393.00000,1074.00000,49858.00000,69941.00000,25099.00000,11646.00000,5140.00000,18579.00000,43678.00000,12.00000,34168.00000,-3231.00000,,26263.00000,69941.00000
2018-08-31,785.00000,6573.00000,9565.00000,923.00000,17846.00000,13911.00000,6610.00000,28697.00000,1060.00000,50278.00000,68124.00000,21667.00000,12431.00000,5522.00000,19768.00000,41435.00000,12.00000,33551.00000,-3002.00000,,26689.00000,68124.00000
2018-05-31,1818.00000,7159.00000,9889.00000,1122.00000,19988.00000,13938.00000,6272.00000,29200.00000,754.00000,50164.00000,70152.00000,21482.00000,12456.00000,5771.00000,20200.00000,41682.00000,12.00000,32460.00000,-2792.00000,,28470.00000,70152.00000
2018-02-28,1749.00000,7281.00000,10316.00000,1012.00000,20358.00000,14045.00000,6431.00000,29237.00000,745.00000,50458.00000,70816.00000,22559.00000,12532.00000,5601.00000,20079.00000,42638.00000,12.00000,31513.00000,-2163.00000,,28178.00000,70816.00000
2017-11-30,1830.00000,6858.00000,10010.00000,983.00000,19681.00000,13693.00000,6028.00000,26519.00000,697.00000,46937.00000,66618.00000,20517.00000,12737.00000,4289.00000,19345.00000,39862.00000,12.00000,30560.00000,-2543.00000,,26756.00000,66618.00000
2017-08-31,3301.00000,6528.00000,8899.00000,1025.00000,19753.00000,13642.00000,6320.00000,25788.00000,506.00000,46256.00000,66009.00000,18547.00000,12684.00000,4223.00000,19188.00000,37735.00000,12.00000,30137.00000,-3051.00000,,28274.00000,66009.00000
2017-05-31,12253.00000,6339.00000,8681.00000,879.00000,28152.00000,13535.00000,6323.00000,25724.00000,439.00000,46021.00000,74173.00000,21713.00000,14372.00000,4201.00000,20976.00000,42689.00000,12.00000,29744.00000,-3303.00000,,31484.00000,74173.00000
