,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-11-30,240.70000,71.60000,296.10000,283.70000,,892.10000,3558.70000,1843.70000,296.00000,9133.20000,10025.30000,1906.40000,885.80000,1304.20000,6098.00000,8004.40000,2214.60000,-199.70000,6.00000,,2020.90000,10025.30000
2022-08-31,377.50000,50.70000,273.10000,239.70000,,941.00000,3485.80000,1843.70000,291.20000,9073.50000,10014.50000,1825.30000,895.10000,1292.10000,6125.10000,7950.40000,2215.40000,-151.70000,0.40000,,2064.10000,10014.50000
2022-05-31,420.60000,72.00000,270.60000,416.20000,,1179.40000,3356.00000,1843.70000,291.60000,8956.40000,10135.80000,1847.50000,901.00000,1232.20000,6090.10000,7937.60000,2226.00000,-25.90000,-1.90000,,2198.20000,10135.80000
2022-02-28,555.30000,52.60000,243.70000,428.50000,,1280.10000,3253.90000,1843.70000,296.70000,8925.30000,10205.40000,1815.90000,916.40000,1123.10000,6103.70000,7919.60000,2249.80000,34.00000,2.00000,,2285.80000,10205.40000
2021-11-30,746.30000,69.10000,230.20000,468.60000,,1514.20000,3140.80000,1843.70000,304.90000,8889.10100,10403.30000,1780.70000,929.00000,1016.90000,6079.60000,7860.30000,2280.60000,261.80000,0.60000,,2543.00000,10403.30000
2021-08-31,947.80000,67.60000,210.90000,431.70000,,1658.00000,3060.10000,1843.70000,306.60000,8883.69900,10541.70000,1715.00000,936.70000,939.70000,6074.30000,7789.30000,2300.70000,445.90000,5.80000,,2752.40000,10541.70000
2021-05-31,1214.70000,68.20000,190.80000,397.40000,,1871.10000,2869.20000,1843.70000,295.70000,8785.00000,10656.10000,1848.30000,929.80000,754.80000,5994.70000,7843.00000,2286.60000,522.30000,4.20000,,2813.10000,10656.10000
2021-02-28,993.90000,44.00000,188.20000,74.30000,,1300.40000,2813.40000,1843.70000,295.80000,8795.69900,10096.10000,1646.50000,929.70000,747.70000,5874.10000,7520.60000,2271.80000,303.00000,0.70000,,2575.50000,10096.10000
2020-11-30,777.30000,46.20000,203.00000,83.20000,,1109.70000,2776.00000,1843.70000,288.40000,8817.90000,9927.60000,1546.10000,929.40000,729.10000,5926.40000,7472.50000,2239.00000,223.20000,-7.10000,,2455.10000,9927.60000
2020-08-31,654.60000,47.20000,190.10000,79.10000,,971.00000,2739.60000,1843.70000,283.80000,8818.49900,9789.50000,1543.90000,929.10000,633.90000,5870.60000,7414.50000,2220.90000,166.60000,-12.50000,,2375.00000,9789.50000
2020-05-31,763.30000,49.80000,206.90000,81.40000,,1101.40000,2756.90000,1843.30000,275.30000,8844.70000,9946.10000,1792.80000,928.80000,560.90000,5822.10000,7614.90000,2205.30000,143.50000,-17.60000,,2331.20000,9946.10000
2020-02-29,321.70000,51.20000,229.60000,83.50000,,686.00000,2794.90000,2156.30000,305.70020,9287.30000,9973.30000,1683.10000,928.50000,514.60000,5949.00000,7632.10000,1693.00000,648.60000,-0.40000,,2341.20000,9973.30000
2019-11-30,157.30000,56.80000,212.20000,109.20000,,535.50000,2730.60000,2150.20000,297.39990,9207.19900,9742.70000,1557.50000,928.19970,495.00000,5911.50000,7469.00000,1690.00000,584.50000,-0.50000,,2273.70000,9742.70000
2019-08-31,350.80000,51.10000,199.00000,69.40000,,670.30000,2611.00000,2150.50000,291.00020,9049.20000,9719.50000,1548.60000,928.00000,430.60000,5789.60000,7338.20000,1692.90000,789.90000,-101.00000,,2381.30000,9719.50000
2019-05-31,457.30000,88.30000,207.30000,139.70000,,892.60000,2552.60000,2134.50000,313.10000,5000.20000,5892.80000,1474.10000,927.70000,587.10000,2026.10000,3500.20000,1685.00000,806.60000,-98.20000,,2392.60000,5892.80000
2019-02-28,302.90000,73.90000,209.50000,100.90000,,687.20000,2539.90000,2134.50000,336.20000,5010.60000,5697.80000,1442.90000,927.40000,534.60000,1939.20000,3382.10000,1676.80000,728.40000,-81.00000,,2315.70000,5697.80000
2018-11-30,139.70000,80.50000,209.40000,120.50000,11.10000,561.20000,2521.10000,2134.50000,332.40000,4988.00000,5549.20000,1385.30000,927.10000,522.20000,1913.60000,3298.90000,1675.50000,662.50000,-78.70000,,2250.30000,5549.20000
2018-08-31,151.80000,68.80000,194.60000,118.30000,11.10000,544.60000,2473.60000,2134.50000,344.20000,4952.30000,5496.90000,1324.30000,926.80000,522.70000,1897.40000,3221.70000,1667.40000,693.50000,-76.40000,,2275.20000,5496.90000
2018-05-31,146.90000,83.70000,205.30000,105.80000,11.90000,553.60000,2429.80000,2134.50000,351.70000,4916.00000,5469.60000,1384.50000,926.50000,531.80000,1890.30000,3274.80000,1631.90000,657.60000,-85.20000,,2194.80000,5469.60000
2018-02-28,146.80000,50.60000,208.00000,153.10000,11.10000,569.60000,2404.80000,2132.20000,348.10000,4885.10000,5454.70000,1467.50000,926.40000,518.90000,1862.30000,3329.80000,1628.40000,586.40000,-80.40000,,2124.90000,5454.70000
2017-11-30,114.70000,66.70000,199.10000,93.60000,11.10000,485.20000,2386.20000,2123.30000,322.90000,4832.40000,5317.60000,1418.00000,935.60000,542.90000,1923.50000,3341.50000,1606.80000,447.30000,-68.20000,,1976.10000,5317.60000
2017-08-31,146.80000,57.60000,176.30000,91.20000,11.10000,483.00000,2318.80000,2122.40000,299.30000,4740.50000,5223.50000,1258.30000,936.60000,525.90000,1906.50000,3164.80000,1619.80000,515.00000,-66.10000,,2058.70000,5223.50000
2017-05-31,233.10000,75.90000,178.90000,86.80000,13.20000,587.90000,2272.30000,2151.90000,280.20000,4704.40000,5292.30000,1289.20000,936.60000,536.40000,1901.40000,3190.60000,1614.60000,560.10000,-62.90000,,2101.70000,5292.30000
2017-02-28,391.40000,43.60000,168.00000,85.90000,13.30000,884.90000,2069.10000,1447.50000,278.30000,3794.90000,4679.80000,1232.10000,440.70000,495.50000,1474.90000,2707.00000,1547.00000,520.00000,-84.00000,,1972.80000,4679.80000
2016-11-30,116.80000,69.80000,183.60000,126.80000,13.30000,683.40000,2056.90000,1447.50000,274.10000,3778.50000,4461.90000,1151.30000,440.50000,489.80000,1457.20000,2608.50000,1522.90000,424.40000,-83.30000,,1853.40000,4461.90000
2016-08-31,114.70000,56.30000,161.80000,92.50000,16.90000,610.80000,2035.90000,1446.90000,276.70000,3759.50000,4370.30000,1132.10000,440.20000,482.00000,1436.90000,2569.00000,1472.40000,429.30000,-89.40000,,1801.30000,4370.30000
2016-05-31,274.80000,64.00000,175.40000,122.50000,20.30000,820.30000,2041.60000,1446.90000,273.80000,3762.30000,4582.60000,1187.10000,440.00000,498.60000,1443.50000,2630.60000,1502.60000,547.50000,-87.00000,,1952.00000,4582.60000
2016-02-29,215.80000,53.80000,178.90000,97.70000,19.00000,729.90000,2058.10000,1446.90000,267.00000,3772.00000,4501.90000,1201.10000,439.70000,479.00000,1382.60000,2583.70000,1485.10000,507.50000,-63.30000,,1918.20000,4501.90000
2015-11-30,857.60000,63.30000,170.00000,113.10000,18.40000,1383.50000,2074.60000,1447.00000,277.20000,3798.80000,5182.30000,1815.40000,439.50000,475.30000,1377.10000,3192.50000,1488.30000,577.90000,-65.00000,,1989.80000,5182.30000
2015-08-31,690.10000,60.80000,162.60000,100.70000,23.80000,1204.60000,3104.20000,1447.00000,270.70000,4821.90000,6026.50000,1142.60000,1437.60000,459.80000,2459.80000,3602.40000,1478.50000,1042.30000,-85.20000,,2424.10000,6026.50000
2015-05-31,535.90000,78.00000,163.90000,88.30000,32.90000,1056.40000,3215.80000,1447.00000,275.50000,4938.30000,5994.70000,1196.70000,1452.30000,444.50000,2464.50000,3661.20000,1405.90000,1026.00000,-86.60000,,2333.50000,5994.70000
2015-02-28,436.20000,64.00000,172.80000,89.00000,45.40000,981.90000,3288.50000,1447.00000,285.50000,5021.00000,6002.90000,1350.80000,1511.80000,360.50000,2414.30000,3765.10000,1338.80000,989.00000,-77.80000,,2237.80000,6002.90000
2014-11-30,157.50000,66.70000,193.50000,84.10000,44.90000,719.40000,3338.30000,1447.10000,283.10000,5068.50000,5787.90000,1306.00000,1519.20000,358.60000,2376.40000,3682.40000,1200.70000,997.30000,-79.80000,,2105.50000,5787.90000
2014-08-31,413.70000,86.20000,201.60000,75.10000,54.30000,1003.90000,3380.00000,1447.10000,293.10000,5120.20000,6124.10000,1601.80000,1519.90000,376.50000,2394.40000,3996.20000,817.00000,1426.10000,-102.50000,,2127.90000,6124.10000
2014-05-31,98.30000,83.80000,196.80000,82.60000,1390.30000,1975.80000,3381.00000,1447.10000,278.80000,5106.90000,7082.70000,1618.50000,2463.40000,351.60000,3307.30000,4925.80000,1302.20000,995.80000,-128.10000,,2156.90000,7082.70000
2014-02-28,127.00000,69.00000,461.00000,87.10000,,909.20000,4512.20000,1482.20000,321.20000,6315.60100,7224.80000,1641.50000,2533.60000,330.50000,3461.60000,5103.10000,1280.90000,982.00000,-128.00000,,2121.70000,7224.80000
2013-11-30,84.60000,83.00000,418.00000,93.00000,,834.30000,4521.80000,1482.30000,318.90000,6323.00000,7157.30000,1646.50000,2533.30000,326.40000,3451.60000,5098.10000,1255.70000,944.70000,-127.90000,,2059.20000,7157.30000
