,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1697.50000,474.50000,1238.40000,220.90000,3631.30000,947.50000,,982.70000,135.00000,3408.60000,7039.90000,1749.60000,1458.90000,284.40000,2822.50000,4572.10000,1.30000,6615.10000,-202.80000,2467.80000,7039.90000
2022-09-30,1416.70000,543.70000,1261.40000,218.80000,3440.60000,899.10000,,961.10000,173.10000,3293.00000,6733.60000,1709.60000,1461.30000,270.40000,2768.40000,4478.00000,1.30000,6448.10000,-257.30000,2255.60000,6733.60000
2022-06-30,1776.90000,405.20000,1178.20000,217.20000,3577.50000,931.40000,,985.50000,139.30000,3373.60000,6951.10000,1745.40000,1468.90000,296.80000,2841.60000,4587.00000,1.30000,6347.30000,-208.10000,2364.10000,6951.10000
2022-03-31,2598.40000,469.10000,977.30000,172.50000,4217.30000,969.50000,,1011.60000,111.20000,3507.40000,7724.70000,2255.70000,1478.10000,322.70000,2933.00000,5188.70000,1.30000,6274.90000,-180.30000,2536.00000,7724.70000
2021-12-31,2987.00000,458.70000,929.10000,192.50000,4567.30000,965.40000,,1027.60000,104.10000,3568.30000,8135.60000,2429.60000,1136.00000,678.30000,2983.10000,5412.70000,1.30000,6298.60000,-150.20000,2722.90000,8135.60000
2021-09-30,3061.00000,461.40000,928.20000,182.10000,4632.70000,971.00000,,1045.30000,88.50000,3544.00000,8176.70000,2260.60000,1135.50000,719.50000,3053.30000,5313.90000,1.30000,6129.80000,-120.00000,2862.80000,8176.70000
2021-06-30,2964.40000,425.00000,803.00000,185.80000,4378.20000,974.60000,,1054.40000,83.20000,3583.70000,7961.90000,2113.30000,1135.00000,764.80000,3130.90000,5244.20000,1.30000,5987.10000,-111.30000,2717.70000,7961.90000
2021-03-31,2776.50000,505.90000,759.00000,166.60000,4208.00000,1014.00000,,1055.70000,86.40000,3679.50000,7887.50000,1584.80000,2003.40000,400.40000,3698.30000,5283.10000,1.30000,5872.90000,-120.80000,2604.40000,7887.50000
2020-12-31,2787.20000,448.70000,866.00000,174.50000,4276.40000,1086.40000,,1075.00000,72.30000,3895.80000,8172.20000,1676.80000,1631.90000,790.00010,3803.40000,5480.20000,1.30000,5947.00000,-90.60000,2692.00000,8172.20000
2020-09-30,2446.10000,415.10000,887.00000,158.90000,3907.10000,921.50000,,1066.10000,97.70000,3844.50000,7751.60000,1553.70000,1631.00000,562.80000,3653.80000,5207.50000,1.30000,5827.20000,-99.50000,2544.10000,7751.60000
2020-06-30,2710.60000,172.60000,773.20000,200.60000,3857.00000,945.80000,,1058.00000,106.00000,3883.40000,7740.40000,1486.90000,1630.10000,550.20000,3698.00000,5184.90000,1.30000,5866.30000,-109.30000,2555.50000,7740.40000
2020-03-31,2116.30000,361.90000,736.20000,160.80000,3375.20000,979.50000,,1056.50000,111.90000,3904.70000,7279.90000,2092.00000,396.40000,530.10000,2494.80000,4586.80000,1.30000,5994.00000,-118.20000,2693.10000,7279.90000
2019-12-31,1908.40000,381.70000,904.60000,254.20000,3448.90000,1028.20000,,1063.30000,91.50000,3997.00000,7445.90000,1775.40000,396.30000,520.20000,2554.00000,4329.40000,1.30000,6292.80000,-118.60000,3116.50000,7445.90000
2019-09-30,1589.50000,516.80000,1012.50000,267.90000,3386.70000,1011.00000,,1066.10000,100.00000,3841.80000,7228.50000,1736.00000,396.10000,531.50000,2578.90000,4314.90000,1.30000,6009.40000,-115.40000,2913.60000,7228.50000
2019-06-30,1929.10000,323.70000,988.60000,412.70000,3654.10000,987.00000,,1083.50000,109.00000,3689.60000,7343.70000,1591.00000,692.10000,563.90000,2739.90000,4330.90000,1.30000,5878.60000,-109.20000,3012.80000,7343.70000
2019-03-31,1987.50000,430.20000,817.80000,359.30000,3594.80000,1039.20000,,1083.30000,158.50000,2348.00000,5942.80000,1200.10000,689.10000,766.40000,1455.50000,2655.60000,1.30000,5979.10000,-103.40000,3287.20000,5942.80000
2018-12-31,2063.00000,338.40000,914.50000,380.50000,3696.40000,1079.30000,,1094.30000,145.50000,2395.60000,6092.00000,1273.70000,686.80000,777.60000,1464.40000,2738.10000,1.30000,5996.30000,-101.30000,3353.90000,6092.00000
2018-09-30,1872.60000,467.20000,994.60000,359.10000,3693.50000,1130.50000,,1103.60000,160.30000,2462.00000,6155.50000,1241.10000,683.90000,768.50000,1452.40000,2693.50000,1.30000,5925.40000,-107.80000,3462.00000,6155.50000
2018-06-30,2020.00000,297.30000,890.00000,342.80000,3550.10000,1141.70000,,1110.10000,162.70000,2485.20000,6035.30000,1563.70000,288.00000,762.60000,1050.60000,2614.30000,1.30000,5805.40000,-101.40000,3421.00000,6035.30000
2018-03-31,2004.00000,459.40000,761.30000,323.70000,3548.40000,1186.30000,,1138.50000,183.50000,2594.90000,6143.30000,1587.20000,288.00000,810.70000,1098.70000,2685.90000,1.30000,5752.20000,-98.50000,3457.40000,6143.30000
2017-12-31,2038.00000,365.00000,825.40000,304.80000,3533.20000,1215.90000,,1136.50000,180.30000,2665.80000,6199.00000,1710.20000,290.30000,791.00000,1081.30000,2791.50000,1.30000,5751.50000,-130.60000,3407.50000,6199.00000
2017-09-30,1618.70000,540.80000,864.60000,300.30000,3324.40000,1240.50000,,1140.70000,179.50000,2703.90000,6028.30000,1590.10000,291.80000,636.80000,928.60000,2518.70000,1.30000,5874.00000,-135.40000,3509.60000,6028.30000
2017-06-30,1570.90000,356.70000,859.90000,299.20000,3086.70000,1273.30000,,1137.90000,174.70000,2727.30000,5814.00000,1216.90000,590.40000,646.60000,1237.00000,2453.90000,1.30000,5770.80000,-164.10000,3360.10000,5814.00000
2017-03-31,1353.00000,529.60000,791.50000,280.40000,2954.50000,1316.00000,,1124.40000,131.20000,2697.50000,5652.00000,1159.90000,588.20000,604.30000,1192.50000,2352.40000,1.20000,5751.90000,-198.40000,3299.60000,5652.00000
2016-12-31,1381.00000,348.00000,984.00000,321.00000,3034.00000,1514.00000,,1125.00000,202.00000,2932.00000,5966.00000,1151.00000,589.00000,616.00000,1205.00000,2356.00000,1.00000,5997.00000,-223.00000,3610.00000,5966.00000
2016-09-30,965.00000,549.00000,1173.00000,289.00000,2976.00000,1564.00000,,1171.00000,238.00000,3091.00000,6067.00000,1217.00000,597.00000,655.00000,1252.00000,2469.00000,1.00000,5956.00000,-180.00000,3598.00000,6067.00000
2016-06-30,1076.00000,398.00000,1242.00000,286.00000,3002.00000,1565.00000,,1170.00000,265.00000,3116.00000,6118.00000,1296.00000,602.00000,654.00000,1256.00000,2552.00000,1.00000,5952.00000,-192.00000,3566.00000,6118.00000
