,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,453.00000,4212.00000,3487.00000,4820.00000,12972.00000,115907.00000,951.00000,19303.00000,4050.00000,162169.00000,176340.00000,16912.00000,66060.00000,28105.00000,107259.00000,124171.00000,1.00000,4063.00000,-78.00000,52169.00000,176340.00000
2022-06-30,428.00000,3928.00000,3208.00000,3997.00000,11561.00000,113851.00000,983.00000,19303.00000,4026.00000,159600.00000,172383.00000,16544.00000,63147.00000,28467.00000,104255.00000,120799.00000,1.00000,3457.00000,-73.00000,51584.00000,172383.00000
2022-03-31,853.00000,3738.00000,3171.00000,3280.00000,11042.00000,112316.00000,976.00000,19303.00000,3995.00000,158923.00000,171220.00000,15425.00000,62196.00000,29943.00000,104543.00000,119968.00000,1.00000,3323.00000,-204.00000,51252.00000,171220.00000
2021-12-31,341.00000,3522.00000,3111.00000,2966.00000,9940.00000,105536.00000,457.00000,19303.00000,10327.00000,158511.00000,169587.00000,15931.00000,60448.00000,30065.00000,102520.00000,118451.00000,1.00000,3265.00000,-303.00000,51136.00000,169587.00000
2021-09-30,548.00000,3429.00000,2900.00000,2559.00000,9436.00000,110236.00000,951.00000,19303.00000,3686.00000,156284.00000,167007.00000,15556.00000,57929.00000,29522.00000,100211.00000,115767.00000,1.00000,3293.00000,-297.00000,51240.00000,167007.00000
2021-06-30,367.00000,3088.00000,3015.00000,2515.00000,8985.00000,108641.00000,938.00000,19303.00000,3652.00000,154905.00000,165385.00000,16211.00000,57410.00000,29495.00000,99629.00000,115840.00000,1.00000,2687.00000,-306.00000,49545.00000,165385.00000
2021-03-31,379.00000,2784.00000,3076.00000,2269.00000,8508.00000,107629.00000,919.00000,19303.00000,3715.00000,153417.00000,163465.00000,17333.00000,54768.00000,29138.00000,96474.00000,113807.00000,1.00000,2680.00000,-218.00000,49658.00000,163465.00000
2020-12-31,259.00000,3153.00000,3167.00000,2103.00000,8682.00000,106782.00000,961.00000,19303.00000,3601.00000,152182.00000,162388.00000,16305.00000,55625.00000,29034.00000,96899.00000,113204.00000,1.00000,2471.00000,-237.00000,49184.00000,162388.00000
2020-09-30,308.00000,3039.00000,3190.00000,2142.00000,8679.00000,105760.00000,924.00000,19303.00000,3539.00000,151153.00000,161409.00000,16693.00000,56049.00000,29231.00000,97421.00000,114114.00000,1.00000,3260.00000,-263.00000,47295.00000,161409.00000
2020-06-30,341.00000,2802.00000,3289.00000,2805.00000,9237.00000,104325.00000,861.00000,19303.00000,3458.00000,149232.00000,160049.00000,16690.00000,56143.00000,28655.00000,96748.00000,113438.00000,1.00000,2707.00000,-183.00000,46611.00000,160049.00000
2020-03-31,1450.00000,2637.00000,3324.00000,2770.00000,10181.00000,103108.00000,2067.00000,19303.00000,3315.00000,148258.00000,160072.00000,15170.00000,56311.00000,28195.00000,96819.00000,111989.00000,1.00000,4221.00000,-193.00000,48083.00000,160072.00000
2019-12-31,311.00000,3060.00000,3232.00000,2560.00000,9163.00000,102127.00000,1936.00000,19303.00000,3289.00000,148017.00000,158838.00000,14752.00000,54985.00000,29282.00000,96135.00000,110887.00000,1.00000,4108.00000,-130.00000,47951.00000,158838.00000
2019-09-30,379.00000,3077.00000,3107.00000,3056.00000,9619.00000,98912.00000,1864.00000,19303.00000,2905.00000,144595.00000,155917.00000,13390.00000,54818.00000,28591.00000,95120.00000,108510.00000,1.00000,4139.00000,-153.00000,47407.00000,155917.00000
2019-06-30,336.00000,2799.00000,3189.00000,3185.00000,9509.00000,97198.00000,1715.00000,19303.00000,2975.00000,142205.00000,153449.00000,13447.00000,54342.00000,28766.00000,94670.00000,108117.00000,1.00000,3502.00000,-148.00000,45332.00000,153449.00000
2019-03-31,377.00000,2756.00000,3102.00000,2933.00000,9168.00000,95721.00000,1602.00000,19303.00000,2969.00000,140270.00000,151136.00000,12282.00000,53681.00000,29055.00000,93809.00000,106091.00000,1.00000,3360.00000,-128.00000,45045.00000,151136.00000
2018-12-31,442.00000,3134.00000,3084.00000,3054.00000,9714.00000,91694.00000,1409.00000,19303.00000,2935.00000,135678.00000,145392.00000,15041.00000,51123.00000,26032.00000,86517.00000,101558.00000,1.00000,3113.00000,-92.00000,43834.00000,145392.00000
2018-09-30,303.00000,3079.00000,3140.00000,2998.00000,9520.00000,89865.00000,1328.00000,19303.00000,3112.00000,133645.00000,143165.00000,13922.00000,50507.00000,26418.00000,86230.00000,100152.00000,1.00000,3313.00000,-66.00000,43013.00000,143165.00000
2018-06-30,304.00000,2817.00000,3177.00000,2178.00000,8476.00000,88495.00000,1168.00000,19396.00000,3087.00000,131783.00000,140259.00000,12791.00000,49863.00000,26565.00000,84953.00000,97744.00000,1.00000,2894.00000,-70.00000,42515.00000,140259.00000
2018-03-31,421.00000,2743.00000,3149.00000,1966.00000,8279.00000,87373.00000,1189.00000,19396.00000,3062.00000,130262.00000,138541.00000,12998.00000,49030.00000,26305.00000,83745.00000,96743.00000,1.00000,3021.00000,-69.00000,41798.00000,138541.00000
2017-12-31,358.00000,2774.00000,3250.00000,2071.00000,8453.00000,86391.00000,1175.00000,19396.00000,2960.00000,129461.00000,137914.00000,12482.00000,49035.00000,26397.00000,83695.00000,96177.00000,1.00000,3013.00000,-67.00000,41737.00000,137914.00000
2017-09-30,282.00000,2617.00000,3265.00000,1542.00000,7706.00000,84862.00000,1366.00000,19418.00000,2792.00000,128619.00000,136325.00000,10820.00000,48929.00000,18237.00000,83863.00000,94683.00000,1.00000,2936.00000,-80.00000,41642.00000,136325.00000
2017-06-30,298.00000,2378.00000,3369.00000,1628.00000,7673.00000,84404.00000,1267.00000,19425.00000,2826.00000,127331.00000,135004.00000,12466.00000,46043.00000,18864.00000,81244.00000,93710.00000,1.00000,2607.00000,-82.00000,41294.00000,135004.00000
2017-03-31,878.00000,2305.00000,3366.00000,1456.00000,8005.00000,83516.00000,1122.00000,19425.00000,2754.00000,126103.00000,134108.00000,10941.00000,47021.00000,18865.00000,81981.00000,92922.00000,1.00000,2521.00000,-85.00000,41186.00000,134108.00000
2016-12-31,392.00000,2644.00000,3522.00000,1481.00000,8039.00000,82520.00000,,19425.00000,3694.00000,124722.00000,132761.00000,11551.00000,45576.00000,18834.00000,80169.00000,91720.00000,1.00000,2384.00000,-93.00000,41041.00000,132761.00000
2016-09-30,6179.00000,2722.00000,3351.00000,1282.00000,13534.00000,78216.00000,604.00000,16354.00000,2948.00000,116152.00000,129686.00000,12076.00000,43964.00000,18383.00000,77064.00000,89140.00000,1.00000,3212.00000,-721.00000,40546.00000,129686.00000
2016-06-30,676.00000,2518.00000,3627.00000,1276.00000,8097.00000,77329.00000,613.00000,16357.00000,2972.00000,114557.00000,122654.00000,9906.00000,39931.00000,18295.00000,72800.00000,82706.00000,1.00000,2627.00000,-717.00000,39948.00000,122654.00000
2016-03-31,778.00000,2323.00000,3721.00000,1121.00000,7943.00000,76432.00000,547.00000,16349.00000,3036.00000,113766.00000,121709.00000,10891.00000,38232.00000,18250.00000,70877.00000,81768.00000,1.00000,2688.00000,-766.00000,39941.00000,121709.00000
2015-12-31,383.00000,2263.00000,3746.00000,1930.00000,8322.00000,73779.00000,499.00000,16072.00000,5243.00000,112834.00000,121156.00000,11400.00000,36842.00000,19035.00000,69985.00000,81385.00000,1.00000,2564.00000,-806.00000,39771.00000,121156.00000
2015-09-30,1370.00000,2759.00000,3537.00000,2529.00000,10195.00000,73776.00000,3706.00000,16312.00000,188.00000,110838.00000,121033.00000,10516.00000,37667.00000,17437.00000,70649.00000,81165.00000,1.00000,2656.00000,-778.00000,39868.00000,121033.00000
2015-06-30,960.00000,2696.00000,3469.00000,2473.00000,9598.00000,71759.00000,375.00000,16328.00000,3239.00000,108977.00000,118575.00000,9646.00000,36795.00000,17281.00000,69312.00000,78958.00000,1.00000,2294.00000,-648.00000,39617.00000,118575.00000
2015-03-31,2821.00000,2766.00000,3413.00000,3322.00000,12322.00000,70301.00000,343.00000,16329.00000,5810.00000,109820.00000,122142.00000,11903.00000,37173.00000,16471.00000,69152.00000,81055.00000,1.00000,2309.00000,-672.00000,41087.00000,122142.00000
2014-12-31,2036.00000,2764.00000,3459.00000,3316.00000,11575.00000,70046.00000,358.00000,16321.00000,5650.00000,108982.00000,120557.00000,11233.00000,37061.00000,16369.00000,68425.00000,79658.00000,1.00000,2012.00000,-543.00000,40899.00000,120557.00000
2014-09-30,1931.00000,2923.00000,3200.00000,3521.00000,11575.00000,69595.00000,350.00000,16331.00000,6005.00000,108081.00000,119656.00000,8251.00000,38702.00000,16599.00000,69952.00000,78203.00000,1.00000,2479.00000,-456.00000,41453.00000,119656.00000
2014-06-30,2008.00000,2995.00000,3056.00000,3456.00000,11515.00000,66908.00000,381.00000,16343.00000,5422.00000,103658.00000,115173.00000,8708.00000,38706.00000,13166.00000,65584.00000,74292.00000,1.00000,1768.00000,-355.00000,40881.00000,115173.00000
2014-03-31,1537.00000,2796.00000,2908.00000,3324.00000,10565.00000,66355.00000,386.00000,16342.00000,5592.00000,103227.00000,113792.00000,7492.00000,39000.00000,12951.00000,65511.00000,73003.00000,1.00000,1713.00000,-377.00000,40789.00000,113792.00000
2013-12-31,1545.00000,3005.00000,3250.00000,2716.00000,10516.00000,69490.00000,390.00000,16340.00000,3539.00000,104263.00000,114779.00000,8644.00000,38152.00000,12714.00000,64727.00000,73371.00000,1.00000,2363.00000,-399.00000,41408.00000,114779.00000
2013-09-30,2284.00000,2843.00000,3100.00000,2191.00000,10418.00000,69284.00000,511.00000,16696.00000,2413.00000,104172.00000,114590.00000,9239.00000,37402.00000,13034.00000,64114.00000,73353.00000,1.00000,2227.00000,-380.00000,41237.00000,114590.00000
2013-06-30,1851.00000,2828.00000,3130.00000,2066.00000,9875.00000,68877.00000,508.00000,16695.00000,2469.00000,104225.00000,114100.00000,10015.00000,37359.00000,7589.00000,63884.00000,73899.00000,1.00000,1223.00000,-376.00000,40201.00000,114100.00000
2013-03-31,1584.00000,2807.00000,3096.00000,2062.00000,9549.00000,68813.00000,478.00000,16727.00000,2520.00000,104117.00000,113666.00000,9965.00000,36339.00000,12980.00000,62671.00000,72636.00000,1.00000,1978.00000,-289.00000,41030.00000,113666.00000
2012-12-31,1757.00000,2717.00000,3223.00000,2425.00000,10122.00000,68558.00000,483.00000,16365.00000,2904.00000,103734.00000,113856.00000,10029.00000,36351.00000,12974.00000,62886.00000,72915.00000,1.00000,1889.00000,-306.00000,40941.00000,113856.00000
2012-09-30,2096.00000,2846.00000,3041.00000,2123.00000,10106.00000,69031.00000,542.00000,16539.00000,2301.00000,101902.00000,112008.00000,8556.00000,36109.00000,12934.00000,62457.00000,71013.00000,1.00000,1995.00000,-340.00000,40995.00000,112008.00000
2012-06-30,1760.00000,1843.00000,1762.00000,1122.00000,6487.00000,43787.00000,450.00000,4199.00000,2027.00000,56544.00000,63031.00000,6139.00000,18454.00000,6800.00000,34376.00000,40515.00000,1.00000,1598.00000,-320.00000,22516.00000,63031.00000
2012-03-31,1309.00000,1737.00000,1754.00000,1124.00000,5924.00000,42971.00000,479.00000,4210.00000,2232.00000,55875.00000,61799.00000,4283.00000,19026.00000,6659.00000,34638.00000,38921.00000,1.00000,1833.00000,-174.00000,22878.00000,61799.00000
2011-12-31,2300.00000,1941.00000,1588.00000,1051.00000,6880.00000,42661.00000,460.00000,4212.00000,2366.00000,55646.00000,62526.00000,5528.00000,18679.00000,6633.00000,34133.00000,39661.00000,1.00000,1873.00000,-234.00000,22865.00000,62526.00000
2011-09-30,2178.00000,1916.00000,1421.00000,758.00000,6273.00000,41877.00000,459.00000,4218.00000,2412.00000,54503.00000,60776.00000,5115.00000,17584.00000,7335.00000,32762.00000,37877.00000,1.00000,1920.00000,-188.00000,22899.00000,60776.00000
2011-06-30,1371.00000,1969.00000,1415.00000,879.00000,5634.00000,41610.00000,457.00000,4336.00000,4502.00000,54158.00000,59792.00000,4386.00000,17687.00000,7290.00000,32704.00000,37090.00000,1.00000,1448.00000,89.00000,22702.00000,59792.00000
2011-03-31,1428.00000,1925.00000,1347.00000,845.00000,5545.00000,40944.00000,445.00000,4325.00000,2386.00000,53441.00000,58986.00000,4197.00000,17226.00000,7307.00000,31933.00000,36130.00000,1.00000,1676.00000,30.00000,22856.00000,58986.00000
2010-12-31,1670.00000,2066.00000,1318.00000,1169.00000,6223.00000,40344.00000,444.00000,4325.00000,2563.00000,52867.00000,59090.00000,3897.00000,17935.00000,6324.00000,32540.00000,36437.00000,1.00000,1496.00000,2.00000,22653.00000,59090.00000
2010-09-30,1808.00000,2012.00000,1230.00000,987.00000,6037.00000,39724.00000,351.00000,4346.00000,2503.00000,51820.00000,57857.00000,3665.00000,17762.00000,7509.00000,32043.00000,35708.00000,1.00000,1396.00000,-294.00000,22149.00000,57857.00000
2010-06-30,1010.00000,1974.00000,1302.00000,1157.00000,5443.00000,39060.00000,358.00000,4355.00000,2564.00000,50957.00000,56400.00000,3837.00000,17219.00000,7524.00000,31300.00000,35137.00000,1.00000,726.00000,-389.00000,21263.00000,56400.00000
2010-03-31,1080.00000,1924.00000,1337.00000,1150.00000,5491.00000,38706.00000,363.00000,4920.00000,2661.00000,52142.00000,57633.00000,3854.00000,16279.00000,9075.00000,31731.00000,35585.00000,1.00000,1589.00000,-373.00000,22048.00000,57633.00000
2009-12-31,1542.00000,1741.00000,1515.00000,968.00000,5766.00000,37950.00000,436.00000,4943.00000,2618.00000,51274.00000,57040.00000,4088.00000,16113.00000,9028.00000,31066.00000,35154.00000,1.00000,1460.00000,-372.00000,21886.00000,57040.00000
2009-09-30,1607.00000,1489.00000,1420.00000,1299.00000,5815.00000,36425.00000,458.00000,4989.00000,2563.00000,49959.00000,55774.00000,3718.00000,15406.00000,8941.00000,30311.00000,34029.00000,1.00000,1428.00000,-387.00000,21745.00000,55774.00000
2009-06-30,710.00000,1511.00000,1368.00000,1802.00000,5391.00000,35429.00000,466.00000,5362.00000,2598.00000,49318.00000,54709.00000,4141.00000,14433.00000,8738.00000,29208.00000,33349.00000,1.00000,1321.00000,-521.00000,21360.00000,54709.00000
2009-03-31,1252.00000,1465.00000,1243.00000,1360.00000,5320.00000,34505.00000,460.00000,5360.00000,2501.00000,48264.00000,53584.00000,3524.00000,14569.00000,8678.00000,28678.00000,32202.00000,1.00000,1655.00000,-730.00000,21382.00000,53584.00000
