,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,288.90000,1175.00000,1165.40000,,204.40000,2833.70000,1113.70000,,10218.40000,320.30000,13282.40000,16116.10000,1611.10000,6588.70000,1564.40000,8193.40000,9804.50000,0.50000,5356.00000,-17.50000,6311.60000,16116.10000
2022-09-30,306.80000,1133.20000,1030.30000,,205.70000,2676.00000,1088.30000,,10378.50000,306.00000,13465.10000,16141.10000,2538.40000,6304.90000,1153.20000,7499.60000,10038.00000,0.60000,4956.00000,-11.60000,6103.10000,16141.10000
2022-06-30,379.10000,1145.00000,911.80000,,207.30000,2643.20000,994.90000,,10543.00000,279.60000,13565.20000,16208.40000,1485.40000,7563.90000,1140.50000,8745.10000,10230.50000,0.60000,4575.90000,-16.60000,5977.90000,16208.40000
2022-03-31,319.40000,1072.60000,854.40000,,206.20000,2452.60000,967.90000,,10716.70000,265.20000,13746.90000,16199.50000,1399.00000,7687.40000,1178.50000,8905.69900,10304.70000,0.60000,4175.20000,-20.60000,5894.80000,16199.50000
2021-12-31,315.50000,930.10000,768.20000,,186.70000,2200.50000,929.90000,,10929.90000,265.40000,13846.70000,16047.20000,1218.70000,7868.50000,1115.30000,9025.20000,10243.90000,0.60000,3878.10000,-23.30000,5803.30000,16047.20000
2021-09-30,255.30000,985.60000,713.60000,,194.60000,2149.10000,923.70000,,11153.40000,250.20000,14065.90000,16215.00000,1121.80000,8200.60000,1146.00000,9390.30000,10512.10000,0.60000,3654.00000,-24.40000,5702.90000,16215.00000
2021-06-30,279.70000,1000.70000,683.80000,,192.90000,2157.10000,892.20000,,11252.00000,257.00000,14120.70000,16277.80000,1089.10000,8527.40000,1098.30000,9668.80000,10757.90000,0.30000,3533.20000,-26.20000,5519.90000,16277.80000
2021-03-31,282.00000,997.70000,665.00000,,200.50000,2145.20000,854.70000,,11465.40000,264.30000,14333.60000,16478.80000,2409.60000,7581.20000,1107.00000,8732.10000,11141.70000,0.50000,3393.50000,-26.20000,5337.10000,16478.80000
2020-12-31,372.70000,893.80000,666.10000,,219.90000,2152.50000,827.40000,,11696.40000,271.40000,14423.60000,16576.10000,2522.20000,7647.80000,1099.20000,8756.89900,11279.10000,0.30000,3384.10000,-22.30000,5297.00000,16576.10000
2020-09-30,370.30000,903.70000,661.40000,,186.70000,2122.10000,822.10000,,11920.60000,271.20000,14648.80000,16770.90000,1975.20000,8181.40000,1089.00000,9352.00000,11327.20000,0.30000,3443.90000,-20.90000,5443.70000,16770.90000
