,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2019-03-31,1252.99000,,,62.27700,1315.26700,252.23700,197.52700,34.45300,604.40900,1919.67600,941.28000,1785.67600,309.11900,2384.52500,3325.80500,0.35300,-16927.26000,-2.76200,-1406.12900,1919.67600
2018-12-31,1269.66900,,,47.36500,1317.03400,253.90500,197.52700,41.04600,597.47000,1914.50400,947.59000,1785.04700,281.62100,2352.38800,3299.97800,0.35200,-17089.79000,-2.81100,-1385.47400,1914.50400
2018-09-30,1178.96600,,,57.01600,1235.98200,256.26900,197.52700,27.07800,648.64600,1884.62800,913.63600,1784.41700,300.94100,2372.09300,3285.72900,0.35200,-17271.98000,-3.00300,-1401.10100,1884.62800
2018-06-30,1171.27500,,,57.64000,1228.91500,256.06400,197.52700,27.17900,682.67000,1911.58500,921.22700,1783.78800,298.56300,2371.34700,3292.57400,0.35200,-17409.66000,-2.68100,-1380.98900,1911.58500
2018-03-31,2356.46200,,,52.06600,2408.52800,257.53600,197.52700,26.30700,496.79500,2905.32300,1548.94600,1783.15900,303.58200,2591.11100,4140.05700,0.32600,-17538.02000,-2.69800,-1234.73400,2905.32300
2017-12-31,2414.75100,,,31.40200,2446.15300,263.51300,197.52700,18.60300,495.03500,2941.18800,1560.52800,1782.52900,128.19700,2640.93100,4201.45900,0.32500,-17694.79000,-2.94100,-1260.27100,2941.18800
2017-09-30,2365.72700,,,40.29300,2406.02000,265.30600,197.52700,19.05200,502.34300,2908.36300,1535.52200,1781.91200,130.24600,2602.77900,4138.30100,0.32500,-17797.63000,-3.15400,-1229.93800,2908.36300
2017-06-30,1808.44300,,,35.64700,1844.09000,261.87000,197.52700,20.11800,500.16100,2344.25100,1523.13900,1238.10700,112.32700,2024.27000,3547.40900,0.32500,-17900.07000,-2.89000,-1203.15800,2344.25100
2017-03-31,1786.37200,,,30.85200,1817.22400,262.35200,197.52700,18.15200,498.29500,2315.51900,1499.38700,1237.64800,113.20600,2003.88100,3503.26800,0.32500,-18023.17000,-3.10700,-1187.74900,2315.51900
2016-12-31,1797.90700,,,44.43500,1842.34200,266.12500,197.52700,19.19300,492.23000,2334.57200,1521.94900,1237.18900,117.17200,2013.21800,3535.16700,0.32400,-18184.95000,-3.45300,-1200.59500,2334.57200
2016-09-30,1757.71100,15.76700,,21.49000,1794.96800,270.16500,197.52700,22.50000,503.01100,2297.97900,1482.42600,1236.73100,116.66700,1984.79100,3467.21700,0.32400,-18290.51000,-2.68500,-1169.23800,2297.97900
2016-06-30,1906.99600,15.08600,,22.57300,1944.65500,277.94200,52.52700,25.84400,369.51800,2314.17300,1476.12500,1236.27200,114.76200,1965.37800,3441.50300,0.32400,-18404.93000,-2.18900,-1127.33000,2314.17300
2016-03-31,1895.82900,16.18800,,34.04000,1946.05700,286.20200,52.52700,23.56300,377.61600,2323.67300,1481.71300,1235.81300,114.57300,1949.98300,3431.69600,0.32400,-18518.14000,-3.12400,-1108.02300,2323.67300
2015-12-31,1915.43000,12.63800,,39.85600,1967.92400,295.57000,54.52700,22.35500,389.81300,2357.73700,1502.98000,1235.35400,114.79700,1925.20400,3428.18400,0.32300,-18625.60000,-3.99300,-1070.44700,2357.73700
2015-09-30,1890.95800,14.71400,,35.46800,1941.14000,297.29900,52.52700,24.09600,636.16500,2577.30500,1979.89200,1234.89000,114.20900,1628.82300,3608.71500,0.32300,-18727.13000,-2.58900,-1031.41000,2577.30500
2015-06-30,1884.80900,14.41800,,31.28000,1930.50700,304.36000,52.52700,22.37800,640.15700,2570.66400,1945.53100,1234.36800,107.25300,1619.44900,3564.98000,0.32300,-18819.59000,-3.12800,-994.31600,2570.66400
2015-03-31,1871.32200,14.65600,,54.00600,1939.98400,311.87000,52.52700,36.82100,667.72600,2607.71000,1922.19100,1250.00000,106.89900,1633.39600,3555.58700,0.32300,-18912.60000,-2.91500,-947.87700,2607.71000
2014-12-31,1424.68400,13.44800,,41.65800,1479.79000,319.02800,52.52700,15.91800,421.36000,1901.15000,1432.20500,740.17500,98.72200,1352.41100,2784.61600,0.32200,-19000.84000,-2.99800,-883.46600,1901.15000
2014-09-30,1474.71800,48.26900,,,1522.98700,318.80800,52.52700,26.67100,684.43510,2207.42200,1849.26600,750.00000,88.84400,1106.91000,2956.17600,0.32200,-19066.31000,-3.04900,-748.75400,2207.42200
2014-06-30,1545.47100,51.57200,,,1597.04300,323.78200,52.52700,26.68600,725.59100,2322.63400,1843.07000,750.00000,95.82500,1112.41600,2955.48600,0.32100,-19161.50000,-3.10700,-632.85200,2322.63400
2014-03-31,1717.20800,72.99000,,,1790.19800,329.71100,52.52700,27.29700,819.15100,2609.34900,2043.79700,750.00000,7.54400,1023.17100,3066.96800,0.32100,-19261.67000,-3.07200,-457.61900,2609.34900
2013-12-31,1723.28500,13.63100,,66.28300,1803.19900,339.65300,52.52700,27.74500,857.56800,2660.76700,2029.18600,750.00000,44.52400,1055.13900,3084.32500,0.32000,-19356.10000,-3.08500,-423.55800,2660.76700
2013-09-30,1806.81400,14.82300,39.85300,,1861.74300,337.78500,52.52700,29.50500,468.20800,2329.95100,1764.07000,750.00000,44.90300,1059.69800,2823.76800,0.32000,-19648.24000,-3.20700,-493.81700,2329.95100
2013-06-30,1997.46200,13.55600,42.01700,,2053.29100,337.87900,52.52700,29.16800,471.55000,2524.84100,1740.63400,750.00000,44.92600,1058.13900,2798.77300,0.32000,-19729.14000,-3.29300,-273.93200,2524.84100
2013-03-31,1562.44700,13.61700,38.84900,,1615.19900,333.18300,52.52700,17.41100,455.91400,2071.11300,1706.40700,100.00000,44.74700,403.84200,2110.24900,0.32000,-19816.03000,-0.67500,-39.13600,2071.11300
2012-12-31,1556.43600,11.47700,30.79500,,1643.46400,333.86100,52.52700,25.32500,419.01200,2062.47600,695.01800,697.61400,44.29800,1376.78100,2071.79900,0.31900,-19900.54000,-0.38800,-9.32300,2062.47600
2012-09-30,1492.25200,11.27000,26.96700,,1530.48900,329.35800,53.06200,15.16200,452.77500,1983.26400,1617.36000,100.00000,44.25500,392.51600,2009.87600,0.31900,-20006.19000,-0.60300,-26.61200,1983.26400
2012-06-30,1438.01800,12.65300,,,1530.61100,329.32800,53.20200,28.88300,411.41300,1942.02400,672.63500,697.93500,45.29400,1328.58400,2001.21900,0.31800,-20084.10000,-3.08200,-59.19500,1942.02400
2012-03-31,1385.84300,13.55300,,,1473.68300,328.47400,53.52500,27.07800,409.07700,1882.76000,642.61600,692.82100,45.16100,1311.47700,1954.09300,0.31800,-20152.57000,-3.09400,-71.33300,1882.76000
2011-12-31,1346.20900,14.97400,21.84700,,1447.78100,327.13600,53.84800,24.65600,408.39800,1856.17900,658.92300,690.08600,43.71700,1285.36300,1944.28600,0.31700,-20220.58000,-3.08400,-88.10700,1856.17900
2011-09-30,1234.92400,14.83100,,,1363.69000,205.30400,54.17200,34.54300,294.01900,1657.70900,639.23100,586.56600,40.75100,1185.21600,1824.44700,0.31600,-20274.39000,-3.18500,-166.73800,1657.70900
2011-06-30,1394.75000,14.51600,115.87400,,1525.14000,194.77100,54.49500,21.19500,270.46100,1795.60100,651.76400,584.96500,17.88000,1148.04000,1799.80400,0.31600,-20333.31000,-2.06400,-4.20300,1795.60100
2011-03-31,1946.84000,15.85200,97.40600,,2060.09800,193.14500,54.82300,22.53700,270.50500,2330.60300,645.08900,583.85200,24.90600,1140.18600,1785.27500,0.31500,-20322.70000,-1.79100,545.32800,2330.60300
2010-12-31,2060.86600,14.87400,,,2177.95700,190.31900,55.14600,20.58400,266.04900,2444.00600,652.71300,581.62600,17.98100,1114.86300,1767.57600,0.31300,-20363.47000,-1.33400,676.43000,2444.00600
2010-09-30,2549.14300,16.82600,90.93500,,2656.90400,191.42600,55.47000,20.28200,267.17800,2924.08200,611.75600,578.26200,283.60500,1066.87000,1678.62600,0.31200,-20322.96000,1.57600,1245.45600,2924.08200
2010-06-30,1337.27900,16.19400,85.02100,681.74900,2120.24300,190.80700,55.79300,25.12200,271.72200,2391.96500,942.84600,575.93300,193.13300,972.97700,1915.82300,0.31000,-21107.87000,12.40400,476.14200,2391.96500
2010-03-31,1550.43100,58.52800,134.48100,,1743.44000,398.56300,308.07000,42.11500,748.74790,2492.18800,848.84100,575.54500,179.98200,1010.90100,1859.74200,0.30900,-21143.08000,7.03800,632.44600,2492.18800
2009-12-31,1477.35100,63.13300,168.57400,,1709.05800,403.82100,312.40000,44.86500,761.08610,2470.14400,886.47400,574.37800,20.11700,985.00600,1871.48000,0.30800,-21194.44000,7.65900,598.66400,2470.14400
2009-09-30,1432.30600,73.24700,151.00300,240.20200,1896.75800,372.41300,314.89500,37.39700,724.70500,2621.46300,953.49000,571.52600,89.80600,885.87300,1839.36300,0.30700,-21286.48000,9.03900,782.10000,2621.46300
2009-06-30,1308.35200,77.37200,167.16000,263.99100,1816.87500,370.10700,327.01400,36.17700,733.29800,2550.17300,956.44000,570.70700,80.22100,873.03400,1829.47400,0.30600,-21340.09000,5.85300,720.69900,2550.17300
2009-03-31,942.38600,80.78300,172.80700,505.86000,1701.83600,372.72300,323.75000,34.33400,730.80700,2432.64300,924.09100,569.04400,19.76100,882.00810,1806.09900,0.30600,-21374.97000,11.81900,626.54400,2432.64300
