,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,427.00000,2280.00000,2269.00000,753.00000,5729.00000,7885.00000,238.00000,2925.00000,1193.00000,12241.00000,17970.00000,7334.00000,7578.00000,799.00000,9936.00000,17270.00000,473.00000,8201.00000,-3669.00000,700.00000,17970.00000
2022-09-30,362.00000,2333.00000,2281.00000,649.00000,5625.00000,7737.00000,266.00000,2909.00000,1299.00000,12211.00000,17836.00000,7197.00000,7628.00000,695.00000,10056.00000,17253.00000,473.00000,8086.00000,-3629.00000,583.00000,17836.00000
2022-06-30,311.00000,2469.00000,2278.00000,604.00000,5662.00000,7931.00000,270.00000,2995.00000,1256.00000,12452.00000,18114.00000,7209.00000,7698.00000,673.00000,10163.00000,17372.00000,473.00000,8022.00000,-3389.00000,742.00000,18114.00000
2022-03-31,493.00000,2516.00000,2265.00000,629.00000,5903.00000,8114.00000,266.00000,3103.00000,1286.00000,12769.00000,18672.00000,7257.00000,8101.00000,716.00000,10561.00000,17818.00000,473.00000,7988.00000,-3180.00000,854.00000,18672.00000
2021-12-31,270.00000,2207.00000,2239.00000,849.00000,5565.00000,8097.00000,290.00000,2650.00000,1235.00000,12272.00000,17837.00000,6749.00000,8141.00000,681.00000,10351.00000,17100.00000,473.00000,7858.00000,-3239.00000,737.00000,17837.00000
2021-09-30,286.00000,2399.00000,2098.00000,843.00000,5626.00000,7964.00000,340.00000,2606.00000,1239.00000,12149.00000,17775.00000,7258.00000,7555.00000,657.00000,9810.00000,17068.00000,473.00000,7883.00000,-3305.00000,707.00000,17775.00000
2021-06-30,306.00000,2340.00000,2110.00000,816.00000,5572.00000,8018.00000,350.00000,2637.00000,1250.00000,12255.00000,17827.00000,7244.00000,7591.00000,666.00000,9825.00000,17069.00000,473.00000,7798.00000,-3215.00000,758.00000,17827.00000
2021-03-31,320.00000,2199.00000,1956.00000,668.00000,5143.00000,7887.00000,349.00000,2625.00000,1222.00000,12083.00000,17226.00000,6694.00000,7548.00000,673.00000,9786.00000,16480.00000,473.00000,7764.00000,-3327.00000,746.00000,17226.00000
2020-12-31,303.00000,2235.00000,1903.00000,733.00000,5174.00000,8042.00000,300.00000,2727.00000,1280.00000,12349.00000,17523.00000,6443.00000,7878.00000,718.00000,10211.00000,16654.00000,473.00000,7567.00000,-3172.00000,869.00000,17523.00000
2020-09-30,1518.00000,2125.00000,1787.00000,645.00000,6075.00000,7497.00000,333.00000,1418.00000,1208.00000,10456.00000,16531.00000,6102.00000,7851.00000,599.00000,9852.00000,15954.00000,473.00000,7395.00000,-3482.00000,577.00000,16531.00000
2020-06-30,1448.00000,2024.00000,1825.00000,607.00000,5904.00000,7366.00000,319.00000,1401.00000,1183.00000,10269.00000,16173.00000,6494.00000,7223.00000,546.00000,9184.00000,15678.00000,473.00000,7299.00000,-3513.00000,495.00000,16173.00000
2020-03-31,979.00000,2519.00000,1539.00000,609.00000,5646.00000,7226.00000,314.00000,1361.00000,1130.00000,10031.00000,15677.00000,6483.00000,7210.00000,538.00000,9148.00000,15631.00000,473.00000,6978.00000,-3615.00000,46.00000,15677.00000
2019-12-31,442.00000,2263.00000,1790.00000,562.00000,5057.00000,7450.00000,268.00000,1496.00000,1012.00000,10226.00000,15283.00000,6919.00000,6213.00000,520.00000,8170.00000,15089.00000,473.00000,6686.00000,-3294.00000,194.00000,15283.00000
2019-09-30,416.00000,2306.00000,1779.00000,563.00000,5064.00000,7158.00000,294.00000,1438.00000,1079.00000,9969.00000,15033.00000,6782.00000,6198.00000,540.00000,8163.00000,14945.00000,473.00000,6485.00000,-3412.00000,88.00000,15033.00000
2019-06-30,534.00000,2397.00000,1856.00000,534.00000,5321.00000,7207.00000,249.00000,1478.00000,1092.00000,10026.00000,15347.00000,6585.00000,6701.00000,571.00000,8712.00000,15297.00000,473.00000,6170.00000,-3269.00000,50.00000,15347.00000
2019-03-31,491.00000,2377.00000,1857.00000,530.00000,5255.00000,7139.00000,246.00000,1476.00000,1088.00000,9949.00000,15204.00000,7197.00000,5990.00000,617.00000,8089.00000,15286.00000,,,,-82.00000,15204.00000
2018-12-31,539.00000,2164.00000,1813.00000,525.00000,5041.00000,7159.00000,224.00000,1474.00000,620.00000,9477.00000,14518.00000,6536.00000,6247.00000,328.00000,8028.00000,14564.00000,473.00000,5947.00000,-3299.00000,-46.00000,14518.00000
2018-09-30,494.00000,2308.00000,1770.00000,536.00000,5108.00000,7030.00000,251.00000,1480.00000,714.00000,9475.00000,14583.00000,6805.00000,5739.00000,369.00000,7666.00000,14471.00000,,,,112.00000,14583.00000
2018-06-30,484.00000,2286.00000,1750.00000,508.00000,5028.00000,7046.00000,257.00000,1504.00000,729.00000,9536.00000,14564.00000,6655.00000,5746.00000,366.00000,7731.00000,14386.00000,,,,178.00000,14564.00000
2018-03-31,626.00000,2470.00000,1778.00000,498.00000,5372.00000,7328.00000,260.00000,1576.00000,767.00000,9931.00000,15303.00000,6674.00000,6081.00000,359.00000,8074.00000,14748.00000,,,,555.00000,15303.00000
2017-12-31,616.00000,2315.00000,1790.00000,490.00000,5211.00000,7436.00000,233.00000,1576.00000,695.00000,9940.00000,15151.00000,5858.00000,6472.00000,299.00000,8411.00000,14269.00000,473.00000,5769.00000,-2919.00000,882.00000,15151.00000
2017-09-30,655.00000,2360.00000,1748.00000,463.00000,5226.00000,7317.00000,272.00000,1581.00000,653.00000,9823.00000,15049.00000,5412.00000,7057.00000,305.00000,9139.00000,14551.00000,,,,498.00000,15049.00000
